-1.05687,-6.62791,7.58171,8.57742,4.09963,7.03765,5.91283,2.75417,1.84507,-2.74434,-9.2012,3.43827,-0.701849,-9.16703,3.45848,7.86092,-5.26768,5.94933,-6.67257,9.36063,1.533,-3.25088,0.198775,9.10413,-9.63573,7.01713,1.55299,6.47637,4.30228,-3.94518,2.96508,3.99873,1.19866,1.37619,-3.41749,1.48631,5.594,-8.79394,-0.42941,-1.21387,5.54581,1.34683,-1.79818,8.38103,-1.05253,-3.58097,-1.02159,-7.60201,-8.55489,5.38797,7.34647,8.70659,8.61916
-6.62791,4.28764,-7.31627,7.17168,-7.37028,1.40145,-6.048,9.95398,-6.4756,-2.69883,-8.66926,-3.0207,-4.5705,1.24997,8.11776,-4.43643,-8.80937,-0.579056,-3.97098,4.07627,5.1666,1.83509,-8.01338,0.185551,7.57683,9.29656,3.61214,1.01714,4.35949,4.5429,-4.11523,0.305839,3.80842,-2.83925,-2.40008,-8.39102,-0.0475813,2.09585,-0.410757,-6.71641,8.71275,6.2081,8.98471,-4.27498,-1.48085,2.57994,-3.13361,6.1392,-0.0645419,-9.14238,2.05172,-1.62389,-7.47853
7.58171,-7.31627,-1.01231,-6.82881,5.26807,5.67305,9.56151,5.80802,4.78754,4.10712,-0.0219816,-6.03945,0.821575,8.76624,-7.49993,9.3622,3.75589,1.56304,1.27327,-3.6337,-2.79308,8.76444,1.95492,-6.30564,-9.83883,1.15637,-0.501291,0.581903,4.4442,-1.31594,8.04274,-5.77217,4.01546,-1.55126,4.92992,-3.0248,7.39156,-8.74428,-6.71749,-2.89481,-7.50632,-2.03827,4.46215,-8.81474,5.82984,6.62135,3.32001,3.83408,7.30874,5.44852,8.59609,-1.332,3.07717
8.57742,7.17168,-6.82881,7.89017,6.16244,-9.14114,-8.07582,7.81398,-1.17865,9.19056,8.28916,8.93076,8.16249,1.06109,9.99186,-6.85937,-1.45539,2.44703,-2.98461,-5.03982,8.63673,5.97864,-5.4632,7.29594,-4.25856,-0.7769,-1.3628,5.0977,-5.36837,1.18951,6.40155,8.11003,-1.04287,-3.26585,-3.85394,-3.60265,-1.68459,-8.3306,-5.76725,-3.1802,5.24256,-6.11275,-9.08918,4.09065,0.497489,-5.4539,-5.29861,7.3386,1.75169,7.59545,-8.59176,-1.43562,-0.053805
4.09963,-7.37028,5.26807,6.16244,2.01931,7.05697,-4.96857,8.68248,1.60743,-7.45468,-4.89388,-2.13914,4.44125,-6.42837,8.3407,7.79988,-5.11211,-0.866942,1.17262,3.54006,-4.46975,6.00667,9.68999,7.21071,-2.19146,-1.39975,7.64802,-8.66844,-6.10165,4.07255,1.67303,9.08301,-9.51427,4.32199,0.212367,6.35639,9.77228,0.533558,-5.23085,-9.27787,-5.56724,-2.58583,3.96939,9.25632,-6.64502,-3.2682,-8.24714,7.27355,-6.3019,-1.26178,9.24954,-9.5149,-8.00107
7.03765,1.40145,5.67305,-9.14114,7.05697,-1.67632,-5.11837,8.66306,-7.82174,-0.762821,7.76803,-7.05859,0.772133,5.2254,5.58035,4.45979,0.936147,4.2285,-1.97156,-8.69083,-5.63183,-6.69844,5.91239,-6.15044,-5.98759,0.0125651,7.73159,2.53231,8.01433,-4.49019,8.59454,-8.4697,6.31943,5.10371,-0.982487,-6.60914,5.47651,-2.66708,3.09171,-1.0579,-6.53309,-2.26268,2.02461,-8.18905,-4.30836,7.85017,-5.97088,-3.12079,3.53449,-9.26414,-0.710351,-5.5402,7.58353
5.91283,-6.048,9.56151,-8.07582,-4.96857,-5.11837,9.12364,-6.51087,5.06514,-6.91615,-5.06287,-4.38559,-2.15593,5.82444,-6.82237,8.95437,7.23077,-8.50769,-0.297252,-1.42286,-6.29474,-3.89718,1.11189,0.555651,9.33073,-2.01436,-1.28466,-3.18859,0.617823,-2.64047,-3.40513,1.59694,4.62721,-9.12085,7.7705,9.82752,7.90066,-6.33433,-2.18971,-5.18116,0.603524,0.0667184,-1.70093,-8.02801,-2.50799,8.01255,8.75452,-2.17516,9.03776,4.92084,9.29517,-1.30589,-2.22814
2.75417,9.95398,5.80802,7.81398,8.68248,8.66306,-6.51087,-5.11081,-9.42954,-6.53768,8.07329,-1.15308,6.88044,-9.00883,-0.06775,-1.67808,-0.308238,9.4612,2.49102,-5.08842,9.72943,8.04965,3.4137,8.26505,-5.24724,-5.32385,-1.02387,-8.10098,0.844445,1.63328,8.6307,-0.356251,5.28283,6.00961,0.131164,8.90865,1.67833,-6.27898,3.25706,-3.9183,5.77448,7.76505,4.7448,-3.87804,-1.55701,4.96599,-2.55561,4.04493,3.70853,-4.41825,-1.60963,-0.337533,6.98586
1.84507,-6.4756,4.78754,-1.17865,1.60743,-7.82174,5.06514,-9.42954,5.047,8.63189,-4.2919,-4.49493,-6.88395,2.33085,-3.03303,-2.42167,3.10551,7.21303,9.47845,6.64424,-7.00792,-9.91716,-5.08635,-9.84249,3.63023,-4.97095,-8.2913,0.0820473,-3.31077,8.92595,5.27589,-6.97624,-5.19809,-4.05432,6.02937,-3.17957,1.34604,-8.37316,-6.52232,-9.49716,0.301769,-9.11748,6.12391,-2.88191,6.86492,0.388754,-1.01793,-0.740897,-3.9468,-5.12962,-1.67756,5.52851,9.34131
-2.74434,-2.69883,4.10712,9.19056,-7.45468,-0.762821,-6.91615,-6.53768,8.63189,8.83471,-5.98544,-6.03152,-9.71255,-6.22037,5.55109,2.01134,-9.11137,3.91661,-0.769635,-9.83955,0.0138219,-7.06951,8.71296,-9.7462,-2.4073,7.30679,3.81882,7.61867,-4.6338,6.39778,0.835234,-3.5903,7.62662,1.03557,9.27615,8.62336,2.89284,-3.75039,-5.34286,-2.08263,9.17798,-9.16838,7.70846,3.49358,5.89792,-1.94313,-9.81607,1.26506,5.18612,4.82392,4.5988,-3.81389,8.22962
