-2.16689,-2.77845,-0.256027,-6.80512,4.63515,-5.23262,7.41763,-5.93882,1.92121,8.9655,-5.7866,-4.87017,5.13878,-6.09651,6.94789,5.34137,-6.81972,8.39697,2.39776,7.53475,1.673,-7.53359,0.413839,-1.4534,-1.90027,-2.20617,-5.56285,-0.703994,6.24447,4.83587,3.64806,-4.96421,4.6291,-8.14691,5.70559,-8.39157,2.94631,-0.117848,9.16149,-8.51928,-6.31634,9.07182,-7.772,-6.06448,2.59997,8.18303,-5.52674,-4.83403,9.50855,8.71324,2.64444,3.59903,1.3164,7.00493,-9.05344,2.55333,2.23669,-1.11917,7.67958,8.17118,-2.33542,1.85995,7.58794,-4.60592,0.687383,1.16969,1.30135,-0.720646,-5.09948,2.22443,2.1059,1.38577,5.73597,-7.52174,-3.96681,4.01772,3.88068,-3.46899,-3.75086,-1.19572,0.803377,-8.5608,0.203541,1.16716,-3.23652
-2.77845,-4.10033,7.38076,1.35234,-8.15637,5.00414,-1.65868,-9.46247,-3.32436,4.75553,-0.537462,3.82887,9.63882,3.5155,-3.54008,-2.54841,-9.86858,1.76328,3.19119,-5.33999,-7.72756,-0.520369,-9.58772,-1.72823,1.68182,3.11724,-0.0958092,-4.71134,-8.02469,3.60928,3.22007,-9.91474,3.03324,-6.60135,-2.22421,-0.151027,-9.94748,-7.92874,-7.27627,9.29972,-9.03062,2.25525,4.06886,-8.54135,9.30977,1.15176,3.87299,1.46635,3.45488,-5.59463,9.68018,6.44816,4.48294,-9.12277,-6.56774,-0.179479,0.920019,2.83091,-2.71407,8.36046,7.86536,-6.84819,3.72584,9.09217,-1.51712,-7.07233,8.7099,6.4224,-6.02199,-3.07451,2.77552,-6.36203,-4.77907,2.18584,7.40602,3.55767,-7.4685,4.67685,-5.30066,5.19306,4.1997,-7.07039,2.83908,1.49308,-6.83169
-0.256027,7.38076,0.375311,2.15134,0.251391,-6.57572,6.0576,-7.63869,-5.90876,7.18772,-2.74359,1.92487,-5.84064,-1.51323,-0.227402,-7.88144,-9.84539,0.61933,-1.62523,2.86092,9.27073,6.12654,2.77522,5.77075,1.35333,8.16406,2.84747,0.979532,1.58793,-2.15468,-0.484129,0.568381,7.93233,1.96763,5.76401,-3.80693,3.91905,-1.74958,-2.43263,-8.62385,-8.71401,-0.490851,-6.20728,-5.40597,-4.46076,-6.2128,7.62063,-9.93958,-6.33406,-1.93357,4.56567,8.39968,-8.36572,7.43598,-4.91233,-3.86722,-3.14156,1.20653,-4.47249,-1.69116,9.37847,1.35867,8.83348,-3.24463,-3.52675,2.86505,-5.18987,3.21584,7.22853,4.07048,9.46731,-7.59361,-2.62246,-6.65734,-5.50697,-9.51968,-8.11397,0.735399,-1.16357,-9.18453,-2.22299,1.69643,3.17708,-1.72983,2.8021
-6.80512,1.35234,2.15134,1.69813,6.91965,4.61186,-2.1317,-2.95921,-5.83568,-7.85263,-9.85563,7.31844,7.83504,7.06731,9.14372,-0.301369,-5.82924,7.69972,-3.36854,0.833108,5.27864,-5.62588,7.96354,2.07879,-5.73385,-9.42395,-0.619301,-4.67676,2.75742,4.35557,-7.21378,9.17774,5.28181,-5.56777,-7.8754,-4.70997,4.27007,9.26296,4.74837,6.13164,-2.72295,-9.01965,9.83872,-1.80587,-1.73696,-0.932616,1.17834,5.05049,-8.73453,9.8655,-3.34862,-4.56541,-5.65796,8.91005,-7.29058,-5.50631,1.25818,8.03565,6.44741,5.66671,9.06722,-2.42766,-0.145124,-5.37543,-0.991816,-7.51345,-2.80575,9.14403,-4.87103,-3.35622,-0.485719,-0.415923,2.74211,-3.54897,9.31792,-6.86538,-1.48257,-0.630064,3.28584,3.04935,5.21555,-3.51368,-4.26407,-5.65561,6.1921
4.63515,-8.15637,0.251391,6.91965,4.70841,-5.43322,6.48088,7.98541,-8.92252,-9.90216,7.21489,4.71823,0.84936,-8.28594,-2.79761,-8.92097,4.69829,-8.27778,-3.19072,2.08475,7.48286,9.14582,-1.3377,2.92706,-8.14156,7.8486,-1.13742,1.59345,-6.07089,7.40051,6.51312,-9.24354,4.1498,-2.73706,-2.96851,-0.428792,7.88875,-2.2458,-7.29652,7.02139,6.05031,-1.79373,-3.39924,5.94754,-4.39222,6.25261,3.97891,-0.323793,-8.50578,2.83323,-9.37348,-1.88161,-2.85474,8.19033,-6.69003,-0.0801627,-7.32511,0.106583,9.46994,4.52416,-0.0911888,-7.44423,2.15116,0.800462,-6.0721,4.49352,-1.45628,1.83956,1.55484,0.221783,6.96256,-0.90088,7.26106,5.88327,3.21465,-1.60207,-5.87271,3.23589,3.37461,-6.31402,-4.70293,-8.95246,-6.26056,6.18997,8.08656
-5.23262,5.00414,-6.57572,4.61186,-5.43322,-3.22453,-5.3142,-7.94771,1.63471,-9.94643,-5.95077,7.00818,-6.57457,2.7622,-8.17801,-4.58841,-6.27374,3.33692,-2.66741,7.11838,1.5357,-4.79451,-8.22019,-7.38629,-2.79601,8.18991,-1.88186,7.10118,6.14643,9.40468,-8.31515,-5.07866,1.90087,1.45502,-1.502,7.57284,9.80291,-9.96359,9.81742,2.41702,2.10978,-7.871,-4.76401,0.369021,-3.7138,-9.57194,2.29885,6.06279,-2.36665,0.177915,3.7754,2.78522,-2.5857,5.24559,-7.02464,-4.90326,5.14739,-5.74079,5.76539,-2.35722,-1.44581,-6.43071,0.812413,8.42097,7.49038,6.59251,-8.86834,8.81708,6.12092,5.43125,7.16845,-2.23028,7.58959,3.58563,7.81561,-6.84288,3.76613,1.59095,-0.518947,1.64303,-0.545953,2.71757,-0.0856743,-0.551836,0.198199
7.41763,-1.65868,6.0576,-2.1317,6.48088,-5.3142,7.32685,2.40191,-8.36773,-6.77014,2.00915,1.20296,-4.58205,7.18388,-4.13557,-9.54187,4.51582,7.56147,7.17636,-2.19332,8.0313,5.50449,6.35084,-9.24515,4.52043,4.78345,-9.00982,-5.79585,-4.24986,-2.69948,2.7316,6.5917,-7.98405,6.11222,-3.16541,-0.270004,-4.13379,8.71006,-3.29506,-0.392116,8.78711,1.642,9.36728,-5.70038,0.00972098,6.26212,-1.60343,-2.59729,5.46084,8.2535,-1.04734,1.80702,9.95232,9.70249,6.74565,-0.912699,-9.23293,-4.27001,-4.83935,9.71901,-2.62839,-0.669794,3.8206,-7.48624,9.98085,-7.95436,-0.269586,-5.8835,4.58207,9.4755,9.06384,5.97208,-3.46741,3.16944,-9.84046,-0.896205,1.6326,-7.0278,-3.64255,4.9337,-0.42081,8.00601,3.67814,4.01719,-5.21317
-5.93882,-9.46247,-7.63869,-2.95921,7.98541,-7.94771,2.40191,-8.40153,-5.51158,-6.21867,2.54622,-2.60879,0.670163,8.56564,8.22981,3.74439,3.44684,-4.43373,9.06773,4.3565,0.582439,-0.346621,2.97192,-9.88179,-7.03569,-3.48274,-5.59834,-2.33828,-2.01736,3.85855,-0.766612,6.16374,1.11527,-8.33581,-3.73547,4.89961,6.92518,-5.50346,-0.0317604,-6.46266,-5.76077,8.78401,-9.52694,8.15269,-6.50574,-4.5295,2.72741,-6.64648,-6.67389,-0.824026,-6.88889,-0.509737,6.05602,-7.61601,0.0235312,2.09385,5.6222,-5.42167,2.74084,-4.64381,-6.36632,-9.54719,2.28479,9.49904,7.92674,-2.1616,-1.16993,4.01858,-6.78009,1.52443,-3.20088,-7.52926,1.94628,5.91181,7.96339,-2.1261,0.490964,-5.3495,7.2036,-9.52327,5.91551,-0.565752,9.37956,-1.38165,-9.69873
1.92121,-3.32436,-5.90876,-5.83568,-8.92252,1.63471,-8.36773,-5.51158,-0.202347,1.47115,6.32232,8.46929,-2.09705,7.82529,-3.25987,-6.05771,4.83172,-7.64309,-2.21556,6.13625,-8.22177,9.64285,9.18157,6.52794,-0.988669,7.38768,-0.399618,-9.62473,-1.58138,-7.18,-7.04063,2.11147,8.50362,4.74026,4.4224,0.23702,3.46193,-2.52422,-5.69985,2.73659,4.29058,6.22827,4.76309,-2.0034,-4.35659,-9.37281,9.44549,-7.70509,-8.64692,2.16354,-2.15678,-5.56333,2.29776,-3.34746,-0.229169,2.93084,4.75989,-7.75893,8.64431,4.60479,-8.11521,-6.84081,-4.03787,-2.95791,7.37357,8.51289,-8.93523,-5.01997,-0.725268,-2.3235,-6.63053,-1.45844,4.8386,-8.53305,-7.90922,3.68947,8.73855,4.25905,2.94444,-7.82536,4.97013,9.62358,7.4416,1.88907,-5.99457
8.9655,4.75553,7.18772,-7.85263,-9.90216,-9.94643,-6.77014,-6.21867,1.47115,5.26631,7.62241,9.34569,1.7318,3.64677,-2.02823,1.42636,-2.6343,-2.83323,-8.21823,0.022979,0.65696,-8.63359,8.64119,-0.889297,-4.18409,9.44662,-8.83841,5.48773,1.50295,-4.31423,7.16228,8.7939,7.47895,-4.05019,5.10463,2.15052,1.94007,6.68555,3.72716,-4.83587,0.484226,-9.17505,9.42671,7.35687,-3.31172,0.64689,5.33549,-6.61078,5.80022,-9.66155,-2.09891,6.69338,6.99476,5.89,9.74311,-9.1901,-3.25842,-3.9907,-1.69722,8.94745,-0.360123,-1.57182,2.50084,-9.72469,-8.39634,-5.99356,6.37751,-7.59305,4.95724,0.0365165,3.78321,-1.2025,0.886617,7.34995,-9.31765,-2.53977,8.50414,2.50799,-7.34422,7.57078,9.50423,-7.47495,-0.841299,-0.232028,-3.56202
