0.279979,2.89795,3.57707,1.98127,9.78003,-2.31726,-3.62655,4.32444,-8.69523,1.27595,7.18089,9.20824,-3.24742,8.81663,1.55035,-6.89746,5.0208,-2.40148,-2.0476,-9.42064,4.01949,-7.35922,-6.37486,6.04826,-1.34243,5.54954,8.92907,-8.38877,-5.96691,0.0496201,-5.41836,-7.70472,-3.05092,-6.18254,6.80775,-8.01728,0.620749,-7.26592,3.74809,7.67058
2.89795,4.26431,-9.07044,2.34838,-9.00365,-5.71238,-2.38593,-3.17353,-3.53939,4.74456,4.09819,8.05463,4.53825,5.91091,-7.69404,7.43939,-4.17337,-3.15547,6.01998,7.0101,-0.311724,-6.91369,1.21606,0.284765,6.52272,7.87281,-0.428379,3.4168,-5.95245,-0.211858,-9.18161,3.32382,-7.17458,3.81542,-0.758481,1.88695,-8.15012,-0.477417,8.85108,1.47468
3.57707,-9.07044,-7.82601,6.12521,-8.3155,8.15503,5.46041,8.88144,5.01253,4.78305,7.59224,-1.73457,8.69417,1.7868,8.29248,2.50386,-9.73101,-7.58885,-0.16287,-5.53141,9.00102,-4.42856,-8.78505,-1.09184,-9.28191,-4.25388,-4.9414,-5.74606,1.35921,0.762246,2.93903,-6.32617,-3.36573,7.27008,3.56471,-9.01445,-7.42836,-4.83705,-8.55693,-3.20692
1.98127,2.34838,6.12521,9.29627,0.870278,9.28652,5.57264,-2.68855,0.629994,-8.93375,-5.20317,-4.93888,0.191316,-0.00689385,-8.98559,6.63185,-3.40419,2.84106,8.91226,-5.71815,0.47442,-9.81506,7.19971,7.82431,-7.11017,-6.03668,3.7279,-9.11283,3.28038,-8.91062,-4.6895,-3.44664,7.8564,0.0839769,-4.80595,-8.36264,-4.13892,2.88615,-8.35016,-4.5375
9.78003,-9.00365,-8.3155,0.870278,2.0578,-0.264294,9.77143,5.91606,8.7862,-4.57945,-8.20101,6.34223,2.96182,5.08609,2.3176,-7.11457,-4.73101,-7.30543,0.374096,0.387665,1.82552,8.5612,1.76956,-4.18,-5.89795,1.15249,8.63562,-8.83284,-7.97131,6.60894,2.89367,5.76387,-9.47484,-7.76378,-1.80031,-7.93176,-9.00366,1.25223,6.59801,6.79214
-2.31726,-5.71238,8.15503,9.28652,-0.264294,5.45466,-2.10726,-6.00361,1.48656,-8.53035,-4.31351,7.47804,1.31568,8.29127,6.67192,3.01545,9.41194,-9.55154,0.41469,-2.01979,4.49779,1.31513,2.29443,-6.84829,-6.04295,3.51537,-2.48887,1.73309,6.48159,-9.34154,1.62252,-0.378383,8.60871,4.34742,2.9995,-6.77595,-1.64568,1.70645,-1.33106,-5.06627
-3.62655,-2.38593,5.46041,5.57264,9.77143,-2.10726,-3.82502,-4.39378,5.93768,-7.52453,9.7373,9.04222,-0.913153,-5.68643,9.38044,-9.02727,-7.73635,-2.60155,7.13585,9.41883,-2.10161,2.44254,4.2939,-1.31383,-5.84461,-6.86083,-7.37936,-7.7019,-6.74274,6.22414,-2.13101,8.46678,7.59024,-7.73766,-8.10835,7.10327,-8.23749,-8.19371,5.51923,-7.43887
4.32444,-3.17353,8.88144,-2.68855,5.91606,-6.00361,-4.39378,5.77522,-2.91914,0.108422,4.63297,-4.41336,9.06352,-7.71564,9.45534,1.29547,-5.00055,-5.43962,-0.191909,1.75578,6.29158,0.800287,0.100684,-9.08727,9.2495,-1.91142,-2.18935,-5.47396,5.62983,8.53632,-9.02708,8.3384,-8.69796,9.15072,7.84391,-1.6272,-0.0511252,-1.25564,-1.78808,0.643119
-8.69523,-3.53939,5.01253,0.629994,8.7862,1.48656,5.93768,-2.91914,8.1629,-2.5902,3.09476,6.97234,9.44987,0.24219,-0.260866,-7.80546,-4.18769,-8.39667,9.76279,-3.4626,6.66754,1.6175,-0.137902,4.25634,-1.45742,2.84567,-2.06294,-7.10394,3.67633,-0.66759,3.58767,3.95468,-4.47029,-8.17989,1.32184,-9.74452,8.85441,-7.965,-8.22461,2.52209
1.27595,4.74456,4.78305,-8.93375,-4.57945,-8.53035,-7.52453,0.108422,-2.5902,6.8153,9.03921,-7.28218,7.66417,-3.25529,6.28685,1.14634,-8.27296,-0.823653,-4.61412,7.32266,-4.14511,1.16127,1.66829,1.27124,-3.21023,-4.81107,-9.37987,-0.206798,-0.00272719,8.04779,5.54027,-8.45093,1.16313,-0.41984,-2.53947,-6.25128,2.1477,2.34627,3.66977,-4.10633
