-5.34086,0.964605,0.840373,-1.25534,-1.12212,1.24038,-2.75338,-7.92231,1.68498,-0.422411,-3.06233,7.02081,-0.0275432,-7.37613,4.80471,6.15097,3.31721,0.25996,-8.52736,-1.33118,1.88966,-5.43966,-7.13883,6.23074,0.489626,-0.462624,9.54266,-5.62294,-6.27294,1.23613,-0.013975,0.898002,-6.95329,1.59369,-1.85957,0.763258,-1.72333,-6.12935,3.11402,-8.79549,1.68087,-6.18482,-9.17917,1.15932,1.6511,-3.87806,0.212917,-3.11499
0.964605,-3.42351,9.97255,-5.11854,8.89177,4.14212,-1.55174,-1.35676,-2.699,7.86226,-2.85311,7.96037,-1.34492,7.70234,2.07219,-5.73841,7.83905,-4.32316,-6.22775,0.36687,-3.94401,-3.7579,-7.09702,-5.01157,2.85844,4.02482,-9.62402,8.69716,9.16089,2.2275,-2.27902,-4.6763,-7.69511,-8.22484,4.29338,2.03922,-0.24125,9.06091,1.49309,-5.04805,-8.61411,8.48645,-2.55811,-4.19516,-7.36696,-9.52058,4.50971,1.2561
0.840373,9.97255,8.33514,6.43215,-4.07463,3.98371,-7.14565,3.8354,2.19966,1.99032,-3.06709,1.55655,0.492119,6.52189,1.38819,-3.9165,-4.78712,-8.19116,5.81078,0.814553,-0.388784,9.64794,1.00537,2.50995,-6.13334,-7.77097,-5.9283,-8.1414,-9.61507,-7.58135,0.751923,-1.14993,-4.93692,0.332812,6.69339,5.26899,-9.67633,8.75386,8.32198,-2.16728,8.78466,2.93403,1.88286,9.32875,-8.8692,-2.45643,2.99111,-7.47646
-1.25534,-5.11854,6.43215,7.46028,-5.69684,-0.0124981,-1.62205,-7.41391,-6.41981,6.42815,2.88644,8.04348,8.48168,-3.95367,4.01999,0.7574,-7.67316,-7.32662,-5.18984,7.62729,-1.729,-0.567563,-3.12243,8.19124,4.24608,-7.51516,-7.13553,7.89968,3.59777,5.95234,-8.20076,9.58423,-8.61726,3.02712,2.03585,-9.22444,8.80215,-1.62726,0.183238,-1.77477,0.604167,-4.20951,1.10429,8.4617,-6.21114,6.44126,-6.73581,-0.562131
-1.12212,8.89177,-4.07463,-5.69684,-4.11331,8.77188,-9.64616,-7.51555,-0.719535,0.659382,5.54124,9.38942,1.02926,1.4922,0.209702,-8.50223,-8.45775,-2.11092,1.57993,4.34707,6.1768,-0.221507,8.09369,3.22944,0.616665,4.8215,9.39802,0.596166,5.50601,-9.91748,5.97918,-1.11199,-1.18124,7.41452,-5.55254,1.94995,3.79846,-7.53076,9.68,-9.19775,-1.38939,-3.08205,-9.16584,7.05895,6.51895,6.64435,-5.27574,-7.18003
1.24038,4.14212,3.98371,-0.0124981,8.77188,8.73407,6.66594,-3.61364,-5.8435,6.96668,-3.71247,-1.19249,8.75841,-0.537369,7.74141,-1.60269,-0.428998,4.23783,-9.90998,2.5078,5.28696,-2.51424,7.28613,-3.90753,-8.54289,-3.59414,7.53687,4.4212,-8.64067,-2.04438,-5.48978,-8.89189,8.94417,-5.45283,-5.91957,-8.18049,5.81627,-0.557836,-6.78103,-6.22547,8.99137,-1.14285,-4.15294,-0.92892,-8.94915,-7.97938,-9.81959,7.43132
-2.75338,-1.55174,-7.14565,-1.62205,-9.64616,6.66594,-6.39583,-6.56918,-1.47077,9.20437,4.49596,6.4216,4.18528,-0.500235,-0.814023,-9.94149,9.58369,5.78409,-4.61156,8.03751,-8.92169,8.23917,5.64355,-8.6205,-9.88284,2.71305,5.93079,0.122243,-1.93353,-0.0108359,1.79979,6.63944,-4.72053,8.64656,2.78508,3.79766,-3.55445,-7.3869,7.89036,-4.56149,3.1341,-0.73137,-2.7358,-8.66642,-0.0535069,8.45584,3.60196,-1.59827
-7.92231,-1.35676,3.8354,-7.41391,-7.51555,-3.61364,-6.56918,-7.67144,-5.65652,4.28593,0.101283,-1.73863,-3.80701,-7.41095,-7.56773,-3.81068,8.3329,7.51207,0.857152,8.35237,-5.46423,-8.77261,-5.39404,-6.9199,-5.04479,3.25633,-5.89885,2.0092,-5.07961,-6.2078,8.84821,-6.11645,-2.53869,-7.84161,-6.70088,9.30175,-0.923109,-4.53223,1.08479,1.90267,0.18742,4.91336,5.12936,-4.22095,-9.58218,6.69854,-5.1607,0.482505
1.68498,-2.699,2.19966,-6.41981,-0.719535,-5.8435,-1.47077,-5.65652,-8.71342,-0.463899,9.9829,1.71825,3.7837,-7.62837,-0.014241,8.89105,6.81184,-4.95543,9.02862,-4.25697,4.2344,5.88688,3.87866,2.66781,6.1419,-9.06848,-8.25556,8.11164,3.52599,-2.76481,5.50957,-3.43185,-5.43536,7.46806,-4.47114,3.20499,-5.37136,7.35377,-7.95852,8.66857,-4.81599,2.94374,1.08291,7.91412,7.54042,-0.162693,6.78854,1.17312
-0.422411,7.86226,1.99032,6.42815,0.659382,6.96668,9.20437,4.28593,-0.463899,5.20086,4.63661,-9.84324,-6.05597,-1.35197,4.95068,3.97591,7.07018,-3.16963,6.13097,6.57561,0.506467,0.470766,-4.87624,-1.33564,1.92639,-2.79912,-6.76369,-2.48248,3.28113,8.06945,-5.48335,8.75644,-3.94181,1.80435,-3.5416,-5.22861,-2.78851,-9.03779,-3.93098,7.8011,8.99562,8.5562,5.60267,2.80326,-7.51849,2.6293,4.32162,-2.75856
