8.87487,8.61008,-8.6077,-6.34937,3.79307,7.45685,-1.67181,-1.26309,8.70229,2.94635,-8.62805,3.02023,0.889449,-3.28398,-6.14875,2.58512,4.48637,9.05841,7.24151,6.74436,1.74106,-9.63155,-3.59323,0.632359,-8.65858,5.36187,-1.41768,-4.95586,0.523518,-7.81529,-4.80451,-7.63907,-2.37495,-8.7154,3.36908,6.95335,-3.59746,-4.89131,3.48669,8.673,-9.26928,-7.35213,-8.92854,8.10487,1.2443,7.09634,8.68646,-0.893892,-1.07405,-6.69382,1.86123,-2.87969,5.79429,-6.669,2.93369,8.06356,7.54121,3.15085,-1.38039,-7.78235,-4.46728,4.58389,4.45638,-7.73156,4.95196,-9.03356,5.31315,-3.11171,-0.451479,-7.4492,-4.36784,-0.992258,6.49207,-3.5119,5.23813,-8.0861,-8.21184,-3.45039,4.51165,-0.591465,-0.171972,-5.5495,-4.18617,-4.25473,2.27072,-6.47152,3.76263,-1.31963,-3.67885,-4.14095,3.29205,-9.22968,-1.5647
8.61008,4.01163,-7.51444,-7.38853,-0.159561,5.09178,1.32673,-9.29998,7.05077,4.60225,8.3315,-7.61603,5.54201,2.05216,5.75436,-3.2615,-5.73467,-5.7647,8.90836,-7.88174,-1.75428,7.23643,2.53176,-3.21194,-8.18724,2.57801,-2.3061,6.13006,-4.12378,6.95781,3.90271,8.75782,-2.29206,-1.80216,-6.20551,9.92858,8.68548,-1.45476,-8.98434,0.119807,-2.11018,8.4573,-8.23668,0.263354,-7.49659,6.7978,-8.38282,6.5525,-7.05297,-8.23811,-5.434,2.27217,-5.30084,4.84636,-0.77771,-2.46796,-1.80042,7.29287,5.80434,-5.90134,-7.13791,6.95167,9.57399,5.22984,-1.20315,-1.27322,-9.10943,-0.739495,-8.69594,8.53499,3.76616,-5.81061,-8.92225,9.98616,8.63007,6.60409,-8.26653,3.18485,3.96369,-6.01921,0.957565,-3.37036,2.36386,3.64584,9.88582,3.01265,6.44094,-3.5343,4.02078,6.90981,2.20785,5.10703,4.558
-8.6077,-7.51444,-0.585291,9.34555,-4.94636,0.764784,-4.86616,9.42802,-7.37942,2.97769,6.46017,-8.58747,9.7314,7.42176,7.36879,3.41871,-6.66989,4.01134,-4.53158,9.57784,-6.81614,4.7877,-3.59375,-3.07179,-2.4686,1.21158,8.47075,8.23894,-4.03194,-1.75093,0.455002,9.79605,-1.10494,0.906391,0.864744,1.15934,5.55455,9.48749,-9.83479,4.06058,8.15468,-2.59112,-6.47185,9.00247,9.13301,-8.54034,7.80668,-4.90239,3.27395,1.52593,2.37479,-5.30952,-6.63839,-6.4806,-2.00336,-3.40398,-0.875738,2.35594,8.98756,-7.9735,-5.53209,8.5585,-5.15838,3.10789,-6.26225,4.50167,-9.82861,7.65149,-4.97011,-7.87095,-9.27282,0.534528,9.10231,-4.49713,9.67977,-4.62066,1.13844,9.88238,6.19239,-4.41027,6.12679,2.59144,-1.47857,5.56991,2.31576,-2.13127,-5.41817,0.351854,-9.52419,9.43792,0.72129,9.19855,6.90802
-6.34937,-7.38853,9.34555,4.94081,6.69564,5.93926,2.19644,-2.37869,-8.90745,-5.64745,1.32975,-2.99879,-9.32616,-5.84418,4.12935,9.45453,1.51355,-1.04552,6.47777,9.76255,2.42638,5.41792,-3.05081,8.52674,-3.8038,2.76531,-1.15261,-2.32145,-5.17957,-0.236054,-0.343993,7.52322,0.0316769,-0.699205,2.94524,9.84242,6.45087,9.73236,-0.362687,6.97673,-3.93415,3.15531,0.832443,7.58857,-5.67954,6.19001,-7.6097,-2.08552,-5.47359,-1.97005,7.37491,-5.97884,8.31061,-5.03062,8.8944,-8.83519,-3.11187,-5.72013,-0.888451,4.42212,2.53473,-8.31645,-7.43786,-1.20052,-4.06241,-8.63881,7.18128,-4.98173,-9.76654,1.83369,9.54017,-5.70085,-4.02975,2.63975,2.05412,-8.44374,-6.9233,-2.46228,-6.50083,-1.52806,-0.954403,0.673519,0.0943136,3.66303,9.50568,3.24094,-7.62314,-4.35409,4.64726,-5.83221,-9.9778,-2.64565,8.59128
3.79307,-0.159561,-4.94636,6.69564,2.06997,8.38216,-2.87833,-4.0375,7.63953,-4.14429,1.09289,1.3829,-0.479946,-8.57162,3.17005,-0.354333,5.80884,0.203198,-0.783394,8.27765,0.426145,7.36269,-4.02566,6.16428,8.5319,-3.173,3.85699,-2.7396,-8.97063,-3.89212,-5.27848,7.08426,8.92415,-1.5832,-0.4487,-1.21552,1.56469,-3.98981,-6.69661,-7.47255,-3.41909,-0.0176967,4.02726,-2.96685,5.81993,4.96129,-5.89374,-9.79874,-6.86675,6.06044,5.28176,7.72776,-7.44032,2.39799,-2.98017,-1.72181,7.78963,-5.44238,8.97412,-4.61291,-8.00824,4.19571,-2.32785,5.32568,-2.67927,9.63073,2.03887,-1.35013,-6.86826,2.33916,-8.9766,-7.9434,4.81138,-4.47422,5.88728,-3.48751,1.51113,-8.55975,-8.27314,-5.79027,2.39183,-3.66909,-5.51639,-0.601399,7.04074,5.9317,3.56182,-8.0219,-7.11978,-7.249,-0.111143,9.77252,5.42911
7.45685,5.09178,0.764784,5.93926,8.38216,0.129088,7.59393,9.72579,1.52957,7.85408,-8.05116,-9.79351,-1.79033,6.52237,3.46152,-4.84739,9.32288,9.75044,3.80913,-8.38844,2.28093,-1.75001,-2.38103,9.00839,9.17476,-0.196375,3.39837,-5.99962,7.27955,6.78808,5.50735,-3.08404,6.47093,-8.86192,4.80827,9.20524,9.95021,7.11254,-2.70885,-9.02183,5.93236,-2.89673,-5.52598,-3.6581,-8.76583,1.82288,-3.73871,-2.4697,4.09479,-9.70482,-8.91473,9.08397,-3.19697,3.13893,7.62937,-1.14065,3.04827,-6.9607,6.9392,5.53963,-2.93281,-7.25506,4.10932,-9.06139,-6.85594,-5.29966,0.00735509,-7.61729,0.570431,-9.49387,-7.84417,8.033,-7.59622,5.00719,4.82904,-7.59937,6.97392,-8.47332,3.63106,6.94685,2.88587,6.8828,1.81784,-6.55455,-4.12599,-8.83861,-3.62476,4.67841,4.27853,2.52142,6.17634,8.01662,2.70653
-1.67181,1.32673,-4.86616,2.19644,-2.87833,7.59393,-2.80904,0.268942,6.45686,-6.7004,9.53138,4.44367,9.00705,-3.80482,6.38811,4.88555,5.67961,-7.00694,-4.87348,-4.13637,-7.91912,-6.57245,-4.36626,-6.02722,4.89774,-8.30566,-7.25707,3.72647,-7.43791,1.44004,1.03144,7.1636,9.94688,-7.4977,-1.60375,1.47854,6.22315,8.14776,-7.40396,1.9242,-8.64655,-1.04442,2.37452,-2.27408,-0.804499,8.40312,4.9561,7.97027,-9.6651,-9.89771,-9.61916,4.8266,-9.09991,3.89945,-0.900353,-8.99771,-0.781831,-8.51198,3.628,2.75353,2.06096,-3.19201,0.601308,5.81708,-2.60821,-8.17413,9.17721,6.1557,-4.42302,0.389433,7.97047,1.24285,1.52548,-3.34513,3.44612,5.68724,-0.266537,2.11274,-7.28188,-9.49674,-1.85583,-4.71646,5.36789,6.23587,-2.67158,-4.00746,2.55272,7.29431,-3.59236,2.99912,-4.12312,0.621025,0.0506843
-1.26309,-9.29998,9.42802,-2.37869,-4.0375,9.72579,0.268942,9.64691,-0.997126,6.89086,2.12489,-9.18427,3.09996,2.75185,4.75038,6.03773,8.00171,-1.824,-7.51399,-4.82119,-3.34744,-6.25377,-6.73515,8.88751,-8.65519,2.71132,7.93572,4.31363,-5.14226,-7.26313,0.275675,2.42529,-8.2242,2.08955,9.3454,9.74274,-5.29745,1.32147,5.9689,2.72748,-1.34976,-9.30873,-6.43328,-1.8719,-0.898791,5.43962,-0.754891,6.20576,-5.90743,5.74732,-8.23026,3.7347,7.37206,-1.04673,4.53653,-2.50983,-9.63308,-0.773238,-0.896721,-1.23703,-3.91515,-2.86101,-6.99896,-2.70937,1.45317,6.11283,8.89095,1.13728,6.04486,7.26385,-4.35163,-6.79873,-5.59881,-6.67401,4.19332,8.51538,-2.21672,2.54145,9.80674,1.80298,7.81824,7.14769,0.573204,-7.11767,3.97273,5.61005,7.03781,-4.10694,-1.59087,-1.61943,8.92167,0.32754,1.34361
8.70229,7.05077,-7.37942,-8.90745,7.63953,1.52957,6.45686,-0.997126,3.8773,1.47331,-3.17884,-9.31665,5.31605,2.89825,-9.90283,-0.254173,-7.61272,4.79779,-6.88979,3.81485,7.33305,-5.06682,-8.80554,-8.35261,-4.22734,9.19563,-0.541719,-8.02304,-7.59998,4.26557,-7.04819,7.4146,2.27157,-1.75662,6.46144,-9.3223,6.93039,-1.57918,3.74745,9.04841,1.26326,9.54062,-6.94921,-4.11399,7.47318,-6.14462,5.8455,9.8282,-5.61967,1.35549,7.52179,-2.25036,8.59871,-1.20364,9.2332,-7.61894,-5.95898,6.78239,-1.20726,7.94037,-8.76415,-6.14542,9.42078,-4.0081,-2.18539,5.14099,-2.98943,2.68736,2.02721,-2.77403,8.31994,1.30183,0.695041,3.87863,-0.692935,6.33415,-8.4525,-8.47066,-1.88519,7.69199,-2.36514,-4.60751,-6.53065,8.95917,7.13115,3.70427,-7.44525,-6.2907,-4.65679,5.11873,-7.63474,2.18877,1.31851
2.94635,4.60225,2.97769,-5.64745,-4.14429,7.85408,-6.7004,6.89086,1.47331,-5.64839,-1.70529,5.41348,-5.33015,5.06202,-9.96336,-3.69432,1.42591,5.92306,2.69737,-1.80152,0.818396,-6.71432,7.66846,9.12211,-7.68088,-4.96699,1.47702,-9.33741,9.03213,8.46695,-4.48606,-8.35833,5.08315,2.27774,9.18308,7.92807,1.9108,-9.60157,6.98053,2.02624,-7.57728,4.71453,9.71387,3.822,-3.7923,7.34724,9.13847,-1.17613,3.06765,5.06506,-9.469,-7.64885,-0.711592,0.408793,-5.06112,-1.08906,-2.43972,6.78509,2.37506,-8.3647,0.339466,-2.41154,-4.41449,4.79542,7.46055,0.761899,8.31768,3.79818,2.43592,-9.88021,8.6652,7.78952,0.8263,-4.0704,-0.0769768,7.87522,-1.80445,7.50526,3.77779,-2.62689,8.28356,-0.997655,-0.210558,7.95811,-4.71732,7.65259,-4.19067,9.67306,-8.66492,-8.34219,-6.3547,-1.43409,-7.72075
