-8.47298,-1.01849,0.238138,-0.224119,-6.99496,1.7473,-6.26424,-2.51535,-6.22199,-1.14067,4.49729,6.21468,-5.8713,6.00199,-4.59544,0.722368,3.51112,1.31022,-9.39125,7.19736,-7.68401,-2.65612,9.04423,-6.22883,-8.93069,4.11227,-2.99605,-3.99369,5.45744,5.94167,0.620961,8.01175,-5.79848,-5.42011,-1.63519,-7.49961,-9.20703,-4.0636,-5.57092,0.523043,9.973,-4.03298,-0.42857,3.76589,8.12425,7.83646,3.43755,-8.45606,-5.07299,1.72296,1.67726,8.41735,-3.11226,7.7625,3.56825,-9.15925,-6.48772,-5.60237,-2.96796,-4.32825,-0.0752987,8.7529,-7.06002,3.37471,-7.3562
-1.01849,5.88218,8.32885,-5.91746,-7.58859,-6.89299,1.58819,2.01354,-9.69607,6.73732,-0.658525,5.99645,7.21229,9.20867,-3.39854,-5.56216,3.78508,-5.75448,2.37678,-5.39147,-7.72486,-5.8289,1.58194,6.07856,-4.18256,-3.96927,-5.31552,-9.63881,3.28009,7.58255,-7.57116,8.50278,8.59985,4.75395,1.14117,7.52528,6.45989,2.95169,-8.43236,-0.238717,2.50062,6.00734,0.117482,6.62447,-4.16359,7.90499,2.77041,2.96013,-7.59109,-7.76765,6.16863,-8.68965,-6.19125,1.01188,4.08967,3.32832,-3.8163,-9.60254,2.19385,9.79285,8.06154,9.33601,-7.51035,6.61581,1.69626
0.238138,8.32885,4.14256,-8.9279,9.65419,6.83091,-1.0991,-6.98287,8.77371,-4.59691,-2.74094,-6.63684,0.46712,-7.69542,3.84856,-5.43818,-9.55876,-5.35766,7.69463,4.75198,-1.3387,-0.460911,-5.93767,2.77338,-6.32985,-3.65343,5.88813,-7.36332,-3.67847,9.46204,6.31182,-1.81961,5.1539,-4.65382,7.69337,5.0709,7.70912,-6.89589,6.96399,-6.52299,5.67579,3.98578,-6.69685,4.85282,6.20198,-7.13403,-2.53598,4.54509,-1.33792,-1.70371,4.04983,-4.14255,2.98022,1.55833,-0.0162044,3.57592,9.57209,-5.75362,-2.51061,-3.08593,3.58266,-6.09734,-1.37084,-1.68132,-0.860166
-0.224119,-5.91746,-8.9279,6.9684,6.67992,-0.836174,6.30841,4.48189,-5.71081,-5.29409,3.29771,-0.796833,6.41445,-5.28401,-9.7263,1.27441,-9.43616,0.453858,0.770208,1.89273,6.80746,7.70476,9.10503,-8.20056,2.55974,5.07595,-1.41893,-7.03504,-6.12968,4.6232,-8.01348,0.280736,-7.63594,6.59005,5.209,-3.92296,-8.68448,-6.4404,-7.20882,-1.31911,3.17241,-5.27388,9.76193,-6.67533,-2.17931,-1.46329,-5.54222,-9.92742,0.976148,-5.51999,-6.49524,-9.60442,-9.58056,3.38404,-9.67959,9.03022,-0.80358,1.3373,8.18436,-7.06611,-3.13955,1.56634,0.32684,-6.42753,-6.14992
-6.99496,-7.58859,9.65419,6.67992,8.66952,1.3181,-0.886311,-9.48724,-9.79645,-3.65051,1.29721,6.86689,2.15395,-5.48956,6.56946,5.7759,-6.37898,-0.0294029,5.40998,3.91283,6.81488,-2.7222,-7.57199,-6.56211,7.95053,-5.27653,-3.71922,9.38523,2.45814,6.85729,-6.59371,1.52811,-5.89923,-4.78953,-4.16167,0.994132,5.06542,-4.02903,3.0244,-6.82633,9.73849,9.06406,-6.26087,0.606996,6.57996,-2.09865,-5.29708,-1.19532,7.97691,5.4783,-3.57582,-3.31047,6.91833,1.48734,0.574909,-5.44459,0.395122,5.97407,-1.77992,0.339926,-7.60403,-7.83368,-1.21974,-4.45158,-5.03278
1.7473,-6.89299,6.83091,-0.836174,1.3181,-5.35017,3.93503,-2.36865,2.70436,2.4536,9.07646,3.22647,-6.1731,-6.03898,4.47977,8.35626,6.27476,9.23518,-8.57726,-7.23559,-0.191697,8.18042,-1.1419,-9.23872,5.95369,3.55626,9.29712,-0.934691,7.45866,4.17225,3.91712,9.77664,-9.42228,-2.15534,-0.0729266,-7.23018,4.03993,-6.79834,-3.06481,-5.14411,1.58351,-1.64914,-0.895464,-5.48717,1.79666,-3.74214,-6.38446,7.82746,-1.39818,-2.11783,-9.96515,-1.52411,0.204818,-7.28844,-0.185926,-3.45808,7.99802,-7.00429,0.745692,6.62858,4.01211,0.931824,-8.01718,0.319629,3.4683
-6.26424,1.58819,-1.0991,6.30841,-0.886311,3.93503,7.22425,4.55,-4.45944,-7.88485,-7.53591,-1.13494,9.05201,9.34084,-3.51382,8.56195,1.7078,5.65852,-7.63307,-3.28415,-4.45958,0.39286,1.95789,1.53892,-6.97637,-7.85019,4.30295,4.43466,-4.03807,2.09014,7.744,9.88971,6.01093,4.54408,8.81087,-8.12428,8.47689,-1.39831,4.30181,2.22476,5.59109,9.85867,-3.19707,6.01911,-0.385045,9.80788,-4.21871,-1.93068,-4.26208,9.52953,-5.73121,9.04649,-8.5412,4.32073,9.75595,6.98809,-7.81783,-7.75386,1.18233,-4.64698,-6.08223,2.74798,8.73963,3.90651,0.332291
-2.51535,2.01354,-6.98287,4.48189,-9.48724,-2.36865,4.55,-7.00728,2.07644,-8.28669,3.30399,4.22845,8.50806,0.0758169,-9.02262,5.67724,-1.80348,-0.564442,-1.66205,-6.59451,9.41255,-5.32315,4.74329,-1.64575,6.78658,5.67028,-1.0924,2.41346,-7.89606,-6.2308,9.50827,9.39424,-6.26408,-3.95591,8.90753,7.28581,3.01315,-6.45745,-5.2294,-4.83377,-2.69616,-0.554975,-3.85266,-8.35434,-9.00542,3.71454,7.14049,-0.583708,7.5898,3.00085,6.23658,8.40876,2.24724,-6.50971,-8.19673,-2.50581,-9.142,5.3715,0.34819,2.89996,-6.8565,-7.16055,-4.12663,-0.623828,-6.15867
-6.22199,-9.69607,8.77371,-5.71081,-9.79645,2.70436,-4.45944,2.07644,3.6456,3.84798,-2.45467,-1.03763,-9.00533,-8.32784,-2.85989,-6.38204,-6.92124,9.23205,5.8264,0.554893,-5.21946,3.07969,3.87986,-6.9905,0.113596,-7.98835,4.60339,-3.77659,7.95746,-8.63161,-6.71791,-2.65441,-6.68086,-3.60838,0.571061,-4.73587,7.1606,9.03112,-4.59547,-7.54629,1.24301,-3.66382,-8.908,-9.54526,-4.09214,3.12175,-6.54247,5.19287,1.44211,2.44585,1.11263,6.62134,7.15895,-5.85145,2.93234,0.415957,-9.98725,-5.94434,3.03229,-2.15218,8.01761,6.21016,-3.05204,8.39734,-8.3445
-1.14067,6.73732,-4.59691,-5.29409,-3.65051,2.4536,-7.88485,-8.28669,3.84798,-1.59596,3.69442,-1.27657,4.56725,6.43097,2.23464,-1.47514,4.87864,-8.73243,4.6799,-6.23909,5.71239,1.12571,-5.97823,5.22762,-0.0831263,0.137677,8.98961,2.0311,1.62539,-4.08183,-2.25968,2.69948,-1.9307,-9.82423,9.36087,-9.69884,-7.46453,4.15408,5.62102,2.13284,-9.07538,-8.47861,0.857469,-6.20749,1.75014,-7.51744,1.8788,-1.17059,-2.52993,-6.29281,8.88143,-8.99092,-6.17104,-3.46122,-0.495803,-5.12667,-9.02075,-0.23163,5.83838,-9.12285,1.31508,-9.98437,4.0959,9.76248,1.34004
