-5.88122,2.59525,-5.93586,3.40932,4.61146,4.16477,1.87362,-6.01206,-7.15762,5.33652,3.79073,-3.23574,0.588185,3.45311,1.99089,3.05483,-5.69366,8.17027,7.28171,-6.28009,5.08325,3.67162,1.09192,1.03381,0.594973,-1.87704,-0.762921,-5.88563,-4.87543,1.29467,0.0628371,-8.13301,-5.66421,-1.17804,-6.47402,0.267336,1.01858,9.47933,4.43794,-6.33111,5.69496,-1.26897,8.45319,1.12497,-3.84974,-7.93799,-4.04367,-9.36932,-7.71883,5.80943,3.42458,7.01979,0.0200647,-2.87684,9.94465,4.16548,2.66963,-9.67226,-6.18936,7.7061,-0.564744,5.07663,0.155488,4.51588,4.73425,-0.231486,-3.8296,1.22284,-1.32814,5.17067,2.66216,3.10873,2.74392,-4.68284,4.02877,3.10699,8.40865,6.91375,-2.19013
2.59525,3.46669,9.76055,2.18288,7.75642,4.75362,-6.0535,1.25978,-0.794655,-6.89062,-4.54253,9.56192,6.43563,3.77053,1.51812,9.82715,8.95226,4.19381,6.8091,-6.66014,-8.42964,-4.51062,-6.75769,-6.12821,0.230542,4.68528,4.45829,-8.52684,8.95964,1.34065,-6.66954,-3.30091,2.41973,-7.56188,-3.77719,9.9583,-0.43597,-5.51173,0.611677,-2.01912,1.7325,4.8362,-7.93692,-0.475789,-7.34523,-8.45756,-3.7644,-0.272607,7.17184,-8.88518,7.60493,-1.40541,2.30361,9.89677,-8.37251,-4.13557,-6.65411,2.52635,-0.957777,-7.76902,-3.47435,-5.1855,9.86094,-5.97617,0.567039,-4.24078,2.66409,-6.32577,-3.72762,-7.01006,9.10782,2.87593,-8.64223,1.67855,3.25439,2.68697,8.70023,2.14967,-9.47416
-5.93586,9.76055,3.87974,-4.7419,-3.7092,-3.95924,-4.47326,0.797112,1.15804,9.84953,-0.202298,9.20272,8.57118,-1.06636,-3.32736,-6.61878,8.67924,-0.485069,6.31841,-4.32359,-5.07977,2.44491,9.37065,5.4147,-7.90427,-6.69571,6.30876,5.37464,7.26532,2.63763,-6.19844,-7.44433,-0.206382,-9.77318,-3.40081,6.70981,-6.43018,-7.7278,6.07539,-1.05947,-7.03155,9.53732,7.83278,4.20166,1.5672,4.82956,-7.69757,0.536021,9.07434,-6.9771,8.23286,0.720487,5.56339,6.50197,3.4578,1.51854,-1.14208,7.84127,1.75097,2.36603,-0.904735,2.85245,-0.731128,2.8385,1.30287,0.615972,1.41318,-6.78871,-6.28295,1.85067,-5.16708,7.67087,4.5127,7.21351,-2.37912,4.69314,4.36138,-0.310825,1.10889
3.40932,2.18288,-4.7419,7.9711,5.98975,-1.57233,-4.67886,4.19594,5.00041,5.64783,6.53477,7.06806,0.26213,-5.84649,-3.92932,1.41455,-2.79715,-1.92587,-1.32693,-3.35103,7.58976,-9.42525,-3.77428,-3.52626,-2.64907,1.0346,8.65068,-0.0938115,-1.16729,-2.65758,-8.84383,-1.40263,8.09555,-2.17676,7.90142,-7.97088,4.638,-0.914146,-6.51176,4.60278,3.73034,-3.02847,-8.49523,3.62448,-0.263684,9.94828,-3.98004,3.46719,2.63654,8.19492,8.47728,0.446834,-7.97949,3.68196,8.61725,-3.00887,-9.12226,-0.457943,-6.71683,7.01135,-7.6978,-8.9752,6.22775,-0.3751,8.9586,0.988059,5.64256,2.49641,-6.18682,5.33145,-1.42664,7.88183,-4.75005,-9.25098,5.86476,0.250447,0.00154226,-8.22782,7.21789
4.61146,7.75642,-3.7092,5.98975,2.42115,-0.593504,6.37518,-5.44095,9.8185,-1.83705,5.95238,7.72921,-2.68037,4.78789,4.98925,8.14256,-5.48056,7.31295,4.40628,-3.07439,-8.52481,7.55415,7.964,5.57971,4.37075,-3.27074,1.74025,5.92763,0.236836,-9.24913,-2.52223,-0.0247518,4.5795,5.9052,-5.40262,-9.30989,-3.03939,-5.62528,-9.51059,-8.79048,-8.68148,-0.601884,2.16815,7.99363,9.3197,-6.20373,-3.17517,-9.9948,7.84946,7.89877,3.73888,2.08941,-5.26078,1.90056,5.60659,7.66975,7.19844,-4.64385,-7.89153,1.88794,3.50845,-6.31316,1.15053,5.45008,-5.09665,-7.78779,-6.75961,-9.92286,-6.97635,7.79181,8.35397,-0.213623,-4.73596,-4.97055,0.264677,-0.779362,-1.49641,-1.42068,3.28919
4.16477,4.75362,-3.95924,-1.57233,-0.593504,-2.06184,-0.600377,4.53565,-4.01248,-0.410674,3.7981,3.38574,5.02427,7.79565,7.28922,7.03912,-5.42479,9.32874,1.61931,-3.42858,8.26829,-4.56885,0.892927,-1.43218,1.98339,-9.53135,-9.73079,-2.69231,6.3105,-0.303678,-9.80703,3.89041,1.90721,-8.35597,4.88308,-7.78279,5.0873,-2.64575,-3.46492,-2.07791,-5.01607,2.97803,4.7149,-5.07241,-9.49519,-4.34328,8.40763,-4.69265,-5.76576,3.75727,1.16945,1.71604,-5.77476,8.69851,-3.72059,-3.87997,-2.84425,-6.94557,4.45263,-0.727399,-7.67785,-2.72545,5.83167,-6.76313,4.67796,2.52758,8.04959,0.300409,8.27177,-5.57911,3.13026,-4.42797,4.01187,8.50195,-6.95765,1.65822,9.43295,-1.99304,-2.08425
1.87362,-6.0535,-4.47326,-4.67886,6.37518,-0.600377,5.53951,4.34115,-9.38616,9.64969,-3.1136,2.76575,9.17786,-7.94793,0.272912,-6.2083,5.11439,4.83805,5.1352,4.12328,9.08893,2.23276,7.36338,0.634149,8.95162,-5.76112,9.83375,-4.44066,8.9318,4.49191,5.66396,-5.10127,2.12514,-9.15774,-6.353,-1.46908,-9.62074,9.22599,2.47722,0.319102,7.84829,6.03089,-0.175248,-1.8822,6.18965,-3.59732,8.32457,-1.33958,-9.88499,-2.01434,4.27807,6.06607,1.84295,7.37739,3.71625,-8.40182,3.19718,8.98062,-2.10633,4.55558,2.32387,1.34822,-2.27452,-6.22715,-2.09216,-6.70867,-6.20307,3.01431,0.3155,0.86783,2.58145,4.78885,-5.58122,2.54215,0.274599,-9.65882,4.82282,8.17087,7.85939
-6.01206,1.25978,0.797112,4.19594,-5.44095,4.53565,4.34115,-2.46686,6.68464,1.07931,-0.582942,6.5939,-2.49291,0.870817,8.72661,3.96444,-6.82684,7.75001,-5.47427,0.830836,7.78325,8.73474,7.48236,-1.81607,9.79128,-2.81033,1.82064,-3.50359,-5.36788,5.06097,9.73689,-3.56731,4.39843,-8.81435,-0.0753447,0.44376,-4.09243,-8.55443,-4.9836,-1.63815,-1.11661,6.73895,-9.3214,7.03839,6.01508,3.0028,-7.55848,-4.5661,3.45561,-3.9624,3.96848,-2.08804,9.43722,-6.10343,6.51909,-9.62481,-9.74482,-5.47263,-1.40599,-0.697741,4.90296,-9.60525,-0.130843,5.21484,-3.20716,8.8079,5.05862,8.36597,7.63289,6.55775,-6.18855,4.71752,8.69151,5.05801,4.2629,-6.18317,-7.13294,-6.15358,-7.28822
-7.15762,-0.794655,1.15804,5.00041,9.8185,-4.01248,-9.38616,6.68464,-4.56477,0.274865,-1.30897,1.81252,-6.95427,7.89607,6.90256,8.96233,1.43121,7.14708,-0.0566997,-1.33305,1.2419,6.2861,-1.72359,-7.06568,6.70325,-5.60775,6.30808,-8.47028,4.23362,3.53431,9.72623,-1.26518,-7.31803,-1.34405,7.16587,9.68613,-2.76061,-6.49453,-6.76703,-8.8684,0.0966055,-6.84343,-0.794853,7.49794,8.55623,-2.29734,-6.12142,3.44952,-6.71314,2.94015,0.561386,-3.30499,-7.08852,8.61621,-7.57338,3.79497,-3.34385,-4.61576,-6.75243,4.04483,3.45581,8.35433,-3.94497,-3.81578,8.01434,-7.5382,6.10499,7.18532,-1.10299,5.50415,9.70729,-8.63185,-9.97668,6.3566,-1.26513,9.08173,8.81503,-6.58021,1.27792
5.33652,-6.89062,9.84953,5.64783,-1.83705,-0.410674,9.64969,1.07931,0.274865,1.42422,5.23706,-7.60384,5.78912,1.12006,-9.47131,5.26745,2.15772,-2.36776,-4.2653,-9.44668,-6.69592,0.492506,-2.74636,1.88769,-7.06479,9.85634,-3.56541,-3.26745,-9.33058,-4.18862,-7.62508,-8.87034,7.09591,-5.98068,-2.90793,4.89437,-1.40638,-3.90356,4.87359,-8.34039,3.36979,3.91314,1.95515,-9.92425,8.7347,-7.92406,-2.75023,-4.61939,7.70662,-2.88195,-6.65429,7.90055,9.26651,3.07348,7.77827,-0.0800292,-2.75336,-2.91812,9.93224,-6.29874,2.56967,6.54243,4.66007,-5.06193,-0.629929,5.37423,9.82479,6.44167,3.98556,-7.59581,-8.79334,6.21846,-1.20225,-2.10996,6.88923,0.590084,2.1893,-5.54184,8.11568
