-8.7109,-4.27091,-8.8817,-2.02543,-3.08063,9.6238,-8.53186,1.17008,-5.14187,-6.76324,1.30254,1.35309,-3.25063,-2.18731,2.09211,-8.02605,8.53006,-1.14922,-7.96629,-6.83748,-7.57158,-2.97384,-1.10721,-3.13625,1.3702,-5.30262,1.72392,-5.03136,3.96483,1.52754,-6.4195,-4.03919,9.65542,0.371092,-2.64399,-5.51853
-4.27091,-8.92647,3.50274,5.77866,-7.09869,-3.96194,-2.84277,-3.59724,-2.54335,9.93962,5.50817,-9.11252,7.6046,-5.18712,4.09287,-5.71253,5.38077,6.16841,-5.99922,7.91405,-5.26859,1.57102,0.578205,-0.142376,-8.55564,-5.28627,-6.28509,-0.274599,-6.99486,4.51752,3.45521,1.8161,-0.170902,0.130843,-0.717481,7.86754
-8.8817,3.50274,3.21175,-1.73907,-3.3468,8.87682,0.0212378,-0.950185,6.05758,5.63659,-9.74886,-9.66615,6.09169,6.0564,3.42146,8.78208,-6.38931,-9.70255,-6.41952,6.74434,0.88269,6.83521,-3.75238,-9.69547,0.918471,-4.26723,2.27477,-0.39879,4.0516,9.67742,-0.668672,-8.08905,4.21807,3.38206,0.635794,7.48043
-2.02543,5.77866,-1.73907,4.64083,-6.63041,-3.88671,1.75131,2.34243,-1.48449,3.98986,5.02584,9.47004,-7.11796,2.21979,-0.194657,1.74398,-5.82787,-9.23172,2.84659,2.03612,-8.02757,3.25266,8.52959,7.88883,-6.07691,-5.56029,9.9789,2.44124,9.25365,8.38505,-0.237724,6.18768,9.56049,8.90907,-3.54609,8.73579
-3.08063,-7.09869,-3.3468,-6.63041,-7.74866,7.67309,-6.07494,7.74491,-4.92276,-7.48967,4.29369,4.00952,-6.37406,0.867602,1.65184,-0.58844,4.40608,3.82923,-1.1566,-3.08096,-0.815698,-1.95816,2.65853,8.27331,8.51084,7.36068,8.64976,6.54917,4.51011,9.72051,-4.91402,-1.23631,8.48056,4.48785,-2.20183,2.85772
9.6238,-3.96194,8.87682,-3.88671,7.67309,4.31531,-0.445355,2.97649,0.862588,-0.845742,3.60381,-7.09709,0.0187611,-3.23204,-7.93911,-2.8829,4.25431,-9.37416,-0.524981,-2.27726,2.76043,-2.34883,-7.37019,5.52283,5.91098,1.65967,3.15184,4.06996,-7.20752,8.54103,5.61792,1.01074,-9.90333,4.62468,-0.952639,8.59788
-8.53186,-2.84277,0.0212378,1.75131,-6.07494,-0.445355,5.37351,-4.24258,-4.0933,-0.919065,-7.24086,6.99492,5.6953,1.37434,3.12834,-9.27455,-5.1097,6.86355,9.79928,-3.50247,4.89334,4.54653,5.898,-8.62439,7.63476,4.11292,-3.56733,-9.34846,5.21829,0.94772,-6.49691,-2.07555,4.08714,5.03135,-3.82707,6.67246
1.17008,-3.59724,-0.950185,2.34243,7.74491,2.97649,-4.24258,4.93495,8.24779,-9.1513,-3.78457,-8.13115,-6.07949,-8.50677,-6.48413,0.140452,6.57688,-3.18194,6.77052,-2.2816,-5.94558,-2.97966,-2.8511,0.740786,8.45693,-1.97985,-9.6548,-8.93687,-0.627534,1.24809,-8.29178,9.3737,-3.69462,-0.15262,-5.46452,3.31947
-5.14187,-2.54335,6.05758,-1.48449,-4.92276,0.862588,-4.0933,8.24779,-3.20368,8.73544,-4.64152,9.65939,5.29641,1.58489,-8.12415,-2.13191,-3.52011,6.11981,1.21915,-4.73717,-5.48567,4.99623,-7.8201,-0.602796,-6.38277,7.73719,-6.23231,4.17187,5.82897,-6.522,4.25461,9.94119,4.528,5.73008,-7.70851,0.774337
-6.76324,9.93962,5.63659,3.98986,-7.48967,-0.845742,-0.919065,-9.1513,8.73544,-0.379247,-7.41527,-2.12181,8.61039,-0.437847,5.94462,6.6948,7.4674,7.62406,-3.68338,-2.42353,6.21019,8.5448,-4.96562,-8.08147,-7.40428,1.99145,3.46662,-2.42294,-6.85973,6.60652,-6.57116,-9.26997,-6.57421,1.95926,0.198684,-2.90993
1.30254,5.50817,-9.74886,5.02584,4.29369,3.60381,-7.24086,-3.78457,-4.64152,-7.41527,8.60468,-1.44051,8.9809,9.84335,6.9981,-1.00265,0.749853,5.51958,-3.51716,3.48403,-0.328469,2.90363,-0.433804,8.23941,-7.59587,5.69913,1.4101,9.66788,8.48806,5.45219,-5.41364,0.14348,7.22605,-6.21688,4.73294,-8.99327
