6.28959,-9.51225,-2.92148,-3.56619,1.6409,-5.41754,-5.58324,4.71161,1.9074,3.61074,-3.63012,-7.12333,9.56159,-2.42043,-7.03735,1.21329,4.64856,3.96926,7.60849,2.75267,8.16588,-5.17024,-7.02813,4.86971,2.94105,-5.95274,9.53897,-3.02864,0.689533,-9.00058,4.01548,1.80137,-4.43423,-9.22151,1.64866,-3.1629,4.47975,-1.51168,5.39511,2.26772,7.22715,-5.85839,-7.46446,-8.43967,-6.59835,2.68237,4.28842,1.99815,-2.37067,0.108409,3.48374,8.40516,5.95525,-3.03909,1.69829,-6.23312,-5.4861,0.96487,5.55917,-2.18707,6.34224,-9.69414,7.81652,7.18811,7.63083,-5.29876,8.75023,8.91682,-1.61464,1.18352,2.2638,-0.634504,-0.633437,-5.7161,-9.8175,-5.00893,7.7589,7.20545,9.87105,4.17796,-1.53501,4.16261,-2.68491,-2.81906,9.60569,-4.03026,2.57211,1.22492,-4.29245,3.58679,-6.27594
-9.51225,-5.33829,-4.54095,-9.45622,4.59887,0.193135,6.52496,-3.83271,6.22645,3.10666,-6.81693,-9.43533,-6.74666,5.25349,-8.15868,-1.97429,9.51472,-6.29903,-6.19816,3.71227,-3.40931,-2.76657,3.25999,-0.312605,6.98996,-9.25465,3.40742,-0.203792,-1.72287,-4.87487,8.72315,-9.22384,-7.73882,3.00248,3.9023,8.08376,3.97217,-2.60369,-0.575684,2.77442,3.74208,3.54068,-0.571005,-6.91105,0.391207,-1.67437,4.64152,-7.77967,0.450164,7.76278,-5.78357,0.384076,7.08449,8.98875,-2.4735,6.77473,9.73801,-5.5952,-1.63982,-4.02767,-8.5696,4.06939,2.54474,4.69415,8.76893,2.80916,4.69114,-5.19206,-6.67856,8.77004,-4.33135,-9.45341,-6.28501,1.70605,5.62418,1.02468,9.30219,-5.61356,-8.4777,5.19876,-4.04058,-0.720875,9.83359,9.66163,0.844871,6.70283,-0.133631,8.27467,6.60615,1.58183,3.72716
-2.92148,-4.54095,4.11082,-8.75489,-7.60788,-6.40652,-5.79655,-6.15181,-5.22626,1.44072,-4.19309,-8.15795,-4.92231,-5.61449,4.94239,1.74849,3.94402,8.91226,8.86475,9.45439,-8.8189,-9.23474,-8.73023,8.57287,9.23723,-9.17204,-9.61516,-6.06406,-4.74971,4.61618,8.14312,-6.82801,8.04189,5.9995,-8.79258,-1.36914,3.34161,4.31369,-8.59521,4.72797,6.13457,6.81487,7.15687,-5.26854,4.69838,-3.60458,-2.92495,-8.74461,-4.8597,8.14935,0.865234,9.98233,2.85189,8.88414,0.696169,3.26744,-9.55511,8.07002,4.98215,-7.8801,-9.39952,3.40019,-1.25103,-6.59435,5.10805,0.137773,-4.08077,4.49989,-5.66797,2.62626,-5.95757,-2.40382,4.7576,-5.56628,-7.6264,3.9834,7.61489,-0.927026,-2.52198,2.17812,-5.05206,0.347116,7.08575,-5.83408,-6.42005,-4.2986,1.48571,9.51752,5.54012,0.495837,-5.45518
-3.56619,-9.45622,-8.75489,2.53898,8.10977,7.34336,7.1517,-9.26938,-0.395006,-3.36994,3.57145,-7.26359,-3.44595,-4.70643,-4.91391,-8.30284,2.10259,-7.83635,2.27361,4.89686,2.25145,-3.63318,6.37259,-7.81576,-7.64117,-0.772877,-6.06621,-6.34525,-4.5678,-1.42489,-4.41867,8.6439,-9.78988,8.35968,2.48431,-4.42983,-8.53097,3.16755,3.19503,-5.69171,-5.44585,5.10318,7.5802,6.22303,3.7779,-9.58462,-2.03381,7.69679,3.888,9.67485,-8.17401,-6.90928,0.994549,-2.37472,1.32744,2.72455,-9.57042,6.74559,-5.31477,-7.00891,4.4779,7.92377,-4.46057,-9.95221,-9.47322,-4.01277,-0.262973,8.41889,-0.100443,-9.51489,1.58976,7.0056,-9.01123,-8.16636,-3.15322,5.79403,7.59225,-2.35184,-0.96427,-2.5891,-0.704689,-4.12846,-5.46256,6.15079,-6.85257,-4.18027,-2.98694,-3.3789,-8.12491,-4.45674,3.41577
1.6409,4.59887,-7.60788,8.10977,3.56351,-4.88875,-9.02961,-5.79197,-9.74679,-0.857186,1.43265,7.55751,-9.92603,-1.53847,9.38044,7.01751,-9.26012,-9.03094,-0.256817,8.32833,-7.46918,8.66362,-0.32565,1.07878,3.62599,-3.71582,-5.91595,9.43987,0.326751,-2.78131,-0.170585,8.29719,-2.94945,5.96884,1.5885,-1.41697,0.890815,0.69425,-8.32151,-7.75528,-7.86075,-1.08463,9.66299,4.36107,-6.56837,5.8077,6.48409,6.36128,6.03514,8.77458,7.82545,-1.17614,-2.28315,-0.37537,-2.58842,9.27272,-2.18286,9.92449,-8.88601,-3.37968,-8.66292,6.91448,6.9385,3.01193,-1.52703,0.334885,6.62589,1.74109,0.678858,-5.58385,-6.08686,-9.9327,8.95986,-8.71125,-2.31718,-6.62152,-2.58026,3.65599,-4.87303,7.53239,-9.70566,-6.25387,3.06159,-0.935623,-4.36756,5.9654,7.78109,-4.2507,1.21899,8.49495,4.53862
-5.41754,0.193135,-6.40652,7.34336,-4.88875,-4.10603,-4.96461,0.184785,6.24884,9.36768,8.46701,6.90728,-4.50986,-2.01544,-2.41976,-4.74257,-0.144834,-7.22116,7.93365,6.17073,-7.91594,7.61202,-9.92676,8.96839,-9.72649,6.89621,5.69346,9.93034,8.2306,-7.49802,1.07729,-9.77259,-0.484488,6.691,5.10288,5.81271,-6.91697,-0.441618,7.57813,5.48748,7.39557,6.52735,-4.78467,5.21542,0.749285,0.0129423,-9.84585,3.01815,7.179,7.8231,6.34828,9.13801,0.779973,-6.49464,-3.63676,6.49535,3.63141,-4.29164,-6.44993,-6.03762,-9.86959,-3.7384,8.56062,-2.28639,-6.82358,-9.11403,-1.16206,-7.89862,-1.05751,-1.52147,-2.69922,8.46938,9.33692,-2.22998,9.71082,-2.73718,1.61477,-3.74207,3.28362,-5.65123,-1.04099,0.142046,9.80269,0.0213742,-0.360782,2.92099,-5.48243,9.79589,-6.00305,-3.01054,-0.426043
-5.58324,6.52496,-5.79655,7.1517,-9.02961,-4.96461,2.42731,-7.22804,-8.5102,-3.45784,2.30145,-5.58675,6.19388,7.88347,7.41465,9.45078,4.12124,2.13509,0.0111436,0.80744,-8.57046,-6.87752,1.52964,-6.83617,9.04701,0.264584,-9.04256,-7.86243,6.43139,-3.61837,-7.65954,1.01713,-9.78684,-4.83422,-4.91089,-2.11704,6.73089,7.06747,-5.07055,6.88118,-5.42993,-9.61323,4.77422,7.99888,9.58644,-9.12105,-1.59778,3.13492,-9.31392,-6.64883,9.31797,1.41004,4.62896,6.12837,-9.88317,-5.08712,-5.73589,-6.14628,-5.48214,3.48049,6.49821,-9.24435,0.914671,-7.66122,2.60298,8.82479,-2.77796,-9.63723,-1.66372,-1.12817,6.43423,-1.43345,-6.98459,-2.22849,-3.85436,4.22298,-5.66371,7.01146,-9.69523,-4.88736,-1.02269,-3.67877,6.71098,-4.44208,-8.66361,5.93894,-1.81173,-0.0560638,7.52919,5.11333,-5.20588
4.71161,-3.83271,-6.15181,-9.26938,-5.79197,0.184785,-7.22804,5.88357,8.55852,2.26551,6.16042,-0.984376,-2.8524,-0.887377,-0.552705,7.47193,-2.25824,2.32092,6.64702,-1.59753,8.57898,2.5439,4.90002,-6.3673,9.67594,7.70425,2.51493,-7.07822,-4.95148,-7.68278,2.04863,8.79366,-7.98156,-9.75201,6.17673,-0.990095,-4.06808,0.572742,8.48782,-8.24598,2.08312,-5.65554,-8.88356,-1.36467,-4.94396,-5.64819,-6.87313,-2.09476,5.70034,-3.34062,-1.85447,-4.22435,-1.60496,-9.34662,-8.62779,-5.7229,6.5231,4.71504,1.01209,7.64351,-5.30891,-4.09319,-7.47102,-4.92109,-8.5733,-0.452069,6.45956,-7.60253,-8.44936,-0.121574,6.76749,-4.04902,-1.16197,-4.0408,-6.363,-2.14931,-4.14748,-9.66675,5.9044,9.28354,-5.83166,-2.28543,-1.98499,-3.11486,-8.87332,1.15648,5.56544,6.57923,1.50073,-4.51423,8.9358
1.9074,6.22645,-5.22626,-0.395006,-9.74679,6.24884,-8.5102,8.55852,8.38752,1.73312,-7.75653,-6.7096,1.10552,-8.44715,-1.02604,-9.2307,-1.28049,-4.54529,-8.7385,1.03186,1.46986,5.67901,-2.46462,-4.81847,5.93445,-4.55123,-9.24587,5.97639,-8.2415,7.82108,-3.30325,-8.8082,0.500279,8.62765,-9.39588,9.21282,-0.232867,0.0346379,4.08486,-4.23887,-5.74518,-1.48789,-1.47156,4.82995,-8.53217,-3.9491,-0.300954,-0.898509,9.31973,7.90261,1.49708,0.988465,-5.34937,-7.03248,-9.94266,-6.99553,5.79682,-4.20668,0.228578,5.7484,3.23642,8.28249,-0.0811662,-8.03358,-8.49977,-2.65464,-6.19165,-6.53474,-6.52071,-6.77319,-7.6328,-3.47936,1.33764,-7.70014,3.71027,-5.54473,4.10466,3.71439,-8.88487,-6.13431,-0.741084,-7.35582,1.52616,5.39593,-0.73529,-1.53143,-1.51433,-5.1711,6.66433,9.68773,-1.25861
3.61074,3.10666,1.44072,-3.36994,-0.857186,9.36768,-3.45784,2.26551,1.73312,1.40255,5.40927,-4.45,5.53839,-1.9619,-0.913895,5.2703,-7.82027,-0.385584,9.29986,-1.3669,-4.14911,6.23453,-9.40868,3.89573,3.3328,4.73574,-5.79088,1.13552,-4.58575,-2.66454,-0.246277,-1.40908,3.76659,-6.65364,8.26101,9.06609,-1.25512,-7.63358,1.18684,-5.79388,6.19012,0.489743,5.23879,-3.87645,0.686245,6.40408,-2.10434,2.57686,-8.99238,0.398127,4.32226,8.85763,9.59543,6.74144,4.51969,5.68685,-4.76243,-6.46687,1.15715,7.4828,-2.87792,9.86201,-4.64248,5.88861,-0.498309,2.87352,0.920152,-7.50084,6.18127,8.42785,6.05689,6.6268,-6.46196,7.20258,8.69648,2.91387,-5.53695,-1.30371,5.51407,3.13544,-1.21008,6.21648,2.27861,8.67368,-8.07628,-1.36489,7.7111,-4.77661,8.45103,6.13656,-9.15366
