6.98109,-2.43564,-5.2609,4.70117,-5.50264,6.34221,-7.4224,-5.58079,9.58402,-2.64806,0.511355,-3.63506,-9.27562,-2.94781,7.6728,5.01343,-6.99506,-3.52442,-8.99671,5.7179,6.78751,-0.366683,-5.35133,6.99692,5.90665,-5.4765,2.04585,5.54035,-8.97903,-0.398607,0.880677,-9.02285,-6.6605,6.17756,7.28191,-4.04538,-1.61756,-9.60691,4.05165,-7.54108,-8.25722,5.66745,3.19488,-7.47816,-4.59248,-3.13498,-5.42838
-2.43564,9.18336,5.04104,-7.17773,7.94778,9.35618,-6.39785,1.78528,-9.7242,7.59912,9.72782,-9.05583,4.93593,7.04307,5.79616,-9.33219,0.710713,-5.54826,6.64531,-4.0861,-3.90777,6.24881,8.86776,-6.5042,0.830267,-2.81827,5.36654,-9.29227,4.23509,3.39388,2.14051,-9.05967,-3.54626,-1.99125,4.94525,7.59473,-9.82686,7.41061,-1.87977,9.82809,1.9682,9.78476,-1.96834,-9.99958,-6.4229,-2.67411,2.97817
-5.2609,5.04104,-1.009,7.50441,-2.65937,-1.59744,-7.60796,-3.1438,-7.27518,-9.40967,8.258,-0.926867,2.88896,6.23261,-3.15151,-4.12648,8.00801,5.67529,9.45177,-0.125147,-1.28163,3.53367,5.47774,7.29389,1.5845,0.0811843,3.48195,9.13825,2.19562,-7.99824,-9.94252,-6.55785,-5.16315,8.42047,9.83063,4.86846,6.9048,0.664325,4.942,-9.8521,8.2215,4.11959,-7.30983,3.52617,-7.84787,-0.210441,5.66709
4.70117,-7.17773,7.50441,2.85001,-0.541783,-3.24804,-5.61923,-2.88597,5.08516,6.49072,6.67618,3.19846,9.40989,-8.5884,-0.323104,8.68285,6.80995,6.12079,-0.371927,-0.0890765,9.01399,2.81615,-6.47074,7.54682,6.16322,8.78023,5.45784,-9.26469,-4.57922,-7.90867,5.29312,5.98086,4.14105,6.0166,-0.780258,-2.49965,2.50611,9.30738,9.49774,-4.59063,0.960623,-8.51485,-0.635033,-6.71532,-4.81284,-5.79726,-1.20419
-5.50264,7.94778,-2.65937,-0.541783,7.76573,-5.255,-1.88947,-4.52317,-4.7987,-9.7831,-5.6734,1.44441,5.49153,7.14412,-2.11652,7.14136,2.76731,9.41154,-0.802051,1.44968,5.52918,-7.37515,3.12297,-1.34947,5.75852,9.92541,3.64185,-9.66391,5.16067,6.06441,8.43478,6.327,3.23446,-5.07042,5.32686,-1.22736,-9.39032,-7.98051,-5.17148,4.70867,1.51125,-3.3932,-8.32857,4.56242,0.444531,7.86979,5.2797
6.34221,9.35618,-1.59744,-3.24804,-5.255,9.25975,-4.61982,0.654832,-0.771507,0.70013,9.01975,-5.76666,-9.70071,1.95804,-6.89585,-2.20122,8.23398,7.99035,-2.85391,-2.01787,7.01537,6.05968,5.87912,-3.65633,2.12605,-2.78137,-5.71825,-5.66514,-8.8452,0.888859,2.06512,6.28333,9.89771,-5.0611,-3.07188,0.159907,2.08669,-7.98114,-3.96899,-7.13829,-1.16191,-6.87742,2.07605,-4.65603,-5.15585,1.53597,-4.92001
-7.4224,-6.39785,-7.60796,-5.61923,-1.88947,-4.61982,-6.11502,-6.55172,-2.92583,7.54858,-8.39751,3.24294,-0.808558,5.86286,7.92365,-3.62311,-7.48742,-8.13934,1.31981,9.73825,0.295362,6.40433,2.96858,-9.75017,-6.5312,8.5998,-5.38695,-1.06842,1.93606,-7.92658,-5.54399,-2.15533,-3.36276,0.0499298,5.82904,1.27573,-3.44868,-7.54877,-9.24682,3.42684,5.92235,8.58468,0.733689,6.0223,8.69474,3.47174,8.00382
-5.58079,1.78528,-3.1438,-2.88597,-4.52317,0.654832,-6.55172,-8.12295,2.67837,6.48189,4.3646,6.07565,-1.27788,-3.36462,5.20992,4.96449,-0.158752,-5.77647,2.55693,-7.41744,1.76295,-3.88028,-3.70119,5.58765,8.84201,-2.33559,5.40798,-7.37816,6.46486,4.14034,-2.69185,-9.7004,-2.90596,-1.24544,6.88571,-4.58838,-3.76797,-4.40077,-9.35311,-9.64585,9.0831,6.2775,-2.99165,-1.32882,8.28292,-1.36477,-4.13621
9.58402,-9.7242,-7.27518,5.08516,-4.7987,-0.771507,-2.92583,2.67837,4.50736,-7.8659,-3.47174,-7.52388,-0.743825,7.55304,-7.52999,1.66119,-2.82792,-8.12793,1.56156,-6.78125,4.74421,-9.60381,-1.53013,-2.19662,-5.54846,-6.78943,7.3857,3.8945,-4.94333,-0.183195,-4.48197,7.9575,-0.876636,-9.897,2.47004,7.49997,4.58883,-5.83716,0.197975,-3.57827,0.851011,-9.86287,-9.12988,-3.1333,-8.69894,5.58939,9.35553
-2.64806,7.59912,-9.40967,6.49072,-9.7831,0.70013,7.54858,6.48189,-7.8659,-0.577523,6.38378,8.89166,0.686077,-4.75431,6.35747,-6.32837,3.98671,-1.05884,-9.95448,7.79586,-8.10874,-2.19293,-5.72964,-1.74819,-0.984029,1.72608,8.73206,8.89029,-2.10566,-7.85741,6.62837,6.36884,0.299979,1.74242,-7.36003,7.87597,8.91846,1.45656,8.54261,0.210917,-6.35805,5.49069,4.53309,8.56518,7.64153,8.8397,3.5429
0.511355,9.72782,8.258,6.67618,-5.6734,9.01975,-8.39751,4.3646,-3.47174,6.38378,-4.78953,-4.3559,-0.815679,-9.10431,-9.05115,1.57508,-6.42737,-4.29871,0.501007,-7.61594,-9.77418,6.05491,7.60758,6.83262,-8.71891,-9.16865,-1.73327,-8.0574,5.30402,-0.0257186,-3.67557,9.86836,7.71014,-8.42482,2.60302,4.95862,-2.1167,-9.35055,0.122498,-9.04434,-4.2827,-2.69686,5.93494,-4.53382,4.05809,5.46395,6.14089
-3.63506,-9.05583,-0.926867,3.19846,1.44441,-5.76666,3.24294,6.07565,-7.52388,8.89166,-4.3559,-5.66701,-1.70191,1.34272,-8.77948,1.01813,-1.55806,-5.70852,0.110643,1.58994,-8.71816,0.81417,-1.16145,-6.6312,-3.59328,-3.10318,8.31605,1.8139,-7.12558,-7.37266,0.381075,9.35806,0.0530892,4.10184,2.8542,-3.64413,1.39919,-9.76627,9.25456,1.1617,-5.23697,4.31256,4.7323,5.488,-8.24182,-6.62767,-3.65853
-9.27562,4.93593,2.88896,9.40989,5.49153,-9.70071,-0.808558,-1.27788,-0.743825,0.686077,-0.815679,-1.70191,0.449239,-9.25229,6.95146,1.33499,7.11256,9.79633,-8.64469,-0.904439,3.00987,7.7316,9.10475,9.0451,2.02675,4.28257,1.07004,2.03185,-4.63231,-2.27651,0.558365,-1.72339,4.38214,-6.35084,3.15714,-7.36407,-1.95078,6.06912,-5.95317,3.55656,8.59978,2.9118,-4.74377,-6.8071,3.60767,3.96114,6.1543
-2.94781,7.04307,6.23261,-8.5884,7.14412,1.95804,5.86286,-3.36462,7.55304,-4.75431,-9.10431,1.34272,-9.25229,-9.133,-6.93286,-6.25038,-2.53862,-6.19447,5.30172,6.19279,7.20327,7.57398,-3.29609,0.730373,6.12651,5.91885,-1.09868,-2.68734,9.26569,0.757684,3.97863,0.912422,4.97189,9.25433,7.18398,9.6532,6.23676,-7.11169,-4.47039,1.86553,4.90826,-8.41697,0.645854,-8.45945,-9.14089,-6.87779,2.25749
7.6728,5.79616,-3.15151,-0.323104,-2.11652,-6.89585,7.92365,5.20992,-7.52999,6.35747,-9.05115,-8.77948,6.95146,-6.93286,1.71718,-9.33754,7.32401,6.59504,1.80846,-1.78636,7.71813,-9.18964,2.54868,5.25517,0.607037,6.50207,-3.6902,-9.22082,-1.48178,0.240939,5.94389,9.52827,-9.02216,5.3543,-8.12582,-0.220081,-8.21737,9.07387,-6.36773,5.29104,0.893782,-8.53367,9.219,-5.89998,8.89987,1.66814,8.3588
5.01343,-9.33219,-4.12648,8.68285,7.14136,-2.20122,-3.62311,4.96449,1.66119,-6.32837,1.57508,1.01813,1.33499,-6.25038,-9.33754,6.79795,4.68985,-6.57237,-2.61228,3.60987,8.60948,-2.97484,7.61245,-6.68338,2.6631,-1.68596,-0.550114,-5.25923,0.776946,5.02891,3.21137,4.04897,6.7682,-9.77324,3.82936,-7.85399,-7.88246,-3.8886,2.043,5.04601,0.850189,6.60949,-2.76171,-0.799394,-4.19888,0.829836,-7.95275
-6.99506,0.710713,8.00801,6.80995,2.76731,8.23398,-7.48742,-0.158752,-2.82792,3.98671,-6.42737,-1.55806,7.11256,-2.53862,7.32401,4.68985,6.42055,-1.73917,8.71316,-3.0725,-2.06644,-2.29467,-6.38098,-9.63179,-7.63679,-2.55132,9.94768,4.27037,-4.99892,4.71191,-4.01796,5.49697,-9.98888,6.7619,1.19676,-7.86224,0.159349,5.27347,9.27825,3.39918,-0.553803,7.17434,-1.40898,4.08086,1.07131,9.79353,2.57966
-3.52442,-5.54826,5.67529,6.12079,9.41154,7.99035,-8.13934,-5.77647,-8.12793,-1.05884,-4.29871,-5.70852,9.79633,-6.19447,6.59504,-6.57237,-1.73917,-1.09401,7.99883,8.24723,6.34348,8.87528,8.30898,-7.99384,-1.5411,-3.0137,-7.69899,-2.36485,-2.52102,6.87523,-2.30475,-9.03461,1.85481,7.77984,-4.85668,-8.61668,4.57288,0.577533,2.12702,7.95776,-7.76399,-1.55237,-7.30387,-9.6907,5.54057,8.39924,-5.43642
-8.99671,6.64531,9.45177,-0.371927,-0.802051,-2.85391,1.31981,2.55693,1.56156,-9.95448,0.501007,0.110643,-8.64469,5.30172,1.80846,-2.61228,8.71316,7.99883,9.3989,3.95207,1.31964,9.29705,-8.73849,7.51874,2.41418,-3.74542,-9.66694,2.94501,7.99247,5.67728,-3.84682,4.79449,-1.46003,6.61753,3.34709,3.69394,-3.30151,4.16053,-3.01983,5.81034,-9.76117,3.87127,0.0484854,-8.25869,0.541245,-3.29972,5.62259
5.7179,-4.0861,-0.125147,-0.0890765,1.44968,-2.01787,9.73825,-7.41744,-6.78125,7.79586,-7.61594,1.58994,-0.904439,6.19279,-1.78636,3.60987,-3.0725,8.24723,3.95207,-4.51498,-7.24893,0.0389712,-6.72506,-9.19681,-3.92938,-6.6195,2.22052,-8.27741,2.00199,3.60757,-0.677568,-2.51189,9.16012,-9.39262,-3.64056,-5.04694,3.93001,-3.278,-4.20059,-0.397605,-8.84887,2.4182,-2.20733,-4.64101,-5.87639,7.32951,-1.95401
6.78751,-3.90777,-1.28163,9.01399,5.52918,7.01537,0.295362,1.76295,4.74421,-8.10874,-9.77418,-8.71816,3.00987,7.20327,7.71813,8.60948,-2.06644,6.34348,1.31964,-7.24893,3.82636,-9.36033,-0.640111,-5.97195,6.03993,2.45558,4.09751,1.47719,-0.0266601,3.69948,-8.51341,-9.42847,1.73633,9.17922,-7.84262,0.912593,-3.7967,-0.157715,-0.545369,5.04879,-0.378272,-4.88392,2.70926,-0.583068,-0.679439,-4.28527,1.33426
-0.366683,6.24881,3.53367,2.81615,-7.37515,6.05968,6.40433,-3.88028,-9.60381,-2.19293,6.05491,0.81417,7.7316,7.57398,-9.18964,-2.97484,-2.29467,8.87528,9.29705,0.0389712,-9.36033,-4.96128,3.67952,6.96025,-6.09944,-2.27583,-1.49048,-5.7335,7.08018,-9.07495,0.522032,-7.26365,-3.02757,-7.15824,-1.60458,4.58584,6.30337,7.41907,-7.85371,-2.96773,-3.98203,4.55574,4.13339,1.77533,-7.63622,0.418725,-5.82231
