-8.7435,-9.73721,-1.75057,1.11557,-9.98741,4.95473,3.99082,-9.24079,7.57872,-6.42953,2.1756,7.20259,1.13964,-7.77961,9.47063,4.23421,1.50287,7.4744,2.59776,-8.42208,0.100941,8.11548,-5.37963,-8.69068,-9.17048,7.23262,-5.96576,-3.85234,6.43754,9.64232,-9.04392,8.94073,2.96214,9.0182,9.4189,9.26246,-6.53023,-0.115067,3.37982,-5.77308,-0.579349,-3.71756,-6.92333,-9.39608,2.89963,-0.377083,-7.38165,-7.08619,3.48691,6.28727,-1.93353,-0.735024,4.86913,-2.7327,0.192879,-9.68095,1.46442,-7.997,-3.01765,-8.5216,-8.49554,-3.71731,-9.48477,1.25759,-1.53112,-0.802072,2.13317,4.36319,-2.35519,-5.1474,5.96917,-5.26871,-0.598974,1.65842,-9.92838,9.86458,-0.435034,-6.69383,-1.99896,-6.99173,-5.93137,6.14077,-1.84214,-5.09022,1.84504,-3.99478,-7.7634,-2.96107,-4.25453,-3.42992,1.91268,6.67851,-2.45441,6.08066,0.131525,4.21095,-4.20397
-9.73721,-8.86168,-9.91021,5.5321,-9.22024,-7.12531,5.14547,5.30542,4.70108,-3.46154,-8.94346,-4.44556,-9.56387,3.23504,-5.33119,0.587337,-3.89639,-3.56871,-1.34507,1.71088,-7.13588,-5.09463,-1.44167,-3.87203,-6.13689,9.75256,2.989,-7.49683,-3.49265,0.599425,-4.50995,0.160292,6.32449,6.27338,-3.68581,7.31362,-5.79481,-6.81472,0.759051,5.51191,-5.14246,9.6329,4.7986,8.99139,9.98719,1.99501,-2.68764,9.469,-8.36128,-8.30459,1.14763,-2.55066,9.77036,-8.41779,8.17644,-8.79933,7.02627,-3.71376,-7.65093,5.3008,1.8286,2.56442,-6.67871,4.20174,-7.14016,1.52512,9.42236,-2.42743,9.55364,-2.44303,3.95361,7.86532,7.57298,-2.85255,-5.12019,1.41527,-4.9185,9.10611,-7.43875,0.933171,-4.18979,-3.2624,-6.49804,-0.326747,-4.23968,-1.48751,-9.51387,-2.99978,0.232138,-1.17091,3.66859,-1.6858,-4.20209,-9.57114,-4.48523,7.28739,-1.83705
-1.75057,-9.91021,4.68747,6.12411,-3.84398,-4.92318,5.5281,-0.361116,6.3718,-3.10316,3.29854,9.76787,-0.984792,8.13058,-2.79549,3.95153,-5.29894,-6.99043,9.06042,-3.92277,-7.78517,-0.465813,-2.14206,2.51677,-6.69061,-2.53803,7.5064,-7.22543,0.698917,-4.5808,-8.21622,4.8128,-4.59009,-5.11614,8.03883,7.77153,8.46592,-1.95735,-8.59073,-0.760153,6.54159,1.99674,-5.36347,-8.13022,0.63632,6.68377,4.06192,-8.41779,7.7962,-5.61014,5.44213,4.59863,-5.05313,0.138267,4.7028,5.10336,-2.40092,2.98974,7.39549,-6.16971,-4.65419,-6.17611,3.27942,-1.91078,3.54575,9.38613,4.02288,-7.11346,-5.02098,7.51751,4.92284,-6.69766,2.62693,-3.96268,-3.90721,1.0672,-2.75084,8.48622,8.10944,8.4328,-5.09194,5.92788,-4.8438,-0.658935,8.28448,-9.8131,7.50403,-7.60854,9.72187,-2.54065,6.74593,-4.66262,-4.81347,-3.52636,-1.71857,5.3061,-3.06646
1.11557,5.5321,6.12411,3.07091,4.66187,-0.00685929,-3.13083,-1.96181,-0.2944,0.84629,-2.16121,5.39879,0.757636,1.37289,-4.42517,-3.53462,3.2609,-4.63644,4.2918,8.1044,-5.06826,-2.72104,7.55707,-6.01395,-5.8276,-2.68831,-6.30082,-1.01821,-0.203981,-5.14982,0.627896,-1.41258,-0.179536,-0.227613,-1.99181,5.21006,-3.46099,8.03419,1.97108,4.1626,-5.40324,-7.41983,-6.41064,5.93413,-8.6477,-2.68059,4.66869,4.65524,9.47735,-0.0757109,4.88875,4.80895,-5.54177,5.32666,7.44499,1.55982,5.41138,0.646428,5.56853,-4.77901,-0.787357,3.83705,5.14482,-5.78467,-9.15623,1.53763,4.27807,2.58774,-4.69233,9.48087,-3.73914,-9.98519,0.63213,4.00628,7.64855,3.61646,-0.933846,-9.59307,-7.88412,8.30742,-6.50197,-6.05641,-7.82425,9.3388,-8.38901,3.48252,-5.17037,-2.19587,-2.08673,-5.71011,-6.23918,8.94433,7.80921,4.29372,-3.52771,7.16927,8.01956
-9.98741,-9.22024,-3.84398,4.66187,9.37432,5.81712,-6.16862,-6.34826,-5.62834,-9.4841,-6.85358,1.38375,-4.58985,-1.41751,1.63943,-3.21697,4.76388,-5.24709,-8.55508,-5.39392,3.94354,7.81255,-3.82135,-2.61411,-8.95242,-9.29811,-9.23225,0.785178,-8.12659,-1.30078,-2.10256,8.55343,9.37766,0.296071,-9.69293,-4.94025,1.08941,-9.2303,-8.94582,-4.0241,7.62031,6.19176,-2.24856,-9.95931,-7.15821,2.03727,6.94413,-7.80492,-0.268709,3.6218,-3.96897,-4.21618,5.28501,-3.99304,1.79815,-3.8508,8.76454,2.72059,-5.47961,-2.5954,-1.65848,-6.7238,5.27313,1.95893,-7.22794,5.5688,-8.15226,-9.29262,-9.96596,-2.90368,-3.26618,-4.71195,-1.82442,8.52871,0.0370771,-2.59478,-4.01572,-3.18042,-8.6351,-9.20555,0.997871,1.04512,-9.33963,-4.4627,0.172203,-1.88593,0.109147,-8.44168,3.16797,6.4273,-7.50998,-5.01871,-7.50343,7.06307,-3.64028,-7.92615,-7.30523
4.95473,-7.12531,-4.92318,-0.00685929,5.81712,7.60618,-2.03938,9.71519,4.7265,6.38293,-6.86083,-7.93853,5.94095,-5.10857,9.0879,-4.17707,-4.55603,0.141735,-5.05859,-5.20016,5.23465,-8.34209,-6.51582,-0.37207,-9.11895,4.80364,3.25284,7.83951,-4.9423,2.62929,8.92261,9.19027,-3.29886,-3.90913,2.36439,-7.24044,-2.66713,4.9333,-7.64568,0.149686,-8.88705,6.07197,4.13938,-1.7376,-4.98747,5.29796,4.67087,0.916723,-7.77053,-3.41615,1.42507,-7.97877,-7.9811,-9.65841,-7.70857,-5.84259,-8.55681,-1.58191,4.78007,4.38734,-2.28565,-4.61133,0.119579,5.24158,-4.13152,9.77051,7.68649,0.69397,-8.15265,7.15274,2.76145,-4.49638,2.77696,3.03891,9.41512,-5.61404,-3.5888,9.1821,-3.73971,-2.66468,-6.59778,1.99394,-2.4178,-6.86744,9.00463,8.18355,4.90688,-7.89123,-4.6058,2.53896,4.68713,-0.256414,1.31562,9.07157,9.68632,9.63104,-0.461745
3.99082,5.14547,5.5281,-3.13083,-6.16862,-2.03938,0.484448,1.7421,6.49688,-6.22252,2.05274,-7.47336,2.75295,-7.59779,-6.68832,4.65911,8.90413,-5.055,-4.64708,-3.14182,9.19596,-3.0544,1.51792,4.6917,-2.07026,4.43264,-3.5819,5.44947,3.84166,4.68788,5.08556,0.551813,-1.65036,0.796388,-9.82668,-2.71673,7.17144,8.61641,-9.55083,-7.79929,-1.34865,1.94369,-0.272069,4.06051,-1.29872,6.73692,-0.56081,7.9009,6.17602,9.02253,4.00148,9.81573,9.7765,8.2043,7.45333,9.63398,7.36794,5.39954,-3.21061,2.36424,-4.43073,4.43241,-6.70421,9.56025,-0.91752,-7.14731,3.44538,2.50171,-1.01541,-7.55171,-7.87616,-6.20039,6.4217,-7.55073,9.41542,-0.509215,8.6782,3.54676,9.60851,5.01142,2.78267,5.92533,-4.60863,8.12648,-7.61487,-5.98775,3.54823,6.56528,1.57466,5.79728,4.16585,8.11336,2.3774,0.193864,-5.16445,-3.61008,1.51355
-9.24079,5.30542,-0.361116,-1.96181,-6.34826,9.71519,1.7421,6.64314,3.6446,-0.44875,4.86344,-7.07778,8.90144,5.23323,-1.023,7.15192,7.89466,-4.05115,-2.61007,-9.63156,-6.76604,-3.00645,5.57251,-5.45528,7.26237,7.8132,6.57869,-0.899783,-7.94733,4.25728,3.46407,7.05063,6.07758,8.43868,9.88472,-7.70226,3.0632,4.84817,-6.82317,-5.87593,9.26571,-3.86859,7.48082,-3.44785,-0.967476,0.408486,-5.26591,1.76911,-9.38826,2.5329,-7.20695,9.89223,5.11535,7.19281,-7.60427,-7.49642,-6.6863,-4.30492,-3.15915,-7.64855,-6.58921,-2.26716,-4.66359,5.82191,9.16395,3.11557,-1.17945,-3.95664,7.17547,0.296387,-5.73453,-0.747679,-4.49402,-5.21689,-1.80522,-5.90372,6.21621,8.21195,-8.67139,0.916395,8.53622,-4.66517,2.985,-0.0944749,0.449092,5.94311,-3.68332,-3.96659,3.59976,-7.44835,-9.23464,-8.12282,-3.43268,-5.60157,-4.6961,3.28385,9.67892
7.57872,4.70108,6.3718,-0.2944,-5.62834,4.7265,6.49688,3.6446,6.35826,1.35974,1.7453,8.53262,6.99472,5.02669,-3.32452,-6.54411,2.61765,8.33366,-3.69618,0.165563,-7.69748,-6.91892,8.63699,4.9644,8.37998,8.44486,-5.78951,-9.10044,0.357378,-3.67117,-6.98184,-4.77443,3.09393,-9.46129,-7.57034,-7.23455,7.36726,-4.97392,-2.9945,0.983532,-7.39324,4.27713,5.81148,-6.56575,7.52117,8.36983,-1.01105,3.67457,3.64427,-0.653994,3.15984,-8.24299,-4.22557,-7.19865,-3.87264,1.21838,7.47452,1.36767,-3.91474,7.38689,6.62756,-2.98713,-7.75499,1.11654,-2.88414,0.361051,0.606313,-7.1471,-8.42662,-1.55616,-6.60128,4.05844,-3.33749,-0.511272,-7.15522,-2.41594,2.88702,-2.67383,-1.0467,0.756233,0.623223,2.82821,-4.65114,1.13815,9.41239,-9.57717,-5.88591,-7.41903,-9.47074,-5.2057,1.81911,8.33939,2.98268,4.77798,-0.278264,-2.1518,-4.91766
-6.42953,-3.46154,-3.10316,0.84629,-9.4841,6.38293,-6.22252,-0.44875,1.35974,0.800516,-7.67856,7.63351,-7.94995,1.94244,-5.18551,-7.9623,-2.73224,4.0169,8.73844,7.9311,-0.320393,-5.38765,6.10093,3.85689,-5.65185,3.42798,-4.12494,1.74069,4.03915,7.63064,7.87706,-2.20669,-3.38645,-1.30189,-2.98838,8.60509,9.04658,-8.54397,-9.18496,-8.05815,-4.08291,7.73582,4.65285,-8.62828,2.1328,8.21226,-4.9151,-4.39714,-0.0450423,-4.25579,1.76235,2.26465,-9.47225,-1.74171,-7.60171,-8.36332,-8.24207,-3.31305,-9.76538,1.73413,-5.32065,8.42598,-2.50876,2.51081,6.17247,1.80772,7.52588,-0.202751,-8.65069,6.53468,-8.08093,9.60307,8.76037,-8.05261,1.75588,7.36152,9.67272,-9.06197,7.23725,4.05815,6.94363,-7.75545,5.80555,-0.653127,-7.44106,5.66197,4.50602,-5.54986,2.32108,-0.799947,9.92,9.60853,-9.19565,-4.40735,0.859553,2.33588,-0.34708
