-8.34398,3.19246,-5.90623,3.40953,9.09089,-9.04127,-8.14843,9.8433,6.5166,-0.478242,-0.440081,5.62028,-4.2287,-5.78052,6.43133,-2.72037,1.67164,-1.44076,-0.513787,-8.83565,1.94749,7.25466,-8.1243,4.95181,3.64783,-4.15595,-9.93179,6.19132,-4.26681,-8.97532,-0.260923,-5.73709,-4.99432,7.19014,7.43504,0.754494,6.17845,-4.83851,9.0742,-4.38273,-8.89959,-6.23211,-6.28906,3.69601,-9.24626,1.964,-3.24214,5.80887,-4.13528,4.5299,-5.33994,-8.74511,4.73857,6.59975,6.22406,0.723769,-3.73857,9.11402,-5.11576,-1.01311,6.18987,3.08507,-6.52625,6.86062,1.01526,9.26309,3.67007,-4.83998,8.80765,-4.86354,9.1372,2.66148
3.19246,-0.361535,6.97556,-6.45934,0.374382,8.1455,1.02567,3.8792,-1.62317,7.02108,-2.75723,0.558245,-4.22183,-5.41316,4.6054,-3.42127,-4.27017,4.27213,-4.41182,-2.39618,3.87947,-8.49129,1.09165,5.5601,6.07561,-5.56541,1.50695,1.87608,8.69272,-9.07413,6.43125,2.76202,4.9526,5.21364,0.891274,9.5572,-7.93694,6.90135,4.9805,-5.2037,2.62041,-2.58298,-3.9022,8.03893,-9.37846,0.688205,8.53779,-9.85272,-4.88521,8.43813,2.05116,-1.4969,3.67547,-7.28607,3.22345,-3.92252,-6.7408,9.5747,5.08167,-5.65816,-4.05883,5.5267,-7.6156,-4.56273,-8.92195,-8.63739,9.45737,-2.06498,-2.91194,9.30291,3.38096,-7.66325
-5.90623,6.97556,-9.69506,2.23032,-0.608466,-1.27989,4.24402,4.93227,6.65209,4.9817,8.49984,4.6257,-4.04101,2.22834,-1.96928,-7.18368,1.30821,5.16915,7.59164,-1.02455,-9.38299,-0.71499,5.30325,8.89063,1.38,3.60386,5.04776,6.72244,9.53989,-1.98343,1.93001,-8.51989,7.68323,1.65289,-2.50224,-5.58688,1.24741,8.61827,-3.63211,-3.88838,-1.96874,6.79441,-9.80358,-1.2408,-7.38851,9.88537,-7.72135,6.48503,-2.61726,-9.47798,9.73974,7.4178,2.9036,-1.26763,-9.7209,-4.83336,-9.92667,-5.71215,-9.56102,3.16484,3.5591,-7.82819,8.6976,4.382,7.09653,8.83734,4.94587,-5.42184,3.39642,7.8942,2.30182,-9.64401
3.40953,-6.45934,2.23032,-6.00816,2.09761,-4.66527,1.51013,-7.20298,-2.68837,9.98432,9.5221,-3.1375,-6.61368,8.8286,0.837546,1.41007,1.04046,-7.43491,1.77385,6.81692,0.483456,-0.393187,5.25537,-1.4808,-3.88098,0.00436001,-6.10007,-6.59076,3.66929,2.947,6.24996,2.30419,1.25728,-6.94676,9.35557,-5.5004,-3.44059,1.63494,-9.03079,-3.34634,4.68114,4.82323,3.57817,5.36683,4.41673,4.16358,-9.21474,-2.57221,6.60938,-6.42495,9.35326,-5.16923,-1.9746,5.20366,7.31436,1.42704,3.47602,5.39492,-8.65851,3.45427,-2.83884,-8.04341,-4.49073,-6.24202,-2.91608,7.96974,0.0686593,-9.991,9.1379,-1.62127,2.5008,5.261
9.09089,0.374382,-0.608466,2.09761,7.07757,6.09784,-9.09451,-4.30245,3.07997,2.33375,8.17767,-2.68041,-1.2851,-8.64928,1.36729,-1.6887,-4.53304,-0.670549,3.74377,4.23711,-5.86358,-4.01534,-8.14096,9.30488,-8.44332,-0.655771,8.38715,5.39945,2.29586,-9.30421,1.24428,-6.11726,6.48404,0.71837,-0.279891,-1.79605,4.88053,6.68469,9.65252,0.340465,-6.85661,0.603374,1.37184,5.999,8.64749,9.33558,-5.26175,5.00979,5.36154,5.25258,-8.20583,-9.01795,-6.18124,-2.77002,-1.27334,-4.42851,-3.75478,-2.33537,-5.64824,-8.66675,-4.80762,-0.0670201,-9.90981,-4.06007,7.74189,-8.19539,4.1233,1.81652,4.36937,-1.92554,2.74645,4.52079
-9.04127,8.1455,-1.27989,-4.66527,6.09784,6.17299,-0.377519,-4.26069,-6.43618,-0.989347,9.29587,-5.37974,-4.98601,-2.17918,-2.89697,-8.14146,6.81709,9.31678,9.5015,-9.29523,3.88287,6.59653,2.05787,-2.34445,-4.94979,0.908724,-4.02527,-8.67302,-9.72421,4.05752,-2.75673,-0.159184,9.06751,0.757252,4.82968,3.2439,6.94899,-9.48435,8.13597,-5.98309,6.75573,-7.49827,-5.19317,0.723855,-8.91333,6.82423,9.00581,-0.917449,-3.21068,0.658636,1.50698,4.80503,3.16551,0.704072,-8.33206,8.79732,-5.07645,0.541066,-1.2603,-0.0889416,8.14135,5.24373,4.17715,-5.19853,1.83807,-7.36663,4.77732,8.9492,8.22173,-8.11639,-2.58678,3.91372
-8.14843,1.02567,4.24402,1.51013,-9.09451,-0.377519,1.12932,3.64057,-1.30669,8.82722,-1.26501,5.94549,-1.50988,-1.16703,7.26593,8.52523,8.74717,3.49206,-6.30948,-9.96508,6.77705,-8.71673,1.96897,0.260291,9.53976,-2.73435,-8.40267,1.34496,-2.91044,-7.18265,9.37405,4.1139,-9.72312,4.18882,3.99274,-6.48575,-5.29056,0.576315,-3.35658,9.64725,-5.15872,6.97508,2.89435,-6.28074,-0.684093,-7.76317,6.69189,-3.09701,4.46445,-0.345308,-7.26789,-5.6752,-0.10231,-2.67487,8.87556,-0.0927621,8.51396,-6.2878,3.28952,-6.08733,-7.82024,-7.79294,9.0125,8.95527,3.38999,1.87775,-1.50831,6.16755,-3.64464,0.822462,0.743558,-5.1603
9.8433,3.8792,4.93227,-7.20298,-4.30245,-4.26069,3.64057,-6.26435,3.75319,0.873099,-8.78682,-0.255035,-7.70946,-2.31705,9.18393,4.02846,7.9043,5.86928,-1.21064,-5.91319,-0.435217,7.43759,-5.41746,8.49745,0.0671708,-4.81824,-4.94726,-2.06494,-8.93349,-5.06047,6.49561,4.30483,0.808117,7.37444,-8.68772,2.80979,8.18865,9.32727,7.64399,7.55919,-8.29335,0.632984,-3.88606,5.14173,5.56162,8.9688,-3.15468,6.75874,6.41444,5.27198,9.84987,-1.93453,6.07575,8.76005,-2.44714,0.64902,-0.99943,-1.27526,-8.02052,5.91534,-9.77724,-5.96117,-7.82723,6.54704,1.7339,6.25177,4.66034,6.71322,-3.11872,-4.55758,-8.23443,-9.36248
6.5166,-1.62317,6.65209,-2.68837,3.07997,-6.43618,-1.30669,3.75319,-8.75794,-7.05653,-2.68376,0.614826,-4.93116,8.56265,7.56684,1.8582,1.21413,2.21444,-7.86175,-2.18348,3.34251,-1.19964,0.731784,8.52821,-8.9343,-1.56867,-3.06937,3.43381,-9.46316,9.58667,-7.87654,5.60017,-6.10039,-7.6104,4.01955,4.44384,7.80064,-1.99374,2.44192,-2.82534,-4.12249,2.31383,7.48373,5.94944,2.77955,1.78011,-6.30184,9.11788,4.58295,5.78136,-2.62347,-9.47121,-7.01608,3.94675,3.29118,-2.83878,4.95421,-4.92037,8.42124,7.21101,2.50563,-4.40893,-2.36834,9.68015,3.54773,8.11787,-3.54095,-5.67417,-6.84589,-8.6384,-4.85346,-3.8651
-0.478242,7.02108,4.9817,9.98432,2.33375,-0.989347,8.82722,0.873099,-7.05653,5.66745,7.62757,6.34247,3.96311,-5.85291,4.99179,9.43489,-2.40484,-2.29873,8.57257,5.78185,-9.65183,2.76513,-9.31656,-8.59288,6.41063,-4.09947,-3.76052,-7.55781,-3.96714,1.30429,7.15717,-1.28854,-2.72517,-7.77037,4.0804,-0.0254519,-7.34146,3.48773,1.10774,-2.58625,-4.34542,4.57895,6.28384,2.45613,1.52812,-8.42789,-9.27736,-3.54918,8.35468,-0.687456,1.60697,7.25818,9.17386,-4.22882,9.61092,6.10536,-4.87267,7.44672,0.296908,-2.59158,3.16742,0.518691,7.07669,-1.25775,-5.49107,-3.10105,-9.40384,-4.10316,-8.80815,6.70154,-4.27354,7.41662
