-2.77702,3.15808,-6.92009,1.22304,8.1329,5.1691,7.08541,5.13167,4.41114,0.519422,-7.56086,5.74617,7.60091,5.96809,6.03861,-7.91498,-3.19175,-3.98494,1.25974,8.95962,-1.78275,-0.453804,2.00111,-4.10107,-2.95307,-2.86581,0.592568,-5.89943,7.69398,-0.306146,6.55675
3.15808,6.41288,-0.135711,6.62139,-7.44306,3.25311,6.34397,2.03354,6.88132,-6.3685,-9.07251,-9.85103,-4.40679,4.07379,-4.87197,-4.82735,2.51597,-0.189243,7.40359,9.73339,-8.7851,8.88117,9.58579,-1.89088,-1.72991,-7.71265,-2.64646,2.67846,-8.04531,-6.3802,-5.05913
-6.92009,-0.135711,-2.13115,-6.00632,-9.70684,0.804167,9.25432,0.0601731,9.7838,-0.686753,-1.51716,2.55241,-7.20363,4.91142,5.8971,0.0764847,5.76621,6.77347,-9.87039,-5.62062,0.824076,-6.49405,-8.08586,-9.5249,2.68668,5.66624,4.69951,4.44008,6.92993,-5.79525,6.53467
1.22304,6.62139,-6.00632,4.38925,7.36185,3.23808,-0.756982,-5.25315,-8.33083,4.6508,-9.53118,5.18499,-3.1701,-6.97758,-6.66088,-9.67815,2.46869,-2.4931,2.3419,1.54117,5.52241,-8.93126,5.21902,-0.375075,6.84493,-9.35919,-8.24308,0.0834722,9.84066,5.75731,-4.13807
8.1329,-7.44306,-9.70684,7.36185,-7.52355,1.46235,5.69134,8.1494,6.08648,-4.69852,1.17612,4.09454,-7.91481,-4.0763,-1.11354,5.73999,-8.77437,-0.225406,1.07458,-7.91046,9.54436,8.79126,4.68537,-6.02242,7.05668,-3.23588,-2.36536,6.66094,1.45038,9.82538,5.66926
5.1691,3.25311,0.804167,3.23808,1.46235,1.15758,4.71881,-0.402741,7.94542,7.13621,-9.55761,-2.50566,7.20103,-8.73697,9.84766,-2.20165,8.0166,-2.14422,3.60851,-9.82873,5.84533,-0.776923,-9.46238,-1.71453,-3.20083,0.984348,1.71764,-8.31161,4.64063,-3.6055,0.437278
7.08541,6.34397,9.25432,-0.756982,5.69134,4.71881,-2.00997,-6.92421,6.38649,-4.23475,-8.3496,-2.50086,-8.88225,8.08221,-1.88164,4.00382,2.69921,8.18382,-8.08414,0.231963,-7.46834,5.67328,-7.67784,-7.75382,1.35067,3.24002,4.47074,-9.61984,0.332395,2.68799,4.16621
5.13167,2.03354,0.0601731,-5.25315,8.1494,-0.402741,-6.92421,-7.9927,-3.36675,7.92869,-4.21134,-4.39383,2.05965,-6.35219,-1.51463,-0.317047,-2.2846,-7.59843,-2.5585,-3.82495,9.5417,6.42648,-4.78044,3.31658,-8.58632,-2.36146,4.90154,-0.431952,2.94994,1.27001,8.06371
4.41114,6.88132,9.7838,-8.33083,6.08648,7.94542,6.38649,-3.36675,-7.28797,1.51436,-5.89233,-9.0175,5.45723,-6.23195,5.35809,8.11366,-6.58814,-6.29597,-4.02572,1.91467,-6.7367,-5.38733,-4.78645,9.51326,-1.87811,5.19375,-2.97894,-6.85007,-3.39973,5.05765,1.43467
0.519422,-6.3685,-0.686753,4.6508,-4.69852,7.13621,-4.23475,7.92869,1.51436,-4.51339,1.92387,-6.70073,2.59294,-6.53656,0.830404,1.46288,7.61062,-0.994851,-6.78092,7.51623,6.45363,-9.69602,-0.735901,-7.64024,-3.34689,5.30347,-0.800532,0.26276,-4.61588,0.669669,0.809115
