4.84101,-1.55476,5.17181,2.19322,-8.81086,3.53404,4.25446,5.73409,-4.33509,-9.6924,8.21925,-9.43109,-0.71525,-5.05165,-5.51449,-1.65499,-1.27756,0.0940875,8.115,-9.38735,-9.73718,-2.95249,9.44814,7.54074,-6.65552,-0.931938,9.21076,4.85824,-5.59832,-6.59579,4.20078,-7.55119,-4.80097,-0.161721,7.42131,4.6905,-1.56397,4.0667,3.63904,-6.19227,0.761401,-3.36936,0.925441,-5.06471,1.721,-7.31818,-4.73375,-5.67723,-6.61506,3.84514,3.56324
-1.55476,-3.59917,-5.08371,-7.95911,4.10147,-5.78642,-1.80951,-4.44866,-3.53873,-9.3459,-3.83078,-4.11764,2.26524,2.24137,0.495164,-6.64028,-5.16846,-2.29321,3.57103,8.34714,0.564972,-9.99764,2.56838,-7.94147,-0.871259,-7.48399,-5.41557,6.69799,-2.97152,3.40482,4.82739,-5.08335,-2.51017,-0.40109,-5.15817,2.08214,6.2006,-0.384489,5.39867,3.88373,7.14888,-3.03547,-7.76518,6.22004,-3.75973,-4.55645,5.46929,3.51513,4.64577,1.32499,4.85731
5.17181,-5.08371,7.19775,-9.59992,-0.189427,-1.11438,1.41659,-9.2275,-7.36403,3.44667,-3.09612,-4.61409,0.856435,-6.03181,4.91625,8.02218,-1.72609,-4.49465,2.39773,1.42388,-5.41988,-2.37345,3.62473,-6.13198,-0.586459,-8.20207,-9.53049,-8.54086,8.31551,-4.35548,9.92314,5.19346,3.60691,-1.03297,-5.14968,-3.79576,-3.88897,-3.96988,-2.39249,-7.46984,0.749062,-1.50283,4.64592,-4.59539,-4.57254,-8.01617,-4.78136,-2.84469,-9.05724,-0.820373,-1.57792
2.19322,-7.95911,-9.59992,-7.42564,1.09867,-5.91379,9.15647,7.71338,0.285644,-3.95306,-4.71107,3.52136,-5.68439,-1.72703,-6.58911,-4.10803,2.30443,-1.73369,-2.04398,-3.21867,-6.27515,8.84147,9.76529,-6.48963,1.79558,-6.25338,0.1292,9.78588,7.324,2.61158,8.37706,-6.03598,2.47932,-3.45754,-2.42375,-5.27164,-3.37789,1.7927,-4.95863,0.349055,6.0265,-9.38704,-3.22532,2.01294,1.1486,-3.29569,-5.33514,1.69006,9.25726,-0.953246,2.02697
-8.81086,4.10147,-0.189427,1.09867,6.7536,-3.32507,-5.8273,-4.03685,-4.23493,6.7144,8.81508,6.21271,-4.62315,2.628,-1.04686,3.57309,-2.58219,1.90548,-4.25051,3.69588,-6.18987,-9.52772,-5.04161,-3.22198,-8.6406,-4.03577,1.14347,-9.13288,-0.430713,1.44228,2.35571,5.37492,3.27618,5.53127,5.01967,8.15386,3.91507,-2.57712,-3.25933,-7.61328,3.88385,-0.552135,-0.956497,4.83135,-4.41172,0.881424,2.49118,7.62335,6.274,-7.91653,6.92484
3.53404,-5.78642,-1.11438,-5.91379,-3.32507,4.66263,-0.83203,9.09438,-2.36,-3.65619,-8.63857,-2.38661,3.38835,4.65244,-3.04937,5.82911,-4.25666,-2.1951,4.87193,6.53008,-3.37465,-1.74183,1.25353,-3.79233,7.22591,-9.51127,5.43547,5.89959,1.93688,1.24974,8.13374,7.68472,-9.28749,2.43601,1.52579,-7.32541,6.89112,5.78593,-0.17863,4.39925,0.168025,-8.1523,8.66388,8.067,-1.96783,-8.91213,2.9727,-1.59921,-8.64492,-6.44232,9.6354
4.25446,-1.80951,1.41659,9.15647,-5.8273,-0.83203,-7.95541,1.6808,-4.32846,-0.769042,0.979185,7.58551,-6.68382,-4.19998,-7.77731,-1.10431,-3.6811,-8.40594,0.0799185,1.88174,7.48916,0.670458,-3.01718,9.56652,9.24168,-9.49275,-9.22706,6.63704,-5.42948,-8.2659,-6.94104,8.26867,-9.71846,9.19281,-4.16689,-9.87516,-2.14993,8.34434,1.41733,-5.35087,-6.74527,9.72773,-2.48309,1.41413,-4.01879,0.162166,-9.95843,-1.20353,-6.19498,-0.635327,3.24137
5.73409,-4.44866,-9.2275,7.71338,-4.03685,9.09438,1.6808,1.40958,6.74911,5.89647,-1.37298,9.74299,-3.87118,-9.48051,-9.24626,9.87295,0.946803,-8.86685,-4.7198,-1.01297,0.273544,-4.12896,7.8192,0.585556,-4.69146,3.6084,-4.90828,8.25013,8.50492,3.10182,-9.0635,8.07662,0.487658,-7.35048,2.62742,-1.73294,8.46835,3.84312,-1.01978,7.31595,8.35105,-4.037,-3.25478,-2.32495,-8.6303,-9.93584,-4.74976,-6.99984,2.97014,-3.98664,9.96617
-4.33509,-3.53873,-7.36403,0.285644,-4.23493,-2.36,-4.32846,6.74911,-7.58567,2.17901,-4.36996,-6.43132,-6.67128,-1.18648,-2.74551,-4.56987,-8.74485,0.54133,4.42241,-9.48005,-7.37101,6.94763,-7.51181,8.3977,6.01996,-5.94236,1.13818,-2.94346,-5.57366,1.33725,-1.68666,8.34671,4.11876,-4.39334,-2.77411,0.99938,8.56862,-5.6447,3.47915,3.46206,-5.47922,9.66892,-6.71681,0.365935,-4.63271,-1.68532,-2.74444,-6.97901,5.09016,-8.22778,-9.87493
-9.6924,-9.3459,3.44667,-3.95306,6.7144,-3.65619,-0.769042,5.89647,2.17901,-4.30775,8.70863,6.86111,-3.36545,8.28709,-6.83152,4.11922,-3.68725,-5.18974,-6.70206,4.63891,6.69552,0.399123,4.50719,5.34275,0.0119126,-9.03987,1.90349,-6.8554,4.26646,0.933513,6.39415,1.84073,-4.75964,-4.37366,-1.09797,-3.93682,2.54584,3.38266,6.0405,-8.42984,-1.09618,-8.9883,1.78492,4.2482,3.9362,-8.77928,-8.55043,7.02102,7.53331,-5.07098,1.73131
