8.49723,-5.7816,-7.32472,-7.86712,-6.78795,-8.7287,9.66236,8.22616,6.63874,3.07433,-3.85896,5.76955,9.96194,-6.72522,-3.45414,8.2117,-5.99501,-8.30658,7.62914,-9.94539,-7.91196,4.18447,5.40365,-1.05342,1.09863,1.73516,-7.00074,8.2694,-1.30582,-2.12444,3.84427,8.63708,1.43329,0.932998,-9.50213,7.5578,7.12664,-8.41465,-2.40719,6.21096,0.930557,-3.48062,-8.22194,-7.68669,6.14312,-3.48818,8.52394,-4.73579,-6.60511,-3.0503,-8.28405,-6.67906,0.880223,4.14993,4.41512,-8.47488,4.9947,-7.678,-0.131833
-5.7816,-1.59881,-6.24894,-4.26443,1.40962,-0.422691,-3.81289,0.153262,-3.06854,1.77151,2.45396,-4.70649,-7.96165,7.03911,-5.45079,-4.29146,-1.522,4.07172,-1.61206,9.83176,-3.21381,5.37448,9.11081,-6.07196,-5.11326,1.56132,7.02444,-8.78684,0.992017,7.66,4.89812,1.95808,5.03814,3.06372,3.04678,-2.71136,-5.63167,-9.53216,3.38595,-3.79279,0.776781,7.66552,9.28258,-2.97832,9.1445,-7.77755,-7.12693,-4.42413,8.98007,7.69681,7.25226,-6.32637,-2.00164,-3.19911,2.7957,-6.67945,-2.507,3.85436,-4.2462
-7.32472,-6.24894,-4.29747,-1.45349,-4.85042,-0.644624,3.71672,0.867647,-3.8008,9.1027,6.16737,6.18284,7.42355,7.96392,0.627386,4.00928,5.37335,6.00113,9.44247,-6.5557,-5.52153,-9.54628,1.36846,-5.46995,7.24599,-2.81291,-5.76315,-9.50301,-1.15873,8.22948,-4.61038,-6.23161,3.16035,3.31971,8.21683,-3.94731,8.63045,-0.688519,-3.11081,-5.93899,-3.28487,8.57566,2.76807,-9.72071,-4.77374,0.011669,-5.84931,3.55602,6.10758,2.7465,-2.427,2.95427,-5.41597,-6.07599,-2.04894,3.4941,-5.36949,1.38644,-8.00409
-7.86712,-4.26443,-1.45349,-6.84399,-8.61702,-4.84763,-2.33998,-8.14731,2.3451,5.64428,4.96996,6.79942,6.02698,3.42092,4.18327,-8.92726,8.28624,-5.10958,-9.47198,1.39331,2.86508,8.56472,-4.88498,-6.31976,6.09901,5.02241,-1.49496,3.25864,8.99958,-6.26216,-9.44022,-6.69787,-1.91694,9.73834,-7.01128,-6.59964,2.0377,5.43534,9.87029,3.52419,3.52916,4.29083,3.09422,5.04903,-0.673612,9.4121,2.35681,-3.57723,7.56486,-7.89858,-0.540153,-8.84605,7.32712,-9.74323,-5.41086,2.45158,-9.78382,5.15587,4.94746
-6.78795,1.40962,-4.85042,-8.61702,7.09597,-5.75794,-0.727956,-6.33864,-0.654702,-6.20966,9.4174,-2.49372,8.72693,0.0561658,4.44191,-6.028,-3.99707,4.30036,2.64632,5.72856,2.25001,0.210109,-2.3428,1.26149,-7.51104,2.7126,-6.93268,-5.16265,5.84808,-5.0123,-9.13201,2.63202,-8.20835,-1.45041,-5.43864,2.42034,-8.05819,1.78384,-8.77971,-6.19504,-7.53193,9.99007,-4.78366,-6.5398,7.44282,-8.15969,3.01037,-1.56718,4.11147,6.84523,9.2869,-5.86444,1.07877,-5.39109,4.4967,-6.95543,8.22695,-9.24893,2.07519
-8.7287,-0.422691,-0.644624,-4.84763,-5.75794,-3.62949,6.2614,7.2101,2.33511,1.87212,6.31654,-1.36608,2.38207,-4.13744,-9.4262,-3.82017,9.87637,-2.27702,-5.62963,-4.72779,-7.43977,-7.09962,-4.92119,1.01868,-5.21332,6.47349,-8.45706,-2.93869,2.2386,-9.51102,-6.4488,4.16177,5.85613,-7.03236,6.15859,9.63189,1.57381,-8.65404,-1.42999,4.62468,-6.31472,-4.64191,-9.29302,5.66426,5.39448,2.83789,6.05969,-0.697355,5.78401,-1.91833,-6.14516,-0.201179,-1.39957,7.95697,0.0306157,-1.88188,1.26446,6.56349,-7.7329
9.66236,-3.81289,3.71672,-2.33998,-0.727956,6.2614,0.376458,4.35704,6.51004,-8.51475,0.490827,-5.63312,-3.2505,-6.17816,5.62636,0.696976,8.33172,-2.43247,-9.48716,-1.69014,-2.52174,-2.45862,9.06687,-3.98204,-6.99883,-1.83912,4.71049,-0.906133,8.18529,1.87354,-9.63286,0.37723,7.48452,-7.57601,0.430184,0.565481,-1.13233,7.72612,-5.64862,-3.50223,-5.23481,-5.924,-3.19214,5.22348,-5.94386,0.0660098,-8.95327,5.09611,2.52462,-0.548439,-0.606081,-1.12955,-9.56684,1.76976,9.72741,-0.574985,-0.663715,7.66179,2.10274
8.22616,0.153262,0.867647,-8.14731,-6.33864,7.2101,4.35704,-0.356726,0.547002,-5.21267,8.74487,-7.88059,-8.26914,-2.53568,4.87657,5.51456,-5.68206,3.06063,8.22706,3.75348,1.3715,-6.64623,-4.24075,4.19889,5.52265,-2.12615,6.96201,-2.07339,6.94115,-2.28444,-2.25604,-6.28226,-7.96456,-1.4292,9.75276,-4.23538,6.96395,5.84821,-8.23137,-5.98517,-3.33962,-4.85501,-3.51356,5.82036,-7.64909,7.27975,9.49957,-5.17443,-6.7576,1.04767,9.34198,-9.81616,-6.31903,5.03649,-2.87787,-0.168536,4.62213,6.82408,3.21271
6.63874,-3.06854,-3.8008,2.3451,-0.654702,2.33511,6.51004,0.547002,-6.26816,-2.23623,-8.39195,7.82539,0.648279,2.81679,-8.38529,5.3488,8.52757,-6.68382,-1.99543,5.79178,-4.84359,7.88682,4.06788,-9.23578,8.95624,0.636315,8.53217,-3.58499,-1.28628,-8.6285,9.23534,-7.34756,0.933166,-1.79711,-2.87004,5.55395,-4.51709,-9.46614,5.96429,-3.13362,4.92641,6.76752,-5.59738,4.30865,-8.01697,-0.434842,-1.67277,5.94117,2.41259,7.22145,5.70661,-9.9479,3.78012,3.89078,4.51135,8.28357,-7.83777,-1.49882,-6.8869
3.07433,1.77151,9.1027,5.64428,-6.20966,1.87212,-8.51475,-5.21267,-2.23623,-0.0453556,8.27136,-1.3783,9.73938,4.13941,-2.30269,7.85083,3.06333,5.03931,-1.74422,-3.82604,1.01504,8.36861,4.06873,6.88002,-9.39638,6.10131,0.0727309,6.83856,1.05913,-9.04753,8.20757,0.127061,-4.42818,3.85515,7.16058,0.465076,-1.09151,6.62232,8.46792,7.72104,6.33225,5.9992,-3.63544,5.459,7.52724,3.45781,4.35513,-5.49521,2.74172,-5.86635,3.00103,-1.75259,7.20343,-9.42191,-3.18633,-3.45443,-9.04979,-2.49565,-8.85463
