9.25711,-2.41453,-0.991503,6.90068,7.33431,-7.35484,1.98685,-8.27786,-0.208753,0.904082,4.8052,1.22891,0.858168,3.8402,-2.31596,6.45864,-1.11435,4.78362,0.738317,2.53393,8.98969,8.71084,-7.78795,7.18504,6.07527,2.01696,4.06524,-3.80381,4.25339,-4.02939,-2.58505,-3.61016,-4.42452,6.50622,-6.5375,5.08477,-9.90751,9.57594,8.43908,0.349221,8.70365,-5.03819,7.42418,0.961254,5.30702,-8.97096,-5.16246,-0.178062,7.05653,-6.60934,0.722636,-4.61364,-1.04153,-8.41523,5.1571,-1.2169,4.85063,-1.58393,9.17766,3.01242,-7.2018,4.35949,7.95668,3.06924,6.75465,-2.13354,-2.69714,-7.02544,6.38712,-1.08719,-2.28107,-8.9915,5.61592,-3.0212,3.50848,-5.92118,5.03341,1.76546,9.00354,4.96323,-3.24558,9.05299,-1.71643,-4.00578,-4.47273,-0.664894,5.46672
-2.41453,9.37777,-4.90294,-6.31099,-5.05041,-1.4924,9.86907,-3.25833,-5.37335,2.1101,-6.3716,-0.511838,-7.36269,-7.78498,9.56203,8.81487,-1.20849,3.83881,4.16318,1.46698,2.12429,5.50396,-6.17123,5.43305,6.09114,-9.66134,6.12671,1.24255,-8.09225,-1.33742,-3.64258,1.79837,7.86404,7.17729,-9.64564,-3.37235,-0.495935,-9.78963,6.91476,-2.97086,4.40263,7.89164,1.20447,6.65223,-2.6203,1.42287,-1.21821,-6.05501,5.46845,-4.4734,7.30337,-0.840002,2.2628,9.29789,4.02667,-7.72162,-0.599034,3.74389,9.94508,-1.5785,-0.802343,-7.54314,5.12567,5.19266,-4.23276,-1.72252,2.42887,-4.69833,-0.925561,-2.5953,2.03021,6.46451,4.48654,9.3022,0.631235,9.51079,4.98482,4.32748,4.74639,5.66147,9.8998,-0.0950397,3.55395,7.5624,5.75394,9.92343,-0.942375
-0.991503,-4.90294,4.09246,5.57466,-4.23463,5.01519,-6.49614,4.52184,2.43768,0.388119,-0.556714,5.86443,9.52733,8.97468,-2.60467,7.50276,-2.38615,-1.54851,7.80938,4.61581,3.84418,-9.45996,1.83519,-2.90106,2.94618,-8.48986,-8.34674,3.53463,-6.62241,6.92844,-1.44693,-8.94037,-1.49294,-8.33553,-7.26173,-2.60549,-2.25604,0.0232697,9.71614,7.35431,-1.41754,1.1989,-7.07714,-1.63393,-3.59227,3.50542,2.32355,7.04604,8.83659,0.136812,9.71368,9.29436,2.80719,-0.757631,2.64779,9.14822,-8.75508,3.63458,-0.594618,8.56533,-6.26916,6.6526,-0.0292282,-6.95497,-0.170823,5.86815,-1.03386,-6.02509,6.92383,-8.30754,0.33422,8.34335,-4.14327,-7.41088,6.81828,1.84604,-5.46626,-2.49958,8.80547,4.69351,-5.03008,-2.19758,-7.40868,4.49983,7.40332,-7.66378,-3.6319
6.90068,-6.31099,5.57466,-0.690568,2.72116,2.27017,1.79125,6.63166,-1.31527,-0.157375,-6.17927,0.589649,8.96338,4.70783,9.62504,-6.96892,6.28339,-9.87798,-1.78773,-3.72855,-8.19895,9.64266,-4.78542,-2.28851,-3.31385,7.15971,-3.82396,9.02154,6.56294,6.87841,-7.61621,-5.76231,-0.177636,-1.14602,2.5617,2.76444,-7.94451,-3.83782,-9.36344,0.864041,7.0981,6.4677,5.4605,9.22005,-2.87712,5.55598,7.71585,8.02622,3.41523,-2.07575,-4.58159,-1.7809,5.47385,1.04108,5.27741,3.92672,-0.896982,0.404081,4.78784,-1.38407,-5.66653,6.9467,2.14816,5.13009,6.11995,7.85977,6.3645,6.27326,5.96654,1.92252,-1.9089,-3.62069,-9.16144,-9.29798,-3.18366,-6.45885,-5.80716,-9.45022,-5.44099,-2.59965,3.62821,-2.14879,-2.00705,-5.51702,-3.17586,-2.28742,-0.224406
7.33431,-5.05041,-4.23463,2.72116,1.11825,-8.57549,7.63109,-3.93286,8.23707,0.452509,1.04537,5.9255,3.36134,8.29471,-2.56343,5.04002,-2.57703,4.66149,3.36124,-7.87995,0.584465,-1.47711,-5.58439,2.78049,-1.22096,-4.38317,5.72169,7.90181,5.16929,1.19895,-4.87033,-4.74535,-4.54278,-4.54874,-4.73236,-7.00719,-3.19936,-7.70831,4.20446,-1.58544,0.629947,-7.18868,-0.691702,-8.5782,5.88404,2.42274,-2.00522,-8.95475,-6.49741,-3.81818,-9.07405,2.95449,2.41336,-8.90236,6.92418,-9.92437,-9.29652,3.5078,8.76273,0.160432,-5.58388,-6.32759,1.07453,5.21734,-6.81169,6.94376,9.40307,-2.60465,7.19975,6.26324,9.63058,5.48452,-3.70382,6.79133,4.8403,-9.66838,8.89567,4.96398,9.92692,-3.54002,-5.99937,0.00166641,7.79341,0.131246,9.74721,3.64988,3.73598
-7.35484,-1.4924,5.01519,2.27017,-8.57549,9.29009,-9.74158,-6.03858,0.315384,-2.51049,-7.38189,-2.91049,-7.90993,-9.98521,9.63647,-0.702967,-2.61976,-8.27194,-0.028499,6.54581,4.73377,4.03522,9.37172,8.94568,2.03895,6.63622,-8.29326,-7.00295,2.35826,-1.86058,-0.963647,-1.49244,-9.22001,-8.0686,-3.54357,-1.13747,1.92955,-4.87234,-8.6508,0.477824,4.52184,-1.67913,-1.20096,-9.66238,8.66771,1.6522,-0.552328,7.40244,5.28464,-4.85437,-4.57364,4.01951,-2.36783,0.945919,3.20638,-5.10847,8.79025,-6.68982,-1.39782,5.25679,-2.7228,0.427137,-0.247261,-4.68541,-2.14362,2.182,-6.06299,7.35844,8.2111,3.92876,-1.99959,1.03923,-2.08548,-5.36677,6.84771,-1.0334,1.92825,-0.158097,1.99092,8.10288,3.46111,-1.10919,4.79491,-4.95346,-8.49977,-6.40758,-1.26162
1.98685,9.86907,-6.49614,1.79125,7.63109,-9.74158,-0.156093,-6.30414,-8.54187,-2.79836,5.29671,7.85046,-4.56852,3.99673,-7.76153,4.62621,7.73145,-0.514962,7.34571,-8.29216,3.23545,6.04833,-7.12334,0.661826,-3.97244,5.49939,4.06452,-8.96586,1.94465,9.53546,-4.40296,7.06162,1.63886,-7.16824,-5.67623,7.24032,-6.5953,-4.38145,-8.01286,7.95465,0.237211,-9.91441,8.31655,7.23546,-8.30712,-2.54521,-3.76538,8.64545,-7.61593,-7.81148,3.10076,-8.26995,-4.23598,-7.61121,0.487592,5.93118,-2.04578,-9.30806,-7.93182,-6.05603,-0.665659,0.755602,-0.867761,2.27809,-3.9547,-1.57283,7.36862,-7.10236,8.13361,5.74033,7.67249,7.29074,-5.44648,3.61694,7.75776,1.73895,8.84882,-4.68773,-8.41907,-7.43497,8.63959,8.29667,-5.19092,2.40239,-6.79233,2.87526,-8.91146
-8.27786,-3.25833,4.52184,6.63166,-3.93286,-6.03858,-6.30414,-3.41425,-7.73493,2.02936,-8.64416,-7.67176,-9.80773,-1.92245,-4.93951,5.39346,-8.21861,8.55075,5.74823,-9.47497,9.54016,-9.7162,-7.10742,-4.75056,-3.79297,7.45596,4.54134,9.93464,-7.4636,1.8768,-4.00442,-7.22342,-5.46686,-7.46285,5.70012,-8.50793,-3.47573,-2.73897,-2.36545,-2.05739,1.4614,-7.44768,-5.79287,-7.20053,-5.87677,7.81872,0.0287723,-4.06877,-4.5555,8.00738,8.88535,5.82204,-2.4305,6.73035,-5.06505,-1.32914,8.32748,-4.1438,0.327278,-8.6113,3.21602,-8.92601,-8.75942,-1.18907,1.33717,-6.9215,5.37436,1.08248,-5.83711,5.57772,6.98471,3.1536,7.03061,6.29821,8.29849,8.31619,6.62837,5.60643,-0.93952,-4.95682,-3.93367,8.51181,8.08555,-8.22854,2.18873,-8.85123,-1.08225
-0.208753,-5.37335,2.43768,-1.31527,8.23707,0.315384,-8.54187,-7.73493,-4.74356,2.962,-6.61881,-2.93184,-9.66689,-0.793972,0.45526,1.53497,-8.26361,-9.7539,-4.84045,-0.573397,-7.76904,-8.2538,2.61223,-9.36406,-9.73882,-7.00239,-3.36548,0.0479354,2.60103,6.74052,9.25963,-8.25967,9.94177,3.64963,-8.65247,-7.75709,9.12676,4.79296,-0.28807,-8.39322,-1.24629,0.662325,7.39314,-9.0053,-0.23303,0.970768,-3.8575,7.4636,7.72809,-2.65854,-3.55611,4.44868,-7.20326,-9.44682,3.1576,0.713249,8.89049,-3.91243,-8.92169,-6.61021,-8.347,2.28712,-9.20306,2.73653,-2.51472,2.74308,7.59143,1.48497,3.71717,-7.83344,2.11242,-2.98265,-3.64854,-4.8521,9.45398,-9.60013,5.84681,-9.67259,-6.75735,3.80722,-5.45078,2.88761,-4.40605,-9.26201,7.72419,-2.95352,1.71773
0.904082,2.1101,0.388119,-0.157375,0.452509,-2.51049,-2.79836,2.02936,2.962,9.10841,8.45928,3.49572,1.2083,-0.451146,-4.65025,-4.77137,3.41661,-6.40246,8.9886,-8.49107,6.93901,-7.55552,3.5723,4.54402,3.88949,4.01641,-4.5965,3.83532,-9.36751,2.95274,5.01762,-3.76149,8.56149,-6.33226,9.3101,-4.51245,-1.01449,-4.26707,9.7287,9.56671,-7.10311,-0.956347,-0.123384,9.20552,-7.18716,-3.7144,-5.84923,-7.85924,-8.36294,-2.46828,-0.822036,-6.39825,-4.34219,2.24593,0.141327,-5.75858,-5.28224,7.29371,-2.01279,-4.26885,1.68634,0.209881,1.2005,5.03156,0.0338261,3.52261,-5.03453,-9.4532,-3.4151,-3.35456,5.00435,-1.18595,4.98627,-1.50461,-0.702501,8.1372,4.19354,-5.09785,5.57768,-3.8517,-3.11858,-8.0233,-2.98786,-6.72744,1.2422,9.97682,5.9865
