6.34564,-7.01337,-9.25875,4.84697,-4.06807,6.00725,5.52618,-8.10715,-4.79255,-3.14912,7.56455,-5.85161,-3.38258,1.35207,-7.86574,5.99748,-3.36921,0.00403693,-3.71251,2.00921,-2.07423,3.22945,0.99298,-4.54201,-4.83572,-8.43274,-1.36325,0.0321797,-4.83632,-7.20627,2.13164,8.32097,9.83236,-9.38583,-0.35185,0.356898,1.95108,7.48296,1.21701,-2.24811,1.38731,5.57356,8.34999,-1.60064,-7.71642,-8.52014,3.07416,7.12324,-5.18436,3.78084,-7.16257,-3.74976,0.954192,1.54779,-5.19366,-0.934232,-6.13812
-7.01337,-1.36017,3.37385,3.61111,-7.99561,9.75645,0.214304,-0.952814,-4.68995,-8.26959,-3.90647,-7.30755,3.59307,-0.225904,5.81381,2.12808,-2.3514,5.04808,4.51121,-6.75609,-9.13967,2.13167,5.75604,6.17281,-3.16653,7.71105,4.41601,8.24531,5.12724,0.17014,7.98027,9.02965,1.2269,-5.04366,-2.61602,0.174476,3.4775,-0.438122,6.50393,5.76232,1.30595,1.31273,-1.26094,-2.54127,-0.606926,2.95176,-2.97439,-9.46009,8.87935,4.53651,3.88944,1.05374,3.2788,-6.56924,3.13765,-0.355036,2.54429
-9.25875,3.37385,-5.79657,-5.18684,-8.82011,7.30385,-8.89037,4.98118,7.88821,6.53887,0.618191,-9.62734,8.31553,5.43369,-5.7515,-8.72172,-2.04535,4.533,-9.38451,6.75462,9.59253,-1.88097,-6.50654,-5.62865,0.463529,1.13532,1.34035,0.652155,3.36938,-5.64686,-5.86201,-5.71567,3.67153,-7.65794,-3.40448,-3.25775,-3.68499,-1.6598,6.45504,8.93422,-4.12066,3.2686,-7.23444,1.01615,-2.79473,-6.28002,4.25997,0.147712,-6.62317,-0.640344,-2.4428,8.36149,3.9127,-1.97096,4.66997,2.1552,8.28128
4.84697,3.61111,-5.18684,-1.80625,-1.07279,-6.62204,-0.97653,-8.41583,6.91218,-8.31735,-4.08377,3.11472,-0.681538,0.887359,2.89137,-2.75405,-2.48123,-3.38019,5.07372,1.9407,-2.08912,7.68202,6.94315,6.12063,2.68765,-9.29206,3.11634,0.713729,-8.38252,-3.65459,-6.627,3.57981,6.9629,3.98192,-0.646967,3.55715,2.04451,5.66181,-8.46939,-7.78717,5.23797,7.34244,7.48505,3.34619,2.29319,-0.467263,1.02955,-5.97461,-9.62239,0.98758,7.84468,5.47643,-9.81377,-0.544647,3.43835,6.2479,7.33352
-4.06807,-7.99561,-8.82011,-1.07279,5.55032,1.75811,-1.68891,9.44835,-2.36466,0.774702,-7.0001,-8.23722,-6.13968,5.2044,-5.26544,1.64677,7.44961,3.90635,-3.88632,-5.39983,1.06978,8.50697,-5.86942,-0.472401,-2.62961,3.38334,-0.636027,-2.62404,-1.86319,7.11696,-0.475748,1.82104,-2.81008,8.13581,-8.62854,0.849612,2.91767,3.35197,-3.45145,-3.05588,-1.79619,1.36683,-5.94514,3.71389,2.88585,0.291528,-8.8819,-8.79561,-1.66797,3.62562,-8.22804,-0.0724386,2.07259,-4.99542,9.66894,-5.14005,-1.13984
6.00725,9.75645,7.30385,-6.62204,1.75811,1.53159,-0.719949,-5.10341,7.7329,0.884478,4.92176,7.53415,2.15501,6.49929,7.00364,6.44256,4.73076,9.26724,-3.28404,-5.56998,2.56663,1.73702,5.23772,9.96362,-0.295921,1.39353,-1.50649,1.96348,4.14945,0.376733,-6.69743,0.379098,6.16628,-3.61895,8.26828,9.2542,5.15512,-6.62372,-7.00392,5.66811,-9.88251,-1.16132,5.55788,0.299431,-5.12637,2.83428,-9.93277,-3.07355,0.73481,7.08344,-4.10794,-0.667092,-7.13736,-5.82412,0.835329,-1.51951,-0.282777
5.52618,0.214304,-8.89037,-0.97653,-1.68891,-0.719949,-7.50798,-5.3818,-2.88805,3.68411,-8.18839,-7.2472,0.802857,-7.03551,6.30567,-2.52787,6.5267,4.88681,3.641,5.31228,-6.65684,7.79073,-4.06453,-3.05787,4.7975,-1.75662,-5.48342,0.947768,9.5833,7.04317,8.9889,5.39017,4.68819,8.86101,-0.828215,4.63837,8.71826,8.44691,-8.09101,9.80931,5.25551,5.83682,2.37699,-3.44174,1.67346,6.5736,6.80798,6.53348,7.42927,7.77116,-7.96344,-4.64163,-2.5631,-4.85653,5.04259,3.03136,0.727548
-8.10715,-0.952814,4.98118,-8.41583,9.44835,-5.10341,-5.3818,3.22794,0.107423,-3.51628,-1.09138,4.00863,-1.28488,6.31534,-1.75707,1.17797,2.40355,2.33016,8.70122,-4.82706,2.55059,-6.62203,3.32101,-7.53547,-8.03314,-0.15641,0.756425,-7.36109,1.93451,7.38797,1.33215,3.56709,-6.07796,-0.166904,6.34901,-5.75187,9.10645,-6.50557,2.88696,4.20994,-9.55862,2.6194,6.36738,0.732018,1.30822,0.55126,6.27134,0.0624294,-1.8191,-6.61888,3.17814,2.83487,5.6397,0.417677,-5.95161,0.806216,-2.58649
-4.79255,-4.68995,7.88821,6.91218,-2.36466,7.7329,-2.88805,0.107423,3.39354,-2.02716,-5.48323,1.95701,1.90952,-1.53516,-1.35536,5.58278,-6.76363,7.23335,0.900901,-4.54074,-4.6871,-7.02263,7.73081,-6.39205,3.83194,-0.120115,-5.3058,-4.21716,-8.39552,-3.21773,-6.21826,-2.5439,6.59925,2.33121,-7.14324,-7.11669,3.98914,-2.69943,-3.89772,1.49044,-8.31299,-2.03626,-1.11963,-9.15982,0.988678,-6.24976,2.7272,9.28653,-4.41716,0.975509,-6.85497,2.83101,5.54731,3.38181,4.2233,8.8609,4.38721
-3.14912,-8.26959,6.53887,-8.31735,0.774702,0.884478,3.68411,-3.51628,-2.02716,-3.71512,-1.15139,-9.82833,0.378329,0.643975,6.25543,-4.66844,7.56241,-6.88654,4.96447,-7.31683,5.09085,0.892382,-5.04261,0.0277189,2.93032,-8.59359,-9.96281,-3.62322,-7.68162,7.01889,-8.26387,-3.73915,0.815877,4.54208,7.26112,3.79045,8.1961,4.12044,6.41015,5.53895,0.116778,3.86515,-9.53348,-1.72153,7.53748,-8.66179,1.57496,7.53529,-5.18552,8.06247,-4.62715,7.0384,6.48942,4.69646,3.74167,-0.0284053,2.84313
