2.46804,8.40961,-4.48435,-4.73473,-6.46986,-9.77725,6.91055,-8.49309,0.659082,-2.49426,-5.94462,-7.29037,5.60381,3.8846,0.508884,8.54912,-0.249622,-3.04428
8.40961,-8.25061,4.31071,-2.5465,6.38689,8.23701,-0.437969,2.81717,-6.45775,-2.91433,2.77842,-4.41708,-7.48507,7.77331,2.52236,-5.76816,7.28354,-5.86471
-4.48435,4.31071,-2.21418,-7.21744,-8.81,6.67644,-0.659069,-7.41994,1.87214,-5.17123,-6.32534,-2.75257,-6.06778,-2.80111,2.8152,-4.22692,-1.21358,-4.87417
-4.73473,-2.5465,-7.21744,3.75261,-7.95075,-9.06603,-7.45553,-3.96984,9.6544,-9.38804,0.502081,-6.92252,1.04937,4.74349,-4.01444,-0.61816,6.38884,8.65166
-6.46986,6.38689,-8.81,-7.95075,7.4987,9.4408,-3.83646,1.84403,4.94927,7.28266,3.79099,-6.96044,-9.16269,7.82499,3.95894,2.9479,6.05451,-8.58957
-9.77725,8.23701,6.67644,-9.06603,9.4408,-7.71652,7.68705,9.35755,6.89115,4.03355,-2.82607,-1.62737,-1.80201,-0.748917,-4.95991,-8.95663,-9.15775,-2.41716
6.91055,-0.437969,-0.659069,-7.45553,-3.83646,7.68705,-1.58962,-2.0749,-9.42275,2.53835,-9.17768,-0.571924,6.28106,1.40442,-4.1941,3.59276,-6.80979,-2.2244
-8.49309,2.81717,-7.41994,-3.96984,1.84403,9.35755,-2.0749,-3.6426,-3.49545,5.51705,-1.44864,6.03103,7.57948,8.11243,-0.696676,5.29032,-4.11844,-9.85605
0.659082,-6.45775,1.87214,9.6544,4.94927,6.89115,-9.42275,-3.49545,7.89015,-7.69098,-9.08895,4.9681,0.408307,2.18129,4.9252,2.57182,-5.15807,-8.73649
-2.49426,-2.91433,-5.17123,-9.38804,7.28266,4.03355,2.53835,5.51705,-7.69098,2.33775,-0.99384,6.52297,-0.147865,1.9585,5.48435,8.71152,-8.0913,7.9272
-5.94462,2.77842,-6.32534,0.502081,3.79099,-2.82607,-9.17768,-1.44864,-9.08895,-0.99384,-7.60302,2.79712,2.0966,7.10311,-4.43919,4.0573,-8.24654,5.35366
-7.29037,-4.41708,-2.75257,-6.92252,-6.96044,-1.62737,-0.571924,6.03103,4.9681,6.52297,2.79712,-9.25415,-1.36392,-9.62533,3.70766,4.23489,1.78045,2.53169
5.60381,-7.48507,-6.06778,1.04937,-9.16269,-1.80201,6.28106,7.57948,0.408307,-0.147865,2.0966,-1.36392,-3.05193,-7.21608,9.85293,3.22386,-2.40705,-9.40673
3.8846,7.77331,-2.80111,4.74349,7.82499,-0.748917,1.40442,8.11243,2.18129,1.9585,7.10311,-9.62533,-7.21608,-4.06901,5.59046,-2.42605,7.5045,-9.02968
0.508884,2.52236,2.8152,-4.01444,3.95894,-4.95991,-4.1941,-0.696676,4.9252,5.48435,-4.43919,3.70766,9.85293,5.59046,-3.40706,-3.7888,7.84402,-9.26421
8.54912,-5.76816,-4.22692,-0.61816,2.9479,-8.95663,3.59276,5.29032,2.57182,8.71152,4.0573,4.23489,3.22386,-2.42605,-3.7888,5.23453,-1.35278,-4.02935
-0.249622,7.28354,-1.21358,6.38884,6.05451,-9.15775,-6.80979,-4.11844,-5.15807,-8.0913,-8.24654,1.78045,-2.40705,7.5045,7.84402,-1.35278,8.50081,4.71223
-3.04428,-5.86471,-4.87417,8.65166,-8.58957,-2.41716,-2.2244,-9.85605,-8.73649,7.9272,5.35366,2.53169,-9.40673,-9.02968,-9.26421,-4.02935,4.71223,-7.16419
