-8.3075,0.708422,-4.51529,-3.33211,7.75628,-5.56922,6.48091,4.28892,3.05913,1.39557,-5.23503,8.96321,4.17758,0.555474,3.59221,-7.22844,-5.40724,4.01971,4.53845,-5.19608,-9.48355,-4.37213,-5.04399,6.08037,-4.63689,-5.71958,-4.14019,7.98988,-3.06354,-8.2384,0.383671,6.09503,2.31199,-9.78597,8.68473,6.55574,-1.83937,-7.53907,-2.23361,-7.93785,0.249998,2.08696,8.1371,2.36225,-2.24577,-7.27099,-2.17681,-2.87965,-9.94753,6.52568,-1.71862,5.05025,-5.59778,7.08803,-1.23304,9.56067,-9.68085,7.1262,2.18337,4.75727,8.22336,3.57758,2.65801
0.708422,9.21791,2.00719,-6.54292,7.02576,-2.41526,1.91553,-4.53722,0.310836,-0.548962,-1.12292,-0.319908,-3.71738,-3.71703,-4.31624,-8.98144,6.63113,-3.99124,1.93922,7.13151,6.03799,-4.12553,-0.207867,-0.687899,1.31927,-6.14608,1.71183,-6.30203,9.693,2.56023,-5.06103,4.65325,-5.55139,-5.41997,-0.598514,4.61692,-5.19576,-9.86756,2.2269,-2.31123,5.46722,-7.57677,-5.56374,1.19835,-5.4516,2.49532,-3.2529,4.05941,3.59937,-6.29535,2.34509,-3.19652,3.2389,-3.81257,-9.36968,2.37705,9.88591,-9.75166,6.54857,-5.69108,1.30264,0.720347,-6.91765
-4.51529,2.00719,1.23902,8.56483,-5.15635,5.65709,-6.23071,-9.31104,5.47691,-3.11943,-6.83998,6.54857,7.39954,8.37541,-1.29935,-4.37318,-2.29205,4.89582,-6.58941,-1.97976,-1.6766,-7.68354,-8.41209,-1.75295,4.13449,4.07229,-4.30391,2.1177,2.95376,7.52793,9.15097,-6.24957,5.36508,6.10237,-2.38795,-9.26729,8.80341,-3.96829,-8.50833,-1.37734,7.4202,-7.21312,5.13273,6.18784,-6.35747,9.07566,-7.80559,-7.62804,-7.61199,-1.38017,4.70165,7.29631,-1.09126,5.83988,8.06361,7.40013,-3.10772,7.63298,-5.41382,-7.22793,-8.08178,-8.15671,3.72225
-3.33211,-6.54292,8.56483,8.45061,8.36949,0.224658,-4.88574,-9.20729,5.164,1.04264,5.56652,-3.95503,1.88284,3.26536,-9.54422,-2.6409,2.09493,3.07502,0.999642,-9.41238,7.04477,-9.53786,3.78447,7.17033,-1.82659,0.266441,-0.982105,1.66235,-0.954542,6.36167,6.28011,4.23748,-3.11817,5.55856,-0.897628,2.08052,2.45457,-2.22884,4.7752,-2.53897,-5.68173,-1.57196,5.06448,8.30416,-0.236772,-0.0642506,7.29252,-2.75479,8.62185,-7.6843,0.0109951,-8.50842,-9.35721,-1.0224,9.61997,4.40484,0.579965,2.52044,-0.301443,-3.14346,-3.0022,3.91759,8.5425
7.75628,7.02576,-5.15635,8.36949,3.71758,0.306256,3.11614,-2.73795,9.97341,-4.00272,3.12825,5.99935,-8.96373,6.82838,6.00226,7.00403,6.70686,0.530322,8.81183,-2.01938,-7.15587,-4.24562,1.6164,1.63732,-9.6498,-8.52293,-0.329255,-2.35464,3.49687,-6.41707,7.58743,4.17806,8.51321,9.26547,-1.36345,2.91037,9.73011,0.960436,-9.37797,3.50492,-1.49674,5.68494,9.19823,7.52249,3.54459,3.44672,-3.76573,-6.62664,3.28241,-6.0168,1.88361,-6.63281,-0.709723,9.60357,9.64482,-3.05521,-5.98468,3.70549,4.47254,9.61169,7.98636,-7.77982,1.93515
-5.56922,-2.41526,5.65709,0.224658,0.306256,-3.32904,-6.62245,-1.13491,-5.0161,9.58115,-4.32018,-0.566142,-8.26417,4.44845,-1.85772,-8.46964,-3.60873,-3.96363,-2.15,7.92283,4.22116,-0.87987,4.10328,-1.73864,1.30252,-8.24546,-6.69097,7.62467,-2.36353,9.43899,9.17616,-8.916,-4.67212,1.15784,6.00678,-5.83928,-8.99465,4.13437,4.02264,-9.04764,-1.83801,8.72967,-2.07498,-4.16751,4.98601,4.94371,-6.38255,8.72216,6.82492,6.91529,4.28998,4.48791,-7.87122,-1.33255,2.30402,-0.0176712,-1.10689,-0.749135,1.16819,8.58771,8.7104,2.20625,5.30009
6.48091,1.91553,-6.23071,-4.88574,3.11614,-6.62245,-3.02612,-0.581617,9.62344,8.93859,-5.12207,0.572543,6.27273,6.76193,-0.775787,-6.64257,-6.88319,9.16427,5.12243,7.51948,2.83256,4.0906,-7.07822,-3.3765,-6.81035,2.1936,0.205439,-6.85243,1.92792,8.71377,1.21321,-6.34339,-9.46155,-9.04157,-8.88821,-5.68628,-2.94079,2.73827,7.15997,-4.10145,-3.6715,4.38612,-5.38657,2.14696,1.13905,7.65184,-5.27374,-4.95162,-1.32138,3.35003,6.16954,-7.2826,-5.12437,-8.27513,-2.9431,6.07749,1.73198,9.10832,9.9409,-3.16506,-5.30277,-8.52292,9.74733
4.28892,-4.53722,-9.31104,-9.20729,-2.73795,-1.13491,-0.581617,1.27061,2.75324,6.39041,8.14587,8.09151,5.34283,-2.15444,3.20831,-0.178723,2.25284,8.11815,7.36803,1.14419,-7.16872,9.43685,9.04682,-1.67329,8.78918,-6.52726,-8.5585,-6.49983,6.77713,6.93583,4.22349,-4.41846,7.67392,-1.93802,-9.0685,-2.53006,0.288847,6.38556,-0.855567,-2.04438,5.58821,7.14762,6.12701,9.53538,-1.5801,7.04128,6.64828,2.23021,8.48637,1.67453,8.43182,7.58926,4.46626,-4.59114,-3.56776,1.53972,8.73368,2.98327,6.83603,-1.68072,-7.92417,3.76133,-3.51422
3.05913,0.310836,5.47691,5.164,9.97341,-5.0161,9.62344,2.75324,9.13282,-0.585136,7.07897,3.50015,4.41761,-4.17106,6.73012,9.7628,1.97511,-8.84232,9.83536,-8.50989,-5.71086,-7.95415,-3.35742,3.88981,7.47268,-1.05887,-4.08942,2.12798,-4.19399,6.42632,-9.03751,8.555,9.24649,3.31283,9.18297,8.21143,-9.30117,-0.421187,-1.82967,7.50327,-1.83578,-1.56214,-4.30404,-7.54238,7.24397,-4.0142,5.38979,8.97581,6.33715,-7.34131,-6.5681,7.04722,-9.12615,-8.04096,9.23529,-9.89318,-7.15267,-0.0108044,7.48688,-3.93431,-8.80957,-9.37819,4.64551
1.39557,-0.548962,-3.11943,1.04264,-4.00272,9.58115,8.93859,6.39041,-0.585136,-4.15212,2.89092,7.13342,-0.0229254,1.13033,-9.63369,-5.78737,2.36351,-3.8929,-8.17366,-4.29946,-0.254114,3.09968,9.70785,2.62213,-3.84902,1.458,-9.89075,-0.749841,-3.68112,-3.38088,-4.09619,-0.832668,-1.29004,1.8939,-2.76092,0.712237,1.99065,-2.23197,2.36179,-2.56655,8.08468,-6.42157,-3.86658,-3.86002,9.53102,9.13746,-8.9091,0.605996,5.23609,-4.12183,-2.48047,-3.17156,7.62606,-6.66175,-8.56956,3.6072,-7.00572,9.81876,5.84192,2.84044,-0.504509,-7.38784,6.48696
