0.0532895,-4.63542,-1.54605,-1.89855,4.71512,8.57842,-3.3801,5.35068,-8.80162,9.02592,0.637641,-8.15196,-2.57422,9.88929,-7.2131,-4.20412,2.59949,3.59981,-1.72686,9.96068,6.56331,2.42892,-3.0443,5.86913,-5.66813,0.75273,-9.80417,6.43348,9.28021,0.192335,-8.16694,2.07267,1.78972
-4.63542,-6.29397,-6.18626,8.65117,-2.45016,-6.63595,8.97531,2.50455,1.3971,-6.93975,1.50431,5.68021,-8.03818,-1.82815,0.236741,-2.50004,8.32512,-8.4252,9.81754,2.1555,9.59363,-8.12722,-9.37911,-9.78971,0.372259,-8.10419,6.39335,-3.5488,-5.16396,8.42456,1.87293,-2.67904,2.8025
-1.54605,-6.18626,7.72375,1.78437,5.17857,-5.64934,5.95491,-2.37095,-1.93989,-0.213505,3.7889,4.08619,-7.75208,2.69068,-8.33604,-6.20138,-2.66843,-6.9435,5.23134,7.36424,6.00455,2.66149,-1.22325,9.20918,9.76496,3.4894,-0.623623,-1.17375,4.91368,3.46528,-1.99355,-0.176991,-1.8284
-1.89855,8.65117,1.78437,9.04195,-7.78027,3.28583,-4.72385,4.46456,-0.641006,3.40783,-6.43236,-6.52144,-5.89552,6.41933,-8.23196,-7.76357,0.643309,5.09529,6.58046,4.61145,4.19902,3.00255,0.149002,-6.39372,5.28602,-4.26392,3.08324,-5.67123,-4.94262,-4.03752,6.88396,-6.97163,5.60157
4.71512,-2.45016,5.17857,-7.78027,5.41848,2.0622,6.04146,-8.30349,4.70867,0.944989,-9.46759,0.797922,7.16092,-5.10036,-7.83211,-4.28003,1.48133,5.99856,-1.48996,-8.63242,1.49136,5.59104,-9.73375,4.74239,2.67966,-4.60613,-1.73001,-0.547595,-2.9735,1.54895,-4.11801,7.9939,0.651578
8.57842,-6.63595,-5.64934,3.28583,2.0622,-2.63186,0.807756,-4.41055,-6.51051,-7.88109,-2.76444,6.67188,-6.7014,5.10349,5.86213,-2.1755,-0.175251,-9.92182,-8.4306,-2.6582,8.87217,2.99152,-7.75194,7.82673,5.80552,3.84646,9.91753,7.6048,8.45986,4.61166,-4.84248,3.71747,-3.07748
-3.3801,8.97531,5.95491,-4.72385,6.04146,0.807756,5.7378,8.44916,-7.45037,9.89088,0.218902,9.78312,5.335,-4.57163,-8.27796,-4.55416,9.65188,7.44186,8.81168,-8.95665,-0.0814816,4.79698,-3.46866,-3.03709,8.97373,-1.20832,-5.59702,1.97377,2.32073,1.69924,6.92935,0.883262,-6.40351
5.35068,2.50455,-2.37095,4.46456,-8.30349,-4.41055,8.44916,0.90335,-9.62026,-6.05123,0.417997,6.42786,9.64586,-7.87717,2.71345,-7.35038,8.07794,7.89147,1.0212,-4.28402,0.353997,-1.62523,8.86143,4.54467,-8.76638,-8.87417,-9.42825,-4.04748,8.1559,-9.32122,-1.58774,-0.883591,8.19756
-8.80162,1.3971,-1.93989,-0.641006,4.70867,-6.51051,-7.45037,-9.62026,-6.32637,-3.77463,-3.47965,-6.34666,-2.81632,-0.988423,7.02581,-5.31344,1.37656,5.7724,8.6812,1.86284,8.01674,9.60053,3.08165,0.594663,-5.38554,-3.98909,9.29641,-1.347,-5.3844,5.55949,-6.288,-9.43399,5.23237
9.02592,-6.93975,-0.213505,3.40783,0.944989,-7.88109,9.89088,-6.05123,-3.77463,1.24964,4.56233,-6.03782,3.75154,5.75811,0.961613,4.94636,4.92276,-8.64358,-3.87055,6.67322,-8.55075,-4.08951,-7.91053,9.75919,3.05258,-2.36645,-3.1206,-1.18495,-7.34342,-6.06382,1.71216,-5.454,-4.5195
0.637641,1.50431,3.7889,-6.43236,-9.46759,-2.76444,0.218902,0.417997,-3.47965,4.56233,9.83109,-9.14107,-6.40537,7.65372,-3.73992,-0.238954,9.73768,-4.47604,-9.81098,-1.78455,7.09964,9.33831,-7.06078,6.97182,3.2147,6.64752,5.74513,3.05592,5.85834,3.07207,-3.18519,7.9366,-1.08455
-8.15196,5.68021,4.08619,-6.52144,0.797922,6.67188,9.78312,6.42786,-6.34666,-6.03782,-9.14107,6.03112,-5.88766,2.83507,4.7494,-4.18799,6.38725,-6.57577,-5.47626,-3.95096,3.40179,3.89764,0.621568,-3.02004,-8.99746,0.528071,-1.34154,6.16961,7.73886,9.12657,-3.35137,-4.83188,-4.53644
