-5.47432,-6.56374,-4.14222,9.29343,-3.2518,1.2394,1.11984,5.94084,0.616471,-7.99972,-4.54303,-3.8907,-9.1292,7.42035,-6.67818,-3.27105,8.9192,-6.90373,-4.70029,-6.30033,-1.77807
-6.56374,5.07535,-5.24737,-1.41401,2.30333,1.44921,-9.067,-2.14079,0.799308,4.17416,0.490394,-4.55154,-0.0772452,8.38479,-3.05784,7.42867,-7.60406,1.42367,-4.89141,-5.33988,-8.4607
-4.14222,-5.24737,-7.21364,-5.00189,0.976587,2.74886,5.26539,8.38213,1.98681,6.4008,-2.3774,4.47073,-1.96776,-5.39978,8.03798,3.18973,-3.65053,-1.59664,-8.88812,8.85221,9.34152
9.29343,-1.41401,-5.00189,-5.84571,7.61892,-1.76705,1.2483,8.70353,-6.17001,1.73695,3.92497,-6.43766,-8.86751,2.27245,3.61368,-6.76302,-1.19279,4.83064,-7.42011,-5.35282,1.75297
-3.2518,2.30333,0.976587,7.61892,8.50435,-1.23871,-6.43954,-7.21191,-1.57513,-7.25711,0.00638875,-9.70377,-3.45346,3.79475,4.73183,8.35966,-4.08228,-7.97866,5.51009,-6.92083,1.5902
1.2394,1.44921,2.74886,-1.76705,-1.23871,5.32022,-5.61244,-6.0862,8.81398,-4.08822,-6.22407,-9.62865,0.0631009,-4.55099,-3.5118,-1.65744,2.03124,9.60314,-8.05662,-7.18412,8.10968
1.11984,-9.067,5.26539,1.2483,-6.43954,-5.61244,3.65896,-7.02915,1.4519,-8.88124,-7.23981,7.1417,9.43288,5.80832,-3.98285,7.58826,-0.442925,-8.22168,-9.0189,-3.92605,8.04301
5.94084,-2.14079,8.38213,8.70353,-7.21191,-6.0862,-7.02915,-3.52821,-1.29523,-2.63052,9.24134,-8.41686,2.67407,-2.73258,-7.32084,0.294794,-2.81649,-4.72439,-4.98478,-0.0381042,1.71253
0.616471,0.799308,1.98681,-6.17001,-1.57513,8.81398,1.4519,-1.29523,0.965425,-3.01573,-1.3015,0.218548,-7.15204,-8.99135,6.25099,-3.05328,-2.73755,9.34403,-1.14265,2.64593,-0.0528773
-7.99972,4.17416,6.4008,1.73695,-7.25711,-4.08822,-8.88124,-2.63052,-3.01573,-2.72894,-6.741,5.65528,-4.21417,-2.98734,7.43265,-1.4752,0.0602817,-9.09026,2.85519,2.87582,5.64451
-4.54303,0.490394,-2.3774,3.92497,0.00638875,-6.22407,-7.23981,9.24134,-1.3015,-6.741,-5.74015,-7.05933,-2.33107,-8.68393,8.43759,-4.4838,1.92153,4.46103,-5.84909,-1.02923,0.674108
-3.8907,-4.55154,4.47073,-6.43766,-9.70377,-9.62865,7.1417,-8.41686,0.218548,5.65528,-7.05933,0.914946,6.45579,-2.7493,7.65102,-5.98677,6.30462,1.58895,-0.973285,2.27339,-7.64541
-9.1292,-0.0772452,-1.96776,-8.86751,-3.45346,0.0631009,9.43288,2.67407,-7.15204,-4.21417,-2.33107,6.45579,6.27561,-0.26374,2.75048,0.026604,2.48462,-6.27275,0.273766,-8.75375,-3.1412
7.42035,8.38479,-5.39978,2.27245,3.79475,-4.55099,5.80832,-2.73258,-8.99135,-2.98734,-8.68393,-2.7493,-0.26374,-3.77424,5.25931,8.4628,-6.65427,9.94054,8.16788,-4.34441,-6.86188
-6.67818,-3.05784,8.03798,3.61368,4.73183,-3.5118,-3.98285,-7.32084,6.25099,7.43265,8.43759,7.65102,2.75048,5.25931,8.24837,-2.0609,-0.86075,-1.08894,-3.34407,-3.52334,-2.15503
-3.27105,7.42867,3.18973,-6.76302,8.35966,-1.65744,7.58826,0.294794,-3.05328,-1.4752,-4.4838,-5.98677,0.026604,8.4628,-2.0609,-3.26067,-6.80216,-4.02787,8.43788,-8.67012,3.61769
8.9192,-7.60406,-3.65053,-1.19279,-4.08228,2.03124,-0.442925,-2.81649,-2.73755,0.0602817,1.92153,6.30462,2.48462,-6.65427,-0.86075,-6.80216,6.63289,9.7815,7.91973,9.82841,3.81439
-6.90373,1.42367,-1.59664,4.83064,-7.97866,9.60314,-8.22168,-4.72439,9.34403,-9.09026,4.46103,1.58895,-6.27275,9.94054,-1.08894,-4.02787,9.7815,-8.86213,7.06013,2.66541,-2.22847
-4.70029,-4.89141,-8.88812,-7.42011,5.51009,-8.05662,-9.0189,-4.98478,-1.14265,2.85519,-5.84909,-0.973285,0.273766,8.16788,-3.34407,8.43788,7.91973,7.06013,-2.68836,-6.63026,9.40984
-6.30033,-5.33988,8.85221,-5.35282,-6.92083,-7.18412,-3.92605,-0.0381042,2.64593,2.87582,-1.02923,2.27339,-8.75375,-4.34441,-3.52334,-8.67012,9.82841,2.66541,-6.63026,-8.59319,-2.04227
-1.77807,-8.4607,9.34152,1.75297,1.5902,8.10968,8.04301,1.71253,-0.0528773,5.64451,0.674108,-7.64541,-3.1412,-6.86188,-2.15503,3.61769,3.81439,-2.22847,9.40984,-2.04227,8.08619
