-4.54565,6.57322,-2.60504,-2.07024,-0.515218,5.09353,-5.30859,-4.13339,4.80664,-1.38835,-3.89504,6.7445,-0.848742,-6.53519,-5.58228,-3.76448,-3.12463,5.80567,7.94055,3.79528,1.89297,-3.00847,1.63697,-8.1831,-7.89897,5.56371,-6.89261,5.6788,1.9217,7.21178,-8.61719,-8.03067,1.93862,0.803244,6.47024,0.845793,-0.129957,1.89724,9.56355,2.35757,-3.44668,-4.78363,-5.5211,-2.10777,5.79019,-5.34503,-3.21938,-8.65157,9.95588,8.45686,4.98232,0.443351,3.33369,-0.392975,0.309062,7.7021,9.82416,1.70308,8.97569,-0.521731,-6.32586,7.13204,-2.65167,2.04895,1.06452,-9.12449,5.05271,-4.00988,-6.38851,0.0375871,7.85986,0.645557,4.09649,-2.04791,0.396654,6.29978,-9.98813,-7.88745,-8.67269,8.06119,9.66202,1.72206,-2.38668,2.19074,4.3005,-5.97345
6.57322,-4.7347,5.2714,9.97433,-8.66275,1.73369,-7.50061,1.03848,-4.78445,-1.80928,-7.43256,9.68368,5.22145,4.13204,6.87128,7.32016,-1.77825,8.87352,1.0081,-7.16223,-2.18766,6.01939,-9.50681,-0.033755,-7.8526,3.6406,-7.75131,-2.09428,6.36208,-7.00673,-4.252,-7.41992,-5.87158,0.171107,3.77482,7.62832,-5.0512,-8.09335,-5.65084,-4.26971,-9.70524,-9.04995,8.67297,5.98863,-2.69309,8.38014,4.5222,-9.04385,2.42363,-0.143771,5.87053,-9.80751,-8.32126,4.30885,3.57976,-8.56773,-4.61957,4.05236,-7.96775,5.4725,-3.3135,-6.56529,3.94611,-8.49133,-9.58926,-2.10662,-7.42021,-3.89233,7.8215,-2.14236,-0.881315,1.97305,9.16528,7.23738,-2.70102,-4.85413,6.99698,4.06236,-1.74524,-3.05418,6.54109,1.75698,-7.77252,-6.27136,4.61208,6.3556
-2.60504,5.2714,9.38535,5.2576,-5.61005,6.9787,-9.49848,-0.724162,2.50182,-3.62922,-9.2589,-8.18897,-9.99814,-9.62187,-9.92824,5.08037,2.36687,-5.38695,1.16864,-2.70373,9.48658,-9.42622,2.68242,-2.08237,-5.2821,5.66884,-0.300576,-7.88278,2.28171,-0.0128975,-9.52823,-5.59685,4.74239,-8.67812,-5.22537,3.08315,-6.38006,-6.82936,-9.93591,7.65018,-3.69058,2.34104,0.919333,-9.23642,-3.38158,7.51588,5.00314,9.63641,-1.72946,-8.954,9.17462,5.33726,-0.578808,-8.01176,7.28625,1.80992,6.54578,-2.40372,8.04446,-5.55012,7.20627,0.499145,3.37928,-6.59171,6.65026,3.02032,-2.4181,-7.93174,-0.48415,-1.94234,-3.97965,-4.17762,-0.387776,-2.64602,6.85807,-6.54529,3.98268,-3.73454,3.12048,3.55205,-5.00791,-1.71297,1.72226,-7.13751,-3.94963,-9.13922
-2.07024,9.97433,5.2576,9.68504,9.5934,-9.40439,-6.5675,7.22849,5.9387,1.34786,-1.5877,1.45064,-1.5104,0.91985,-9.10568,6.90132,-0.980528,7.70012,7.27766,-1.26276,-9.42501,-0.8464,0.842279,6.4452,1.07832,-7.92527,7.53953,-2.98232,4.48179,-6.08708,-1.19286,-0.807369,-3.33183,5.70731,-4.17954,-6.06569,-3.60713,4.5552,-2.3644,-3.61412,-0.646207,8.47136,-1.29903,6.98305,7.7278,2.67087,-8.02077,-6.97359,-9.90917,5.45535,2.63322,5.0195,-0.356549,-4.90658,0.126279,-9.21857,-7.33135,-1.15129,5.53946,4.27362,9.24384,-8.9001,-0.483488,-1.29031,2.18077,3.58339,-5.32741,4.49528,7.97989,3.58777,-0.92161,-5.29651,-4.5764,-2.89161,-2.25424,0.715702,2.11729,1.58102,0.962458,9.8311,9.56805,3.8615,-2.52065,4.55871,2.9719,-1.6893
-0.515218,-8.66275,-5.61005,9.5934,0.529236,9.56668,4.89476,0.440887,-5.23883,-0.84795,3.93058,6.37268,8.4286,6.59394,-1.93336,-1.25326,-7.11906,-4.07298,-7.4837,9.28494,-9.59274,7.84109,-2.70696,-6.0742,5.37416,-4.19209,8.89902,6.93441,-5.17124,5.58298,3.29111,7.81898,0.278691,-9.56402,-7.63076,-4.19055,4.92451,6.57039,8.84918,-3.17398,3.21508,5.76243,-4.39303,1.28272,6.30211,2.81337,1.54694,-7.35215,-1.98642,-9.20949,2.12267,-3.53547,-0.928765,2.81872,9.56491,2.83084,8.44921,-4.79702,-5.81325,8.16542,-6.90722,4.36656,-0.219194,-3.26821,3.64283,9.27995,-9.90216,-6.63156,6.57262,0.702129,-2.31412,7.19447,-3.88787,6.54711,8.12817,-4.05324,4.63333,-1.36386,-6.5068,-5.35686,-2.74544,6.54903,5.09787,-7.64014,8.1536,6.68448
5.09353,1.73369,6.9787,-9.40439,9.56668,-9.75105,5.67033,0.966139,7.05318,-2.96117,7.72146,-9.82,0.213307,2.39452,-8.31595,-9.08978,-8.82167,9.34589,-0.729379,3.68065,0.636946,-7.74644,9.43741,7.87311,7.49661,-7.95996,1.61121,0.960976,0.0971868,4.73641,4.72982,9.68069,-3.83721,-5.50831,-1.98012,8.89438,6.81374,-5.17061,-1.35829,5.4835,9.85993,1.57988,4.72381,-8.6346,-0.909785,-3.47016,-5.0043,-1.15645,1.77379,-1.74265,-9.08142,-7.40521,-2.37227,-4.75977,0.957927,7.24431,8.61556,0.653331,4.75631,3.56401,1.61266,-7.95907,-0.0221868,-3.14568,1.20794,-3.76008,8.82827,-5.91743,4.35344,0.612962,-0.0232971,5.20217,8.52496,6.93197,-3.02437,1.61774,-2.00876,9.06967,-7.78513,1.64809,1.56763,-0.192297,-4.86303,-2.56178,9.06263,6.80889
-5.30859,-7.50061,-9.49848,-6.5675,4.89476,5.67033,-2.8801,8.82436,5.93764,0.319198,-3.48195,3.03276,-4.91301,-9.22565,1.97023,1.91833,-2.00872,7.27778,5.98036,-4.08052,-0.957682,-5.89623,-9.86664,-3.25522,5.10927,1.77115,7.28196,1.94201,-7.03574,-8.2429,-1.25882,9.87232,6.64577,4.78442,-2.61521,-6.0678,9.30763,-0.120291,-4.75884,2.90793,-9.37674,-7.77315,8.69341,-1.12468,4.16392,-7.30943,-1.72005,0.957214,7.76259,-4.83518,8.36852,-5.50641,1.10365,7.51109,-8.09866,-9.15955,-9.18552,2.7307,3.20362,9.8519,-5.21579,3.32129,0.0452745,-0.243997,-2.4677,-7.24953,-1.32239,0.528594,-6.99363,8.7162,3.35725,3.74987,1.39052,-6.34204,-0.190539,1.16241,7.99995,-9.45559,0.0428075,-2.75245,6.44348,6.11057,7.51012,1.73322,-7.95473,5.54268
-4.13339,1.03848,-0.724162,7.22849,0.440887,0.966139,8.82436,1.80344,-4.2535,0.862024,5.78353,-7.59605,1.61178,-9.15617,-3.76738,-8.98925,-1.01467,7.63951,4.42573,4.99246,-1.17754,6.70464,-2.82561,-1.46486,0.735057,-2.84164,7.33921,-6.58964,-2.37619,2.71388,8.30374,-8.36351,7.55214,-6.80553,5.21682,-3.10064,-0.831308,3.96264,6.13461,6.97877,4.379,1.9685,8.14238,-4.08981,-3.50468,-8.66415,-6.09208,-1.43718,7.05936,8.70726,-8.96897,0.464847,-5.93981,4.66271,6.04447,-2.70502,4.14475,3.13727,7.10951,-0.0533024,-4.43163,-1.78842,1.99221,9.32019,-4.16982,9.49866,-4.02264,9.2186,4.75429,-9.15249,-0.540873,-0.354124,-3.71086,5.85802,-2.40191,-1.50009,-4.42539,-3.87175,0.251719,4.0952,-8.99009,2.9959,-1.72148,8.84567,8.21884,-4.81617
4.80664,-4.78445,2.50182,5.9387,-5.23883,7.05318,5.93764,-4.2535,-5.21835,-6.94513,9.56379,-6.69372,-4.05103,9.92647,1.78359,-0.499792,-5.79743,2.95763,-9.95462,-4.66318,3.05975,-8.77188,7.6747,9.18923,3.43032,8.20731,-4.29904,-0.967699,0.345747,1.97262,3.63513,3.9684,5.00227,2.49367,6.88817,5.39681,-8.29716,-9.67196,-0.222964,9.52302,0.03674,-7.4581,-8.7625,4.99774,-4.67511,9.47809,8.79865,6.39129,4.39528,2.9516,4.46461,-0.755534,-6.962,6.96062,-2.33028,-3.45802,6.1723,9.24865,4.97072,-3.61326,-1.45879,-9.3776,-8.91611,-1.55467,4.58095,7.5533,0.535088,-6.59636,1.52571,-4.92952,2.1192,-0.327436,-6.51312,-0.969562,-5.65421,9.76788,3.31923,5.55226,-0.0775064,-3.5996,-4.70438,-3.46606,-5.46777,-7.35162,-0.71201,-2.5618
-1.38835,-1.80928,-3.62922,1.34786,-0.84795,-2.96117,0.319198,0.862024,-6.94513,6.65114,2.84539,-0.570734,5.26893,-6.80716,-1.8066,1.72928,-6.65538,-0.928819,1.5238,4.43006,-7.38917,-6.6344,-4.00122,0.592614,4.76773,8.13289,-2.12876,-0.78603,-6.55642,2.11559,-7.88554,-7.75358,-0.971734,-1.34009,-9.90381,-7.05563,-6.85894,-1.45638,5.64632,4.38399,7.74825,-6.39687,4.04857,8.40546,1.47924,6.01317,-5.70875,7.6433,-5.90655,-6.41054,-0.881086,-8.84825,-1.69951,-9.40144,0.0566933,-0.948785,-7.48609,4.03311,-1.07655,-8.97577,1.01326,7.779,5.6014,-8.79424,-4.4626,-4.47703,-4.10554,-5.48957,-8.09488,6.38763,-2.29256,-3.85266,4.92191,-1.32582,-5.39363,-7.9734,-7.85298,-6.64721,4.07885,-4.16771,6.75216,-3.48051,-6.87605,-0.700401,8.51256,-8.18124
