8.86165,1.18115,-1.58103,8.54501,-7.11866,-8.9465,-9.74306,-0.632947,4.61095,-1.06935,-7.38923,8.82392,-7.2017,-7.70917,-1.12342,-6.18001,-5.92354,5.92676,-5.74898,-7.0545,8.26816,-9.60458,-2.70262,2.53869,0.966611,0.598482,1.99905,-2.0199,-9.72539,-8.07774,4.33489,-6.48589,1.99812,4.85788,-6.76679,-5.77283,3.7122,-9.36472,5.30477,-3.35759,2.52196,-7.60446,-7.53788,1.68504,-5.60158,-3.51467,-5.87943,-1.1129,7.22203,6.15993,-2.77305,-6.13661,-0.882954,-4.32748,5.04026,-9.76146,7.18327,-2.74881,6.0909,-9.53666,-2.38512,3.58422,-3.38095,6.94881,-2.66247,3.30921,0.107931,-8.88281,4.48691,2.90089,5.18413,-4.58904,-9.2236,-7.10778,1.63594,1.50591,-5.86267,-2.70701,5.00145,-4.24883,-7.9297
1.18115,-9.30692,4.37669,3.86563,-1.10649,0.789575,-2.40623,-7.0752,-9.72011,-1.95105,-1.8312,-8.28553,4.1663,4.07072,1.06456,1.3174,5.76484,-5.11573,-5.64578,-0.584691,-0.698537,6.7219,5.44739,-3.29317,7.62664,-5.17268,6.97256,-7.22367,8.44409,9.3791,7.60355,-0.0416923,2.68652,2.64207,5.92972,-3.60808,-7.51637,6.2323,5.35059,1.02559,9.65162,2.26058,-0.338157,5.96794,6.98418,-3.27142,-0.685747,4.69883,-0.30794,8.20265,8.17185,4.28931,-7.50375,-9.92138,4.26847,5.83192,-9.77932,2.6952,8.28529,9.8333,6.47871,0.927013,-7.87271,5.48234,-9.93877,7.28803,-0.986607,7.74647,-0.351186,-2.96687,6.49934,5.98681,-1.54967,0.417649,-1.67101,-8.15118,-7.77245,7.35386,4.45103,1.18164,1.98937
-1.58103,4.37669,-2.64525,3.70755,7.04054,-7.56384,1.22003,-0.198273,6.44241,-3.37567,1.98348,1.87331,-9.99189,4.53007,-3.85984,8.99535,-7.82812,-3.33786,3.8528,3.452,6.20743,-1.24475,-9.86432,-6.73883,7.07705,5.68672,-6.18106,6.69929,-7.7483,-8.45454,8.01144,-0.816794,-9.20679,-1.24296,3.66399,0.420428,-7.51763,7.67789,-8.18653,9.5662,8.78722,-2.23292,2.6117,3.38695,-2.1046,0.554356,-0.760399,-0.490915,3.38456,-5.33006,5.35543,3.73813,7.67743,-9.59286,2.20055,-2.65872,-3.13071,5.82508,-0.247197,-5.04029,-4.98959,2.36102,-7.37453,-2.15147,-1.18207,-9.10352,-0.770785,3.41788,4.94665,-3.92562,-3.47072,7.18506,-7.46824,8.53855,-0.282014,3.9255,8.22324,-7.15142,3.00546,-1.40132,2.63368
8.54501,3.86563,3.70755,-3.76408,6.73652,-0.760312,0.358205,-1.52139,-6.06894,-4.57359,-4.18085,2.24194,-1.84739,5.97068,4.08967,5.13484,0.124991,-6.76181,-6.93761,1.57081,-2.8872,6.86711,-8.33501,-8.44734,3.79367,6.2587,-0.885003,6.04442,-0.557426,-9.22812,-6.19198,-9.77553,1.47249,-5.62753,3.49717,5.23274,2.24498,-6.23928,8.19708,7.24217,0.838282,5.58624,0.730371,1.77648,8.52773,6.65191,5.361,-6.17024,-1.30484,-1.71589,-3.25607,1.82889,-1.35114,3.02538,5.57958,8.20349,-6.73637,-3.28096,-1.76563,1.10386,4.70588,9.73631,2.68753,-1.2507,-2.07462,-1.16131,-0.846131,9.10949,-3.59298,7.36057,-8.17847,8.77063,-5.27614,-4.29437,-7.50269,-1.43738,5.67115,7.47887,-4.89002,-5.9022,4.12161
-7.11866,-1.10649,7.04054,6.73652,-2.26081,3.76414,-2.15165,-1.79369,5.91493,6.99803,8.75297,3.53155,3.05702,-2.08208,6.12646,-0.53744,-9.95859,6.88957,-9.17108,-8.16497,-2.61223,-4.26073,-6.08181,-6.50686,-5.21066,7.76712,3.24024,1.03324,-5.64432,-6.68962,-0.607747,-8.94202,-5.57614,9.05955,6.37049,-0.856402,1.43628,8.85842,-8.73566,-9.84793,2.23067,-7.65399,-1.36316,6.83367,3.30042,-2.99196,6.49404,-6.98189,-8.04115,-2.1598,2.99916,-2.1273,-2.18237,-4.75973,3.08123,2.84641,-4.28714,-3.6561,-0.0523699,9.69546,8.3877,-4.336,-3.24968,0.691472,-4.62073,2.05687,9.05919,-2.65675,3.13275,-5.33079,5.02297,7.82464,5.03436,-2.13025,-9.06348,0.117307,-5.5098,1.05205,5.43948,5.12226,0.240007
-8.9465,0.789575,-7.56384,-0.760312,3.76414,6.65691,-3.57821,9.20334,8.29734,4.39381,6.92313,-9.78751,-0.998469,-5.2298,-0.943915,-9.79748,2.04839,1.09941,-9.22646,-0.668422,1.35513,-0.0762642,7.40461,5.79137,7.7718,1.02079,0.903392,6.50533,-4.35319,-2.571,-7.74607,5.22711,-9.11802,-6.56078,-5.71176,8.64147,-2.48508,9.21782,-5.91675,4.88242,6.86678,-7.21469,-3.54288,-9.94948,9.31304,-3.83934,7.33057,3.83909,-0.884718,-5.96705,7.98539,-7.32488,-9.17509,8.08905,0.585574,3.7686,1.52105,-6.70807,-9.99446,-6.43582,6.01533,4.88362,-4.68328,1.00188,-9.65148,-4.48729,0.100059,-2.21135,7.87469,-1.45344,-8.38496,6.05703,-2.22619,-3.10063,5.36325,0.891849,1.49604,-1.65058,7.55163,3.8657,-4.82457
-9.74306,-2.40623,1.22003,0.358205,-2.15165,-3.57821,2.27771,3.78659,-7.34483,9.07934,-4.21911,2.18953,9.82165,-2.896,-0.480064,9.9884,-8.55029,-9.33302,6.41463,2.59282,2.375,-7.73781,5.94905,-2.62012,-2.90962,7.1175,8.84009,8.96998,9.43716,5.15454,-4.08415,-8.32264,3.33709,0.35212,1.22972,-0.328719,8.39783,-2.46261,3.54193,-6.09283,-5.34109,5.51826,7.30817,-7.64093,1.89315,-3.93129,-8.99867,6.31254,-9.14052,9.357,-9.15487,-6.87215,-2.02431,-4.93934,5.32677,6.27082,6.72399,-2.76096,7.32308,-4.52173,-4.99124,2.28578,-1.21048,-2.77148,-1.70878,9.75202,-3.12454,5.76275,8.41676,9.04235,2.49188,2.97428,-0.351727,8.36898,4.25549,9.31054,-2.44338,4.90457,-4.31158,-9.21102,-7.22454
-0.632947,-7.0752,-0.198273,-1.52139,-1.79369,9.20334,3.78659,-0.514078,8.29926,-4.36877,-5.81259,6.01414,2.76872,6.02451,3.07845,-8.62065,-7.30183,-0.173127,6.71068,-5.67481,1.28825,-9.40659,-7.32784,-9.49555,0.199259,-2.87105,2.64262,0.0615577,9.33011,2.51998,4.45262,-5.46748,-5.10506,-8.32977,8.76961,-1.30554,-0.139806,4.97893,-2.87578,0.300958,1.35948,-6.68357,-3.66628,-2.10117,-3.43704,-7.45866,1.38007,0.393288,2.20361,0.783045,7.35956,-6.04588,-3.509,7.26497,7.30963,3.10791,3.80626,-2.77296,9.37627,7.57358,-9.09946,-0.158808,-4.55676,7.34207,-3.19335,0.836773,-7.27717,-4.45557,7.38387,-4.91809,8.1213,-6.45164,-1.04346,3.09612,4.61085,7.72737,2.07636,6.46511,7.07115,-1.42752,0.96158
4.61095,-9.72011,6.44241,-6.06894,5.91493,8.29734,-7.34483,8.29926,-6.62595,2.82896,-6.90397,3.33753,-3.64246,3.2047,1.67858,7.08443,-4.83711,8.92301,-4.56055,-1.55772,0.578925,-0.0379413,-5.25318,6.99829,-5.03585,7.88119,2.86558,-8.74924,-8.02523,9.09554,1.46007,-5.67809,-1.57274,-2.98539,-1.87183,-0.150164,0.168887,-4.29364,2.58081,2.35007,2.81515,3.17983,-3.36746,-3.90099,7.72193,-5.1254,-3.28605,4.74902,9.0941,3.55485,-3.03112,4.23758,-3.01095,-0.33659,-8.63515,-7.67706,6.19232,5.46048,1.24241,-3.12503,-4.02911,9.34088,-2.17294,7.9689,4.28986,4.78382,-0.350572,-0.847159,-4.5173,-9.85688,1.60721,-7.19134,2.82571,7.39106,-7.68197,5.27394,5.94384,9.04736,-1.7766,-5.46584,-4.63663
-1.06935,-1.95105,-3.37567,-4.57359,6.99803,4.39381,9.07934,-4.36877,2.82896,8.06983,1.96247,1.09198,-6.06105,-4.7681,-2.76212,2.35999,3.5366,5.56453,0.640487,2.38498,-8.61971,-6.04268,-7.32549,-8.66582,6.66148,5.68264,-7.93147,0.79437,-6.46578,2.7925,-2.37371,1.48296,4.85195,4.78119,-2.70869,9.5353,8.74894,7.69593,6.21212,2.83347,-4.64681,2.82497,-0.692185,4.49005,6.87327,2.15953,-4.80641,-8.82739,7.91044,-0.405343,3.23043,6.42284,-6.86183,3.8751,-6.75021,0.827244,3.68318,8.53172,-2.79717,8.31679,-3.03346,4.39538,-4.27077,-0.37257,-6.87025,-0.0809254,5.4542,3.50493,-1.71013,-4.65475,1.50316,-7.0165,-2.68468,-2.5261,-3.06262,3.9901,-0.958988,5.44959,-8.64131,8.64273,-1.21071
