1.63247,-8.43031,4.78467,-7.10751,7.12907,-2.58112,9.45334,9.69739,-9.53123,-9.64839,-1.77652,-4.72419,2.76479,6.17743,-7.63156,-8.08743,-5.74108,-1.38015,2.41689,-0.148608,-1.85091,0.217704,-4.33341,1.58311,-7.14175,3.15899,0.796109,3.63441,-1.20141,0.926987,-9.5905,9.17283,0.499758,6.22185,-5.7668,5.14724,4.1528,-3.89965,6.81605,4.42382,-0.432624,9.27982
-8.43031,2.17558,-2.43458,-8.88832,-2.07626,2.9437,-3.0214,8.96611,-2.50959,5.06059,-8.81899,5.91381,3.37001,-9.85145,0.856721,-2.56307,-0.830419,-5.53499,2.65094,1.39923,-2.5162,-5.62798,-4.66158,3.87697,7.56046,-2.65766,-6.33393,9.76382,3.97982,1.48084,8.0074,0.973688,-6.88351,-8.25932,-4.94915,-4.69822,9.38776,-8.88378,6.66743,-6.18949,9.17194,6.46845
4.78467,-2.43458,1.84553,-8.14741,4.60597,5.85006,5.47388,-0.847785,-6.61031,0.809398,6.46266,3.7178,8.64819,6.10282,-0.314416,2.48626,-8.60061,7.53109,-1.89363,-1.87191,-0.546547,3.3983,9.93472,3.90283,-2.49864,-0.405313,-1.26738,6.62002,-3.59904,-8.1279,-4.83402,1.83028,-4.51023,3.63985,-8.73917,9.16995,-3.29663,0.203147,-8.48549,-1.67261,0.819036,8.40704
-7.10751,-8.88832,-8.14741,3.53203,-7.27242,5.34947,-7.04086,2.30956,-4.51345,1.00441,6.90014,-7.7681,-9.12691,9.28262,7.3153,-6.69056,2.37992,4.14772,-7.29683,-3.60846,-2.37139,-7.01942,8.26958,8.30546,-3.44005,-0.327865,6.90779,-9.49837,1.64287,0.391611,9.49871,3.29756,8.28771,7.17185,-6.3795,1.90692,-9.44347,4.36417,-8.85015,1.12882,-2.88204,3.58402
7.12907,-2.07626,4.60597,-7.27242,-6.04784,8.94725,4.98845,-2.46043,-8.77681,4.3288,-7.06691,2.63796,-7.44258,7.50347,-9.00177,-8.58617,-8.08003,4.43559,2.99406,-4.7307,-4.42125,0.987507,-3.54282,0.136984,5.59854,-9.01492,2.15889,-4.15476,8.2345,2.52481,7.25972,-5.91012,4.49019,0.868064,-7.53394,-7.82857,0.138889,-0.454039,8.78148,8.31448,0.570413,3.52687
-2.58112,2.9437,5.85006,5.34947,8.94725,1.05651,2.15188,8.31675,-3.96349,-9.68664,-1.01082,-4.35189,-8.07877,3.27172,6.37234,3.13746,3.29959,5.65319,5.81227,-4.96604,-0.750889,-6.86366,8.37796,9.70609,6.71298,6.72775,-2.3979,-1.40467,6.6464,-5.7329,6.81244,3.3336,1.33619,7.75861,2.10823,8.02666,-5.99412,7.07189,4.91296,0.203416,-1.93337,-5.63236
9.45334,-3.0214,5.47388,-7.04086,4.98845,2.15188,-8.17355,-9.49517,9.82227,1.1144,8.38241,-1.19328,-1.33266,9.5536,8.49169,-3.55507,2.16775,-7.86384,2.43475,-5.1866,1.70349,9.0402,1.68331,6.07862,7.04408,-1.67582,-4.5268,-1.18271,-4.5384,-1.2301,8.35872,-4.23071,-3.9963,2.57067,5.92757,8.74719,-7.46419,7.40083,-6.04247,-9.8259,8.19152,4.95224
9.69739,8.96611,-0.847785,2.30956,-2.46043,8.31675,-9.49517,-9.76946,-4.86761,-5.60041,4.09752,8.62115,-5.53968,3.93296,-4.8224,2.49943,-1.29873,8.81896,-3.43919,8.29505,-4.12816,2.60505,3.19759,-0.355338,-1.78007,3.88502,5.97438,-1.37972,-6.21774,6.77571,-1.69917,-5.47402,5.53974,-9.19109,8.10187,3.84218,8.62293,4.82037,-7.98536,-0.235574,8.55599,-5.92777
-9.53123,-2.50959,-6.61031,-4.51345,-8.77681,-3.96349,9.82227,-4.86761,-5.96346,2.47125,-0.720174,-6.57105,5.14056,-5.03084,-1.73432,-5.01389,-0.487923,-6.63127,-6.21406,9.73446,-3.58852,-7.43405,5.87864,-1.29351,-5.94588,-5.17679,-5.61205,9.53058,2.53003,5.68182,-3.09366,5.76305,-1.44366,-5.20134,7.16216,6.59308,-8.68678,-0.709794,-1.24688,-5.7782,-8.61564,1.17217
-9.64839,5.06059,0.809398,1.00441,4.3288,-9.68664,1.1144,-5.60041,2.47125,-5.96942,8.0822,-2.85249,5.52645,8.45728,-3.26248,-3.77964,-8.16364,0.743361,6.00843,8.29543,9.23242,-1.03382,9.15385,4.60322,0.973679,-7.60752,2.97281,-8.31938,-0.971492,-2.18183,-7.71713,6.88529,8.74822,-1.11592,-0.805951,1.91401,6.80017,1.1848,0.626262,0.556155,2.76344,4.44904
