8.00826,7.66799,3.30931,-9.84665,-4.36005,-2.9786,-3.61557,2.96071,-9.02284,-8.84657,-9.46793,-2.69577,4.88907,-4.49403,-5.61761,1.77053,0.732463,-3.78333,-0.891594,-3.53399,-9.71572,9.64249,-1.99219,-8.73937,3.37426,-3.58293,-2.85795,3.36409,-6.12039,9.18912,-4.61394,-0.573011,-0.0422484,8.01937,5.69142,-4.23573,-4.70217,-3.78797,4.37417,-4.73876,0.0129202,-9.58767,8.36452
7.66799,-8.23711,-7.32654,9.5431,-8.9247,-1.4629,-5.86405,0.517124,-6.03258,1.6682,-7.40271,-2.89779,-7.34667,-4.15958,-3.30684,1.13586,-8.66015,-6.96707,0.30229,6.49084,7.95592,-5.02242,8.89655,6.61299,5.20607,5.74904,6.19259,-7.25613,2.87706,6.92754,-8.53577,-6.59905,-2.63638,-6.62697,3.89007,6.0057,-4.71902,0.444363,-9.75555,-6.26334,-0.364627,6.99222,-0.429702
3.30931,-7.32654,7.56301,8.4951,-1.35007,-1.5419,-8.2366,-9.85599,-3.90786,7.05996,8.51968,8.79654,3.4581,7.55087,6.70516,1.98544,5.1635,-7.48947,0.839657,8.07198,6.47683,-1.39234,8.01503,-4.01695,-6.79061,3.43264,-1.53751,-8.38764,-5.96236,7.57851,0.0370368,-0.539073,9.84537,3.54949,4.1058,-2.56137,-5.68243,3.04881,2.01498,1.33747,-1.32124,0.321176,-6.94522
-9.84665,9.5431,8.4951,-9.26709,8.01779,4.03455,5.86422,-1.36979,-4.70782,-8.08918,-7.8531,8.22053,-8.45626,7.22166,7.29351,-0.451626,4.07916,7.48977,-2.95541,-4.88697,5.1699,8.50915,5.21903,-0.55251,1.35244,-9.03195,7.38447,4.56321,8.52026,8.21112,3.53437,0.890009,-3.21637,-1.5652,9.10764,-8.40111,-8.71122,-6.58889,3.05347,-6.68297,3.9388,5.85495,6.38518
-4.36005,-8.9247,-1.35007,8.01779,8.59542,-3.5261,-9.47789,-4.82065,-7.62407,-9.8384,-2.34355,-7.07085,-8.75953,-1.65803,-2.10392,4.79763,-3.27749,7.8215,-1.79115,-8.20506,-8.60355,-7.89143,-2.04677,-9.53864,-6.92785,-9.20396,1.7073,-5.20093,-2.93189,-7.29692,2.13166,3.64958,-4.41911,-3.98252,7.48743,-3.7484,-4.82714,-7.8165,8.97328,2.90828,2.16124,3.34298,-5.35514
-2.9786,-1.4629,-1.5419,4.03455,-3.5261,3.91967,-2.89896,4.12339,2.65382,-7.30859,4.42468,1.11934,9.06816,0.767225,4.38243,-3.08758,-0.751946,-5.65452,4.9437,-8.06392,-0.526091,-5.00315,2.42037,1.59374,1.20277,7.0983,-2.2566,-3.78741,-5.60407,-3.11515,-2.62049,6.12804,-6.55318,-3.63875,-1.6044,-1.60746,2.8312,-1.57423,4.51254,-5.6356,-2.15415,5.79955,-1.61634
-3.61557,-5.86405,-8.2366,5.86422,-9.47789,-2.89896,3.15465,-3.95244,-1.70268,7.3084,1.97237,8.29055,4.49389,9.95301,-4.26402,0.649722,5.6855,5.28607,2.58664,-2.51696,-1.98665,-9.09606,1.64296,1.24418,4.69377,-7.48502,-3.64771,5.85424,-8.84068,9.02067,3.2806,1.41676,1.96676,-8.43916,-2.00633,-4.56747,6.16852,-8.12243,-4.2003,-6.11615,-9.14872,-7.51563,1.60455
2.96071,0.517124,-9.85599,-1.36979,-4.82065,4.12339,-3.95244,7.35366,-7.56709,-0.462234,-6.75978,9.99975,5.57094,-6.63188,3.52169,-8.68204,-3.57412,7.84502,5.33045,-6.72783,2.30518,-9.97115,-5.29489,-8.21818,5.82579,6.24014,-9.13503,-1.49251,0.456479,-7.0737,-2.4695,-9.56093,3.81938,9.32229,-5.83636,-3.58475,5.54333,-2.36519,-8.40114,-5.9361,-7.96191,5.61131,-8.76084
-9.02284,-6.03258,-3.90786,-4.70782,-7.62407,2.65382,-1.70268,-7.56709,6.53277,7.07545,-0.60976,-3.98261,9.71758,-2.82513,5.07642,1.01623,6.47777,-2.52605,2.58058,-5.97044,1.82702,5.66431,-7.27763,4.37424,6.21816,-0.260927,0.110689,-0.0710669,-0.525864,9.68423,-4.95714,2.38378,-2.10776,-3.42115,4.2035,4.93591,6.97684,-2.65529,-9.44365,5.32972,0.742074,-8.88865,-8.15845
-8.84657,1.6682,7.05996,-8.08918,-9.8384,-7.30859,7.3084,-0.462234,7.07545,0.755708,6.43761,-2.45024,-6.13621,-1.94897,9.70043,1.75522,4.47754,-5.10537,-1.22359,8.88997,-2.45046,-9.42033,4.49006,-6.48105,3.18584,-2.23727,-0.0485826,-3.45616,7.69347,-1.33989,-2.72479,4.33149,-8.93436,-1.73988,-4.01237,-5.54272,-0.151285,9.58203,-9.83881,5.43332,-5.25198,-5.03307,-9.97373
