5.97462,1.13616,-3.74343,0.152798,5.67375,-0.613321,-6.30389,0.817568,0.0987408,3.58239,-1.90154,-9.68928,9.55333,-6.34658,-8.12196,-9.57789,6.13775,7.90885,-1.27993,2.85425,9.68549,-0.113322,4.00093,6.77913,1.62412,4.65861,-1.80509,-5.42769,-1.51887,5.59686,-9.94916,8.98915,-8.07787,0.680967,1.87361,-0.642373,3.04148,2.14931,-7.46931,-8.09417,0.715082,-8.4234,1.98848,8.82573,6.33807,3.00252,-1.24349,-3.77055,7.92009,-8.9898,-8.10382,-6.40715,-2.27828,-4.82913
1.13616,-4.62262,6.05092,8.90877,-8.72095,-4.46408,-7.97973,1.44513,6.49886,-6.23214,-3.41693,6.9367,-3.48956,-3.58949,5.26215,-8.6133,-3.07618,9.61391,0.330808,3.81926,-8.92117,-9.41304,-3.48771,-2.38604,4.92718,6.85878,-7.20597,-5.68822,-6.76961,-0.687746,-3.75962,-4.78348,7.3705,2.96295,8.57406,1.25726,1.75217,9.01637,-4.16373,-6.71771,6.28438,-0.331087,-3.4861,-9.10151,-4.60169,-2.81663,3.258,5.27339,-3.58614,-5.85837,6.82872,0.106945,-2.44228,9.55933
-3.74343,6.05092,0.465684,-9.6868,-7.30164,-3.4996,-9.51866,-4.70821,-5.78289,6.48928,1.95316,7.48089,7.20444,-1.65041,7.32993,3.37849,-8.58203,-4.16532,5.54453,-2.7118,5.32356,-8.4634,-0.284335,-3.65556,2.4806,9.33829,-8.84812,-9.17499,7.07328,-0.0171324,-1.5498,-3.51935,6.91201,-3.12265,-7.31706,-2.3688,-3.20227,-7.93028,5.0073,4.86084,2.55581,-2.87199,9.25485,-8.23683,6.17928,2.08355,1.98013,9.45732,-9.5593,1.85513,-4.95371,8.35454,-6.88956,-0.762402
0.152798,8.90877,-9.6868,-9.4028,7.21266,-1.74547,4.20528,7.22197,1.64863,4.89148,5.84195,-4.36392,-5.77572,6.88405,7.18869,-5.64793,1.97368,4.77479,5.64269,7.50062,-8.73619,-1.06201,7.45709,-8.22898,-0.121078,4.81618,-6.30088,-7.24402,-6.93357,-4.7186,1.81054,-3.08145,8.91295,-5.88093,-8.01311,-7.64577,3.1018,-7.38254,0.657864,6.88945,-5.5654,5.77497,-1.83257,2.48256,5.48355,-0.655485,4.89535,8.76831,8.1723,-7.56589,-5.48146,-1.37681,-2.64571,3.05753
5.67375,-8.72095,-7.30164,7.21266,5.33034,9.63575,1.71783,6.58553,-8.34757,8.03641,-9.59985,1.44566,-7.81113,6.28342,0.907309,6.55317,-7.37682,5.03773,-4.93904,-9.13391,-3.01151,7.64078,-6.68848,9.84786,-2.88469,5.66758,-7.18156,-2.18451,-8.24605,9.76448,6.11179,-5.20655,5.98546,-2.64054,3.94445,1.5285,-3.49121,-3.88301,6.81329,1.67573,-0.366428,-6.21065,0.861554,4.03917,5.64592,8.08088,-2.827,9.97979,9.45295,2.16101,6.98312,1.26052,-7.62167,6.73781
-0.613321,-4.46408,-3.4996,-1.74547,9.63575,9.6443,0.90108,-2.45108,-1.65257,-3.80859,4.02089,1.47417,9.74608,0.76222,-1.49675,-3.45982,-1.43479,-7.62947,-2.93814,8.13594,2.01115,8.3128,-7.8898,-7.0041,-4.17239,5.65056,-4.06101,6.38832,9.72861,8.72646,-1.91305,2.64841,4.19654,2.29313,-7.43013,-1.33419,0.654164,6.82683,-8.59059,2.97997,-1.38826,-6.3683,-3.00373,5.64723,-7.64132,5.04109,-6.60055,-7.68661,-7.99437,6.44048,-1.8744,-2.19822,-6.94899,-5.62338
-6.30389,-7.97973,-9.51866,4.20528,1.71783,0.90108,7.78179,-8.74469,-7.38763,1.30911,9.67317,-8.98308,1.61346,-9.05111,4.28323,-6.64817,-1.97263,-3.67426,3.68738,-6.88564,6.85892,-1.43896,-9.58869,-6.78987,1.47446,-9.87495,-4.81061,-7.78097,7.98118,-3.03278,-0.582848,-3.08935,-8.20893,1.20266,3.69214,7.23657,-7.30657,0.311294,-4.86782,-5.3428,-4.70752,-7.67674,-7.78928,-8.11454,2.62608,-4.12214,-1.25237,5.94582,-7.09047,9.2936,7.10812,-3.58106,-7.42551,-9.12705
0.817568,1.44513,-4.70821,7.22197,6.58553,-2.45108,-8.74469,-7.50785,-6.06128,-3.3094,-2.79058,-0.0105586,3.29177,-2.24408,6.74292,-5.52201,-9.51264,3.94022,7.51284,-9.39899,5.84324,-7.53501,0.185884,-3.44214,-9.30702,-2.56559,-6.63718,-8.47355,-8.15525,-9.40631,-7.12603,-1.51854,-2.47163,1.54763,3.86966,5.09661,0.23826,1.47495,-1.56899,-1.27379,-4.20934,2.66109,3.58039,-8.06794,1.93263,2.11539,-3.49548,-3.32749,7.73808,3.78108,-7.14216,8.65496,-3.10842,-8.57058
0.0987408,6.49886,-5.78289,1.64863,-8.34757,-1.65257,-7.38763,-6.06128,-0.938716,0.826658,5.4764,-7.20969,3.33865,-2.77659,3.39077,9.81915,-3.6114,4.86696,-6.08821,8.41199,-3.61302,2.63661,9.75118,-9.23883,-1.785,-4.06542,-4.06636,-8.4146,7.06521,3.97486,-9.99685,4.60387,5.90274,-0.918204,-4.58451,0.00120887,0.144528,-6.88565,7.54381,9.42229,-9.7045,5.10453,2.12269,-5.28518,5.46511,2.54568,7.29053,-0.75892,-2.90301,-5.19833,-4.39121,-1.4869,-8.21516,-6.51307
3.58239,-6.23214,6.48928,4.89148,8.03641,-3.80859,1.30911,-3.3094,0.826658,1.94683,-3.166,2.16586,-6.07537,-7.7973,8.25919,-7.97684,4.74763,-9.26767,7.41113,0.988247,8.52078,1.75466,9.90117,5.70443,-2.53533,-4.16185,5.63239,-4.68501,-7.12324,-0.53,9.29188,3.49051,6.10671,2.30697,-0.279297,-0.374242,-0.98726,1.9783,-9.43538,5.78679,3.10292,6.41177,8.94921,3.74471,-9.02552,1.84085,1.94157,1.31908,7.63282,7.09319,5.35677,-2.7529,6.83736,1.95268
-1.90154,-3.41693,1.95316,5.84195,-9.59985,4.02089,9.67317,-2.79058,5.4764,-3.166,-4.73412,1.82524,-6.50468,1.99695,-4.97169,-2.13503,8.62235,7.04166,7.24192,8.8555,4.76836,-2.53023,-4.91764,7.81111,3.14278,-7.56576,2.18033,-2.94432,1.71283,-9.331,-5.88509,6.8914,1.17617,5.29766,-1.70024,-3.41465,-3.99211,-0.626191,-7.02352,-9.77043,7.51086,9.31755,6.22244,2.08147,-5.25091,-0.748962,-6.14378,7.34463,-4.19989,1.38744,-8.06569,-6.43803,6.43612,-3.93597
-9.68928,6.9367,7.48089,-4.36392,1.44566,1.47417,-8.98308,-0.0105586,-7.20969,2.16586,1.82524,1.71902,9.80083,-2.86843,7.84159,5.80814,8.01028,3.41929,-4.82511,2.11879,-7.03414,3.50171,9.95259,4.63047,5.92429,6.55504,-3.45414,-4.92263,-7.25586,6.8609,2.40169,-0.606253,7.14757,-0.492842,4.94907,2.89107,1.28263,-4.71491,-5.6975,-3.68886,-7.62538,-3.57494,-2.25983,9.61899,9.51396,9.72876,2.09913,-3.47516,-0.863864,0.758637,-3.02223,5.15208,-5.08866,-5.78248
9.55333,-3.48956,7.20444,-5.77572,-7.81113,9.74608,1.61346,3.29177,3.33865,-6.07537,-6.50468,9.80083,-8.18836,-9.1319,-8.74554,1.00461,-0.142837,-1.89786,9.56086,-1.32051,-4.45319,-7.50918,-1.23314,3.05526,-0.621837,-9.07182,-8.956,-6.32078,-7.30878,5.31361,1.41929,-4.21818,-1.8806,4.17848,9.46548,-9.68996,2.96252,-2.04647,-2.85497,6.44379,-1.37298,-5.35765,4.52121,0.819738,-2.3059,8.57744,0.12749,-9.79953,1.82863,-7.42347,-5.82798,-4.61497,-9.1835,-9.98836
-6.34658,-3.58949,-1.65041,6.88405,6.28342,0.76222,-9.05111,-2.24408,-2.77659,-7.7973,1.99695,-2.86843,-9.1319,-0.615453,-8.21101,-2.93203,-1.55861,2.51017,-9.48562,-6.25398,6.0164,9.23415,-6.98122,-1.4317,1.83504,6.34419,2.76132,-9.29541,1.96825,1.55463,5.21947,-8.24747,6.98317,1.59563,9.05013,-7.37815,-2.64221,4.73634,0.0191945,-8.01524,-9.86266,-2.33158,-3.78328,6.17073,-2.36733,8.44797,7.15189,-2.02186,-8.07725,-2.58685,9.00368,-6.97166,-2.46961,6.94597
-8.12196,5.26215,7.32993,7.18869,0.907309,-1.49675,4.28323,6.74292,3.39077,8.25919,-4.97169,7.84159,-8.74554,-8.21101,-8.23444,-2.71353,3.80561,9.97927,-9.49227,-6.68401,0.0862616,-6.80061,9.3559,6.35477,-7.46079,-8.13551,-6.98492,1.54073,-4.54515,5.68835,5.91789,2.89161,-7.66396,-3.67196,1.53181,-3.20965,-6.30443,0.699216,3.12152,7.54116,-6.19445,-8.74122,6.48033,6.13094,0.15339,-3.9122,8.68788,-0.589263,-2.66112,9.35927,7.81793,8.55201,1.35281,2.96923
-9.57789,-8.6133,3.37849,-5.64793,6.55317,-3.45982,-6.64817,-5.52201,9.81915,-7.97684,-2.13503,5.80814,1.00461,-2.93203,-2.71353,1.6294,-0.5066,0.336038,-7.85126,-2.93973,4.29553,-8.45927,2.29168,-4.69716,-5.9232,-5.08566,4.13768,6.54685,-7.12277,7.25622,-0.805937,6.97908,4.13679,9.67189,-7.477,-1.61247,4.3031,-3.41638,8.08424,4.1417,7.12547,-4.15852,-5.66251,2.66041,3.22759,6.98629,8.33157,4.78932,-4.47271,8.77378,9.01435,8.46731,2.98243,-5.74457
6.13775,-3.07618,-8.58203,1.97368,-7.37682,-1.43479,-1.97263,-9.51264,-3.6114,4.74763,8.62235,8.01028,-0.142837,-1.55861,3.80561,-0.5066,-3.12472,3.03831,1.2527,4.80009,-8.10306,-2.93625,-0.845168,3.03569,-3.21146,-1.25637,-1.20421,3.59659,-9.6683,2.80907,2.40793,3.63564,-6.07299,8.18153,-6.26311,2.13082,-4.18086,6.63406,-6.07219,1.98396,-9.60843,-7.17037,-3.05627,7.3309,6.95521,4.6022,4.33101,-8.37837,5.70838,-4.12958,0.0976218,1.53302,8.61527,-1.82165
