1.93675,0.324688,-0.79358,-8.58204,5.16516,-7.63585,5.48943,8.49817,-5.99509,6.08843,3.85105,-0.311927,-2.83669,-4.54452,-8.14856,-4.26125,6.6552,-5.37524,-9.27546,-8.07023,-6.84474,-3.94053,7.37282,-6.92487,-7.37095,8.55291,-3.10726,8.58142,-0.330204,-2.27337,2.95532,5.44471,-1.91898,4.70361,4.02701,0.40349,-6.3193,0.679343,-2.84985,-8.96245,7.52749,-2.61266,9.28306,8.61071,-7.38422,-0.829299,1.82773,-2.7632,6.40774,4.61241,-6.57951,2.33727,3.37101,-4.69697,-6.61123,4.07555,9.41213,-9.11039,6.40349,-8.93469,-7.35576,-8.49288,2.3548,4.31532,-8.34308,-1.6993,1.57909,-8.67301,-0.271653,3.24662,-4.70919
0.324688,-4.73096,0.493586,-5.55946,2.41907,9.50263,4.75204,6.93764,-7.23306,8.69748,-2.2389,4.50942,3.16209,4.52512,-6.26609,5.08816,-7.54068,-9.20214,5.12476,6.87407,2.00186,0.772489,0.373194,-2.95864,-6.57801,5.91782,3.28279,-3.66025,-8.69616,-2.38125,0.853388,-8.96807,7.49985,-9.51694,4.678,5.28363,-2.86087,9.64548,5.22956,8.29735,6.94076,-9.5665,5.60653,5.20228,3.98213,-2.45872,-9.2352,8.51159,4.89245,1.88342,-1.51033,7.75956,-5.24566,2.34912,1.29484,-3.1645,-2.08728,-1.71664,6.6698,-8.06548,-9.02754,8.28372,-3.17317,-7.13307,3.98187,-6.37159,-5.67926,9.39092,-2.95686,-4.69007,1.22353
-0.79358,0.493586,5.51078,-8.13846,-9.41376,-2.11563,-5.5584,2.62562,7.70963,3.69244,-8.79118,-4.03269,9.46489,-6.30477,-1.39925,-8.0562,8.59717,-8.56708,6.88749,-1.72538,6.90405,2.97354,4.29152,-0.249749,-0.407215,-9.07151,-9.44949,-9.09271,-5.44571,-2.905,-3.74736,6.90699,6.03538,-7.16738,-3.75042,-4.29565,-6.09549,3.77405,-7.38437,-0.213991,-3.20601,-9.17101,-7.85602,-7.74614,3.72371,-4.27057,8.9515,-9.27857,2.18958,-5.60479,-8.40322,9.27707,6.77457,4.67779,0.896598,-9.6429,-8.03935,6.85374,-7.5852,-2.8973,-7.43721,7.03126,-5.36756,-6.40603,9.62118,-8.96966,3.23316,-7.8495,1.61784,-1.9485,2.20995
-8.58204,-5.55946,-8.13846,3.71908,-6.90449,-3.37475,-1.50061,-0.712271,8.50522,-0.291064,-8.33757,3.69722,7.8249,5.374,1.76579,-1.08421,-8.63859,-6.91453,6.99871,-5.9826,-6.68739,-3.51571,7.19696,-3.38587,9.82264,5.29708,-6.61293,9.22068,-3.1192,-4.72499,9.24134,8.76134,1.76542,-5.95152,3.59677,-5.70976,3.49547,5.64631,-8.61243,-9.28898,5.91744,-2.70541,-4.30821,-5.28317,-4.4972,7.65763,9.75667,-3.23999,-6.04638,-7.15064,5.73241,-8.51236,-6.69328,9.1554,8.84114,2.82479,-7.23985,-6.48174,0.821102,3.64863,-7.05856,-2.15493,0.0062169,2.78902,-4.22213,-0.619879,0.103595,6.964,-0.559449,9.79778,-5.61018
5.16516,2.41907,-9.41376,-6.90449,7.46577,-3.88134,1.88392,9.68278,-9.092,-0.215428,-4.36383,9.32954,-6.86601,7.3165,-7.84943,4.0812,5.24947,1.62888,6.44709,-6.66481,-6.31036,-5.93296,-0.658236,1.27719,-3.18926,9.14787,0.529095,1.06656,-3.863,3.75931,-1.25368,0.136248,-8.9831,-3.61679,5.68856,5.63381,9.25091,9.44592,0.729236,-6.44085,7.30142,1.50181,7.86768,-1.84133,5.87858,8.65274,4.59697,2.20729,7.10637,4.29825,-3.13787,-6.84864,-7.05714,-9.28906,-2.05072,9.8181,-8.1207,-6.10954,6.24093,-5.4178,-8.71575,5.09695,4.26413,-6.39361,-7.13757,3.19516,5.99142,3.85773,-4.33892,6.09465,-6.83556
-7.63585,9.50263,-2.11563,-3.37475,-3.88134,-5.70308,8.82293,-2.44807,2.52636,-4.42136,-7.45575,-0.0180795,5.72211,3.71951,-6.15166,-7.25265,-4.69713,-3.45584,-0.898813,-8.83211,-8.29532,-5.05845,-9.39513,-2.61677,-1.93645,8.78118,-7.78269,8.97787,-8.01072,6.80626,-2.20307,9.59897,-2.06434,-6.58847,8.47899,-5.68351,-4.04516,-9.24377,6.32154,-5.59307,-4.05876,-6.68529,0.420027,7.28646,-9.98819,-8.19731,7.26244,3.40708,-9.70313,-6.42444,-1.17826,-2.61587,7.58159,3.86914,4.98233,-3.89418,-0.437895,8.87025,5.60242,-7.98736,-9.69733,-2.29458,6.73897,5.29486,3.8384,5.37217,4.48636,9.15293,4.84894,4.09788,6.79899
5.48943,4.75204,-5.5584,-1.50061,1.88392,8.82293,-9.95698,-6.84901,-8.47733,7.36972,-6.22994,4.23747,-2.27347,-1.61415,-1.05367,1.74813,0.342847,9.85997,1.67301,3.84485,6.8793,-6.20542,4.93674,-6.1666,5.12471,-7.24395,-2.60334,6.71063,8.71095,3.55095,3.45133,0.606377,-8.98332,-7.65558,-8.61537,-6.85941,-3.3917,-9.50888,0.0309714,-0.14752,4.30805,1.56456,-6.72088,-1.46704,1.90655,1.60015,6.5799,-2.52491,8.96099,4.70911,8.10773,-9.28033,3.88884,3.28237,-1.94188,6.44296,2.69846,6.38153,-9.92779,9.78699,-4.10442,5.3874,-5.6731,-6.35092,-7.79448,-5.07625,-3.71611,9.97854,9.65948,3.95904,8.17705
8.49817,6.93764,2.62562,-0.712271,9.68278,-2.44807,-6.84901,2.23538,9.54289,4.41882,0.293936,-2.41279,-9.94256,6.84331,-8.43628,-7.69984,9.71172,6.78026,7.66399,-4.20456,8.42194,-6.85841,-5.4775,-7.00596,-2.47644,7.83658,7.89365,-1.51701,2.56468,-6.42576,-1.31465,-6.7051,-8.3578,2.38981,9.75042,9.07061,-0.470124,8.32561,8.25671,4.26126,8.91082,-8.32029,6.43764,1.254,-4.24917,-4.95679,-8.06502,-8.0443,1.87268,4.86396,6.81994,-6.12616,-6.77669,8.47443,-1.61578,9.85127,-8.26061,3.46814,-7.40146,5.36108,-8.3222,9.99358,-3.49832,-6.7299,-3.549,-9.05299,-8.53136,-6.84808,4.12459,-6.56812,-0.0392742
-5.99509,-7.23306,7.70963,8.50522,-9.092,2.52636,-8.47733,9.54289,1.39996,-8.63385,7.97723,1.27008,5.04332,5.37967,-7.98495,2.14878,9.9291,9.26385,9.15965,3.90655,2.69893,-5.56227,9.75005,-1.51854,-8.54655,4.27593,8.29575,7.80962,-8.3627,-7.51256,6.5189,0.222169,-4.58876,5.49069,-2.85452,-5.32822,4.98279,-8.21608,5.10091,-4.42647,-2.23106,8.62732,-1.01554,-0.907644,-1.19913,-8.61607,3.79453,-9.46854,2.62645,6.92418,-5.79485,-7.33993,-2.18422,8.48664,8.26952,0.434723,-7.87567,0.606534,5.79638,6.19555,4.5283,5.44891,7.68078,7.02031,-6.1923,7.82457,-0.648457,-9.4272,2.25737,1.84372,5.13832
6.08843,8.69748,3.69244,-0.291064,-0.215428,-4.42136,7.36972,4.41882,-8.63385,1.10769,-0.569326,4.22163,-3.26769,-5.71977,-8.34442,-2.97696,-9.03261,9.04647,-5.24803,5.63982,-3.65378,-6.29751,0.972918,-2.26568,-0.467354,7.25397,6.56328,7.11869,-3.68566,6.14456,4.34653,9.34796,1.88528,1.85545,-4.01669,-9.98616,-2.04524,1.62833,-3.2122,-9.08599,7.5285,-9.12491,-0.910435,-8.83019,9.53085,-7.29382,-1.22615,-8.39413,-6.3206,1.25034,7.36314,2.44889,9.30391,7.75067,-7.7593,-3.17365,4.42761,-3.29068,-6.22052,-6.34921,5.14739,8.80962,-3.70972,2.055,3.52919,-1.20561,5.09449,1.63258,7.14024,7.75349,-9.66086
