-7.57533,-6.54782,-5.51417,-1.76057,7.06597,2.72747,6.7191,9.39186,0.0278083,-5.08399,-8.90424,8.01133,2.63247,-5.28287,7.45954,-1.44884,5.86037,-7.60931,-6.61902,3.16971,9.54424,0.271996,-0.426114,-9.23465,-2.30336,-2.26722,-5.67088,-9.588,1.38652,-9.37181,2.49654,-2.58854,-8.25679,-3.79892,1.22505,-1.68471,-7.44802,-7.52787,0.540368,-0.049825,9.35658,5.31248,-1.21789,7.11554,4.4179,2.31883,-7.54469,-1.5875,2.09884,4.01668,-1.59646,9.0297,-1.15705,0.483792,-0.00647035,7.80466,-5.79161,-6.80223,-0.255802,-3.56105,2.51766,-6.25525,1.14683,-3.00804,-2.34576,-4.30289,2.12318,-1.1274,-5.05168,9.1866,-1.84993,-1.90829,-4.37048,-1.10876,-5.74233,5.57412,-3.3479,1.10464,5.5521,-4.87234,9.18376,2.53255,0.735994,-5.09857,2.21576,-2.74025,-4.39674,6.1574,-7.18956,-6.25436,7.13196,6.58475,9.02004,3.17653,-0.476938
-6.54782,-0.436664,-0.395082,5.65499,6.84258,-5.28636,5.2477,2.65684,-7.88703,3.64669,5.93507,8.82969,9.05759,9.76745,0.408917,8.7625,9.15186,2.07678,-0.710919,8.29873,-7.33803,-8.60454,-4.9669,4.35984,-3.02886,3.3335,-9.59236,4.09303,8.62911,-0.257191,7.51262,1.51991,-6.85569,6.38059,5.33497,-1.18389,9.82693,6.4487,5.59908,0.593778,1.1125,9.347,-6.25584,3.73675,4.28696,7.29048,-9.15161,4.80229,1.58976,-9.43982,-8.45554,-9.32318,9.99489,-3.694,-6.28953,7.32464,-8.05596,-4.03215,7.66808,-0.23388,9.19827,-6.74931,-4.38878,-6.76907,-7.41044,-4.60469,6.97929,-4.81077,2.481,9.17464,-0.796888,0.174906,-9.89041,4.67151,3.64387,-6.31919,-2.22483,-1.90674,7.20311,8.59347,9.98245,-5.38085,0.528922,-4.26811,-2.75651,9.82915,-5.74905,-1.06271,-7.11764,-7.80613,1.66074,-1.82747,-8.51162,-2.1282,-6.87777
-5.51417,-0.395082,6.29739,-6.0994,0.428341,3.45544,-6.18943,0.0365681,-1.13192,-4.54293,-2.4178,9.025,5.6291,4.669,9.03962,4.07623,1.11991,0.587474,8.3131,-8.75145,-2.1372,5.27467,-3.01716,2.76319,8.62486,8.87131,8.90012,-5.31026,7.17331,-5.19527,4.75853,-1.51677,4.57723,7.71481,9.03004,1.21288,-5.051,-8.92475,5.20766,9.15096,4.97974,4.27299,-1.78799,2.72516,-5.94803,-6.99177,2.0955,3.35964,-6.13172,4.71637,4.63459,3.653,-6.93282,9.46495,-9.22237,7.31607,-4.23712,-7.95445,-5.31506,-6.46467,7.7272,1.8339,9.58295,0.520276,4.98368,4.04106,-8.84464,4.4868,8.73448,-2.47273,9.27459,-1.98887,8.43256,2.55773,-7.02823,0.366687,5.77544,7.54599,-5.84869,-3.40627,2.1385,8.77805,2.01604,-2.8283,-7.35687,2.57174,2.50683,3.3957,-7.01672,9.72913,8.37868,3.99771,-6.1793,-0.918383,-5.90682
-1.76057,5.65499,-6.0994,5.39454,-4.16281,0.877495,-6.53618,0.875134,1.48366,-1.58226,9.32578,-3.22503,3.32625,8.35384,-3.12965,0.0773523,-5.4361,-2.63361,5.06517,-1.82082,9.23514,2.33235,-4.30941,9.44633,-2.7182,-1.38902,1.30236,8.66829,8.87409,-5.69234,-9.92505,1.99361,-8.05373,-9.44267,-5.4219,-9.88063,-4.36328,-9.29662,7.17431,2.49468,6.96633,4.67327,3.43654,-2.53412,1.89829,3.55847,4.58513,5.97684,3.7136,1.37081,5.46661,2.32332,-5.35598,-0.212642,-1.51108,-2.65301,-7.7503,9.51413,-4.00459,-4.94402,-4.22508,7.58964,-7.95803,8.12159,-4.25533,-0.783351,-0.177372,7.70163,9.72066,-0.652855,-1.9222,2.46895,-6.47901,-7.11606,6.18757,4.81416,-4.97936,2.07425,6.73017,-6.77711,0.912418,-3.88146,4.71305,-0.980496,0.394973,5.37074,-8.98223,-9.63281,6.88602,6.01488,-6.64186,-0.0766477,1.9077,-6.93752,4.47242
7.06597,6.84258,0.428341,-4.16281,8.86563,-7.72351,7.58231,3.61303,-7.99538,-1.07691,-4.04433,7.79812,3.15869,-4.74657,7.99184,9.41792,-6.10758,-0.456237,-8.86681,-6.48711,0.499756,5.4288,0.457958,-5.50138,8.61234,4.92792,0.690019,5.2803,-8.88913,-7.04672,-4.46243,-7.40468,6.79659,6.21292,-0.437208,4.52209,1.33825,-5.44999,-2.56151,-8.37672,-5.29864,9.88372,-6.31251,-0.499716,4.92632,2.41045,4.06732,-5.96454,9.92942,-9.4051,1.0454,-4.16116,-7.77096,-6.76239,-5.92039,-9.54535,5.10301,-4.23483,7.27264,-9.69706,-8.36517,-5.91737,9.73306,-4.59333,-5.26135,8.81513,-8.65503,-6.68497,8.37448,-2.44863,-9.37356,5.97927,-6.29572,-8.19421,2.26516,-8.25218,-5.66157,-4.61962,3.26182,-2.98389,-5.08258,0.557354,-0.521005,4.9688,1.82109,4.23977,-6.01851,-7.51938,8.98676,-9.89463,-2.746,7.38274,7.33513,5.91117,3.52858
2.72747,-5.28636,3.45544,0.877495,-7.72351,-9.43547,-4.03095,9.00605,7.66751,3.12192,2.00618,-3.49081,6.69976,-2.73507,-7.39235,-8.59075,-5.46068,-9.34689,8.70211,-0.286956,1.88095,-9.05083,0.48105,-1.68103,-3.8592,-5.98088,-2.36288,4.39855,4.8365,4.07682,8.49665,-1.66384,0.0727617,-7.85607,-0.576373,6.79921,-4.92624,5.83295,-9.70673,5.95377,7.68991,2.48175,2.69912,-5.07609,-1.26042,6.01787,5.97908,-3.93007,3.05891,2.87372,-2.28019,8.92693,-8.60318,-7.16751,-9.97428,-1.25034,-3.39877,-1.98664,-7.3849,-6.26001,2.97305,-8.21616,4.43675,-5.99473,-9.77875,6.51724,6.95247,3.68963,-7.44121,1.39047,8.81395,5.18555,2.0442,5.32811,-2.96844,7.59979,6.35174,5.7655,8.88138,-1.46169,-9.55384,3.80188,0.0423681,-2.38974,7.07135,2.78495,1.24708,0.961151,9.72713,8.22969,5.7298,4.41648,-9.84718,8.08753,-8.24593
6.7191,5.2477,-6.18943,-6.53618,7.58231,-4.03095,-2.22702,2.75186,1.52693,1.02122,-8.68703,-6.12538,4.18152,-7.10241,-9.03402,-3.69154,6.87944,-2.15081,-0.8056,-1.98326,4.95302,-1.02313,-1.88704,-0.679791,9.90693,-8.21661,-3.00425,-1.50231,-5.14998,-6.50026,4.09808,-7.8418,-3.09736,-4.42485,-5.3996,-7.88664,3.8955,-5.47717,8.2764,9.22764,-1.98133,8.93997,1.50814,-2.4965,1.22925,-0.947364,-8.63229,8.91244,4.95595,3.85524,6.62715,-5.46201,-8.22389,1.90291,-4.50251,4.47691,-0.246101,4.32258,6.46671,-0.984119,9.65812,-4.39894,3.18667,-6.74289,1.16437,9.37715,1.79758,2.9426,-4.01647,-2.79443,4.03692,7.52377,-9.82107,1.85997,5.98198,-9.34998,2.50823,-3.02675,5.23594,-1.06993,-3.39097,7.15748,0.444918,-2.42692,0.618537,9.75601,-9.536,2.86074,-7.80895,-5.76002,1.47874,0.749392,-2.67728,3.97451,8.61464
9.39186,2.65684,0.0365681,0.875134,3.61303,9.00605,2.75186,2.92271,5.5131,9.0974,1.81978,6.26587,-0.586715,-0.0221277,-8.58433,2.18016,1.4237,-7.02478,4.76531,2.46787,-2.7977,8.23593,-9.95537,-9.40478,9.76054,-9.10272,3.74838,-2.01496,1.13318,8.1796,-1.18789,-6.55867,3.20441,-5.53805,7.50386,5.74886,7.55508,7.98285,6.9705,2.42236,-3.64384,2.53657,9.93316,8.97446,4.76608,4.51073,-9.26919,-4.95056,5.09152,1.39516,-0.823168,-9.67586,-5.30779,4.5479,7.69039,0.294277,4.32758,2.45559,-0.539644,-4.2286,-5.55923,6.61626,3.92728,1.35846,9.17977,9.58625,-4.00086,-1.41323,-3.41827,-2.31805,9.01612,-8.00705,-8.92089,-0.838558,-4.87468,7.59249,4.28942,-8.58506,-8.35457,4.91494,-7.44675,6.413,-5.3681,9.93684,-6.86945,-2.46372,-1.64053,-4.58545,-7.20526,-4.96324,-4.77114,4.2304,-9.64846,5.2481,9.6843
0.0278083,-7.88703,-1.13192,1.48366,-7.99538,7.66751,1.52693,5.5131,-1.99819,5.24549,4.64837,-9.69975,2.02318,2.64987,5.57639,-6.08022,5.25091,4.691,3.85522,0.525485,3.13317,7.08927,-9.94624,9.14637,-8.46168,9.80349,9.96093,1.97676,6.66865,-3.27344,1.40052,1.69426,5.30639,-1.52237,5.29839,-6.07094,5.84947,-3.74017,-9.8792,-2.8153,-7.04968,-9.97927,2.50862,-3.42282,1.23848,1.68697,5.65244,5.3729,-3.03183,9.6469,0.0378267,-1.129,4.95358,5.40643,7.36886,-1.6113,-6.73658,-0.352131,-9.04899,-2.0925,-8.17914,-9.92744,8.88585,3.13166,-0.385565,7.47192,5.41634,1.99057,-5.23838,-8.84839,-3.72565,4.14608,0.0508151,9.69911,-1.17017,-3.24852,5.5249,7.02459,3.19087,9.64445,-2.33827,-1.53457,5.67541,0.50077,-8.41196,6.8333,-1.92916,-5.61535,9.46315,6.0599,9.52954,4.31131,9.73035,6.67085,-5.62278
-5.08399,3.64669,-4.54293,-1.58226,-1.07691,3.12192,1.02122,9.0974,5.24549,8.51249,4.12837,-7.87547,2.30158,-1.57257,-0.170285,-4.8503,6.96721,-7.83246,6.46869,2.37859,-3.13443,-6.50883,8.67009,-6.14784,3.73398,3.10437,0.184278,-8.2315,2.0825,5.29032,-1.52758,4.48819,1.1559,8.92401,6.09803,-0.473134,-6.39466,-0.683568,0.0728372,-2.63514,-8.60786,-5.67522,2.28255,-7.28119,0.0932512,0.133123,4.29387,-0.0569568,-8.72813,-8.61457,0.534194,5.71789,-9.06707,-8.91645,3.81516,-8.43388,4.32006,-4.38107,5.31244,-6.37791,-4.69324,9.49936,6.37005,7.89665,-4.53223,8.97783,2.36228,-7.69146,8.50334,7.51164,8.18218,-1.11075,-0.0259629,-3.12261,-7.05201,-4.41879,-2.95414,2.71917,9.31053,7.17622,-9.24092,-6.47607,-8.97078,8.8127,-6.2652,-7.59261,-3.21272,-8.33352,-9.67805,0.825047,-4.28015,-3.56735,-3.37029,-3.90685,-3.18019
