-0.537603,2.51725,-9.78245,-8.07967,-1.10055,4.45061,5.09391,6.58934,7.84406,6.28143,-2.20909,0.633726,-3.71281,6.8745,-3.31644,4.66908,1.26275,4.96549,6.83916,5.23269,-7.28766,0.209315,7.12721,-1.53744,1.6509,0.73568,-8.20097,2.69016,9.6218,-4.58008,6.64593,-0.721338,8.87858,-2.62872,8.50944,0.747681,-6.45284,0.401133,-6.06248,3.29141,-9.47627,2.8969,2.88831,-5.7431,-1.42373,-4.94467,-3.73517,7.69486,0.000772009,-2.95189,-4.87489,-2.39859,1.31225,0.907125,-1.38412,-0.768479,7.3056,-6.72099,-8.50204,-5.46276,-4.61304,-3.32563,7.20646,0.661614,2.3585,-5.24081,-6.18461,4.93058,4.34901,-3.27314,1.80362,-5.89888,-6.64383,-9.94999,2.63654
2.51725,6.55992,-8.74232,-8.29199,4.25396,-6.5905,-2.60743,-8.22702,2.46677,-5.87129,-7.70527,9.02103,8.87264,1.77499,3.3024,-9.48005,8.79431,-6.18376,4.06298,-2.42332,-0.980698,-5.36078,-6.28669,3.35738,-4.0432,8.23522,4.87907,-7.57335,0.191008,0.898002,-8.74657,-6.5675,-1.18787,7.41431,0.707988,-4.47753,-3.91809,1.2436,6.44119,5.14847,-5.74127,4.84826,9.78211,4.46649,-0.462392,-0.330499,9.13939,-6.89318,-9.94125,-8.12211,4.28987,-9.03088,-2.21751,8.11393,5.32642,-6.65675,-8.5652,-9.65769,0.108631,-8.69175,-7.99039,0.168547,-7.66641,-7.84877,5.39003,-9.74522,-2.07123,1.3285,6.18229,-1.70101,-5.24157,-1.07142,6.62387,0.286356,4.68075
-9.78245,-8.74232,-4.84421,-1.46367,-5.61957,-6.48104,-2.62514,-6.36503,7.74272,4.05682,3.50652,1.87652,1.70772,-2.75553,9.96274,-6.39852,3.10393,9.83637,4.9912,-6.45536,-2.68207,5.97445,-4.23142,3.18174,-0.354797,-4.564,-0.50356,-5.88294,5.45082,1.93673,0.439746,-6.01438,-9.92811,-4.8088,4.73236,-1.44086,3.14888,8.53021,0.373356,5.34858,2.72143,7.90559,-6.38639,-7.13239,-9.76742,-2.18161,-1.11943,-2.99464,9.41538,-4.18268,7.53421,1.74908,5.19369,-8.68427,-7.50114,9.97314,-1.45159,-7.27462,-9.45777,-5.10302,5.5915,0.0568758,-7.53602,-2.70038,8.59977,-4.06491,1.8012,-6.32132,6.74865,1.6641,8.97754,-1.32287,-0.809164,-1.04323,9.21562
-8.07967,-8.29199,-1.46367,-7.55857,-1.97839,9.2866,4.9235,4.16948,-9.49468,-7.83463,9.51118,0.274149,-7.86103,-4.65924,9.28405,-6.233,-9.0968,7.85704,4.56908,-7.73542,-4.31513,-7.08446,5.96744,-1.63315,4.48623,1.51059,-3.20007,9.50351,1.81175,-4.58231,5.14647,1.48252,1.16428,-3.03293,3.41064,-1.86564,9.29743,4.56128,5.6017,3.24171,-9.7095,-5.64527,-9.41044,-1.83673,-0.0238757,5.09072,1.4685,-4.10633,9.55982,9.15316,-9.39126,8.26292,-6.67823,9.50067,2.73113,3.16623,-9.83164,-1.52564,8.93378,2.16288,-0.808852,-5.65546,-9.2662,-4.75672,8.35027,3.17264,5.58306,-7.35102,-3.346,-6.0618,3.48147,6.78756,6.38144,8.18835,-3.70922
-1.10055,4.25396,-5.61957,-1.97839,-7.0267,1.08352,6.19034,-3.23171,-1.0052,5.22406,-8.74398,-0.195493,0.329007,-6.19583,-6.62776,-3.62603,-4.61198,1.276,8.11424,-2.83151,8.86477,4.1446,9.73789,0.927478,-3.83265,3.57765,-9.12146,-6.23638,-2.16457,-4.37103,7.09747,-9.45877,9.1866,-3.85938,-2.86161,-7.98877,-4.44326,-3.82108,7.39186,-1.72541,-4.68112,-3.04914,0.99622,-6.4436,-3.969,-7.85666,6.5479,1.11106,-8.45161,2.9302,6.36025,7.95352,-5.74188,3.06315,-0.882845,1.67023,8.2139,-5.70259,-5.71128,5.70168,0.399183,-5.35908,-4.86278,1.46744,3.26362,-7.79805,6.91336,4.18706,8.15486,2.17154,-8.19351,8.04223,-9.8061,-9.74613,-3.82656
4.45061,-6.5905,-6.48104,9.2866,1.08352,-3.06478,1.03179,-2.61494,-5.7178,0.125239,0.242736,3.99468,-7.42871,1.3108,7.01086,-0.201061,8.00896,-2.7802,0.259375,-5.68956,0.985542,-2.61939,5.77939,0.810511,6.14333,-7.80468,5.74319,0.663174,-1.97624,-9.18967,7.65312,0.20373,1.53162,-6.80893,-3.87677,7.67864,8.55836,-9.35301,1.76281,3.57993,-3.99852,-5.82471,-0.763369,-5.58752,3.23565,8.46837,-9.52668,-5.8577,-4.85801,7.51746,-3.95313,2.45075,-2.57793,7.85317,-2.76904,-9.83397,-5.19155,8.13241,-8.20578,-3.5962,-0.194393,4.76952,4.38569,2.39159,0.596691,5.61699,-9.50835,3.81381,-2.69303,-5.31188,-7.73058,-3.68772,-8.48123,-1.4822,-4.59425
5.09391,-2.60743,-2.62514,4.9235,6.19034,1.03179,-1.51204,-4.96625,0.73923,-7.85157,6.0095,6.08923,6.50575,-1.57099,-8.51146,-0.977724,6.73935,-4.21,3.1696,-7.76478,1.97071,-0.167633,4.38081,4.63736,2.67545,7.34643,8.44244,6.45147,-2.61021,1.45751,0.839624,7.82172,-1.76086,6.70147,0.977371,1.69077,0.882793,-1.16956,-1.21434,-8.93344,-5.14607,3.09863,-4.66799,1.87869,-1.86306,-7.43586,3.14988,1.15352,-9.7467,7.12507,-0.125723,8.62231,4.44144,-7.0497,-4.27404,-4.87968,6.25772,9.5756,-2.5597,0.178982,9.04346,8.7927,2.42408,-1.34122,6.05779,0.43113,2.67847,-8.96533,0.818244,7.97513,8.28253,4.66093,4.11362,9.9027,-8.56366
6.58934,-8.22702,-6.36503,4.16948,-3.23171,-2.61494,-4.96625,4.49038,-4.54245,4.97284,-8.64244,4.49606,3.29074,4.80028,-6.10481,-5.94376,-8.57686,-1.23787,8.37286,-2.25997,-6.85121,-8.42909,-8.32626,-1.28843,0.18261,8.12172,8.16783,3.33759,0.213241,-7.52358,6.57813,7.16162,-0.819355,-2.99661,0.473987,-6.04581,-9.72249,-2.96994,-5.76864,-4.97473,-8.19742,6.31853,1.94323,0.888092,-0.573269,3.44579,-5.6113,2.45155,9.99819,4.12856,-2.21317,0.477125,2.44757,-3.39771,6.37811,2.74081,-4.97113,-2.49322,4.77631,0.740085,7.95023,1.47904,6.71706,-6.03565,-9.79051,4.47639,3.57582,-4.74606,-5.08232,-6.60117,-0.0699137,-8.73813,1.3705,5.62685,-9.75256
7.84406,2.46677,7.74272,-9.49468,-1.0052,-5.7178,0.73923,-4.54245,-3.08247,-7.03075,7.14382,9.33585,2.8984,7.9731,-5.40629,-6.55266,2.33678,-3.04381,9.18616,-7.2607,-4.52358,-4.8723,-4.33475,5.39422,2.47113,1.33976,8.95781,1.11455,3.2573,6.17857,5.06702,-2.18536,-5.02371,-5.77411,-9.63516,-7.4768,-9.49643,9.14706,2.09699,5.27651,3.95718,-0.42264,-6.78109,-7.16409,8.48468,9.22452,1.72381,2.73517,-8.7917,-6.74504,-3.09932,8.64057,5.15828,0.346345,7.22258,-2.70911,-3.75573,-4.19164,-9.49534,-1.71039,5.442,5.09336,9.9073,3.28474,-6.69922,-4.62353,3.40427,-2.69534,-5.09502,-2.23011,5.30563,-0.367985,-0.949991,7.09975,-2.89859
6.28143,-5.87129,4.05682,-7.83463,5.22406,0.125239,-7.85157,4.97284,-7.03075,9.07941,3.12351,8.1124,-4.01816,8.95753,2.56093,-2.80959,3.91069,7.30607,5.8141,-0.734711,-3.86269,-0.0439559,3.17301,7.9833,4.25103,-7.13501,5.13623,4.67582,5.40382,-9.5782,5.28117,6.98798,-0.759929,6.49846,9.53473,3.26279,4.92026,-7.31873,6.27261,-2.49372,-7.18174,7.07274,0.51064,4.784,-2.0818,-4.70538,-6.38681,-6.65936,9.5831,-9.13482,-7.87134,-5.25176,-9.76045,-1.69611,-9.6254,-7.33993,5.80772,5.31773,-4.77594,-3.97397,3.18307,-0.299743,0.25201,-1.21725,6.49599,9.4513,-9.02293,9.93647,-6.60862,9.72926,-9.52608,-2.91208,-7.38411,-0.358426,0.0162603
-2.20909,-7.70527,3.50652,9.51118,-8.74398,0.242736,6.0095,-8.64244,7.14382,3.12351,7.67806,4.56721,1.69191,0.33812,4.47291,9.26704,6.09746,7.21974,-1.57036,5.12615,2.90019,2.74103,2.3344,-1.33004,-9.74978,-1.0738,-9.75425,9.43584,-4.19517,8.65136,-6.91719,-1.54154,-3.06525,-1.84182,-4.78451,-8.32585,-7.78378,2.90962,-5.15349,6.82917,-7.6557,-8.00253,2.68532,-2.92222,2.25687,-3.25869,-8.57783,8.65814,-9.28103,-1.33159,-7.02479,-7.66957,4.38374,6.87366,6.49714,3.07812,-5.92373,3.01984,-0.952813,0.0676136,0.613805,-9.46937,2.42426,-8.46922,5.09379,-2.92289,-7.52232,-3.80921,-1.78092,-2.59441,-6.32174,-7.22865,-7.65497,-6.02522,8.9501
0.633726,9.02103,1.87652,0.274149,-0.195493,3.99468,6.08923,4.49606,9.33585,8.1124,4.56721,-3.52952,6.77142,2.82624,-6.7303,5.81061,-3.75031,4.90961,-5.82139,-3.36083,-3.89873,-6.9199,-3.59761,8.89404,-6.39089,4.44646,-1.59906,0.499757,4.96805,-4.18802,-1.93882,-8.1545,0.0325176,9.89077,-1.35026,-6.36529,2.30291,7.07495,8.39506,7.24142,-0.161706,-8.75225,2.70287,5.54437,7.03495,-0.523261,-7.50035,-9.1356,5.18784,4.96581,-1.56141,-3.59207,-8.51275,-6.81389,-3.8799,7.911,-4.13496,7.24117,9.14321,-9.45896,1.9794,-0.571723,-4.44795,-4.1044,6.23825,3.35398,4.59031,6.78284,6.02264,-8.07172,-1.86202,4.29096,6.44812,-7.08705,8.32955
-3.71281,8.87264,1.70772,-7.86103,0.329007,-7.42871,6.50575,3.29074,2.8984,-4.01816,1.69191,6.77142,4.32297,-1.0435,-6.25684,-5.16681,9.24262,-9.66762,8.27762,-4.02177,-7.59478,1.59691,-4.37374,1.36037,-3.85473,1.50871,0.486211,7.12409,9.91707,7.0466,-7.72582,-3.37784,0.437168,8.61119,-2.76623,-8.50997,-8.02815,3.75135,-5.35451,6.23729,-7.64644,5.32267,-8.22591,8.53496,4.46783,-4.9631,-7.09282,-7.13248,6.16118,-0.043882,-0.833001,7.62022,3.64487,-5.84207,8.50287,1.55552,-8.63027,-8.86714,-8.67747,1.84197,-9.15288,-1.85847,-2.61118,7.08334,-5.50445,5.67547,-4.27857,-6.07108,1.79521,-3.71717,5.12502,9.94319,4.41161,7.28668,6.96026
6.8745,1.77499,-2.75553,-4.65924,-6.19583,1.3108,-1.57099,4.80028,7.9731,8.95753,0.33812,2.82624,-1.0435,-0.0684307,0.860545,1.61987,3.50996,-5.12678,0.969068,-0.564899,7.90605,-0.831652,-6.24083,-4.49259,-1.32747,-4.01653,-4.39841,9.44678,5.58393,2.68735,-9.25355,-3.79163,4.09837,1.80348,8.6524,-3.41934,3.20226,3.91589,-9.46282,-0.967174,1.43878,1.3752,-2.51057,-3.46622,4.13257,5.10377,8.11171,4.28806,-9.40257,-3.49039,9.68157,-2.20474,4.94371,9.95534,-1.29188,-4.14918,-5.16759,6.93926,4.07741,4.40665,-1.22364,5.78137,-3.51895,-5.33322,5.67115,1.69619,-3.62707,2.20495,-4.34596,2.6627,4.8552,7.57516,1.44363,-3.21912,1.69998
-3.31644,3.3024,9.96274,9.28405,-6.62776,7.01086,-8.51146,-6.10481,-5.40629,2.56093,4.47291,-6.7303,-6.25684,0.860545,9.9037,3.47916,5.33329,-2.90195,-1.85652,2.43134,-0.723124,4.12486,-6.7155,-0.941141,9.13762,0.853706,2.79209,-5.95941,-9.47006,-4.0599,1.4836,5.64039,2.1778,5.17598,-8.88126,-0.764685,-6.17162,-0.368845,7.92248,5.02419,-5.13511,-7.39272,-6.89346,-8.00237,0.690748,-2.91343,-5.29676,9.40326,-8.29539,4.58617,-0.210208,-4.29784,4.54256,8.99064,-3.89173,2.07846,-0.455642,-0.801562,-3.57034,-6.84567,-6.29475,7.81256,-8.18075,-6.83413,2.62241,-6.74109,-0.011288,-3.61703,-6.108,-0.471562,-3.40994,-7.84039,0.928074,-8.65557,-8.88346
4.66908,-9.48005,-6.39852,-6.233,-3.62603,-0.201061,-0.977724,-5.94376,-6.55266,-2.80959,9.26704,5.81061,-5.16681,1.61987,3.47916,4.32955,-6.55175,-3.08556,-3.93534,8.97302,-8.97973,-8.54152,6.36239,6.64383,4.137,6.13915,-7.57647,-1.48437,-0.56085,1.82784,3.75652,-7.27271,-9.223,-7.57974,-4.02606,8.67514,-1.22035,-2.09946,3.2097,-9.15855,-9.94345,-2.04609,-6.70599,8.18403,-6.16852,5.78564,-2.60479,-6.05288,-7.21029,2.75705,7.41686,4.40323,-7.75793,3.19541,-7.40765,3.52395,0.688201,-7.01782,-2.3252,8.74635,1.27646,-3.95764,-0.909383,-8.36217,-1.70574,8.05955,-7.25864,6.65308,-2.07943,2.61233,6.75022,-1.91645,-2.0797,5.5462,4.35698
1.26275,8.79431,3.10393,-9.0968,-4.61198,8.00896,6.73935,-8.57686,2.33678,3.91069,6.09746,-3.75031,9.24262,3.50996,5.33329,-6.55175,7.46594,8.9727,-0.917653,-7.92547,4.41114,-0.216426,-9.76558,-6.63169,0.24495,-4.17426,-5.39558,-4.90235,1.81521,9.84597,9.83839,-2.36669,0.391449,-1.10571,1.11736,-9.95144,8.05128,0.645766,-7.48765,1.83123,-0.931339,-2.00197,3.88572,5.70161,8.04521,9.61011,-1.03404,-8.1325,0.276822,7.8445,-1.25964,-6.31456,-4.7747,-0.0932877,3.78656,-3.25226,-8.67236,-6.353,3.39775,4.06901,5.13654,-2.03935,-0.947289,7.69622,2.98749,5.13797,-6.02938,8.0992,5.8058,0.739454,9.36849,-5.50904,-7.13497,-4.65502,-3.70741
4.96549,-6.18376,9.83637,7.85704,1.276,-2.7802,-4.21,-1.23787,-3.04381,7.30607,7.21974,4.90961,-9.66762,-5.12678,-2.90195,-3.08556,8.9727,7.24429,-8.87254,6.92701,6.59504,-9.5295,-6.61084,-7.26271,6.13021,-6.24024,5.76306,-4.58953,-4.60271,0.392937,1.64084,-0.44397,9.66655,5.58396,6.04786,3.35346,-9.97351,-4.72439,-1.03668,-3.31486,-4.89947,-4.52304,-1.28174,-2.11057,-1.46849,7.90258,-4.7896,4.20001,-3.47405,1.75638,-3.03496,-3.10278,3.42509,-4.28617,0.601938,9.05585,-4.06767,2.49004,-7.25204,-8.55732,3.8769,5.93435,-5.56708,7.01634,-7.33374,7.74064,9.54382,5.21149,-4.47297,-8.34539,6.34597,6.16801,-9.96244,2.43483,-0.770452
