3.20507,-7.22948,-4.52749,-0.635552,7.51538,7.81258,7.57288,-2.604,0.713853,-3.11204,-8.8158,5.81379,7.53869,-2.46162,2.47364,-3.35827,-1.43931,-9.02469,3.66711,3.01394,-2.69768,-1.36337,-3.1999,8.41985,-1.54344,-2.90073,1.25692,9.01004,-1.0831,-6.39227,-3.23607,2.64687,7.46843,-0.695332,-2.57706,2.44383,8.44262,2.00915,-0.740837,-3.97453,-9.51386,9.38409,4.73883,-5.37933,-0.705144,-8.55513,-5.84224,8.1596,-7.4531,8.63312,-8.78343,4.89691,9.89659,-8.12541,3.41204,-6.92856
-7.22948,-5.39904,-9.38792,-6.03319,-8.83002,-8.20421,5.33868,9.40568,7.53845,-7.24959,2.18182,-8.87332,2.27585,5.58974,4.35686,1.36666,6.70088,-6.83604,-5.97198,2.62925,5.63016,1.84324,6.32364,-4.28339,3.84698,-1.94816,1.94221,-1.45949,-0.35426,-8.19909,-1.54782,1.70773,4.38945,9.26146,7.68186,6.68253,-0.108431,6.40677,5.72672,-1.80661,-3.10285,-9.53372,6.21741,6.8479,6.89089,7.32267,-6.06876,4.99044,-3.91392,6.08157,-6.03682,-0.292864,-2.44889,8.76607,-1.28428,-8.04036
-4.52749,-9.38792,2.82838,7.24019,-8.27455,-6.31261,7.7955,2.22877,-2.00637,2.45067,5.02627,-9.75688,9.21231,-9.45757,3.7249,-2.34131,7.91752,-1.25483,7.03117,0.662214,5.36177,-8.95623,8.81527,5.80195,4.72792,-7.88276,2.7389,4.59697,-7.15211,-2.02437,7.45393,4.22535,-9.61302,7.62725,-1.45553,-2.87282,7.66924,6.41321,5.7947,8.88443,-6.75248,0.770455,9.48324,3.22398,3.44794,-2.05408,-2.98401,8.72353,8.37285,3.89903,-1.52113,-4.37436,7.89578,3.75755,-2.18424,-6.04468
-0.635552,-6.03319,7.24019,-0.766174,1.66703,9.03911,-2.85031,-6.94389,0.695153,-0.710718,-0.91564,-6.46068,7.72135,-8.32492,-7.724,0.398658,-9.11012,-8.30455,5.7416,-9.2518,-5.82421,0.13404,-4.76063,-5.68793,1.72083,-7.29507,4.87406,4.46329,-5.80372,-8.60647,3.24771,-9.48376,-7.99089,3.36644,-6.99409,-3.31411,2.16407,3.5223,4.37684,6.72818,-5.27547,4.91064,-3.64511,-9.72191,8.88024,-1.46659,7.93143,-4.85891,-9.2394,-1.17815,9.33151,-8.34251,-8.26343,3.05017,2.36442,6.1599
7.51538,-8.83002,-8.27455,1.66703,-5.59044,-6.68016,-2.56573,-4.97174,-0.270104,6.62177,9.22989,4.69519,-8.61117,5.7147,1.55256,-6.11863,-6.2304,-6.19221,-3.99521,9.98637,9.19405,-1.13075,0.917271,2.97777,-9.72579,7.34339,8.14154,-0.0251264,3.33111,5.42875,3.97915,-6.01748,6.69966,4.86176,-8.04308,-5.36371,-3.82725,4.16091,-3.91988,9.6642,-6.0855,-7.41629,9.06935,1.68118,1.80239,5.56747,6.06201,-6.13402,8.02444,-7.62999,9.57029,-2.91731,2.06935,5.12118,5.92345,6.57126
7.81258,-8.20421,-6.31261,9.03911,-6.68016,8.87559,6.37446,-4.81413,1.65508,2.58824,1.83324,2.25899,5.81929,4.22345,4.04883,6.83046,-9.25858,1.50327,3.27407,9.01368,-4.15815,0.301055,-4.68683,-0.804641,-0.985085,-9.08614,-6.97047,-4.82551,4.66758,8.17977,1.21888,8.64155,-7.83537,-5.96739,-4.95981,7.42981,8.1665,-6.45411,-5.75614,6.40676,-0.144563,6.6394,-8.1571,-6.14168,-1.74209,-2.54938,0.210723,7.7618,-6.0666,0.230887,4.47647,7.80399,8.33757,6.13387,1.21804,-1.50063
7.57288,5.33868,7.7955,-2.85031,-2.56573,6.37446,9.58899,-0.960559,-0.565901,0.0760882,8.68194,-4.40017,5.09277,-5.00077,-8.68674,-8.2854,0.667459,6.64216,-1.33189,6.06939,-8.21356,-0.645656,-0.693721,-3.57249,-7.43835,-8.98217,-9.28564,-6.85558,7.98511,5.46641,6.11329,8.97456,-0.665687,-4.48856,7.19471,-3.81876,-0.716091,-7.49173,-3.76132,-3.62561,-1.48723,-3.78659,9.10669,8.95063,-3.69533,4.07658,4.31727,8.05815,-9.9067,-0.331892,7.39626,-0.796484,-9.55641,-2.06246,-5.86783,-0.38181
-2.604,9.40568,2.22877,-6.94389,-4.97174,-4.81413,-0.960559,-1.77518,-3.48578,0.694767,-7.00444,-9.36615,5.9766,-8.14132,9.1835,6.84904,-6.81814,-3.58563,-0.0581401,9.31395,-6.88302,-8.1003,2.76727,4.43214,-0.965499,4.70367,-0.582939,5.61685,2.21197,1.21008,-7.59836,2.2505,-5.87051,1.7338,1.22886,4.80853,-5.89032,0.118452,8.2526,-0.371705,-6.42521,6.64893,8.10284,6.83015,6.1978,9.37208,1.41237,-2.85122,-8.20076,3.53819,3.65644,4.92911,-6.62761,5.84036,8.54875,5.05981
0.713853,7.53845,-2.00637,0.695153,-0.270104,1.65508,-0.565901,-3.48578,-9.14198,6.10386,8.08421,-5.62009,-2.64518,-2.58704,1.08952,5.6633,8.52013,-3.63534,-7.12257,1.77222,-8.9736,8.72753,-0.079365,9.45135,4.63828,8.84659,-9.97841,-9.37882,2.20583,-5.25868,-1.01741,7.79138,8.04654,9.6161,-4.00971,4.10366,7.48583,8.60972,0.645595,2.48316,-3.25922,-4.46916,-9.21525,-2.46346,3.26266,3.78439,-5.86048,7.34177,4.92433,-6.92408,-3.98749,1.71207,4.6211,0.905729,8.90541,-5.23824
-3.11204,-7.24959,2.45067,-0.710718,6.62177,2.58824,0.0760882,0.694767,6.10386,1.56539,2.911,-8.85101,0.760047,-6.2914,-7.60277,-6.02007,2.87203,1.70714,-7.41838,-0.148966,4.62635,-1.31443,7.91634,5.62065,-9.49768,-1.62357,-0.0879353,3.63746,-8.69494,-5.19603,-2.85907,-4.97713,-0.47492,0.0769717,6.34948,9.56863,-4.51956,-6.09717,4.39108,3.90853,-4.40151,4.90704,5.10282,9.0537,9.09886,-7.3269,5.51764,-5.25436,-4.94785,-2.70157,-3.7848,0.736374,-1.84138,-4.38736,5.80641,-9.81097
