6.08558,7.55306,9.87885,-9.05474,-0.158485,-2.86813,6.71968,3.61265,-0.880479,-0.509431,4.62839,-0.389485,-3.5758,-1.31306,1.29426,-8.56702,2.85854,1.52734,-4.8948,-0.423386,8.09744,9.31858,8.60141,-6.5118,4.63111,-6.25374,-5.39944,9.6679,7.65102,-5.47818,8.79696,1.7364,3.86549,5.32831,0.741785,9.99214,9.75767,4.41473,8.02388,-3.02358,3.80891,9.99607,5.23427,-0.308718,5.00314,1.59683,1.75973,7.04994,7.95238,-8.4614,-4.88083,5.08426,2.84511,-6.76606,-3.68831,2.55604,-0.944216,8.38981,2.25892,-1.81442,-4.21776,-8.82217,-3.22533,-0.107229,-0.514029,5.97375,-1.16341,-9.70484,-4.85221,-6.54951,-7.99498,-6.72022,1.22494,6.4526,3.45087,7.15264,5.0389,8.24117,-9.00478,2.24353,-6.83261,-5.58841,-1.74347,9.23301,-4.6556,1.06582,-1.47308,-6.13259,2.06716,2.58813,7.52311,-5.85623,-7.67169,-7.71883
7.55306,-5.30411,6.32803,5.45644,0.159469,-6.04409,1.44767,9.01608,5.01142,7.48069,-9.97575,2.6822,2.65203,5.02386,-6.3958,-9.18214,-4.92436,-5.10422,6.61348,2.27933,-8.51218,2.14264,-2.79497,-5.83663,-7.71948,1.68876,7.30301,-5.25396,0.0899347,-2.72291,-1.15921,8.69915,-6.81563,8.16951,-3.01449,0.924006,5.05851,-9.98076,3.37437,-5.68185,-2.10621,-2.09976,8.46031,4.85988,4.21705,-6.46834,-5.0869,-1.24717,3.8092,-0.856413,9.53464,-9.20573,-7.8713,0.0816906,1.41274,-7.17758,9.9404,-3.37222,4.98309,-7.00635,-2.37525,1.69267,5.06487,-6.01497,5.06925,-7.06706,-2.15322,0.111137,6.12577,-2.04978,-5.83001,4.41756,-9.7236,-0.344995,-4.67709,-6.99057,-2.78075,-5.9702,-5.86795,0.810005,2.15567,-4.68853,8.73529,0.619767,-7.99319,-7.20516,-2.57155,-0.2936,-6.8879,9.35147,-2.84734,-7.95851,6.94645,-0.681206
9.87885,6.32803,-5.63851,8.66087,-0.264815,-7.9436,4.99553,3.59226,-6.79697,-5.73665,-4.25956,-2.59379,4.53569,-6.38797,-8.59603,9.83191,0.602607,4.29098,-6.72826,-0.362696,9.28526,1.50839,2.25513,-5.17643,8.42965,6.3418,-1.50496,-4.46554,-6.13516,3.88615,6.42199,-8.85655,-9.91748,-7.59146,-8.33073,-9.69734,-1.69436,0.695085,7.34489,-3.80407,-1.00578,-8.02612,-7.54025,-2.57594,9.15369,-9.49329,9.93961,3.70468,3.939,1.07162,9.51955,-4.12811,-2.2769,-3.64901,-4.09705,3.5784,3.00251,9.11242,-7.81294,8.78243,-1.43411,-1.21097,-8.67316,0.109426,-5.46235,-2.70795,6.94877,6.45459,-8.51826,1.64352,-5.99318,-0.728703,-6.15699,2.10977,5.59139,-6.60772,3.44887,-7.06596,4.05246,6.74695,-9.68344,4.0999,-0.295097,4.309,-8.40559,7.88549,-9.85453,2.72596,5.28058,-7.68539,9.71702,6.63331,-5.73185,-6.90137
-9.05474,5.45644,8.66087,1.21111,-7.16628,8.82159,9.08786,-1.58896,3.66904,-6.45834,3.02054,-7.78013,7.29956,5.27298,-8.22889,2.56005,5.83179,0.496517,5.63712,-8.22152,-3.42483,-9.47883,-6.65733,-8.89971,-1.94186,-2.79459,0.27499,-9.54346,-1.47304,0.842312,0.150926,8.88465,-2.60338,-8.12698,8.99655,-2.15399,-9.02979,-7.20149,8.65494,-1.02854,9.02403,4.7653,-4.78242,-5.39848,7.02256,3.96307,7.65743,-7.71475,1.58608,3.80665,7.60056,-6.65652,8.30116,2.86808,6.18269,-6.33772,6.88238,-3.57418,-1.35431,-1.12441,-5.85932,-5.98904,-1.80198,5.61854,6.58159,0.484234,3.93579,-7.70743,2.71095,-4.22817,1.32463,-5.45287,5.776,-3.89108,-8.63264,6.30588,9.92309,-0.118133,-9.66236,2.34113,5.85453,-4.45524,-6.81339,9.81544,-5.05845,-8.04861,-9.28594,9.93796,-8.64018,1.71693,3.44411,0.370095,-8.35652,7.20012
-0.158485,0.159469,-0.264815,-7.16628,4.84684,-5.28758,-6.46153,0.822804,7.39839,7.62414,2.93085,6.89732,-7.93492,-3.98732,-8.8967,1.89316,-5.35021,9.799,-7.34071,4.98432,-7.56769,-2.05821,-0.195272,8.66169,-8.76172,-8.5156,-4.30738,1.38249,0.452689,-6.0331,-2.97452,0.714677,-1.30801,-1.31354,6.57364,3.09573,-9.25393,-2.01588,1.06404,4.36652,-9.23574,9.44536,2.23927,-3.5437,2.89243,5.81974,5.60029,-7.46,3.36512,-7.59969,3.62079,4.89602,7.21678,1.92755,-5.88478,-1.2018,-5.58998,4.97261,7.00206,-0.396119,3.50302,-8.20427,-0.329306,4.91453,-3.28848,-0.59353,-3.33653,8.02506,-5.94929,7.03539,2.69575,-4.40686,-5.37919,2.53247,-9.3472,-1.37693,6.3095,-6.48351,8.3904,1.85483,-4.81448,-5.39543,0.323959,3.26049,-0.744583,-5.04246,-8.52906,-0.832849,5.40763,1.60338,-7.4321,7.62807,1.71134,-8.6325
-2.86813,-6.04409,-7.9436,8.82159,-5.28758,-9.33811,-4.31016,-6.05349,-1.55936,-5.7921,3.04472,-8.4036,8.47416,-8.24437,6.66492,-9.48824,-4.82933,-1.66667,8.97216,-8.22628,9.80732,5.29462,-6.35672,6.09711,8.6867,6.99551,6.63568,-3.92696,0.329671,-0.105205,3.07799,3.73032,0.136933,-7.31192,-4.47666,3.21371,-9.33687,0.48685,9.17572,1.53446,5.69284,6.67048,-8.13212,0.75321,-0.0690682,-9.32607,8.61969,-7.03706,0.57879,-1.27076,9.57579,7.49981,-8.35122,3.10961,6.45731,-4.51773,4.99974,-4.26911,9.71026,-9.47033,1.71609,-2.9792,1.73749,-1.15594,8.47663,-9.46328,-6.55601,7.7534,-0.701918,-2.4988,1.38259,-0.0425152,3.91337,6.70933,6.73473,6.78381,-7.20838,0.780552,1.26081,6.22266,7.31268,-1.92745,-7.33978,-2.38026,-0.369073,-6.55255,7.81064,9.48114,-2.14687,0.0215132,8.18451,-5.19394,9.02175,1.1847
6.71968,1.44767,4.99553,9.08786,-6.46153,-4.31016,-4.75789,-3.5789,6.25136,-5.60964,8.89201,-4.4732,6.37259,8.35509,7.16854,-5.58845,-5.18011,1.9884,1.46471,0.628038,-8.84279,7.72957,3.57167,0.657233,3.00635,6.86519,3.39805,2.0425,-6.90789,-2.30959,0.824056,-6.00042,8.08251,-0.507102,4.55835,6.57431,9.46052,1.0751,-4.48376,7.28765,5.01766,-1.77816,-0.382145,5.70421,2.44355,4.16047,-3.4136,7.92846,-6.78224,-6.70967,4.4779,-4.11525,-9.4827,-8.00644,8.3414,6.44401,-5.00206,-0.0731032,-0.373979,0.390043,-6.60913,-0.126123,5.48961,-9.10818,-3.96738,-2.8204,-6.79456,-0.505211,-4.85753,-0.569583,9.50184,-4.72521,0.917392,-1.77768,4.74793,-7.34515,5.86804,5.57673,-6.53042,-9.57798,6.45124,1.44002,-9.81396,0.0259141,-5.07622,-1.75953,-7.49033,0.608152,-2.69464,2.64499,-7.37172,-5.68892,1.83565,-9.25566
3.61265,9.01608,3.59226,-1.58896,0.822804,-6.05349,-3.5789,-3.25195,0.768829,-9.92291,0.661354,0.422036,6.71449,4.15784,-7.8918,7.09997,5.60697,-9.97395,1.41019,8.3342,1.82864,-2.63097,4.54777,-4.9415,1.33567,-0.0606036,-7.34536,5.73106,3.31817,-6.23116,-2.45644,-2.88297,3.19385,7.65426,-3.53156,-9.82739,4.0717,-5.63307,7.43507,5.88782,8.1971,9.47987,-2.72363,-2.33627,-4.41983,-1.36413,-1.77636,3.71445,-7.07072,-1.61343,-2.06044,-3.64293,-1.18332,0.762804,1.96024,-8.94858,8.94426,9.92613,-7.81414,3.26291,3.5362,-2.035,-4.40959,-5.04002,7.95797,0.116074,-2.27269,9.35134,9.90116,-0.667757,4.29733,9.88325,-6.87084,-7.56486,-1.74052,-7.23398,3.90311,4.26367,6.22636,-0.585282,-1.77122,9.53593,8.0141,3.31253,-9.23393,5.70151,-1.74354,-7.498,7.6078,9.5642,6.02833,-9.36314,4.88934,7.83888
-0.880479,5.01142,-6.79697,3.66904,7.39839,-1.55936,6.25136,0.768829,-7.65733,-2.38715,8.32781,-0.492933,-9.37279,7.96991,7.16151,6.13163,-5.26796,-7.77318,-9.73054,-2.57193,-3.80143,-5.63265,8.5236,-4.56154,7.51708,-3.85162,3.82375,-8.52808,-6.71602,-9.27465,-0.23612,3.53182,6.54236,0.681741,-1.2639,5.00348,-1.69596,7.95397,-8.44415,-4.43482,-5.17069,-7.2538,9.67523,0.272254,2.78898,-7.90523,5.84464,7.56244,5.79305,4.0974,-3.56047,2.88865,6.8414,-2.78737,-5.90439,-4.61352,-2.80436,-9.11848,8.58996,7.61785,1.01175,-7.08121,-5.00314,-6.10687,5.3085,2.84599,-6.9416,-4.72305,-4.35163,-0.726609,-5.67748,5.33046,1.88902,-2.36215,-3.93107,7.90137,0.60735,5.96396,-5.45137,-0.620196,4.53118,9.12689,-9.23306,1.53746,-9.44723,3.65967,1.02644,-3.99661,-4.74668,6.10355,-1.04372,-4.58023,5.44638,6.26445
-0.509431,7.48069,-5.73665,-6.45834,7.62414,-5.7921,-5.60964,-9.92291,-2.38715,-0.817007,1.80505,-3.59471,8.91481,2.68753,-4.19815,0.122935,9.09338,-0.506538,0.835972,-1.04898,8.39987,-1.87786,-4.735,-4.9739,9.45911,-3.61441,-5.96016,2.25651,-3.38256,6.78654,-6.04253,-1.60012,-3.30539,2.994,-3.34052,-2.23525,-2.66716,-7.36705,5.05074,0.433425,-0.806889,4.56748,-2.56279,8.14315,6.42324,-0.77004,-0.547457,9.15382,-9.98621,-9.11948,8.77423,7.20107,6.55812,-6.15739,-2.70415,-2.63973,6.59473,8.22829,7.4822,7.90707,-3.53433,-5.91856,4.64363,8.9835,0.269673,-9.81912,0.309396,9.44574,-7.24446,2.63444,1.50777,-4.19306,-7.1856,-2.7601,4.89791,7.29757,-1.54306,-1.33356,-8.49666,-6.19139,-0.337188,-0.690529,-9.66557,-8.50884,-7.47198,-6.91271,-1.31868,8.24727,4.82322,-2.03915,-6.58876,7.29722,-8.9682,7.59837
