1.59752,8.57937,0.17989,8.73477,7.53956,-9.96412,-3.61501,-2.7039,-6.29798,-5.06074,1.47844,9.10103,-3.20329,8.68044,-6.65299,5.22281,-9.43831,6.36722,7.40723,3.3251,9.32075,9.3303,-3.93534,7.5874,5.16197,-5.1815,-4.31717,8.37153,-5.96785,-5.10258,6.81809,5.31544,9.25574,5.68618,6.66674,6.34374,8.63943,3.96453,8.91087,-2.96443,4.68105,-4.91343,2.92189,7.82929,-7.60422,-1.78712,4.14898,-2.15046,-1.15553,9.34635,-2.65329,-3.19526,0.0593587,8.7426,0.26976,0.391212,-2.48415,1.47193,-8.58876,-7.94094,-9.66007,-9.30183,3.2266,8.55221,-2.82682,6.74938,-2.13798,3.63898,-7.44303,1.67324,0.464384,-0.911426,6.27287,-8.26549,6.61858,1.76089,-6.02194,-8.35591,-0.510563,-8.2454,0.709959,-3.19838
8.57937,6.77474,6.61815,-9.17107,8.42677,1.55228,-5.99857,7.91218,-4.95654,1.89487,-7.41884,-2.64639,7.54717,-2.51959,8.34707,5.55773,-0.478102,-7.08479,-3.37558,-1.67172,-4.75067,1.62842,-9.0788,6.90709,1.79726,-9.51004,-7.46268,-7.81219,0.398222,-6.76117,1.225,-1.16499,2.9792,-6.09347,6.04944,7.94893,2.21267,-1.23857,4.77477,-4.91299,-8.0977,-2.0446,9.5909,-9.73007,4.55041,4.63259,-5.72071,-7.12486,5.98642,-9.18495,-7.23392,-4.25396,-4.57238,0.875729,-5.85993,2.37352,0.502517,-5.95323,5.40926,9.68522,-8.29397,-9.1434,-0.795169,-9.3733,-4.50888,-7.75102,-2.58636,-4.20867,5.36682,-9.0296,-9.10521,4.9991,-3.58775,-9.57322,-7.37296,7.77799,3.89751,1.11778,3.2661,-8.06386,3.06214,-6.35348
0.17989,6.61815,-3.06961,7.13414,-1.3092,-3.00232,4.84268,0.404234,-4.60674,1.88774,2.72709,-4.34145,3.05781,4.56175,7.3513,8.71778,4.42158,-2.65376,3.77642,5.05816,-8.5461,9.72549,5.71076,-9.51971,-0.681073,-7.41377,1.6292,3.15702,9.84808,4.90361,6.71385,2.48602,-0.972856,-5.83309,-3.17245,5.56195,-3.71068,4.9435,-6.54101,8.16113,-8.98914,-6.38512,5.61709,6.42278,-0.109987,6.63378,-0.552632,-8.06425,-7.80115,7.71443,0.657389,0.0634818,-3.33012,2.03408,7.17883,1.78097,6.19013,1.13234,7.39919,-4.06589,-3.13752,1.93683,8.69942,1.8791,-4.70287,-1.63964,4.70541,3.46515,-3.44,6.72161,-3.80155,-1.24576,-3.29457,4.43918,-0.415965,6.92707,1.30238,-3.80187,6.93579,2.40783,2.80055,2.10326
8.73477,-9.17107,7.13414,4.27162,-2.86074,1.01945,-3.2976,-2.97452,-9.15612,-0.306947,6.1557,8.21785,-0.860599,3.84357,-3.0643,-9.83153,-2.36456,-3.4444,-7.33082,-7.75814,2.72462,6.44801,-7.15744,0.178939,-5.08856,5.8274,-8.90012,0.573027,6.80622,6.05401,-6.83321,1.60993,-8.2652,7.51088,-3.96959,-8.63528,-1.85286,7.01746,3.87668,-0.616515,9.94567,0.113302,2.45001,-2.57417,-6.56052,-5.72186,5.32485,-2.22487,2.55728,-9.63085,0.63986,-6.80497,4.82777,4.72793,-9.20834,8.58779,-6.21725,-3.03156,1.23208,2.08043,-5.02432,-6.09265,9.56555,8.25266,8.93213,1.47886,7.83819,-3.94216,4.67855,9.59909,-2.70118,8.56764,-0.362558,6.0406,-2.12925,-5.08424,-2.43456,1.90331,4.55094,1.73972,-1.51312,2.00062
7.53956,8.42677,-1.3092,-2.86074,0.765989,3.63911,-0.145692,6.32999,-1.13981,7.31583,-2.28516,-4.54733,7.07035,-2.4648,-0.48922,4.468,0.218607,-4.09275,-2.17027,9.58773,2.69213,-8.06745,5.2674,8.24156,-1.2053,-0.408433,-3.97078,-0.848687,-2.55527,2.37856,-6.94805,-4.85423,2.15086,9.44333,5.33992,4.74424,0.308756,4.33997,-0.148236,7.43556,-9.38889,-7.02551,-3.43558,8.16492,-3.80237,-9.87972,0.984494,9.32098,0.0455432,0.987516,5.97975,2.88425,8.75285,6.98093,-3.17274,-1.2039,6.72544,0.383584,-4.61919,-1.18588,-1.66395,8.23473,-6.23594,-7.35418,7.20851,9.08249,7.72836,-0.766285,-7.37878,-7.9014,-7.07975,8.02515,1.53754,-7.16974,3.0352,-7.35361,-1.27647,2.81231,-2.12616,-4.52278,-1.3356,1.18463
-9.96412,1.55228,-3.00232,1.01945,3.63911,9.78184,9.07844,4.49523,5.46242,5.70354,7.06587,2.19553,2.37862,-3.17421,-5.39142,-2.57975,6.55695,-3.50018,-7.56468,5.37803,5.2989,0.904376,-3.85634,-9.05661,8.48479,8.47863,-6.94929,-5.157,0.315348,-9.30101,-4.17236,5.56115,6.31556,-0.315696,-2.19097,6.2363,9.74563,9.97419,-4.04006,-0.663214,-2.86987,-6.77755,-7.73254,-6.502,-0.851249,-8.13743,2.90332,1.39634,-7.87146,-4.57746,-4.36482,5.34736,0.23774,0.459912,-2.02393,-5.22923,-2.54377,4.94756,-1.5622,5.28134,-2.96443,-8.82954,-2.90737,4.53089,-4.2099,-8.88366,-1.09751,-5.83653,-7.1376,-5.9477,-9.6475,-5.26672,-6.2013,-2.25667,-5.86304,1.58136,-7.70473,-1.85811,-7.17086,0.564692,-8.26486,6.58111
-3.61501,-5.99857,4.84268,-3.2976,-0.145692,9.07844,-3.68839,2.69773,-1.32165,-7.31738,2.6887,-9.8908,4.40561,9.28597,-1.61096,-2.13452,8.97234,-0.999345,-7.33096,-9.68589,6.43305,-6.08728,-2.42734,1.1566,6.41254,-8.74243,-6.18126,-5.61248,9.52819,-8.87272,-3.39286,-2.17443,-4.15732,1.69726,8.85262,8.65951,-1.51053,-7.46619,8.81256,4.51942,2.90349,-6.76817,-3.8762,-0.828847,9.88669,7.51025,-2.21444,9.64019,-8.75376,1.41307,-9.21195,-4.90006,-5.53598,2.24406,-0.786687,-0.028624,9.28765,8.74249,-6.72167,-6.0511,-1.75549,5.88372,-4.91398,0.740486,0.735287,-4.13674,-7.25483,4.17869,-4.88322,7.16387,0.263166,7.41583,-3.59782,2.75433,-3.22796,7.8119,0.00403879,-4.35046,-6.13651,-8.52525,-0.0483712,-0.394467
-2.7039,7.91218,0.404234,-2.97452,6.32999,4.49523,2.69773,6.90393,9.08742,2.6762,-3.54791,7.51673,-7.45523,2.28816,5.32553,5.31868,8.24312,-3.20919,4.03887,1.17649,-1.00198,-2.34035,-2.38028,-7.01471,-4.91274,-4.76213,1.58661,-6.16088,-3.14443,-5.11429,-4.92192,9.90465,-0.909338,-7.12411,-3.53041,2.96546,6.53772,9.62372,4.40597,-9.26017,2.49134,3.87449,-3.56212,7.31295,2.67745,8.16148,-0.409122,4.78086,2.5931,-0.915438,-3.13744,0.770728,1.02261,7.72879,0.239932,2.93948,2.45429,1.24357,3.44775,-3.18056,7.03774,-5.56945,7.39396,1.3722,6.49175,-5.23774,-3.89894,5.74275,0.0885727,0.292458,-9.72132,-6.5538,-1.01771,-3.15947,-1.95331,7.67679,3.574,-0.315013,1.32234,7.24958,-9.47976,9.51531
-6.29798,-4.95654,-4.60674,-9.15612,-1.13981,5.46242,-1.32165,9.08742,-5.05373,0.7034,-6.71925,6.84752,2.77147,-6.55608,7.02311,-8.93401,-2.59347,4.04123,8.86813,-3.23248,-6.26638,3.48668,2.30388,2.29825,5.96223,-4.65549,-0.00714014,-1.56971,7.59291,5.34453,7.15019,-4.79553,-8.08342,-4.87991,5.94031,2.53446,0.163798,-8.17923,7.9405,-6.2369,-4.7339,-0.970593,0.427978,7.48453,1.14642,-0.643286,-7.06988,6.68821,-0.37884,-7.52167,-4.88707,-8.06336,5.39267,-6.18439,6.56605,-8.42391,7.24219,-5.24776,-3.93786,3.23525,-4.42402,-1.5186,-8.88406,-1.29121,3.28401,3.91377,-3.86324,1.82281,9.21677,8.14818,6.87276,3.41387,8.95732,2.03844,-9.87265,0.505839,9.22684,1.85293,1.59769,4.94336,6.54263,-2.68612
-5.06074,1.89487,1.88774,-0.306947,7.31583,5.70354,-7.31738,2.6762,0.7034,5.16367,5.6117,4.53951,0.847392,-9.99956,-7.14914,3.77842,-7.73844,-0.128604,-0.857075,-5.81225,5.35162,-3.78117,-5.41602,9.86503,2.03095,5.6519,6.77609,4.28366,-7.79512,8.54642,-3.52338,1.94198,-4.5609,-0.567272,-3.95179,2.56819,-3.82258,-5.5805,-0.564076,-7.06305,7.49224,-0.813289,-1.20324,2.73003,-7.90993,-8.48566,-2.88665,-8.75666,2.31809,3.74568,-6.99114,3.3954,-8.77287,4.81913,2.7597,-6.78468,-1.37302,9.15307,-0.448875,-1.46905,2.78287,4.5542,4.53335,6.70015,-6.29313,-2.58229,-6.74644,-7.81837,3.21762,4.14968,2.63114,-4.41131,-3.76726,3.61079,5.67106,9.42454,-2.63442,3.6147,2.44031,7.88459,3.24341,-9.8925
