-7.21921,-0.969814,4.37375,1.20371,8.02558,2.5423,-9.49054,-5.52553,0.441533,4.88089,-1.14337,-2.24369,-4.65656,7.14389,-4.78154,-8.75997,7.41767,9.38308,-6.89795,9.68781,0.805999,-1.71306,5.66872,2.79833,8.85693,-3.27299,0.467621,-7.28055,-2.85236,-7.76767,-3.16196,-1.85962,-6.45639,7.12341,4.87473,-1.45597,-7.81799,-7.39421,-1.04485,-1.8053,-2.8862,-1.96851,-4.14691,-6.071,-0.66104,-8.78767,4.43429,-1.54258,-2.02891,-7.53134,9.48769,3.69896,7.91329,0.732041,1.34898,4.01332,-5.95469,2.96506,8.24071,1.65394,-8.51462,4.3301,-5.65636,1.90073,0.95159,8.40329,5.1464,2.95812,8.78596,1.97025,4.12061,0.297889,-8.88334,9.61796,8.90118,-6.43049
-0.969814,4.36226,-4.30959,1.19868,6.81863,8.32133,-6.77913,-0.530985,-0.410577,9.2959,3.26764,-2.16732,7.92063,1.47587,-0.115611,-7.85189,-8.43116,1.38294,3.64542,9.32321,9.7412,-8.63202,-4.06271,7.36796,-7.347,-3.11123,6.58899,-2.6153,-7.3191,-1.80394,1.89726,0.847728,-1.07949,0.99287,8.71741,-1.60869,4.69413,6.93961,-2.00388,-2.83646,-4.59176,6.36796,7.84588,-5.08015,3.83017,7.7852,-3.19445,-5.50345,-6.52023,-2.63008,-1.78686,-0.962129,-7.53717,2.97195,2.35421,-7.92136,5.18485,-7.61789,-1.59721,3.6906,-8.74359,1.21608,6.82545,7.63845,8.18257,6.78051,5.11841,5.84904,-5.30393,1.30028,-8.39406,6.95708,-1.08258,-5.3027,-6.22543,5.65527
4.37375,-4.30959,-5.25564,5.04077,-8.03141,4.04808,5.43263,-3.61181,-3.44904,1.60381,-5.08294,1.8029,-3.58843,-2.63555,-5.67912,-1.99615,-9.18276,8.93951,6.42831,5.00599,7.75699,0.414876,1.07831,-0.933665,6.44173,-0.154752,-6.8728,-4.28217,-5.74952,-7.77464,5.34804,3.93803,7.01892,-9.19803,-7.37868,-5.76861,-9.21247,9.53157,1.12585,1.44368,0.312112,9.67204,6.14712,-4.46974,-4.04346,8.15017,9.95523,8.83572,-2.75516,-9.34347,6.3132,6.42773,9.0102,-5.78511,-6.29299,2.93493,-1.88255,2.85033,1.61716,-6.58512,-3.36077,-4.73306,-9.21481,-7.52279,-9.52617,3.35461,-4.90599,7.28453,7.87626,-5.87361,5.4058,-5.29961,0.893583,2.77829,-0.39421,-9.37981
1.20371,1.19868,5.04077,-3.85757,4.07727,5.55826,-8.38438,9.98057,2.01916,-3.55736,1.8633,-7.04532,3.33911,3.338,-4.35284,4.70603,-4.08323,0.866147,-9.6679,9.70906,3.91567,6.14694,4.68869,6.79634,2.91653,1.95746,5.27073,6.11763,-6.71433,-1.56652,3.00164,1.22358,2.5671,7.58656,0.0475478,2.87962,-0.672251,3.75799,1.04914,9.43466,-5.79916,-1.51449,-3.51638,1.33727,7.92239,-9.4121,-0.404402,9.44142,-8.54518,0.406779,6.76679,7.59902,9.13915,8.60713,-0.978307,0.675065,4.68315,2.89697,-7.62823,-2.95964,-5.50074,1.56623,-4.67391,-5.40597,1.75755,7.22879,-7.81461,1.4845,0.122631,4.94738,1.26809,-9.0377,2.05489,-4.66004,-9.83995,1.29608
8.02558,6.81863,-8.03141,4.07727,-4.1842,-6.86577,-5.95379,-3.8599,6.25626,-6.87421,-9.83922,-3.9375,-6.64097,-5.933,-1.9662,-5.60227,-6.54011,9.56119,3.07107,-5.9222,-3.73795,9.96248,-9.5767,-8.07152,9.23256,-3.61285,-0.565502,5.0972,8.76285,0.709586,-8.37104,-3.11969,0.367264,1.08727,-9.1592,-1.1908,5.03998,-2.57783,9.82201,-0.848396,-2.42677,2.02849,3.93597,-3.51961,-4.48967,-3.51825,9.00419,3.86655,5.55371,1.7601,-1.91374,-4.53543,6.50649,-6.80829,0.355202,1.52084,0.164124,5.28327,-4.32212,-6.13003,-8.25659,-5.17511,7.95734,8.62889,5.00278,-9.17635,3.65211,9.51687,9.84104,3.50019,-1.48359,0.936893,1.78826,8.80193,8.8448,9.81351
2.5423,8.32133,4.04808,5.55826,-6.86577,0.656331,-3.56066,-0.475292,9.22011,6.34876,3.2549,-3.43382,-9.72283,3.37519,2.69204,-2.77292,-4.72481,3.15455,-7.75074,-1.35858,-3.0211,-1.23691,2.00174,-5.10617,2.54532,5.29159,-7.21279,-9.72043,-7.59592,7.5797,-8.67491,1.52382,1.86988,8.30366,8.49438,3.62193,-0.162815,3.79326,8.16147,-0.670522,5.42766,4.20181,6.6402,6.11658,-1.70296,-7.16248,7.97048,2.41187,-1.24698,-3.87537,-9.91317,1.82556,0.0284734,1.73496,-9.19596,3.72237,-4.24783,-0.737052,5.15984,7.64562,2.23609,-9.59283,4.31818,-1.0631,-0.504045,-4.36439,-5.64664,-5.61484,8.11244,-6.42618,-8.21386,-2.24288,-6.33202,-2.13143,8.40762,-7.50674
-9.49054,-6.77913,5.43263,-8.38438,-5.95379,-3.56066,4.1199,-1.29965,4.05872,9.24286,-4.36053,3.77559,0.325722,2.03304,-2.56192,1.94954,-3.30496,-7.99937,2.4336,-5.7408,2.98603,-7.09591,8.7849,-7.01949,9.22606,-7.88187,9.73741,4.03715,8.48165,-0.547065,-2.43745,9.77412,-4.81633,-4.88377,5.564,4.41948,-2.33123,-4.4001,1.10311,2.04656,-8.86835,-2.0565,3.84161,9.17542,1.69092,1.29456,5.65194,6.85417,-7.33647,2.156,-4.85552,6.214,1.22996,4.22723,-0.618822,4.35864,-9.09723,1.08111,1.17923,3.374,-6.58691,-1.93568,5.23529,-4.48923,9.70138,3.66129,7.32064,2.48904,7.94811,5.99685,6.91282,-8.48044,-6.43705,7.39865,-2.64815,1.98847
-5.52553,-0.530985,-3.61181,9.98057,-3.8599,-0.475292,-1.29965,-0.834816,-9.16589,-2.44016,4.31317,-4.53007,2.26867,-0.245739,1.76728,-0.165071,-4.47778,-6.66493,-3.04412,5.69847,4.06599,-3.50169,-9.35516,1.67186,-3.89883,-4.33021,8.80559,1.07944,2.46336,-6.74791,-3.28236,-3.09156,-1.61071,2.96634,-6.55094,-8.02326,2.02614,-6.66444,5.41791,-7.7844,9.18257,5.0236,7.61033,-5.54,7.66416,7.70465,-7.37192,-7.15542,9.21447,4.50298,7.31236,8.26995,2.1777,8.17449,-5.38601,-1.46061,-4.33178,2.56148,-5.68795,-3.98674,3.69483,-0.787236,-1.33175,8.82001,-2.01733,3.69682,-1.15113,9.10065,-9.67405,6.22936,2.73476,-4.66986,0.139294,-3.15509,-8.59211,1.48439
0.441533,-0.410577,-3.44904,2.01916,6.25626,9.22011,4.05872,-9.16589,-1.50669,3.50356,5.67461,-9.49522,-8.52654,-1.9783,-1.99514,9.92072,-2.02984,2.12592,-0.263231,-9.25261,-7.46516,0.37645,-2.96452,9.93242,-8.36405,-4.99968,-4.81415,1.57146,-5.7071,-7.58448,9.13639,-1.97138,-1.18587,1.70821,-3.49498,6.38772,-0.540723,-5.45266,1.542,8.76237,-6.91989,1.66772,-8.80086,-8.85007,-6.44351,4.39014,-1.32253,2.74038,-6.52484,7.13718,3.54206,-5.72624,2.44574,-4.64738,-7.98853,-0.329996,-2.89473,3.22765,4.43607,-1.59578,0.462771,-9.23482,-3.14154,-4.09813,3.9872,-9.21857,4.11407,-3.55267,5.48348,0.568583,8.22935,-2.0718,3.75236,-3.60659,8.25772,-6.39097
4.88089,9.2959,1.60381,-3.55736,-6.87421,6.34876,9.24286,-2.44016,3.50356,-2.6539,3.3212,-1.38543,7.3738,-1.25323,5.81198,-5.9479,0.581632,9.08962,-4.49977,5.10037,-5.46697,8.17924,2.6919,-2.87176,-4.34932,-9.42805,-8.94129,-1.56227,-8.01801,-6.04871,1.81188,7.21521,6.10466,3.94335,6.15206,3.18791,-3.56974,-1.69297,-3.64207,3.71721,-6.44437,-8.10791,3.53645,7.71097,1.50473,9.57761,-4.07157,-9.99511,6.17861,-6.06001,-7.59867,8.5487,-4.22551,7.69809,4.06741,-6.08479,8.38281,7.70676,1.41436,4.25723,4.78539,-1.12906,9.04727,7.30074,-3.40938,-9.25397,6.9327,-3.3921,-9.54702,-5.10254,3.07865,0.71067,4.7915,5.77693,2.19978,-5.01187
