9.48781,-6.98816,-6.08573,-9.28918,7.48636,5.59457,4.29896,4.67462,-1.98384,-6.78175,-1.45542,-3.347,-0.186144,-9.97092,-1.32295,-1.79189,7.93631,-7.27286,3.5067,-6.59482,9.11884,-5.23313,-2.78218,5.48959,-9.4573,0.12626,-4.35319,-0.250623,-1.36522,0.75255,-3.25492,-4.5613,8.93314,-8.67667,-6.96409,-7.73517,1.71098,0.0619171,-4.6885,4.77883,5.57575,8.31113,8.8624,0.606814,3.61154,-3.31292,-8.24096,5.46373,4.52587,-6.36452,7.31449,-5.54784,-4.59367,2.16244,5.71317,8.12423,-9.60816,-9.67845,6.76817,-5.15935,-8.77385,7.71301,6.01968,-0.828688,9.51012,8.37727,4.34175,1.34146,-7.67949,3.93542,5.73069,-3.08774,6.004,-8.35823,-3.38438,-3.95344,4.06178,-1.63346,4.55705,4.63723
-6.98816,-7.95898,-4.28084,-1.60775,-9.91668,-5.13623,0.441983,8.7138,-8.29924,-6.04589,5.80469,0.555231,-9.76753,2.42986,7.24757,1.59293,4.12966,3.89971,-8.1784,7.09733,6.34431,4.83661,-2.0178,-7.96069,-9.78079,5.51579,-8.85024,0.999979,9.62257,1.87239,-4.07051,-9.55039,4.73646,9.52644,9.30117,4.47775,4.41436,-5.1651,-1.77221,-1.78354,-3.458,-2.18181,0.114266,4.22812,6.45973,6.39597,1.3667,-0.530576,8.28966,7.13964,-6.25716,1.44525,-0.305689,-5.61587,3.21297,-9.52858,-0.970432,-2.38652,7.59842,0.25328,8.48367,-7.26985,0.9696,-1.98973,4.05557,-1.87725,-2.42886,-5.01312,-8.3019,4.9125,1.6676,-6.586,1.35781,-3.48014,-2.63552,8.5632,-3.8702,6.26111,0.00661686,-8.15296
-6.08573,-4.28084,0.212576,7.54699,-9.33593,7.62583,-7.70257,9.49646,4.13102,2.49609,-0.331997,9.9556,-3.46728,4.1766,1.00739,-1.44088,7.16114,4.27269,0.0633771,2.07599,-4.65444,8.23116,3.65005,0.390321,-3.54287,-1.02708,3.3599,-6.73711,-8.03614,-9.485,1.30416,-8.18383,3.82486,2.56711,7.34448,-8.80888,4.96135,-9.46321,7.26957,-0.189946,8.63994,-9.57496,5.39082,-0.332322,9.97435,-7.39682,-9.37679,-4.40497,7.31029,8.09869,-4.63977,-3.33769,6.20415,-6.7396,-9.05494,6.84545,2.96329,-2.53834,-3.71176,7.99764,0.842189,9.28501,7.8856,-0.0198861,-7.92179,7.1129,-1.50685,-2.16563,6.57573,-3.19124,-3.80658,0.365342,-6.0434,-7.24465,-9.79499,-6.30517,-9.97239,-8.84394,3.49385,-3.08174
-9.28918,-1.60775,7.54699,-0.465475,-0.503937,2.17668,1.08834,1.86688,-3.79321,3.99309,-9.81144,-6.31178,-5.51303,7.18086,2.08333,-2.82041,-9.59801,-1.86174,-6.79586,-6.34676,-4.96865,8.42067,-4.56476,-0.346298,4.24782,0.168402,-5.52201,-6.71123,1.04022,-5.80698,9.06655,3.3561,4.55541,2.6114,1.70577,6.0139,-6.07773,-2.9639,3.12736,-8.90018,-9.03864,6.722,3.4721,-4.04046,-7.7502,2.30248,-3.09979,1.34229,-4.92124,-6.20684,-2.63965,-8.68285,-1.62486,3.83909,-9.09427,3.65242,-6.20375,-4.42594,-3.98168,-3.04878,-2.17838,-0.202304,-7.07345,6.29223,-5.23482,-5.27919,5.78673,1.8128,4.12248,4.72956,-6.62252,6.47667,-5.95745,-9.95659,1.7724,1.89697,1.74896,-3.40206,5.24186,-4.13587
7.48636,-9.91668,-9.33593,-0.503937,7.91151,4.55333,5.65922,3.9035,-8.59761,6.7927,-2.03392,1.66001,3.13469,-5.1172,6.58735,-4.1641,8.7007,2.61126,-1.68529,-8.5052,-9.91992,5.97793,-1.52218,-2.72475,2.95442,-1.57114,-8.53548,6.21762,-9.67402,-7.01352,7.42231,1.20794,4.60342,-6.97942,0.527859,-1.17597,-5.59652,2.73849,0.448944,-6.12255,1.81991,-9.19365,-1.77487,-0.259598,1.02108,2.49568,2.77965,4.68168,0.336153,4.46428,-9.95624,-6.05015,0.739267,5.52476,8.07205,-0.0328441,1.72002,6.79478,5.33314,2.20325,1.66924,9.76469,8.20947,9.35861,-2.29899,-4.57619,8.9216,-1.61199,3.34184,-4.68209,6.32196,-0.774924,-8.23654,-1.20965,-0.0273966,-8.61909,8.41115,4.4258,5.36949,-0.218282
5.59457,-5.13623,7.62583,2.17668,4.55333,-5.90428,-7.24199,1.72428,-6.02828,-7.51837,-5.32676,2.75966,-9.06536,-5.01014,-8.35897,9.03853,5.55918,0.646331,-6.90402,2.80773,6.9095,-6.55911,0.23283,0.150021,-9.53544,-4.80942,7.70007,2.86336,7.57897,-1.31232,-6.9118,4.64611,-1.71877,-4.07755,-8.07519,-0.408552,-7.70868,2.37007,-3.40517,2.40753,-9.94196,6.05455,-3.90443,1.42526,-5.6568,2.47761,-9.28425,9.42701,1.36559,0.841976,-3.06831,-1.89677,2.4729,8.64002,-1.78042,-4.30405,-9.3854,-6.07436,6.07955,8.18345,-2.49683,6.77142,-3.28006,-1.53596,0.559953,1.77414,-9.19245,7.45229,-7.21974,2.93654,-3.7526,2.11104,8.92274,-5.47254,-7.48055,-1.44309,3.08215,0.585248,-4.54919,3.56019
4.29896,0.441983,-7.70257,1.08834,5.65922,-7.24199,7.2112,4.30734,8.50099,0.965963,-0.743164,1.26217,2.8294,1.14333,-6.05142,9.96805,6.67382,-5.24153,7.44581,6.1389,-3.27051,-7.90591,1.82387,-9.3675,-1.0962,9.99979,6.67861,3.69354,-2.44673,-9.81875,9.46593,3.54895,-5.83554,-3.51014,0.217081,9.71511,-2.67519,-0.472067,-1.18728,3.68464,-4.56336,1.95419,-3.73032,-5.40089,-8.28054,4.20995,4.98129,-3.03235,-3.28362,2.10476,-6.7037,-0.622257,7.5389,-9.38162,5.10266,2.86184,4.71137,-1.26433,1.60054,5.43901,7.54137,-2.87007,9.67686,-4.34246,0.0581236,-4.89436,-7.24267,-4.99944,-4.2559,1.95709,8.27986,-2.29298,-9.04926,6.06866,1.26169,-0.948297,-2.93,3.18337,-5.027,-9.82368
4.67462,8.7138,9.49646,1.86688,3.9035,1.72428,4.30734,-6.44411,9.03561,2.4637,-2.04627,-6.15621,-7.61593,-5.2605,7.93152,4.95285,7.57481,8.46693,-4.779,6.03694,-3.47523,-1.1916,-8.24584,6.48314,-9.79987,9.21764,0.948302,7.52975,-0.528271,-3.31591,-1.53929,-7.40877,7.31665,8.40636,9.43135,2.77259,0.181444,9.58227,-7.13127,9.39945,5.85586,-4.40104,9.04105,-4.12467,-5.60377,-0.890126,1.14963,-7.23144,-4.46781,5.75492,5.39256,-3.41114,7.11464,-6.67696,2.55429,4.95412,-7.9579,3.75099,-3.09028,7.5997,-4.53796,-2.12803,-8.18828,-3.04916,-2.85723,-8.33665,4.91504,2.25844,-3.71276,8.96102,-6.11114,5.96572,3.03077,5.16551,-3.48553,8.3139,-4.95329,-0.594726,-9.61866,0.104181
-1.98384,-8.29924,4.13102,-3.79321,-8.59761,-6.02828,8.50099,9.03561,3.8858,-8.76219,-2.40083,9.92517,0.112183,2.87832,4.34354,6.56058,2.65464,7.68837,0.722453,1.27403,3.00312,-4.21666,3.09667,0.337213,3.00102,4.87869,0.495583,-0.875402,4.76636,2.24268,-9.97539,3.31537,5.68563,-1.0711,-8.32178,5.7236,5.46456,-2.42486,7.06301,4.64318,4.1369,6.83482,-5.51393,-4.48363,-0.67304,-4.03337,-5.45521,1.36258,-8.89226,2.36987,-7.64234,5.66218,6.01807,3.30227,-2.39636,4.78892,-2.92739,-6.21514,7.7706,9.30631,-3.99477,-1.20601,6.75953,4.04462,3.48894,3.93233,-3.29895,9.98165,-4.40549,-0.740751,9.46387,1.3482,7.87587,-9.32402,-2.89821,-8.43248,9.45598,4.0294,9.41519,-2.77904
-6.78175,-6.04589,2.49609,3.99309,6.7927,-7.51837,0.965963,2.4637,-8.76219,-2.73902,2.02786,-5.87774,-3.32727,-2.40935,7.74795,9.76218,-0.490254,0.255896,9.09259,2.29159,2.25531,3.34268,9.65804,-0.485546,3.68906,6.21408,0.204313,3.20521,9.54292,1.00931,-0.0248264,5.08288,-1.06109,3.57551,6.12447,0.210966,-7.63197,5.06577,1.72773,-2.65941,-1.6755,-9.81621,-3.40899,3.17673,0.423644,7.88103,7.87568,-3.55729,-2.11994,-2.19847,3.55533,7.19879,0.289125,-6.77864,8.66112,4.97319,4.28762,-4.75665,1.49008,5.32359,4.55297,7.20876,0.433084,-6.51688,-0.726433,7.58942,4.22578,3.54707,-8.83761,5.53381,-7.09706,3.69799,-1.63742,1.12228,-5.25422,-6.94194,-1.51858,-3.60732,3.49465,-1.69211
