6.90398,6.07865,9.58412,9.18491,1.97378,-2.44805,5.5582,3.10557,4.35993,-8.97455,-7.91414,-3.42736,6.99654,3.61045,-6.41038,8.40028,4.48647,3.47038,1.28604,-5.07702,2.67622,6.64341,0.287848,-1.28714,-0.651931,-8.36446
6.07865,-2.06244,-3.85805,-2.64015,5.7761,8.23261,4.39905,1.70726,-1.01222,-0.333952,2.94814,-3.61727,-7.59334,1.06705,-5.55064,0.791547,1.70055,9.58332,-4.18351,-1.97133,-9.92534,-1.66188,3.82116,1.0164,3.45705,6.54625
9.58412,-3.85805,-2.21943,-0.865289,9.0031,0.670722,-5.90307,6.04099,-3.09456,3.64257,-7.24059,-6.24733,-2.02996,-0.213464,-4.44599,1.10927,4.45145,-7.23203,6.04506,-4.41546,-1.77987,-7.38855,9.86392,9.94446,-7.64685,-9.20984
9.18491,-2.64015,-0.865289,-4.31921,-9.5867,7.2604,3.93184,-6.57954,-2.25191,6.48916,-9.84698,-4.46865,-8.65551,6.89839,-3.42865,-1.88526,-5.28105,-6.02741,7.43767,-8.17234,-8.22449,-5.61904,0.474142,1.56982,1.90139,-3.97928
1.97378,5.7761,9.0031,-9.5867,8.14035,-5.37098,0.410104,-4.40602,-9.68846,4.48297,6.37315,8.10706,-9.28561,7.56525,5.39719,6.04223,0.0912866,-7.29156,-8.55571,-7.17624,-0.53707,-3.70122,-1.52813,-1.12962,6.51157,-8.38961
-2.44805,8.23261,0.670722,7.2604,-5.37098,-9.62716,-9.41654,7.0351,-0.122249,-7.19671,-8.61677,-3.02541,-6.77085,5.84077,2.79596,-8.61222,-1.91065,0.72212,4.40151,1.63287,-4.66012,-6.57909,-4.00645,-6.85432,3.23761,7.72018
5.5582,4.39905,-5.90307,3.93184,0.410104,-9.41654,-7.87861,5.98076,-6.96189,6.47148,2.24788,1.35214,-0.650494,3.51097,5.68732,-6.76311,5.70459,7.8062,3.1552,0.120138,-0.502712,1.03257,9.37556,-3.70794,-3.76454,-2.07345
3.10557,1.70726,6.04099,-6.57954,-4.40602,7.0351,5.98076,-1.86142,3.36824,-0.674805,2.16167,-9.16198,-1.45564,8.73444,3.78869,3.92816,4.04887,3.46677,-5.48265,-5.72305,-1.65466,3.76162,4.52082,-9.30495,3.02688,8.05612
4.35993,-1.01222,-3.09456,-2.25191,-9.68846,-0.122249,-6.96189,3.36824,4.48983,-2.42509,-3.93266,4.37871,-9.05142,-2.27275,-0.611774,-4.68931,5.51551,-2.02648,9.08902,8.12825,-4.52038,-4.48485,5.80356,-9.1096,2.25505,-8.9893
-8.97455,-0.333952,3.64257,6.48916,4.48297,-7.19671,6.47148,-0.674805,-2.42509,-9.02823,4.97188,0.965291,5.64101,1.03303,9.15099,-2.27664,-2.71645,4.4558,6.56795,6.29451,-7.05415,6.31706,5.42791,-5.87881,3.86188,-6.15321
-7.91414,2.94814,-7.24059,-9.84698,6.37315,-8.61677,2.24788,2.16167,-3.93266,4.97188,0.633294,-5.59051,-2.34197,-4.14233,2.21381,7.5198,4.05292,-5.12145,5.65104,-0.382465,5.50072,-5.52952,-1.29345,9.83288,6.49207,-1.23329
-3.42736,-3.61727,-6.24733,-4.46865,8.10706,-3.02541,1.35214,-9.16198,4.37871,0.965291,-5.59051,4.71991,1.35599,4.6495,2.9009,7.19741,-8.05392,-7.27965,3.68773,-1.43433,-8.058,5.90071,-5.78447,-5.28048,0.367362,0.313756
6.99654,-7.59334,-2.02996,-8.65551,-9.28561,-6.77085,-0.650494,-1.45564,-9.05142,5.64101,-2.34197,1.35599,-0.918377,9.19459,-4.54554,7.6355,9.4052,1.09044,-9.18203,-4.06345,2.54336,-1.18831,-2.20023,2.90053,-1.13835,-1.28809
3.61045,1.06705,-0.213464,6.89839,7.56525,5.84077,3.51097,8.73444,-2.27275,1.03303,-4.14233,4.6495,9.19459,2.9591,-1.41251,-8.47956,-3.86281,2.70533,2.60581,-8.5477,0.888258,-1.79629,-0.238817,4.87246,-4.82485,-3.20644
-6.41038,-5.55064,-4.44599,-3.42865,5.39719,2.79596,5.68732,3.78869,-0.611774,9.15099,2.21381,2.9009,-4.54554,-1.41251,-2.1228,4.08839,-3.31144,-6.9477,1.92504,9.86985,-1.36546,0.287954,0.925344,-4.98444,6.39451,7.54352
8.40028,0.791547,1.10927,-1.88526,6.04223,-8.61222,-6.76311,3.92816,-4.68931,-2.27664,7.5198,7.19741,7.6355,-8.47956,4.08839,-2.07799,-4.52869,0.049555,9.20331,-7.2276,-8.91016,-4.19206,4.516,-6.83761,-6.9342,-8.62777
4.48647,1.70055,4.45145,-5.28105,0.0912866,-1.91065,5.70459,4.04887,5.51551,-2.71645,4.05292,-8.05392,9.4052,-3.86281,-3.31144,-4.52869,9.56388,-0.825309,1.91409,-6.83785,6.96483,-4.05675,6.31714,-7.25926,9.56326,9.10193
3.47038,9.58332,-7.23203,-6.02741,-7.29156,0.72212,7.8062,3.46677,-2.02648,4.4558,-5.12145,-7.27965,1.09044,2.70533,-6.9477,0.049555,-0.825309,8.30267,5.46825,-8.97932,7.45219,-3.17502,0.459982,3.14055,-5.25991,-1.20825
1.28604,-4.18351,6.04506,7.43767,-8.55571,4.40151,3.1552,-5.48265,9.08902,6.56795,5.65104,3.68773,-9.18203,2.60581,1.92504,9.20331,1.91409,5.46825,-7.70113,-4.55628,7.82417,5.48182,-9.61606,-8.42246,6.64044,-1.72139
-5.07702,-1.97133,-4.41546,-8.17234,-7.17624,1.63287,0.120138,-5.72305,8.12825,6.29451,-0.382465,-1.43433,-4.06345,-8.5477,9.86985,-7.2276,-6.83785,-8.97932,-4.55628,4.76647,2.05063,8.09816,5.90967,0.584992,-7.75331,0.768903
