-2.9432,7.3568,2.33951,-6.64413,-4.61096,-4.21473,-8.57187,1.10244,1.08458,0.566661,7.13329,7.58014,-2.98253,2.52784,-8.15096
7.3568,-4.58216,8.61421,-3.51798,0.859442,5.99539,8.10555,5.25472,-1.78779,-9.63147,1.57486,6.53507,-7.03928,-1.25278,-7.60414
2.33951,8.61421,-9.78804,9.50508,4.34825,6.80067,-0.5189,-2.27668,3.9001,-1.19689,-8.70055,4.13508,0.593363,9.60538,2.84548
-6.64413,-3.51798,9.50508,-4.24098,5.7698,-7.69752,5.80934,-6.59109,-3.38301,-2.68427,2.42343,-6.98366,9.3414,7.84185,5.69758
-4.61096,0.859442,4.34825,5.7698,8.46357,-8.13193,-0.658732,-0.323299,8.10103,-2.08397,3.54665,-0.879205,5.87917,-3.33365,-1.76334
-4.21473,5.99539,6.80067,-7.69752,-8.13193,-7.69177,7.87461,-8.00806,-5.51595,-4.37598,3.87383,-6.06402,7.0042,-0.0139455,7.45975
-8.57187,8.10555,-0.5189,5.80934,-0.658732,7.87461,2.14584,4.11209,-0.637323,7.9758,0.647203,-3.6176,-3.77186,8.25054,8.21469
1.10244,5.25472,-2.27668,-6.59109,-0.323299,-8.00806,4.11209,9.53134,7.42378,-5.42252,-0.955775,2.36849,-8.70615,-8.3812,7.45189
1.08458,-1.78779,3.9001,-3.38301,8.10103,-5.51595,-0.637323,7.42378,-9.65442,-7.49132,-1.20973,7.81101,9.48023,0.976515,-4.26918
0.566661,-9.63147,-1.19689,-2.68427,-2.08397,-4.37598,7.9758,-5.42252,-7.49132,-8.58879,-6.80657,4.24708,1.2608,0.256209,-9.80138
7.13329,1.57486,-8.70055,2.42343,3.54665,3.87383,0.647203,-0.955775,-1.20973,-6.80657,-4.08074,1.0505,-9.91744,1.42,6.77562
7.58014,6.53507,4.13508,-6.98366,-0.879205,-6.06402,-3.6176,2.36849,7.81101,4.24708,1.0505,2.38629,-8.58406,-5.65848,2.32075
-2.98253,-7.03928,0.593363,9.3414,5.87917,7.0042,-3.77186,-8.70615,9.48023,1.2608,-9.91744,-8.58406,6.11559,-0.297861,2.91683
2.52784,-1.25278,9.60538,7.84185,-3.33365,-0.0139455,8.25054,-8.3812,0.976515,0.256209,1.42,-5.65848,-0.297861,-0.153535,-3.99637
-8.15096,-7.60414,2.84548,5.69758,-1.76334,7.45975,8.21469,7.45189,-4.26918,-9.80138,6.77562,2.32075,2.91683,-3.99637,-9.03751
