4.66874,-3.07441,-5.36624,-7.21179,2.23957,1.44139,9.91613,5.24312,5.59334,-2.76522,4.17274,1.75953,-5.45775,8.18741,6.54559,3.15137,2.42258,-4.41072,-8.57154,7.57282,2.53605,-9.76012,5.79539,-1.91362,8.74809,-1.48366,8.9705,2.44154,5.65905,-4.38819,-6.55474,-4.63799,6.90299,1.46182,-7.26761,-0.450764,-6.28417,1.75891,0.698457,1.02813,3.50477,4.54432,-5.5578,-9.83604,-9.70997,-4.52461,4.04682,-6.26489,7.8863,-1.24635,-3.3454,9.0651,1.17055,-1.18004,0.570638,-1.64577,6.89178,-7.41712,-5.10504,0.0833599,0.0325626,1.85794,2.70356,-4.68603,3.77916,-9.83926,-3.8332,0.649995,4.04177,-8.01391,-2.86807,5.98496,0.264346,-3.36458,5.48333,-5.16415,-9.70801,9.86673,-6.35804,0.0897247,-5.3447,9.41713,-9.93272,-3.98612,3.70214,-2.56974,4.82964,8.73117
-3.07441,4.75561,8.97969,-4.07077,-8.53903,0.684718,-5.46809,0.944843,-4.03043,-7.28165,-5.70315,-7.30841,-0.526138,-7.99067,-1.25996,-7.45538,-2.13672,4.01975,-3.06639,0.595764,-1.61922,-7.83992,6.83167,-7.34618,9.7014,1.75327,3.8355,-5.70657,-2.0324,-7.8976,2.21715,-4.21942,3.69139,-2.58319,-3.16706,-6.8444,-4.72058,0.0028636,-8.68867,6.12363,6.53247,-5.82043,-1.06951,1.86958,4.67728,1.38183,5.38022,7.9348,9.27454,-9.56915,-1.97878,-5.07174,-8.89647,-2.69566,2.93793,4.99987,0.297297,4.05334,-6.28008,6.813,9.32376,4.92508,4.37099,-1.56485,6.92274,-3.3295,4.65674,5.82943,-9.89398,0.406853,1.15552,-5.60778,5.06199,-9.70686,-0.998684,-0.00460607,-0.590102,-8.29699,9.51805,-3.16542,-3.06601,-8.27049,1.73754,-9.82451,-2.33125,2.61175,-4.07205,-3.42799
-5.36624,8.97969,2.89536,-7.15582,1.04588,5.54086,9.34946,-3.80172,-5.55248,-6.23121,3.665,-7.54807,8.46111,8.01118,4.14748,-5.01355,5.92304,-7.69313,7.88946,-1.8925,7.92951,-7.54466,7.3455,-9.39454,-0.921017,1.7882,2.59909,-4.31593,-8.63906,-6.75174,-8.11688,3.42492,7.56003,-4.15719,2.18442,-6.70694,-8.654,-5.54282,-2.4627,1.35233,5.3712,-7.29475,3.47269,3.99888,-2.47056,7.01503,-1.54689,-6.46389,-1.38685,-9.24539,-9.01022,0.431421,-3.17903,7.51987,1.73033,-8.649,-4.1262,-1.11788,7.87643,2.85882,2.07971,8.31803,-9.67638,-4.73988,0.700977,6.29566,2.72345,9.5158,2.78922,0.681021,-9.85033,3.60236,-7.01238,9.65174,-4.62291,4.36717,4.41837,-9.88438,1.14674,-6.11106,-2.45741,8.13682,-3.74937,4.76681,-0.782485,9.40293,-7.25958,-2.22884
-7.21179,-4.07077,-7.15582,0.352692,-5.9243,-7.15943,-9.68186,0.29968,4.98755,-6.02488,-0.691244,-6.95188,-5.47122,5.41456,3.08011,6.96453,-3.93253,1.82799,4.32001,4.62543,2.17915,5.71108,0.830332,-8.2208,-8.53766,8.49231,-3.10931,-2.78203,0.973865,-5.73443,-3.8054,2.72239,-9.14792,6.98151,1.25001,-2.96193,-4.99062,-0.89191,-4.87092,1.60935,-4.81193,2.56016,-7.23024,3.45084,-8.90354,4.23553,-4.43333,9.5856,6.65585,-7.04279,2.89507,-5.21397,6.21556,-4.79602,5.64528,6.91215,-6.67658,-2.13433,6.38808,0.985069,-3.59894,7.07234,2.63218,3.34851,6.99683,9.924,6.60753,-6.20117,3.22155,6.38524,8.82682,-4.61453,-0.985002,-5.5802,-7.70718,-5.24469,-6.78725,0.796339,2.82669,-9.95237,-0.0768078,2.78705,4.98644,-1.95559,6.54192,9.74406,-2.58925,6.14138
2.23957,-8.53903,1.04588,-5.9243,-5.30133,-4.3782,-7.04072,-5.95689,3.23277,6.59333,-7.58947,-1.60244,-6.96785,6.91896,-4.55425,-0.977517,2.78861,-4.2207,5.48686,-2.7569,-1.50017,-2.44258,-7.49582,-5.60063,1.49428,-5.9189,-1.96558,5.48868,-8.28761,-8.4895,-7.24597,-7.00976,-3.87305,-9.77056,-8.87134,-4.19524,-6.96094,-0.253985,-2.84443,-4.12529,8.43231,5.60467,8.51268,6.95802,-3.39511,-3.27714,-1.97216,0.540102,3.64979,5.53664,-5.60864,7.06366,-2.54182,6.53323,-5.82974,3.36466,-0.92562,2.25431,4.93529,0.548873,3.13094,-2.55038,1.84133,-3.39894,-7.23582,-8.82842,6.98237,-7.63904,0.703328,3.04962,-9.7803,6.83644,-8.11923,7.23567,-9.49283,3.10936,2.23992,2.34624,7.98282,9.8518,3.95934,-6.619,-4.7457,-4.63445,-7.36751,9.09656,5.33398,-0.42006
1.44139,0.684718,5.54086,-7.15943,-4.3782,-4.48328,1.70799,5.39,6.20175,-7.3446,0.488756,0.473241,-0.151341,-2.96721,4.62162,5.19569,-3.14166,5.62442,-0.252141,8.02332,1.63695,-9.88927,8.5839,-7.26981,1.03482,-4.83794,-6.87736,-5.78605,-8.08983,4.549,5.99278,-9.51551,8.35446,-1.35118,-9.87565,-1.27473,-0.876745,4.10836,-0.312648,-0.0774437,-2.55647,-3.93055,0.435201,3.32033,2.30841,-2.32213,-4.08209,2.74625,6.85028,3.5562,8.07656,0.943174,2.66729,5.32448,6.28,-7.75509,-1.29962,5.90217,-3.38412,0.447244,2.83643,-1.69631,-4.46739,-2.56586,-7.25972,-2.39755,-9.32078,9.35364,1.16457,0.854637,-4.1815,-5.7155,8.91524,1.51962,-1.74658,-4.01241,1.88248,4.66841,-9.82773,-5.1565,6.2279,9.4001,-7.7493,-4.72371,6.08625,3.76297,6.20308,-0.283571
9.91613,-5.46809,9.34946,-9.68186,-7.04072,1.70799,8.31916,7.30323,9.92703,0.219415,9.93267,4.25495,0.0460433,1.97082,2.11192,-9.39882,1.61626,-6.9859,-8.73505,0.768761,8.17379,-2.97243,-2.61016,-4.65336,-8.24984,3.92219,3.89113,6.69618,-5.53429,3.08189,-5.25318,2.93689,-2.70492,-0.155873,-6.51102,5.01168,1.86284,5.74096,3.27529,-6.1961,-6.10219,-9.93176,7.01708,-3.52779,1.17499,9.68262,6.88698,-8.24621,-9.73211,5.75188,5.44808,-6.94705,-4.83334,4.73914,-3.26984,1.77195,-7.15526,3.26295,-8.65467,-1.33991,9.18559,-5.31635,1.18005,6.37364,-8.20253,3.63333,4.25221,6.75831,-4.76203,6.55264,4.12896,-0.623123,-5.96729,1.87234,8.08117,-4.73026,0.382132,5.2241,-5.65847,2.5821,3.98724,2.82737,-8.36093,-2.35117,-0.833697,-0.843397,1.15838,7.29092
5.24312,0.944843,-3.80172,0.29968,-5.95689,5.39,7.30323,-9.4613,-4.52401,-4.15169,8.00742,-3.00574,-5.97642,-4.1209,-3.54476,-8.34192,0.761793,6.63718,-4.27822,-5.16296,8.60373,-0.465692,1.87146,7.29012,3.16264,-5.31979,-1.03152,6.01815,8.53687,-7.99882,-2.11393,-8.24562,-2.77259,1.36133,4.06823,-2.24635,2.32214,-7.94591,-8.08217,-2.18966,-3.31887,1.46993,6.47918,2.68347,-4.37258,-5.48553,-3.28616,2.94876,-3.47952,-7.68115,6.41286,8.16317,-8.17017,7.3396,-3.11415,2.34941,-3.46247,-0.72449,1.50641,0.289808,-9.56244,-7.78215,-3.88249,4.40128,8.50261,-0.488537,-9.80042,3.69711,2.47571,0.808515,8.43386,6.60612,6.08834,-6.85415,4.33814,-3.17465,1.41434,-4.23926,1.46136,1.25477,7.99825,-8.23028,1.06177,0.295296,0.285194,1.1017,1.3247,-3.45743
5.59334,-4.03043,-5.55248,4.98755,3.23277,6.20175,9.92703,-4.52401,-6.7851,-7.17891,8.40742,-8.354,4.38692,-2.75147,2.94347,-0.542152,7.48264,-5.31795,-4.9256,-4.55762,-1.57259,-8.01326,9.34603,-8.3854,8.7984,2.32281,-6.20413,5.42865,0.476644,-3.4743,9.50508,-1.44838,-1.77603,5.80928,1.69419,-4.274,3.32449,1.55444,3.98531,3.12626,-6.89037,8.64007,8.93459,-8.55332,5.37738,1.53817,4.54116,0.429609,-9.76239,-1.59341,3.59246,4.44,-2.14644,-3.2432,-2.2104,8.40883,6.18894,5.47185,-1.77084,5.29767,7.48788,7.81216,-4.29856,5.97604,-0.569924,9.78949,-3.48346,-7.60138,-9.77429,0.42704,5.79761,-8.68162,-4.72614,-3.45516,-5.59221,2.27485,2.01209,0.868393,-3.69358,5.55029,4.58409,-2.40676,4.41499,2.27174,4.24828,-3.80213,-0.142357,1.78952
-2.76522,-7.28165,-6.23121,-6.02488,6.59333,-7.3446,0.219415,-4.15169,-7.17891,-7.54084,-4.84598,5.31987,4.85643,0.58489,8.88028,6.76639,-0.366678,3.53504,-0.0236343,5.55577,-0.391514,0.43987,4.13444,-9.18998,-8.71463,6.61242,9.12163,8.7821,-7.08063,-5.13337,-1.03826,5.89918,-7.01659,2.57579,-5.91794,-2.74595,-0.365528,-9.62781,5.88461,7.64623,-7.40582,-0.746107,-0.796719,-7.64156,6.96588,-5.50397,-4.24971,-9.81436,4.49397,-4.25169,2.89639,-7.97537,8.13324,-1.4092,9.66638,9.73752,-6.89891,5.98447,-9.20399,7.23429,0.733274,6.26997,-6.65133,1.34664,-9.62858,9.1772,9.39034,-8.96224,3.97736,6.08391,-1.48482,-2.82034,7.94779,-1.79369,9.80396,-5.10647,-4.55326,-0.351841,8.948,0.820333,5.30258,-6.8916,-9.94668,-3.33121,7.72561,-2.59576,6.75725,-0.424615
