-9.37281,8.00644,5.33547,-3.675,9.25891,4.38912,2.36427,8.63064,-0.38221,9.0963,0.486809,-8.55239,7.26445,1.93768,7.43034,-5.48374,8.72405
8.00644,-8.14965,0.181801,3.12185,8.92161,6.1088,9.13337,-5.70719,1.76158,4.35799,6.94575,0.776358,0.453253,-9.08009,9.0844,-1.43295,2.86157
5.33547,0.181801,8.62853,3.69639,9.52073,1.703,8.86943,9.10209,4.06702,-9.4673,1.59927,6.78148,-1.81458,-9.50221,5.25668,-7.28902,6.29051
-3.675,3.12185,3.69639,4.70865,-2.5468,0.509426,-8.11896,-8.62861,-1.59385,7.17284,-5.20029,3.67953,-3.34067,-3.71081,-2.88476,4.63524,-5.38499
9.25891,8.92161,9.52073,-2.5468,-8.93461,-1.46744,7.4601,-9.03839,-3.82423,-3.42684,-1.23312,7.16434,-5.90545,-6.37793,-1.76129,3.09509,-0.566282
4.38912,6.1088,1.703,0.509426,-1.46744,4.01616,-9.90732,4.93025,-6.81067,7.33635,-4.34945,9.55986,1.29568,7.01624,-7.07395,-8.06001,5.21141
2.36427,9.13337,8.86943,-8.11896,7.4601,-9.90732,-9.71461,-7.04712,3.46069,9.41611,-3.44572,4.69239,5.03254,1.74137,-1.70394,-6.08112,-2.56637
8.63064,-5.70719,9.10209,-8.62861,-9.03839,4.93025,-7.04712,-6.06342,1.71574,-6.50029,6.75334,-3.80954,4.43909,-3.30242,1.61631,3.12035,-2.17027
-0.38221,1.76158,4.06702,-1.59385,-3.82423,-6.81067,3.46069,1.71574,1.07185,9.37063,-0.794564,-7.65769,-9.20386,-6.87627,-3.65723,4.03707,-6.50921
9.0963,4.35799,-9.4673,7.17284,-3.42684,7.33635,9.41611,-6.50029,9.37063,2.69267,-6.39454,-2.97367,5.02624,3.39591,1.00682,4.48743,-2.84579
0.486809,6.94575,1.59927,-5.20029,-1.23312,-4.34945,-3.44572,6.75334,-0.794564,-6.39454,-7.13341,-5.22715,5.84702,-5.2212,-8.53021,-1.45442,-7.94118
-8.55239,0.776358,6.78148,3.67953,7.16434,9.55986,4.69239,-3.80954,-7.65769,-2.97367,-5.22715,-0.111716,3.08441,1.84202,2.64878,2.28401,-9.95428
7.26445,0.453253,-1.81458,-3.34067,-5.90545,1.29568,5.03254,4.43909,-9.20386,5.02624,5.84702,3.08441,-7.26682,3.25329,9.27374,-7.43365,-6.18986
1.93768,-9.08009,-9.50221,-3.71081,-6.37793,7.01624,1.74137,-3.30242,-6.87627,3.39591,-5.2212,1.84202,3.25329,6.56872,2.23506,-5.60667,3.35761
7.43034,9.0844,5.25668,-2.88476,-1.76129,-7.07395,-1.70394,1.61631,-3.65723,1.00682,-8.53021,2.64878,9.27374,2.23506,-6.84004,5.007,-2.45671
-5.48374,-1.43295,-7.28902,4.63524,3.09509,-8.06001,-6.08112,3.12035,4.03707,4.48743,-1.45442,2.28401,-7.43365,-5.60667,5.007,-6.69459,8.92247
8.72405,2.86157,6.29051,-5.38499,-0.566282,5.21141,-2.56637,-2.17027,-6.50921,-2.84579,-7.94118,-9.95428,-6.18986,3.35761,-2.45671,8.92247,5.06543
