7.11159,9.93179,5.35852,7.97112,-4.58111,-7.0475,1.46985,8.37396,4.83799,-4.80698,-6.48554,3.97434,-4.42753,2.13116,7.77458,-2.62566,3.51086,-6.59434,2.39918,-6.09555,-3.18089,-6.88107,-5.92404,3.95304,-3.49763,9.83751,6.05067,-0.567245,-2.00499
9.93179,-9.76683,7.40316,-3.66283,2.82822,-0.385152,-1.38319,3.25884,6.85636,-1.83617,3.52,-6.27143,-5.82869,5.2288,-7.89889,4.18617,2.41756,6.56093,2.072,-7.34453,-6.846,8.8356,5.7226,-5.47166,-6.86546,6.97131,1.48356,2.60627,3.8394
5.35852,7.40316,-5.29344,2.24671,5.0713,2.20255,-6.7515,9.77018,-1.84035,3.94251,0.612132,-8.24228,-2.3548,6.66324,-4.32389,-6.21467,-8.61618,-4.1696,-6.24183,-3.72163,9.34863,-0.795844,1.57355,6.86256,2.83346,-7.77147,-8.90484,4.73481,-6.63493
7.97112,-3.66283,2.24671,6.16662,8.02663,-8.22455,-1.17808,-0.452973,3.41945,-3.02923,-9.02945,-1.83798,-8.65396,-9.91501,5.81993,1.20444,3.60908,-4.55939,8.02939,4.01505,-3.74808,9.7561,-1.13209,-3.95663,0.319377,9.62471,-9.55744,7.90463,-8.02059
-4.58111,2.82822,5.0713,8.02663,-5.72001,-9.76308,1.558,-5.5844,-6.73476,-8.25019,8.06382,0.11298,7.56313,5.47882,1.18373,5.77578,9.15753,9.3549,-3.69208,4.04967,-5.5287,-9.76314,-9.59192,7.06765,1.06248,1.57022,8.79554,3.32209,9.3098
-7.0475,-0.385152,2.20255,-8.22455,-9.76308,1.11901,-2.02549,-2.07784,0.314142,3.61308,9.65809,-5.79022,-1.98383,-6.78099,-3.82962,4.44212,-8.81058,9.89945,6.66455,-8.42475,-9.78454,0.111123,-9.75344,-9.20385,7.97021,-2.93777,6.841,-1.765,7.88967
1.46985,-1.38319,-6.7515,-1.17808,1.558,-2.02549,0.883157,9.29517,-9.62361,-5.81444,-3.03247,-6.78529,0.916708,-7.72416,4.94811,-9.31737,6.90844,-9.45812,1.27651,5.0666,-4.61014,5.65113,-2.22503,-3.22156,4.55197,-1.8396,3.99932,5.73674,2.847
8.37396,3.25884,9.77018,-0.452973,-5.5844,-2.07784,9.29517,9.72873,2.31815,8.60035,-8.6279,-6.17168,7.25435,3.69212,-2.85272,7.1555,1.11186,4.42464,-7.31556,4.08895,-5.97963,8.99685,-8.62609,-1.40309,3.0111,5.00283,4.04854,-7.35881,-4.88367
4.83799,6.85636,-1.84035,3.41945,-6.73476,0.314142,-9.62361,2.31815,-1.3272,-8.1684,6.67031,5.33652,2.44079,3.50222,-8.03851,-8.29625,-3.63568,6.12094,2.43116,-7.07014,-1.53236,-2.16048,-7.40851,-9.75738,-5.59496,-5.84884,-5.70195,-4.69023,9.73023
-4.80698,-1.83617,3.94251,-3.02923,-8.25019,3.61308,-5.81444,8.60035,-8.1684,7.83442,1.97543,-0.22267,2.60747,-2.15966,-3.84593,2.43363,4.27721,-1.16344,6.46384,-1.44648,-0.990459,-7.66851,-2.28084,4.50178,4.38345,9.20898,-8.94557,7.05404,1.25368
-6.48554,3.52,0.612132,-9.02945,8.06382,9.65809,-3.03247,-8.6279,6.67031,1.97543,-6.86125,8.27631,-3.43565,2.28375,-6.08031,-3.19374,8.56984,4.43667,-4.19337,-1.19531,-3.71816,4.97419,6.53972,-0.897317,-5.81703,7.44872,8.99414,2.50402,8.63714
3.97434,-6.27143,-8.24228,-1.83798,0.11298,-5.79022,-6.78529,-6.17168,5.33652,-0.22267,8.27631,8.74322,-0.14974,0.0757136,4.7532,9.92733,9.62454,-7.65305,3.65753,-3.66331,-6.6821,5.91271,2.20663,8.95295,2.61377,9.72614,3.10142,-0.00769346,6.45445
-4.42753,-5.82869,-2.3548,-8.65396,7.56313,-1.98383,0.916708,7.25435,2.44079,2.60747,-3.43565,-0.14974,-6.96378,-6.24117,3.6128,-3.86682,0.800212,0.829937,3.90725,3.5896,1.36939,-1.68689,3.16106,8.60385,7.28027,-0.0578138,-6.42585,-6.77722,-7.68356
2.13116,5.2288,6.66324,-9.91501,5.47882,-6.78099,-7.72416,3.69212,3.50222,-2.15966,2.28375,0.0757136,-6.24117,2.52599,-7.45534,-3.04112,-0.471435,4.11097,2.50276,-0.440538,-3.04501,9.15722,7.44152,-5.31106,-1.06061,-5.69072,-1.48078,0.802041,-5.83343
7.77458,-7.89889,-4.32389,5.81993,1.18373,-3.82962,4.94811,-2.85272,-8.03851,-3.84593,-6.08031,4.7532,3.6128,-7.45534,8.30258,-7.58957,-8.35733,-4.42646,-6.64454,2.41262,-0.0504842,-9.71262,-2.3652,9.74198,-4.95365,8.70949,3.75583,4.69628,3.08872
-2.62566,4.18617,-6.21467,1.20444,5.77578,4.44212,-9.31737,7.1555,-8.29625,2.43363,-3.19374,9.92733,-3.86682,-3.04112,-7.58957,-3.69894,1.25548,-4.70351,2.04554,8.87518,-6.45051,-4.7802,-4.51122,-0.8978,-3.19101,-7.14018,-0.898426,-9.10239,1.45291
3.51086,2.41756,-8.61618,3.60908,9.15753,-8.81058,6.90844,1.11186,-3.63568,4.27721,8.56984,9.62454,0.800212,-0.471435,-8.35733,1.25548,-0.843955,3.53914,-7.24778,-5.09209,0.716573,2.02131,-6.64081,3.49941,7.07198,6.46929,-0.517742,-6.0815,-8.14955
-6.59434,6.56093,-4.1696,-4.55939,9.3549,9.89945,-9.45812,4.42464,6.12094,-1.16344,4.43667,-7.65305,0.829937,4.11097,-4.42646,-4.70351,3.53914,-6.2823,5.02671,9.92694,-3.54162,-0.121759,8.83726,3.58624,8.35528,2.09163,-5.37267,-5.04986,-6.75908
2.39918,2.072,-6.24183,8.02939,-3.69208,6.66455,1.27651,-7.31556,2.43116,6.46384,-4.19337,3.65753,3.90725,2.50276,-6.64454,2.04554,-7.24778,5.02671,4.93594,0.996787,7.34656,3.56147,0.165669,-7.85186,-7.24563,8.02739,9.75119,-4.89273,-9.64512
-6.09555,-7.34453,-3.72163,4.01505,4.04967,-8.42475,5.0666,4.08895,-7.07014,-1.44648,-1.19531,-3.66331,3.5896,-0.440538,2.41262,8.87518,-5.09209,9.92694,0.996787,1.78361,2.02783,7.57298,-3.37117,2.42615,-3.04224,0.534108,4.33275,-4.50022,-8.20988
-3.18089,-6.846,9.34863,-3.74808,-5.5287,-9.78454,-4.61014,-5.97963,-1.53236,-0.990459,-3.71816,-6.6821,1.36939,-3.04501,-0.0504842,-6.45051,0.716573,-3.54162,7.34656,2.02783,-3.74649,5.98413,-3.2696,8.56069,1.20396,6.10924,6.88826,-5.11974,-5.22953
-6.88107,8.8356,-0.795844,9.7561,-9.76314,0.111123,5.65113,8.99685,-2.16048,-7.66851,4.97419,5.91271,-1.68689,9.15722,-9.71262,-4.7802,2.02131,-0.121759,3.56147,7.57298,5.98413,-0.537528,1.53154,5.20039,9.97192,7.86709,4.61695,-7.72375,-9.34953
-5.92404,5.7226,1.57355,-1.13209,-9.59192,-9.75344,-2.22503,-8.62609,-7.40851,-2.28084,6.53972,2.20663,3.16106,7.44152,-2.3652,-4.51122,-6.64081,8.83726,0.165669,-3.37117,-3.2696,1.53154,0.935672,0.0660921,4.20175,3.67145,-1.29944,3.90928,-8.82846
3.95304,-5.47166,6.86256,-3.95663,7.06765,-9.20385,-3.22156,-1.40309,-9.75738,4.50178,-0.897317,8.95295,8.60385,-5.31106,9.74198,-0.8978,3.49941,3.58624,-7.85186,2.42615,8.56069,5.20039,0.0660921,2.81487,0.238087,-9.59312,1.50277,7.81956,-5.24615
-3.49763,-6.86546,2.83346,0.319377,1.06248,7.97021,4.55197,3.0111,-5.59496,4.38345,-5.81703,2.61377,7.28027,-1.06061,-4.95365,-3.19101,7.07198,8.35528,-7.24563,-3.04224,1.20396,9.97192,4.20175,0.238087,1.4191,-7.85666,-8.68997,4.47808,0.747524
9.83751,6.97131,-7.77147,9.62471,1.57022,-2.93777,-1.8396,5.00283,-5.84884,9.20898,7.44872,9.72614,-0.0578138,-5.69072,8.70949,-7.14018,6.46929,2.09163,8.02739,0.534108,6.10924,7.86709,3.67145,-9.59312,-7.85666,-2.3034,1.56173,6.30319,-4.35252
6.05067,1.48356,-8.90484,-9.55744,8.79554,6.841,3.99932,4.04854,-5.70195,-8.94557,8.99414,3.10142,-6.42585,-1.48078,3.75583,-0.898426,-0.517742,-5.37267,9.75119,4.33275,6.88826,4.61695,-1.29944,1.50277,-8.68997,1.56173,8.53489,9.93051,9.25137
-0.567245,2.60627,4.73481,7.90463,3.32209,-1.765,5.73674,-7.35881,-4.69023,7.05404,2.50402,-0.00769346,-6.77722,0.802041,4.69628,-9.10239,-6.0815,-5.04986,-4.89273,-4.50022,-5.11974,-7.72375,3.90928,7.81956,4.47808,6.30319,9.93051,3.88935,-9.09661
-2.00499,3.8394,-6.63493,-8.02059,9.3098,7.88967,2.847,-4.88367,9.73023,1.25368,8.63714,6.45445,-7.68356,-5.83343,3.08872,1.45291,-8.14955,-6.75908,-9.64512,-8.20988,-5.22953,-9.34953,-8.82846,-5.24615,0.747524,-4.35252,9.25137,-9.09661,-4.81003
