5.78511,1.10639,6.47168,5.40051,6.45316,-4.21541,2.59761,-0.817924,3.57251,4.14394,0.145384,-3.66178,-9.85343,-4.68162,7.93919,8.07298,-3.41452,-0.907443,8.68699,8.20018,-8.26125,2.63563,-0.636416,5.69327,5.2716,-1.5553,-1.41074,-0.0738201,0.697144,-4.30439,7.46888,8.03706,-4.08348,-6.05606,-5.51677,-5.15153,5.90151,9.38362,9.09839,7.50627,-2.44477,-7.37377,-2.2791,-0.234223,-1.85021,1.36947,-2.50781,-0.140462,0.33952,-7.20695,7.55697,0.779506,-4.48374,-1.44198,3.62722,8.69304,0.776313,7.93392,-0.455385,-2.6988,1.323,6.85051,3.58185,-2.84074,-6.8477,-4.15489,-3.57405,-5.47318
1.10639,-7.21026,2.4484,-5.01852,-1.03628,5.25826,-3.35609,6.30559,6.70943,5.55044,9.55233,8.16494,-5.21076,-3.81998,-3.38921,-9.39071,1.83443,-8.2418,-1.54364,-3.55704,-9.3473,-4.7423,-2.47198,-6.45495,-4.44775,-0.269322,1.14389,6.52668,-1.14029,0.117374,4.05398,-9.05444,-6.88457,-3.53729,2.75772,-9.07377,5.95931,-2.81896,7.76249,9.61911,1.61331,-2.77385,5.28909,-7.78633,7.25134,-2.8226,-2.50035,-6.0927,-0.120274,-3.67449,-3.06076,4.95046,7.54939,-1.19194,1.54311,7.68024,4.19004,-5.6337,-3.33931,-8.48337,7.99777,-8.24324,5.07237,-6.23692,6.19844,5.45987,6.72136,-7.44984
6.47168,2.4484,-7.16977,-9.09306,-5.47658,2.7293,3.89632,-7.28576,-4.5136,0.9431,7.61819,7.16018,5.20385,6.01816,-6.20468,-2.64951,6.29712,1.68494,-3.42252,9.4556,4.53948,-2.91435,5.05311,1.25808,-3.12388,0.482063,-8.22554,9.33637,-0.787238,7.94143,5.22256,9.34801,6.62026,-6.09787,-7.12137,-2.59687,-3.59991,-2.31274,1.35585,6.01229,-2.65366,9.32528,-0.78272,7.2832,-9.26108,-8.18652,1.66526,-5.43084,-1.79592,-0.846017,4.10579,4.7981,2.96418,3.62558,-4.24689,3.79069,-3.96347,6.71746,1.29196,3.8864,-9.42198,-5.61005,-6.87756,3.96804,-2.40025,-8.38361,2.87597,-7.22005
5.40051,-5.01852,-9.09306,6.68917,-9.38912,2.44704,-4.94797,-0.749117,-7.83967,-2.18863,2.46179,-7.45448,9.92159,2.12797,-9.96409,-6.90627,7.15684,7.90972,-9.23452,-2.82992,9.37531,-4.04461,-8.08075,5.79828,-7.95059,-0.238607,-9.16945,-3.8703,-4.32731,6.43156,-3.49746,1.29826,3.66869,-7.28319,-9.47331,-7.91368,4.77917,2.45676,-1.54284,-2.54775,7.55948,2.39649,0.162537,4.28235,1.64271,3.12742,-8.22568,-6.55733,-4.56467,-0.486588,-1.12231,-0.756085,-3.07624,1.04965,2.16926,-8.02816,0.107356,6.93504,-5.20271,6.1867,-7.73591,5.89789,1.49479,-6.43642,6.0631,0.137591,-8.54323,-0.669435
6.45316,-1.03628,-5.47658,-9.38912,-7.47752,-6.3908,-8.67963,-5.97621,-1.1212,5.25201,2.21335,-4.46674,5.07779,4.27115,1.24372,-3.83256,4.50927,9.62956,-1.88779,-5.36788,5.57814,-5.6199,9.36239,-4.58697,9.27992,7.26878,-5.24169,8.06519,9.48504,2.67184,9.76768,-6.89455,4.12288,3.3146,6.31294,-5.31284,-7.48797,1.11291,-1.62334,-2.67599,-7.09831,8.63464,1.76714,6.82201,-0.820393,-0.585339,-8.20092,6.80264,-2.34264,-0.587826,-0.485264,-6.80088,-3.52073,5.94034,-8.92548,-1.46784,9.40182,-3.37493,-2.45591,8.1988,3.39043,1.97786,6.74943,-9.33069,1.96214,1.11737,-3.36507,-9.46648
-4.21541,5.25826,2.7293,2.44704,-6.3908,-1.76587,7.28504,-2.24896,-9.86386,-1.30688,0.130729,1.35176,-6.6198,-9.28767,-2.00565,4.45994,3.22823,-7.73226,9.61129,7.65132,-4.34911,7.16419,0.133545,-0.0584771,-2.98811,6.47738,8.43884,6.97833,-0.966549,8.3599,-0.783753,1.48825,2.7428,4.00081,1.64151,3.67266,3.74958,0.147399,-5.52975,-2.78263,-2.70558,3.18816,1.59286,-0.842268,7.80193,-5.56001,-1.90101,-9.31277,-8.87803,-7.47915,2.51992,-7.08131,-3.38465,8.46016,8.91408,-8.81451,6.99296,2.13874,-7.49999,-2.26267,-8.81501,7.52534,-4.568,-2.31104,-6.96614,9.34634,-5.3002,6.56592
2.59761,-3.35609,3.89632,-4.94797,-8.67963,7.28504,-3.20717,-5.75483,-2.46756,8.07902,9.55022,-4.1421,-3.57633,6.6405,-9.61206,-2.76752,9.33176,-5.0486,-3.13832,-8.03201,4.13201,-1.65056,-1.58222,-7.18104,6.2408,9.74269,-9.35138,3.95764,-5.12838,-9.04516,6.35805,5.09646,7.01415,1.28514,3.07357,-1.06698,2.76625,-5.63346,-0.946841,-2.2724,9.91697,-6.38302,2.2544,-9.42248,-1.75952,-8.99487,6.00909,2.73097,5.80628,-5.45433,4.48365,-2.53811,3.80785,-7.86596,-2.70405,-3.4455,-1.5035,0.426426,8.72185,-7.98218,-7.9016,-7.97848,8.41465,8.22995,-4.21676,6.24438,-6.2618,-5.5821
-0.817924,6.30559,-7.28576,-0.749117,-5.97621,-2.24896,-5.75483,7.15164,3.16088,9.53532,7.30907,-8.1936,-6.98841,-4.52769,-3.27052,-0.480481,-8.2983,-7.39708,-8.20482,8.88616,0.68574,-3.84882,-5.86894,2.55893,-7.01041,4.66966,-4.85976,-9.23254,2.65023,9.77734,-0.541678,-2.68012,-7.07898,3.22114,-4.35421,5.37905,1.51112,2.64546,0.975034,6.99801,4.39509,5.54707,6.04675,7.22575,4.06731,2.80899,5.2931,5.94817,9.39067,3.85815,7.2251,0.432137,-4.36953,3.09621,-7.8946,-0.756793,0.220363,-4.83884,9.35138,3.16219,2.29037,3.31358,9.90679,-0.526987,-3.14077,-0.814998,-7.85996,5.88637
3.57251,6.70943,-4.5136,-7.83967,-1.1212,-9.86386,-2.46756,3.16088,7.90253,-1.11593,2.64905,-9.24945,5.05558,6.26769,0.340729,-4.10391,9.56546,-2.87549,-4.06557,2.37092,1.31012,-0.0621946,-3.3363,-6.11663,-2.77123,-5.68588,-3.92591,-4.76477,5.74394,-5.64089,7.34785,-2.45444,3.86969,8.01434,0.421414,0.303012,9.90615,-1.09726,-6.83638,-9.34797,3.64104,3.01786,0.0111742,6.2227,-3.90217,-6.96534,-1.0245,6.4229,8.61725,-4.21867,-5.35606,-6.93508,-0.366495,-7.47956,2.78095,4.0477,-0.469174,-8.49581,-7.44453,3.77338,-0.135994,-6.14523,-1.94771,7.80479,5.31827,3.35348,4.11602,-7.46206
4.14394,5.55044,0.9431,-2.18863,5.25201,-1.30688,8.07902,9.53532,-1.11593,2.2653,-0.0462415,8.20121,-6.30035,4.70749,4.85917,-7.00187,-3.33136,3.85651,-7.92253,0.548954,4.59823,9.49857,5.42033,6.648,-9.91955,-0.922484,-8.16887,3.26348,-4.54059,-7.55863,-0.784249,-2.72375,-2.88237,-9.39043,0.116716,3.85372,3.27237,6.56397,-4.63648,-4.76324,1.49218,-0.699978,7.2705,-4.05367,-2.71245,8.5094,0.42334,-1.05441,-4.51084,5.00607,2.27041,1.35582,-3.44413,0.0703663,7.70914,-3.03793,-6.95272,-8.44449,7.58927,5.80299,0.174309,9.83609,3.70305,-3.61821,6.711,-7.05814,1.6134,0.459314
