-7.12848,8.61914,6.61787,5.02586,0.321176,-7.95814,-1.76218,-5.30266,8.36853,-5.41215,0.533369,3.36574,-2.36555,8.64335,-5.44816,-2.15728,-2.78864,7.10148,3.42928,3.81811,9.61062,-0.861102,8.29657,1.67444,-3.64006,7.28658,-8.75807
8.61914,-7.95338,3.75585,6.19201,-9.58287,-4.07332,3.62283,7.63889,6.68414,-7.46637,8.44178,2.36809,3.30813,-6.06156,0.171484,-6.97663,2.2007,0.233732,3.01274,-4.18176,-2.16438,-8.79318,-7.25273,4.11721,-7.54191,-1.86862,-0.629862
6.61787,3.75585,1.81052,9.86722,-2.03727,3.79838,-2.30944,-7.38052,-2.94709,2.99587,3.47047,-8.43963,-5.35945,-9.65816,-1.18464,5.02595,-6.62665,3.73067,1.6809,9.68373,1.68186,-2.85974,1.02697,9.27496,1.92677,1.85864,3.52913
5.02586,6.19201,9.86722,-5.82903,-0.0091057,-8.78572,0.279888,4.89898,-5.98686,-6.61408,-2.00576,-2.30959,2.97025,-7.52428,-1.35126,-0.757181,-1.5252,-6.61098,-0.836354,2.20113,-4.05527,-3.70287,4.37116,-7.98383,-4.60202,1.11981,-9.70561
0.321176,-9.58287,-2.03727,-0.0091057,6.37538,2.05323,4.73622,2.03594,-2.23027,5.10152,-1.22544,-7.22944,4.3229,-1.0322,-8.21551,-3.3591,1.78139,8.56965,0.391372,6.05649,1.63964,4.15685,-6.79791,-8.40918,-3.2155,-4.91894,-3.37821
-7.95814,-4.07332,3.79838,-8.78572,2.05323,-9.72375,-7.07675,-1.29418,9.55785,1.23661,-7.10396,-5.43139,-3.75456,5.14754,7.67801,-2.35004,5.86044,6.987,0.823171,1.13412,-0.852006,-4.35844,7.2419,-1.76105,9.14554,-4.58078,-0.664716
-1.76218,3.62283,-2.30944,0.279888,4.73622,-7.07675,-2.98308,-2.46051,1.32338,-4.625,-8.7857,0.454634,2.292,1.55079,2.14679,-9.22752,-1.87368,-1.68901,8.45087,-7.79273,-6.83328,-3.47575,3.48217,8.893,2.51587,-7.12569,-9.55994
-5.30266,7.63889,-7.38052,4.89898,2.03594,-1.29418,-2.46051,8.34266,0.897693,0.335408,8.16214,8.59205,5.81903,-4.24797,8.22611,-0.517572,0.852601,7.28778,9.79434,9.94394,-5.33168,3.84303,-1.89239,9.2065,-8.03197,8.50281,-3.47513
8.36853,6.68414,-2.94709,-5.98686,-2.23027,9.55785,1.32338,0.897693,-0.852767,-5.77268,-8.42473,1.95245,-8.90344,8.68509,-0.780325,7.65007,-8.88474,1.80181,4.64984,-2.09677,-3.01464,-6.27613,4.03643,3.33984,0.0385614,0.456216,-4.31045
-5.41215,-7.46637,2.99587,-6.61408,5.10152,1.23661,-4.625,0.335408,-5.77268,9.694,6.60893,0.797175,-4.05619,3.55881,-7.83696,-2.91184,-9.91986,4.47822,-9.36293,-9.65949,4.23404,5.19628,-9.91978,-9.28387,-3.31865,-0.864171,5.8044
0.533369,8.44178,3.47047,-2.00576,-1.22544,-7.10396,-8.7857,8.16214,-8.42473,6.60893,-5.17855,4.99023,-8.77304,-1.36202,-0.444769,-3.87499,1.00976,-7.99341,7.32504,8.90814,8.69367,-0.201719,0.250107,-1.27783,2.31488,-6.68153,-7.87677
3.36574,2.36809,-8.43963,-2.30959,-7.22944,-5.43139,0.454634,8.59205,1.95245,0.797175,4.99023,9.18088,2.84543,-2.61831,-3.00503,3.20027,-4.25763,-1.53814,-8.90717,-3.61174,-6.86753,5.95858,8.92114,-2.10998,-1.18873,-0.0606067,-5.0598
-2.36555,3.30813,-5.35945,2.97025,4.3229,-3.75456,2.292,5.81903,-8.90344,-4.05619,-8.77304,2.84543,-7.37691,-7.63563,-0.493735,-5.98237,-4.46061,-8.78622,0.821832,-8.38587,-5.69256,-5.61267,4.0907,-9.28906,6.9966,0.666665,0.631855
8.64335,-6.06156,-9.65816,-7.52428,-1.0322,5.14754,1.55079,-4.24797,8.68509,3.55881,-1.36202,-2.61831,-7.63563,7.43994,1.40222,-6.58465,3.01787,2.13008,-8.95651,-0.0835888,-5.28214,-2.42946,2.90036,-3.29406,7.67407,-8.59853,-9.29358
-5.44816,0.171484,-1.18464,-1.35126,-8.21551,7.67801,2.14679,8.22611,-0.780325,-7.83696,-0.444769,-3.00503,-0.493735,1.40222,6.878,6.13931,-1.25155,-9.98865,-4.95136,8.02693,4.11318,4.80313,-0.877327,0.303538,-0.96309,6.32516,-9.50726
-2.15728,-6.97663,5.02595,-0.757181,-3.3591,-2.35004,-9.22752,-0.517572,7.65007,-2.91184,-3.87499,3.20027,-5.98237,-6.58465,6.13931,0.624348,4.25665,-5.36408,9.12895,5.64248,4.08917,5.56259,1.57734,9.13047,0.840513,-5.28983,-5.14962
-2.78864,2.2007,-6.62665,-1.5252,1.78139,5.86044,-1.87368,0.852601,-8.88474,-9.91986,1.00976,-4.25763,-4.46061,3.01787,-1.25155,4.25665,-9.8383,-7.09862,4.29471,-3.2608,1.2552,5.47249,5.00003,-5.97958,-4.01486,-9.2834,-4.45777
7.10148,0.233732,3.73067,-6.61098,8.56965,6.987,-1.68901,7.28778,1.80181,4.47822,-7.99341,-1.53814,-8.78622,2.13008,-9.98865,-5.36408,-7.09862,3.83077,4.73687,4.20331,-8.66005,-1.43658,-1.36204,5.73056,2.59434,6.89649,6.67896
3.42928,3.01274,1.6809,-0.836354,0.391372,0.823171,8.45087,9.79434,4.64984,-9.36293,7.32504,-8.90717,0.821832,-8.95651,-4.95136,9.12895,4.29471,4.73687,-0.229591,0.832143,-2.9194,0.747863,-7.06768,1.91555,-4.33942,2.4654,-0.766797
3.81811,-4.18176,9.68373,2.20113,6.05649,1.13412,-7.79273,9.94394,-2.09677,-9.65949,8.90814,-3.61174,-8.38587,-0.0835888,8.02693,5.64248,-3.2608,4.20331,0.832143,3.69646,2.58356,-4.35944,-1.81607,-1.10377,7.8871,-4.62959,-4.96953
9.61062,-2.16438,1.68186,-4.05527,1.63964,-0.852006,-6.83328,-5.33168,-3.01464,4.23404,8.69367,-6.86753,-5.69256,-5.28214,4.11318,4.08917,1.2552,-8.66005,-2.9194,2.58356,-0.205308,-1.41997,2.65476,-1.39408,-8.21985,-7.67951,-2.3462
-0.861102,-8.79318,-2.85974,-3.70287,4.15685,-4.35844,-3.47575,3.84303,-6.27613,5.19628,-0.201719,5.95858,-5.61267,-2.42946,4.80313,5.56259,5.47249,-1.43658,0.747863,-4.35944,-1.41997,-1.78041,6.28443,-8.10787,2.33734,2.93707,-8.79546
8.29657,-7.25273,1.02697,4.37116,-6.79791,7.2419,3.48217,-1.89239,4.03643,-9.91978,0.250107,8.92114,4.0907,2.90036,-0.877327,1.57734,5.00003,-1.36204,-7.06768,-1.81607,2.65476,6.28443,0.782791,8.5362,4.95985,-9.65449,-7.01875
1.67444,4.11721,9.27496,-7.98383,-8.40918,-1.76105,8.893,9.2065,3.33984,-9.28387,-1.27783,-2.10998,-9.28906,-3.29406,0.303538,9.13047,-5.97958,5.73056,1.91555,-1.10377,-1.39408,-8.10787,8.5362,5.17091,7.94197,6.37932,-7.98658
-3.64006,-7.54191,1.92677,-4.60202,-3.2155,9.14554,2.51587,-8.03197,0.0385614,-3.31865,2.31488,-1.18873,6.9966,7.67407,-0.96309,0.840513,-4.01486,2.59434,-4.33942,7.8871,-8.21985,2.33734,4.95985,7.94197,-7.72432,4.50897,5.87016
7.28658,-1.86862,1.85864,1.11981,-4.91894,-4.58078,-7.12569,8.50281,0.456216,-0.864171,-6.68153,-0.0606067,0.666665,-8.59853,6.32516,-5.28983,-9.2834,6.89649,2.4654,-4.62959,-7.67951,2.93707,-9.65449,6.37932,4.50897,4.67667,-7.76913
-8.75807,-0.629862,3.52913,-9.70561,-3.37821,-0.664716,-9.55994,-3.47513,-4.31045,5.8044,-7.87677,-5.0598,0.631855,-9.29358,-9.50726,-5.14962,-4.45777,6.67896,-0.766797,-4.96953,-2.3462,-8.79546,-7.01875,-7.98658,5.87016,-7.76913,0.782027
