3.45688,8.06568,6.47732,0.959459,6.21452,-0.528132,5.39646,-4.41704,-6.98599,-9.52673,1.19884,-8.12751,0.279547,-2.29169,-7.94563,-5.2577,-6.68382,-3.68755,2.54065,1.11063,9.05523,-8.99302,-5.4936,0.384541,5.79056,1.2723,-8.14304,-9.31674,-1.14055,9.96482,-7.00264,1.63157,6.22676,4.67789,-3.23485,1.35732,-1.0691,9.19695,-9.20388,-3.5712,2.29815,1.40671,-9.97063,-5.61767,7.96911
8.06568,-2.9882,-2.49923,4.27687,-4.83555,-8.83352,3.77761,9.93951,1.412,9.90162,-3.29861,3.83596,1.47954,6.16865,0.828193,4.56283,-9.60007,6.58023,-5.84546,-5.45876,-2.84637,-1.78178,-6.29712,1.65517,-6.11628,-5.66921,5.29592,5.21535,9.70302,-9.10481,-1.06362,4.26036,8.59371,-8.41124,8.73147,3.97511,6.88681,-9.96286,6.96327,-5.82041,-7.02294,-7.71205,8.03886,0.678146,5.20566
6.47732,-2.49923,-0.46744,8.42522,-0.211961,-7.57607,1.05177,4.20242,-5.77659,-8.63421,-0.806419,3.45628,1.58151,1.73587,1.2812,-6.90263,-1.52908,0.793033,8.98942,-4.02071,-7.4353,4.90114,5.00502,7.90114,8.53819,9.32999,7.37302,-6.3466,-8.29077,-0.441967,-1.42748,6.99419,-6.00919,-3.42744,0.123046,-9.63427,5.1585,5.91574,-2.43658,7.18515,6.20257,-8.91904,3.77213,-2.80445,-0.590451
0.959459,4.27687,8.42522,6.77439,2.72445,1.03886,0.538268,0.46534,-5.51314,8.05434,-8.29783,4.59052,3.36972,2.86591,-5.88837,9.19116,-4.79936,-2.70833,-4.04031,5.98129,-5.30384,-2.73322,-1.75324,5.17355,6.08005,5.78057,1.77608,5.4527,1.22709,7.11349,1.62596,8.38716,6.75439,-9.9724,-4.58034,-9.59996,-1.97599,3.72201,7.96594,-3.13345,5.56062,-7.34591,-5.49552,7.34346,6.518
6.21452,-4.83555,-0.211961,2.72445,4.49663,-8.28549,8.42743,-1.14887,5.59198,5.25144,2.99937,-8.43305,3.62598,-1.63745,-4.63377,-2.48243,9.38999,-8.86909,7.34287,-2.01151,-3.50429,-2.87968,-0.272548,-6.27146,-9.28019,2.21387,7.50358,8.23076,5.87336,2.40791,9.99469,0.860203,-3.13634,-3.36908,-4.80057,-3.68655,-3.02696,2.27825,7.41568,4.43601,-4.04416,7.42534,5.28635,-6.99033,-7.02168
-0.528132,-8.83352,-7.57607,1.03886,-8.28549,7.80425,-5.38729,-0.830247,-4.96328,-4.1604,-8.53873,0.721983,6.14321,-2.74645,-5.5975,4.50919,5.79707,-0.159659,4.47271,0.652065,2.69573,6.84608,4.09878,-4.94245,-6.82622,-2.90155,-0.28365,-3.51356,6.44337,-9.94105,1.93737,3.69089,1.47191,3.52938,1.24713,-3.19603,5.11352,1.20212,6.52623,-6.43227,-4.8993,5.63404,-4.22461,1.12949,0.552308
5.39646,3.77761,1.05177,0.538268,8.42743,-5.38729,-8.50225,5.51615,-7.42407,-0.378318,0.182806,0.170381,-3.41708,-8.25179,7.27836,2.42248,3.48051,-3.50548,-9.86992,-0.473362,-3.74833,7.40985,3.68026,6.94368,6.22551,5.69613,7.64655,-9.32375,3.99831,8.86671,-2.42542,-8.20401,3.67908,4.34375,-9.10319,1.70086,3.49392,0.98922,-7.01331,-1.57636,9.42171,-6.90852,2.83408,-7.05545,0.0755061
-4.41704,9.93951,4.20242,0.46534,-1.14887,-0.830247,5.51615,2.53786,5.99939,-0.472554,-9.26928,8.52335,-0.958585,0.0713222,-2.68053,7.69931,-7.86458,-8.37476,9.58116,-8.43261,2.84609,1.39905,-3.35419,-5.85231,5.02622,6.50236,8.96338,-8.17415,2.72038,-9.0286,0.886311,0.886838,-7.32119,-1.88655,-5.58467,5.01968,-1.43199,4.04365,-9.95613,5.0293,-2.78235,9.81557,8.9051,-1.53801,-7.88386
-6.98599,1.412,-5.77659,-5.51314,5.59198,-4.96328,-7.42407,5.99939,-2.01547,-5.41814,-8.17139,-6.55287,-8.99242,4.20945,0.105406,3.9089,5.90453,-1.3099,-1.01096,-4.4254,2.22679,-4.12271,1.3968,0.486659,6.01841,-8.03127,-6.00814,4.46686,3.52944,0.650143,2.61832,9.77699,-2.37319,-4.98012,7.403,-9.24317,0.219112,-4.00396,-9.00059,9.78075,-2.54521,-8.76516,-9.06322,-3.87916,-7.55237
-9.52673,9.90162,-8.63421,8.05434,5.25144,-4.1604,-0.378318,-0.472554,-5.41814,-2.87596,-7.345,0.119643,6.663,6.86559,-7.31613,2.16891,-0.745446,-7.88951,9.53492,-7.15916,-7.07525,1.77953,-7.61791,9.58616,4.32067,-7.99904,2.90495,-3.74792,3.35003,6.19312,9.6084,9.29974,-8.161,4.85922,6.41999,-4.82477,-0.0291523,-1.24023,6.99796,-3.3377,0.156898,-1.61637,8.49558,1.79846,-1.70443
