3.64994,8.55555,-3.15114,9.92034,-5.5877,-6.62684,1.80546,7.18681,-3.55512,0.463858,7.91454,1.18897,9.88419,4.97565,-7.10367,-4.91484,-2.58836,5.8466,4.62077,4.43086,-5.26437,-9.21175,4.97091
8.55555,-3.98295,3.48346,-8.84091,8.73417,3.98918,7.53406,4.79852,8.25853,-6.35062,0.10624,-4.91052,-3.67934,0.931419,1.75565,-6.15976,-9.69381,6.61584,-2.10798,9.96952,-1.7271,-7.56144,4.39873
-3.15114,3.48346,-4.56959,-3.90616,2.66634,-7.88582,9.71924,8.34033,5.38221,3.51028,-9.60941,5.78464,1.09946,4.24394,-6.61693,-5.59619,8.95969,8.6311,1.7523,-7.89184,-0.661083,-0.0696271,-6.85541
9.92034,-8.84091,-3.90616,3.27849,-5.22698,-3.32605,-3.33202,-9.51277,1.81253,-5.02195,2.10147,-0.887592,0.235928,-5.34608,0.0576729,0.469913,-9.6964,-2.92576,1.56283,-7.93786,3.96124,-7.16147,-8.5633
-5.5877,8.73417,2.66634,-5.22698,-2.94872,-9.08706,0.315515,1.32932,5.28835,4.6133,-2.61665,-1.52993,1.75149,7.28804,5.07132,-0.902796,-9.97002,-6.521,2.48337,-7.79175,-4.71558,2.05517,2.91181
-6.62684,3.98918,-7.88582,-3.32605,-9.08706,7.0606,-3.26073,-1.50221,-5.45936,0.246635,-1.06385,-6.84843,-8.47353,5.63104,-4.44731,-9.15449,2.13423,5.47048,-6.20528,-6.09337,-4.64608,-5.06426,-7.99728
1.80546,7.53406,9.71924,-3.33202,0.315515,-3.26073,-1.28527,-4.12327,-4.05989,-3.26351,-9.78835,-7.96898,5.01768,-5.27105,4.41026,9.61919,7.71779,5.98799,-0.414306,8.6203,-3.96075,0.197873,-4.66616
7.18681,4.79852,8.34033,-9.51277,1.32932,-1.50221,-4.12327,5.68088,-0.634178,-9.6458,2.33336,1.82236,-2.24314,1.36681,-3.30076,-0.174265,-2.71962,-8.42828,-0.526325,-2.20037,-1.72099,-0.97154,-6.18442
-3.55512,8.25853,5.38221,1.81253,5.28835,-5.45936,-4.05989,-0.634178,3.34592,5.24611,0.956173,4.9088,-2.05131,-7.51804,-4.25758,-4.4709,-2.78256,-5.38901,-3.64254,2.84904,-5.18676,6.80459,-3.58146
0.463858,-6.35062,3.51028,-5.02195,4.6133,0.246635,-3.26351,-9.6458,5.24611,-0.00261412,1.48455,-3.42703,4.11857,-6.85339,-5.33579,-1.28819,8.40558,5.7088,8.48127,-9.48184,-5.92892,4.92353,2.4822
7.91454,0.10624,-9.60941,2.10147,-2.61665,-1.06385,-9.78835,2.33336,0.956173,1.48455,-5.818,-7.15325,6.50849,4.27569,-3.70257,8.99249,5.57194,-2.66736,-8.53197,6.41372,0.752216,7.04388,8.07917
1.18897,-4.91052,5.78464,-0.887592,-1.52993,-6.84843,-7.96898,1.82236,4.9088,-3.42703,-7.15325,4.72603,-7.6582,-0.0101654,-9.69856,5.24754,-9.85959,7.24087,7.10055,-1.88454,-7.91815,-6.96455,0.740887
9.88419,-3.67934,1.09946,0.235928,1.75149,-8.47353,5.01768,-2.24314,-2.05131,4.11857,6.50849,-7.6582,-2.30358,8.47955,9.83876,-2.73141,2.43672,0.531777,-4.16833,-6.57091,8.77575,-3.06263,5.60575
4.97565,0.931419,4.24394,-5.34608,7.28804,5.63104,-5.27105,1.36681,-7.51804,-6.85339,4.27569,-0.0101654,8.47955,-7.16394,2.44347,8.23322,-1.23641,-0.188019,-9.08108,-8.54584,-4.59879,1.37377,7.58351
-7.10367,1.75565,-6.61693,0.0576729,5.07132,-4.44731,4.41026,-3.30076,-4.25758,-5.33579,-3.70257,-9.69856,9.83876,2.44347,-7.00559,-0.990907,1.65333,-7.54408,-7.78835,0.581824,-1.01508,-2.23925,-0.749897
-4.91484,-6.15976,-5.59619,0.469913,-0.902796,-9.15449,9.61919,-0.174265,-4.4709,-1.28819,8.99249,5.24754,-2.73141,8.23322,-0.990907,-1.83032,6.3471,-7.85483,3.42907,-3.24983,-4.98081,-4.78327,4.36755
-2.58836,-9.69381,8.95969,-9.6964,-9.97002,2.13423,7.71779,-2.71962,-2.78256,8.40558,5.57194,-9.85959,2.43672,-1.23641,1.65333,6.3471,-4.08953,0.194172,6.54113,7.65638,-2.16829,9.86308,-2.3754
5.8466,6.61584,8.6311,-2.92576,-6.521,5.47048,5.98799,-8.42828,-5.38901,5.7088,-2.66736,7.24087,0.531777,-0.188019,-7.54408,-7.85483,0.194172,-1.78163,-8.86615,-5.04023,0.30087,2.11618,-6.81856
4.62077,-2.10798,1.7523,1.56283,2.48337,-6.20528,-0.414306,-0.526325,-3.64254,8.48127,-8.53197,7.10055,-4.16833,-9.08108,-7.78835,3.42907,6.54113,-8.86615,3.86371,6.47889,5.08035,-3.30071,1.1827
4.43086,9.96952,-7.89184,-7.93786,-7.79175,-6.09337,8.6203,-2.20037,2.84904,-9.48184,6.41372,-1.88454,-6.57091,-8.54584,0.581824,-3.24983,7.65638,-5.04023,6.47889,3.49163,7.79888,3.13345,3.12183
-5.26437,-1.7271,-0.661083,3.96124,-4.71558,-4.64608,-3.96075,-1.72099,-5.18676,-5.92892,0.752216,-7.91815,8.77575,-4.59879,-1.01508,-4.98081,-2.16829,0.30087,5.08035,7.79888,-7.29554,9.84264,-7.3201
-9.21175,-7.56144,-0.0696271,-7.16147,2.05517,-5.06426,0.197873,-0.97154,6.80459,4.92353,7.04388,-6.96455,-3.06263,1.37377,-2.23925,-4.78327,9.86308,2.11618,-3.30071,3.13345,9.84264,3.24597,1.02295
