-3.31463,-6.99199,2.72224,8.69923,4.30759,-3.70845,5.59363,-1.36732,-1.44091,6.34597,-2.28749,-8.9247,-3.67277,-4.56193,-9.89462,6.83891,2.39923,-6.14159,-2.35104,2.17061,5.57734,6.23983,9.83114,-8.76324,-0.644638,1.53932,6.9407,-7.63958,2.38905,4.88022,6.97875,-2.67187,0.101714,6.9194,-9.09758,-0.656709,-5.87364,-1.0669,-2.40263,8.01268,6.19916,-7.72484,-5.82867,-8.63002,5.26168,-6.69619,3.85927,-3.11135,9.61539
-6.99199,0.0143147,5.67745,8.45377,4.05995,-3.18984,-8.9814,-2.48941,0.867559,4.59418,-9.56346,5.47496,9.85724,9.7179,4.31538,-8.19194,-8.5585,1.61362,5.17229,7.98396,6.3107,-5.25643,4.08298,0.0482394,3.03948,7.39512,-6.61561,-9.83784,-1.34513,8.07188,-2.7554,-8.7104,7.59062,6.70161,9.20641,0.573059,-3.41445,7.01945,7.64604,-5.48311,9.59364,-4.29833,0.389824,-7.69926,8.77354,9.95565,-2.38021,-5.46748,-1.76579
2.72224,5.67745,7.76041,-1.36388,-2.98796,2.63406,-4.46504,2.60664,0.965965,9.58494,6.22729,5.66945,-2.21463,6.71887,6.44078,-9.66063,-7.20596,4.46159,7.0041,1.46922,-3.96744,3.03469,-2.66878,4.92134,-4.42004,-8.50533,-7.65335,-3.2446,-5.92683,-7.91376,-5.89579,-6.79958,7.20654,6.20295,3.88735,0.950189,-3.56185,-3.26782,-3.526,-2.8777,0.686733,7.83375,4.13239,9.38855,-2.40455,9.15598,-5.74068,4.38101,-0.815178
8.69923,8.45377,-1.36388,-8.17304,4.5138,-0.340881,7.17832,1.07549,-5.45918,-0.631337,1.07512,9.42837,-2.41613,4.24968,4.37571,1.51255,-2.44324,-1.46684,3.92224,-0.432212,5.2625,-1.5428,-0.0718653,3.47598,9.38465,5.13841,1.84511,2.69708,3.10817,-6.62262,3.10596,-9.88962,5.39599,3.60838,0.388691,5.88068,-4.89137,1.37907,6.08574,-2.93953,-7.27181,-4.64751,-8.43911,5.94133,0.143164,-9.49335,-3.1941,-3.98228,-6.25375
4.30759,4.05995,-2.98796,4.5138,8.47096,-9.88697,-5.60206,-0.502375,-2.85694,0.488037,-7.97883,0.997415,-8.65328,4.78148,9.02468,8.70655,-0.0716307,-9.13499,-9.54968,5.87893,-9.39879,0.0205616,3.6741,1.66649,-1.87049,1.21989,8.91399,-9.70626,-8.81309,9.85262,5.88397,-0.547416,-9.18901,5.85906,5.72023,-7.3384,-5.08434,1.45045,-1.16403,-5.31862,-9.81551,3.51722,-7.25162,-6.46045,2.80561,-0.679031,4.95764,-0.0603702,1.58289
-3.70845,-3.18984,2.63406,-0.340881,-9.88697,1.46638,1.68306,-3.57363,-6.83332,-0.0879935,4.10952,-2.65847,-0.596398,6.85904,-4.97441,5.44293,3.32764,-3.9666,-3.86598,6.79694,5.01044,3.04083,5.78845,-2.60902,9.11541,9.4268,7.18964,6.78122,4.16702,6.84307,8.57782,6.48896,4.9533,-6.43013,1.56832,2.12568,7.69561,-8.38814,-2.73882,-8.16529,-9.86782,-5.00778,5.88305,-4.00899,5.52481,7.7663,7.23516,-1.40056,4.39632
5.59363,-8.9814,-4.46504,7.17832,-5.60206,1.68306,-4.22659,-1.06514,-7.97306,6.40848,-9.28035,-5.18857,-3.86089,-1.78131,-4.52416,1.39543,-9.51372,-8.56786,-6.69153,4.7101,7.21388,-5.01326,-1.4637,3.33555,-8.71375,-1.36736,-5.72607,-2.66193,-3.21394,0.47698,-1.45684,7.80795,-9.90609,-9.97972,-7.42291,8.06034,6.60627,1.01218,-6.68169,-0.651308,6.18957,-2.49653,2.55363,0.266841,1.69342,2.08183,8.28743,-0.125046,-0.216407
-1.36732,-2.48941,2.60664,1.07549,-0.502375,-3.57363,-1.06514,-5.19937,4.4879,9.84885,4.91195,-4.07802,-5.26028,8.40015,7.69006,-7.74273,-2.22405,-0.388658,6.46559,-4.56627,-0.954905,-6.61165,-7.95591,1.80232,-7.37591,-1.8026,8.30611,-4.4525,-0.856271,3.63209,3.23498,-0.323392,-0.697386,-9.7656,-9.93659,1.79376,7.70087,3.26663,-4.65196,-7.81753,-6.72149,5.12427,2.36445,-1.94179,6.85643,7.93856,8.46095,-7.24924,7.58123
-1.44091,0.867559,0.965965,-5.45918,-2.85694,-6.83332,-7.97306,4.4879,8.16016,-6.40181,3.18247,1.10305,-8.99467,4.72757,9.38887,9.34704,1.27027,4.3531,9.35462,-5.63607,-2.35523,-7.21797,-8.16839,-3.76761,7.006,-7.52694,8.33696,-4.28719,6.74004,-3.82603,-0.603347,-2.51283,-2.47845,4.48177,-5.46044,-9.03968,6.28072,-3.3325,-9.65634,-1.56295,1.54824,-4.96523,6.01309,7.85888,2.59042,-1.84023,7.56048,8.21514,-7.1161
6.34597,4.59418,9.58494,-0.631337,0.488037,-0.0879935,6.40848,9.84885,-6.40181,-6.98322,-2.71028,-0.176195,-4.22818,6.5549,0.113377,4.49147,7.3027,-4.74378,6.89395,-6.97676,8.151,-2.84321,-2.93165,-5.31939,6.01891,0.332358,6.54259,6.36326,9.9431,3.3322,-6.77846,-4.90966,0.416201,6.3307,-4.88514,-2.8886,1.47581,4.48795,6.46391,1.67075,-3.79115,0.938461,-0.61613,-7.42862,1.95686,-8.4508,1.87217,-7.35894,-0.141226
