-5.13388,-3.41303,7.79548,1.40246,7.39724,0.82202,7.58771,-9.04077,-8.82375,0.707957,-0.864327,4.32775,-0.414428,-1.70004,-0.966566,-4.56703,7.7462,7.1362,2.50918,0.640783,-2.31396,6.76627,-8.90686,9.38885,9.2818,0.521818,3.11556,5.84173,3.54677,5.04958,7.7637,5.95704,-5.75083,-0.710986,-8.96757
-3.41303,5.76839,7.35445,7.27164,1.80953,1.28807,-9.0809,-3.59785,4.02481,-9.43414,9.15649,9.22424,3.66413,3.05074,-2.81036,-5.08408,-5.36,-7.31014,-1.0848,-9.63785,-0.307405,-5.0918,-5.88361,1.62307,-6.24446,-5.2935,2.55775,-7.40207,5.20346,-0.460762,2.52232,7.03182,1.67864,-2.34106,-2.66626
7.79548,7.35445,-9.29447,7.47568,-9.13031,6.20991,-0.577313,-3.80432,9.14412,-3.19969,8.75102,-5.12695,4.26712,-0.193431,1.81961,-1.03151,7.09304,-9.74402,-9.79624,-5.33545,1.76922,-9.39841,9.47537,-7.04051,9.17439,1.85211,0.20688,8.54926,7.03602,9.86736,8.89983,6.19144,-9.07586,4.80232,-9.17778
1.40246,7.27164,7.47568,-9.01654,4.5884,-3.70591,3.39868,7.8667,-8.38982,-0.328294,-4.90447,0.81283,2.64039,-7.98435,-5.33621,2.83088,-2.68026,0.713828,2.56093,8.34967,7.73863,9.26556,9.29965,6.27776,5.30435,-1.77169,1.32971,4.03912,2.98895,6.43977,2.45119,-2.79461,-1.35246,3.80367,-6.25689
7.39724,1.80953,-9.13031,4.5884,9.92451,7.15861,6.26538,5.91572,-9.71834,-6.44379,2.30322,-5.52529,-0.870071,2.71144,-5.03917,6.22395,4.01631,1.90465,-4.60168,-9.10626,-4.20605,4.91494,-9.30579,6.69597,5.66482,1.28997,-0.228393,-0.789343,6.31965,1.90745,-9.60612,8.01589,8.95789,2.71023,-6.41273
0.82202,1.28807,6.20991,-3.70591,7.15861,-0.362373,2.42525,4.98688,-9.36503,9.61092,9.78663,2.02265,-9.70443,-1.77969,2.36246,5.53106,1.00174,1.52715,8.96936,-6.42289,-5.70166,-0.0292555,3.94109,6.2672,-3.63722,0.689019,0.0141751,-5.05424,-3.24168,4.7282,2.1269,-6.23955,-8.09483,-3.40848,-1.09203
7.58771,-9.0809,-0.577313,3.39868,6.26538,2.42525,-6.3551,-4.4984,-0.248578,-0.252148,-7.70487,-5.8624,-9.92249,4.96261,-3.31332,-6.64666,5.26592,1.11912,-9.78944,-7.47694,-9.7932,9.56181,-2.66426,-0.462859,0.929016,-9.72958,-4.43731,-8.3989,4.33681,3.68204,-6.34116,7.7303,6.02387,6.22658,0.972907
-9.04077,-3.59785,-3.80432,7.8667,5.91572,4.98688,-4.4984,4.9671,-6.9613,-3.61168,3.86975,4.31346,2.18799,9.21185,7.83796,-0.0787023,-0.748797,-0.825952,1.1363,5.4733,-7.58434,-4.59493,-9.18797,-0.220893,0.766022,-6.1302,6.60312,-1.03455,-9.05293,-9.04557,5.53932,2.19192,-4.17053,3.455,9.30436
-8.82375,4.02481,9.14412,-8.38982,-9.71834,-9.36503,-0.248578,-6.9613,-5.16315,-3.6365,-3.45013,1.08901,0.119744,-3.50195,-4.54512,5.27569,-5.4863,1.75258,1.74311,-1.84735,6.4028,-1.41042,-9.66824,4.85366,1.11867,7.41447,9.91863,5.24637,-3.62188,-6.72663,-7.90845,5.50256,3.41984,-8.91482,-5.34618
0.707957,-9.43414,-3.19969,-0.328294,-6.44379,9.61092,-0.252148,-3.61168,-3.6365,2.49438,4.03532,-7.72684,9.60552,-8.48143,1.97714,8.32597,-0.211684,-9.75918,-4.88399,-3.46975,8.27581,8.50214,-3.09103,-9.13693,3.53767,1.94853,-9.45989,-0.562387,6.16738,3.71285,-6.45461,-4.05586,-0.872087,-3.12056,-7.89105
-0.864327,9.15649,8.75102,-4.90447,2.30322,9.78663,-7.70487,3.86975,-3.45013,4.03532,4.69527,2.86073,-7.67525,3.21637,4.19461,6.23902,2.83235,6.62577,-3.96321,-5.04953,-3.53804,5.171,-3.79688,2.25925,7.86077,-6.08733,-9.63674,-8.5746,7.15229,7.6282,-2.91636,7.97474,-4.18372,0.168172,-9.7208
4.32775,9.22424,-5.12695,0.81283,-5.52529,2.02265,-5.8624,4.31346,1.08901,-7.72684,2.86073,-5.75434,-3.05925,6.59973,-2.74783,-8.92964,3.27991,-5.00022,-5.0165,-3.81977,5.14874,5.13663,9.41481,8.10142,-1.52636,-4.40956,1.25391,8.02929,-8.53753,-4.45903,-4.12611,-0.189023,-2.05631,2.67885,-6.52378
-0.414428,3.66413,4.26712,2.64039,-0.870071,-9.70443,-9.92249,2.18799,0.119744,9.60552,-7.67525,-3.05925,8.73182,6.70083,2.29719,0.258984,5.08677,-7.09843,-7.5212,-0.571345,2.68579,-2.6757,-1.71596,1.05158,-2.72609,1.02019,9.51439,0.655284,-8.17911,5.28492,-9.47885,5.50832,-0.763707,6.1663,5.69577
-1.70004,3.05074,-0.193431,-7.98435,2.71144,-1.77969,4.96261,9.21185,-3.50195,-8.48143,3.21637,6.59973,6.70083,2.81999,-2.34071,8.11268,-7.18213,6.72948,-0.222395,5.9699,-7.68772,-1.00213,-0.92576,4.40914,0.696991,-7.67383,-5.87192,9.21965,9.95732,0.421988,-1.17473,-5.94751,9.17713,-4.78086,9.47451
-0.966566,-2.81036,1.81961,-5.33621,-5.03917,2.36246,-3.31332,7.83796,-4.54512,1.97714,4.19461,-2.74783,2.29719,-2.34071,4.57449,7.90764,-2.45031,5.86771,9.15231,-2.91751,8.90918,8.21502,7.73984,7.77454,4.93571,-5.69333,7.42945,-9.17396,-1.19522,7.71998,-1.27191,-7.45716,-7.39802,4.73911,-4.04907
-4.56703,-5.08408,-1.03151,2.83088,6.22395,5.53106,-6.64666,-0.0787023,5.27569,8.32597,6.23902,-8.92964,0.258984,8.11268,7.90764,0.732701,-6.0447,-2.26872,-8.57119,6.74838,-6.55519,8.20541,-2.15341,6.87143,-1.85167,0.288148,-3.22769,-9.76015,-8.82738,-8.17748,-5.08668,9.44442,3.54153,2.54296,-1.41458
7.7462,-5.36,7.09304,-2.68026,4.01631,1.00174,5.26592,-0.748797,-5.4863,-0.211684,2.83235,3.27991,5.08677,-7.18213,-2.45031,-6.0447,9.34789,0.466699,-2.31181,1.51086,-4.40472,-4.54387,1.12843,-8.57093,4.86585,9.36182,4.02395,-8.16196,-8.45799,6.93641,9.61558,4.28215,2.98051,-2.56605,9.38315
7.1362,-7.31014,-9.74402,0.713828,1.90465,1.52715,1.11912,-0.825952,1.75258,-9.75918,6.62577,-5.00022,-7.09843,6.72948,5.86771,-2.26872,0.466699,0.794391,3.67652,-0.86527,-1.79555,2.04036,1.25513,-9.99189,-5.74694,5.77144,2.00292,7.1604,5.80657,1.76362,8.75955,9.19673,-5.03178,3.36586,-4.48909
2.50918,-1.0848,-9.79624,2.56093,-4.60168,8.96936,-9.78944,1.1363,1.74311,-4.88399,-3.96321,-5.0165,-7.5212,-0.222395,9.15231,-8.57119,-2.31181,3.67652,-6.38278,7.7553,9.70753,-7.23753,4.40009,-2.08116,1.01443,2.81829,-0.294279,5.5091,-5.01593,-9.03283,4.87528,7.25304,8.05796,-9.52167,8.14392
0.640783,-9.63785,-5.33545,8.34967,-9.10626,-6.42289,-7.47694,5.4733,-1.84735,-3.46975,-5.04953,-3.81977,-0.571345,5.9699,-2.91751,6.74838,1.51086,-0.86527,7.7553,-4.78787,0.138232,0.910414,0.095942,-1.23089,-0.268549,-4.19333,-7.49953,-0.140534,6.21548,2.48681,2.05505,8.50723,3.47045,7.55317,-1.9447
-2.31396,-0.307405,1.76922,7.73863,-4.20605,-5.70166,-9.7932,-7.58434,6.4028,8.27581,-3.53804,5.14874,2.68579,-7.68772,8.90918,-6.55519,-4.40472,-1.79555,9.70753,0.138232,9.55892,-4.85796,3.59799,-2.94273,8.44166,3.85678,-7.83457,-4.0324,-1.25919,4.65632,3.21774,-1.21811,4.22676,-0.0241297,-6.6503
6.76627,-5.0918,-9.39841,9.26556,4.91494,-0.0292555,9.56181,-4.59493,-1.41042,8.50214,5.171,5.13663,-2.6757,-1.00213,8.21502,8.20541,-4.54387,2.04036,-7.23753,0.910414,-4.85796,-9.59232,-4.59232,-9.16392,2.51594,-7.40496,-6.52832,-6.18129,-6.33033,8.89013,-8.71813,4.37587,-6.44187,-3.03459,3.70686
-8.90686,-5.88361,9.47537,9.29965,-9.30579,3.94109,-2.66426,-9.18797,-9.66824,-3.09103,-3.79688,9.41481,-1.71596,-0.92576,7.73984,-2.15341,1.12843,1.25513,4.40009,0.095942,3.59799,-4.59232,-1.06338,3.66948,1.58598,-7.91912,3.91926,-1.55523,9.88159,-7.20061,7.95971,-0.589041,-1.34236,-9.55271,-3.88621
9.38885,1.62307,-7.04051,6.27776,6.69597,6.2672,-0.462859,-0.220893,4.85366,-9.13693,2.25925,8.10142,1.05158,4.40914,7.77454,6.87143,-8.57093,-9.99189,-2.08116,-1.23089,-2.94273,-9.16392,3.66948,2.6028,-8.34026,1.88466,-5.87885,1.21775,6.36801,3.04054,7.09475,2.75302,-7.34882,-4.049,2.51304
9.2818,-6.24446,9.17439,5.30435,5.66482,-3.63722,0.929016,0.766022,1.11867,3.53767,7.86077,-1.52636,-2.72609,0.696991,4.93571,-1.85167,4.86585,-5.74694,1.01443,-0.268549,8.44166,2.51594,1.58598,-8.34026,7.59612,2.64829,-6.70758,-3.71987,-8.23378,8.86137,-9.99621,9.47693,-7.62439,-8.02537,-8.10457
0.521818,-5.2935,1.85211,-1.77169,1.28997,0.689019,-9.72958,-6.1302,7.41447,1.94853,-6.08733,-4.40956,1.02019,-7.67383,-5.69333,0.288148,9.36182,5.77144,2.81829,-4.19333,3.85678,-7.40496,-7.91912,1.88466,2.64829,-4.63867,-1.00605,4.31342,5.97351,3.58351,-8.6728,9.59234,2.51188,0.525006,7.20046
3.11556,2.55775,0.20688,1.32971,-0.228393,0.0141751,-4.43731,6.60312,9.91863,-9.45989,-9.63674,1.25391,9.51439,-5.87192,7.42945,-3.22769,4.02395,2.00292,-0.294279,-7.49953,-7.83457,-6.52832,3.91926,-5.87885,-6.70758,-1.00605,-6.5064,7.40384,6.00046,7.72216,-8.63293,-3.01969,-4.40186,7.57764,7.60035
5.84173,-7.40207,8.54926,4.03912,-0.789343,-5.05424,-8.3989,-1.03455,5.24637,-0.562387,-8.5746,8.02929,0.655284,9.21965,-9.17396,-9.76015,-8.16196,7.1604,5.5091,-0.140534,-4.0324,-6.18129,-1.55523,1.21775,-3.71987,4.31342,7.40384,0.514177,3.22728,6.264,-8.29216,-1.89138,6.54954,9.61344,-6.92216
3.54677,5.20346,7.03602,2.98895,6.31965,-3.24168,4.33681,-9.05293,-3.62188,6.16738,7.15229,-8.53753,-8.17911,9.95732,-1.19522,-8.82738,-8.45799,5.80657,-5.01593,6.21548,-1.25919,-6.33033,9.88159,6.36801,-8.23378,5.97351,6.00046,3.22728,7.15692,-1.45251,-1.10875,-6.97462,-4.92952,-2.62832,2.11356
5.04958,-0.460762,9.86736,6.43977,1.90745,4.7282,3.68204,-9.04557,-6.72663,3.71285,7.6282,-4.45903,5.28492,0.421988,7.71998,-8.17748,6.93641,1.76362,-9.03283,2.48681,4.65632,8.89013,-7.20061,3.04054,8.86137,3.58351,7.72216,6.264,-1.45251,-8.19298,-2.68148,0.747558,-5.47848,-5.10103,-0.621117
7.7637,2.52232,8.89983,2.45119,-9.60612,2.1269,-6.34116,5.53932,-7.90845,-6.45461,-2.91636,-4.12611,-9.47885,-1.17473,-1.27191,-5.08668,9.61558,8.75955,4.87528,2.05505,3.21774,-8.71813,7.95971,7.09475,-9.99621,-8.6728,-8.63293,-8.29216,-1.10875,-2.68148,9.39418,5.1216,-3.10107,-0.0590108,1.99729
5.95704,7.03182,6.19144,-2.79461,8.01589,-6.23955,7.7303,2.19192,5.50256,-4.05586,7.97474,-0.189023,5.50832,-5.94751,-7.45716,9.44442,4.28215,9.19673,7.25304,8.50723,-1.21811,4.37587,-0.589041,2.75302,9.47693,9.59234,-3.01969,-1.89138,-6.97462,0.747558,5.1216,9.71793,-1.4753,4.43096,0.421783
-5.75083,1.67864,-9.07586,-1.35246,8.95789,-8.09483,6.02387,-4.17053,3.41984,-0.872087,-4.18372,-2.05631,-0.763707,9.17713,-7.39802,3.54153,2.98051,-5.03178,8.05796,3.47045,4.22676,-6.44187,-1.34236,-7.34882,-7.62439,2.51188,-4.40186,6.54954,-4.92952,-5.47848,-3.10107,-1.4753,-9.38977,-9.68348,-5.88067
-0.710986,-2.34106,4.80232,3.80367,2.71023,-3.40848,6.22658,3.455,-8.91482,-3.12056,0.168172,2.67885,6.1663,-4.78086,4.73911,2.54296,-2.56605,3.36586,-9.52167,7.55317,-0.0241297,-3.03459,-9.55271,-4.049,-8.02537,0.525006,7.57764,9.61344,-2.62832,-5.10103,-0.0590108,4.43096,-9.68348,1.59747,1.67322
-8.96757,-2.66626,-9.17778,-6.25689,-6.41273,-1.09203,0.972907,9.30436,-5.34618,-7.89105,-9.7208,-6.52378,5.69577,9.47451,-4.04907,-1.41458,9.38315,-4.48909,8.14392,-1.9447,-6.6503,3.70686,-3.88621,2.51304,-8.10457,7.20046,7.60035,-6.92216,2.11356,-0.621117,1.99729,0.421783,-5.88067,1.67322,-7.62367
