1.27095,-3.50062,-2.2327,-9.55086,-2.87535,1.43101,9.10869,5.86213,-1.32195,-4.84084,-2.38565,-8.37382,-0.524675,4.64549,-2.00364,0.285961
-3.50062,9.15423,8.80135,-7.07047,-8.02663,-3.2314,9.34336,-8.22311,-9.0129,0.545929,-1.06566,9.10756,0.551175,-6.73826,5.10673,-1.39962
-2.2327,8.80135,5.62686,-7.56217,3.59632,-4.75778,-8.86721,-6.63454,-6.06154,9.19106,-4.4945,8.25329,7.84807,4.0331,-6.85195,1.96491
-9.55086,-7.07047,-7.56217,6.50489,-1.87324,-5.40987,4.74095,9.38086,5.0587,5.756,-1.1907,-9.54887,-2.00979,4.74757,-5.50753,7.17366
-2.87535,-8.02663,3.59632,-1.87324,7.98267,5.77343,-4.41319,-2.6821,0.726735,0.87692,3.11691,6.85476,5.57114,-2.10773,-5.14145,3.44085
1.43101,-3.2314,-4.75778,-5.40987,5.77343,-7.59467,-0.452695,4.72533,-5.34289,9.21953,7.82404,-2.15197,3.47938,-6.0209,7.52113,-0.23291
9.10869,9.34336,-8.86721,4.74095,-4.41319,-0.452695,8.32976,-9.95042,-6.99059,2.90637,4.56548,3.47646,-3.20647,-3.50162,-4.2386,-6.18194
5.86213,-8.22311,-6.63454,9.38086,-2.6821,4.72533,-9.95042,-2.42574,-2.41969,-7.25055,1.58984,-1.45262,2.52464,1.22107,1.79924,5.69728
-1.32195,-9.0129,-6.06154,5.0587,0.726735,-5.34289,-6.99059,-2.41969,4.01753,-5.69381,5.93349,-8.29838,-9.55688,-3.42136,1.86132,-6.25828
-4.84084,0.545929,9.19106,5.756,0.87692,9.21953,2.90637,-7.25055,-5.69381,1.04476,-4.22518,9.4255,-8.3281,2.74684,6.41827,0.0506328
-2.38565,-1.06566,-4.4945,-1.1907,3.11691,7.82404,4.56548,1.58984,5.93349,-4.22518,-3.38545,8.57098,-4.31071,9.76111,1.55272,6.48737
-8.37382,9.10756,8.25329,-9.54887,6.85476,-2.15197,3.47646,-1.45262,-8.29838,9.4255,8.57098,-7.34664,6.98269,0.0511147,5.90332,-7.63323
-0.524675,0.551175,7.84807,-2.00979,5.57114,3.47938,-3.20647,2.52464,-9.55688,-8.3281,-4.31071,6.98269,-3.70518,-0.229376,0.246498,3.53704
4.64549,-6.73826,4.0331,4.74757,-2.10773,-6.0209,-3.50162,1.22107,-3.42136,2.74684,9.76111,0.0511147,-0.229376,-6.64102,-0.977793,-6.80553
-2.00364,5.10673,-6.85195,-5.50753,-5.14145,7.52113,-4.2386,1.79924,1.86132,6.41827,1.55272,5.90332,0.246498,-0.977793,-9.98882,-8.5935
0.285961,-1.39962,1.96491,7.17366,3.44085,-0.23291,-6.18194,5.69728,-6.25828,0.0506328,6.48737,-7.63323,3.53704,-6.80553,-8.5935,-9.14151
