-8.27965,-1.72776,-6.05533,1.03548,8.33014,0.110081,-2.6962,8.30167,-6.22251,-5.59395,-8.97697,-7.56947,2.59363,-3.43194,-4.3086,-9.70573,-6.25042,4.27077,4.46453,3.09689,1.66096,8.79095,6.53221,3.41443,-4.84841,-3.66067,2.29817,-7.45715,6.69347,1.86647,8.96279,-8.88246,-5.29604,-4.72319,-9.88962,-8.2562,7.54282,-4.01494,-2.98202,6.50742,-7.72505,-3.56706,1.6078,9.46152,-7.91169,7.46481,9.33366,-1.29254,-6.5277,-5.36643,7.7438,-3.80892,8.6514,0.500135,-8.93964,-7.98328,-7.24625,-5.23968,7.12593,5.43222,5.73484,-7.67791,1.91098,6.87071,-3.85696,0.0469425,7.39654,-8.40243,-6.75733,0.143775,-9.72193,-6.23579,6.92628,-3.13989,1.88196,0.226096,3.22295,8.53499,8.10178,-6.51489,-6.93947,-9.47327,6.42159,-5.8727
-1.72776,8.67256,-8.08556,-3.28453,-4.87753,0.978198,0.92261,-6.36911,4.81318,-5.36931,-2.06524,-9.75988,8.146,-1.80885,6.42293,-8.62495,-9.13607,-5.54284,2.41722,-8.11493,2.37235,-9.62953,9.48202,6.74859,6.10672,-9.25584,9.87473,1.83308,-6.04377,9.12763,-1.18171,2.4526,5.31433,2.28005,-9.25216,3.60591,-3.787,-2.83,-9.97304,6.22362,-2.59508,6.94981,0.429337,-3.58193,8.81663,3.26177,5.52305,-3.00552,-8.1986,-0.955698,2.83031,-3.06612,-5.93885,0.329912,-0.331239,4.61316,4.42458,-5.65135,-2.78313,-3.61606,2.2811,3.27669,-5.0745,-7.21818,-9.02124,-3.25693,6.9652,0.805622,-0.189791,-8.17817,-5.81281,8.44404,1.99993,7.66896,-5.98093,-5.08013,7.21936,-0.475762,0.510712,-0.701848,6.36583,3.82459,-8.34461,6.85303
-6.05533,-8.08556,5.89376,1.27915,-4.02956,-6.85025,0.580523,0.523015,1.55525,-4.01921,-9.66463,-4.40711,5.95183,4.39997,7.43468,-2.61691,8.88934,8.06813,-7.27726,6.93573,0.350934,8.12138,-5.4393,-5.04146,1.67858,2.5141,2.60412,0.246682,-4.15987,6.72966,3.47051,8.13047,8.20218,-5.36533,-2.25769,-9.11406,-9.0161,8.81468,5.73857,-3.80769,-5.4215,7.41763,-7.55167,-2.74438,3.65097,3.36805,-1.29773,-7.80941,-9.02628,8.59529,8.13293,-2.99851,-8.42851,-8.8095,8.93941,-9.2754,3.93986,-2.82424,-7.3866,2.42366,-3.09584,-9.08459,-8.01737,-4.64396,1.25496,-0.796273,3.62975,-8.84858,0.783114,5.41544,8.6556,9.02041,4.6524,2.94531,2.14459,-0.0196166,4.16876,0.408171,-8.07846,6.50555,-7.36177,-6.9398,-7.81493,-5.8458
1.03548,-3.28453,1.27915,-1.90401,-1.86359,0.28109,-4.3639,-3.1738,-2.74047,6.30201,-1.52319,7.37456,1.11411,-5.72792,-8.52235,5.92284,9.78844,-9.72483,-8.76552,-0.113056,3.25661,-1.39852,-6.49741,-1.43158,-2.01578,5.27803,2.08111,0.846263,-2.88875,2.15752,4.49397,-6.36908,1.01606,-0.511889,-5.86234,-8.40435,4.45154,7.32824,2.67575,4.91004,-1.79595,0.508353,-2.84207,-5.34756,4.17242,-8.05198,-0.590132,0.385061,7.02564,-7.29074,7.92499,3.40434,-6.1315,-2.19061,-9.10415,-4.00977,-3.34272,8.41262,-5.32235,9.49252,-7.23179,-7.73899,-0.070541,-2.93296,5.39346,-5.69901,3.80762,-0.328734,8.40918,1.7591,6.57432,-5.40854,0.326471,1.31801,-4.49437,-7.87528,-0.190035,-9.35217,6.33899,7.80493,0.27305,4.35099,2.99003,-7.30217
8.33014,-4.87753,-4.02956,-1.86359,-6.68004,-6.94496,1.495,-6.08595,-4.39952,8.14815,-3.02003,6.88254,7.97164,9.86995,5.22867,1.97705,3.17331,-3.43827,0.143133,1.23501,5.38466,-5.31047,-3.2084,-7.1035,-8.80029,-3.39959,9.52301,0.60067,-5.67864,1.6881,5.68738,2.788,3.29141,7.30887,-4.43989,8.49334,-4.96381,7.06164,8.95224,-9.22902,-7.48298,2.39197,-2.91063,6.54844,2.85395,3.48239,6.98497,5.49607,-8.88665,5.94985,9.96438,8.06498,2.87986,0.00553567,6.61406,2.66647,2.26098,7.85703,-0.100883,7.07647,7.29398,-7.03823,-3.6187,3.24273,-0.82496,-4.35196,-0.460895,6.58591,2.52119,9.81874,-1.55561,7.99083,-7.81751,2.26935,0.522961,-9.38573,-0.877456,3.76004,7.18165,-7.86697,5.44634,-4.40016,-3.64123,-9.18343
0.110081,0.978198,-6.85025,0.28109,-6.94496,3.6623,7.96291,-8.17945,4.66846,-1.01917,9.25018,-8.45791,-5.06099,-7.45347,0.890084,6.90295,6.05991,-2.83447,0.156792,5.3472,8.26161,3.85811,3.51773,-7.68658,-4.72913,-9.64,-7.61761,8.42253,4.15056,6.11457,7.81569,-5.19453,7.34911,-4.36245,-9.13241,-5.30366,-8.28446,-4.4253,-5.66368,-3.9159,5.43661,-3.30978,-9.04971,-9.52578,8.19667,-3.50643,-1.24833,-0.311689,-6.91706,-2.30312,5.27768,-1.78704,-5.76964,8.49917,6.8075,-5.92016,-8.40738,-3.27608,5.57263,-4.87306,3.23548,-1.85524,-7.11417,7.40688,-3.25706,-4.10212,-3.78087,3.47271,5.42018,-6.90888,0.601294,3.00321,7.90781,-9.99769,6.19305,-7.1553,1.67079,5.65335,-1.96174,9.68093,-4.52532,6.00771,-6.08076,-9.4459
-2.6962,0.92261,0.580523,-4.3639,1.495,7.96291,2.47014,9.71333,6.68217,9.53844,-4.53478,0.567227,-0.363994,9.97834,0.139858,6.8303,-3.44342,6.29322,-1.35159,-3.56674,-2.87815,2.58942,7.7911,-3.58749,3.69558,-9.60864,0.171832,3.75982,-1.71494,8.80202,-3.95255,-6.7531,-9.00096,6.25396,-6.13559,-1.57675,-6.19659,3.2891,7.29692,8.23384,7.94403,-7.27901,-4.18155,-4.03744,0.502955,9.81996,5.96791,-9.52831,-1.38991,7.60597,8.73165,3.85775,-9.47615,5.0852,-1.4978,7.60492,2.30865,-4.09019,8.27987,-4.98186,0.87713,0.372754,8.63681,-5.5457,9.82088,-9.87559,-2.91889,-7.62339,1.23285,-0.916146,-1.7084,0.513296,6.99271,-6.61475,-9.34128,-7.17236,2.7593,6.95986,-9.7591,-0.263065,-5.18796,-6.36964,8.28842,0.00563363
8.30167,-6.36911,0.523015,-3.1738,-6.08595,-8.17945,9.71333,8.32049,1.63621,-2.32416,3.29197,-8.49014,-9.77733,-8.79259,-4.19876,0.250862,4.24811,-8.05745,-8.0585,3.32438,4.10676,-9.9888,3.55404,-0.695261,2.35324,-3.4547,-6.7203,-4.45686,0.0199056,-1.67652,8.28235,-4.29335,2.65351,7.11063,-9.36707,3.25549,-8.25061,7.05067,0.888862,4.36602,5.32939,-4.06981,4.84993,-9.22158,3.63256,5.02023,-7.7854,-8.03477,3.6354,-3.49689,4.6669,3.74758,-8.96678,6.37452,7.83071,0.393358,-0.904983,6.73988,0.282388,-5.28658,1.69432,7.00933,7.95798,-4.73393,-1.45245,-8.26976,5.05447,-2.91035,1.02028,2.52264,-9.75992,-2.16461,-9.90152,-1.53269,-4.82009,-2.1424,9.84308,8.05341,0.041184,-0.733142,1.87007,6.4962,3.13791,1.2684
-6.22251,4.81318,1.55525,-2.74047,-4.39952,4.66846,6.68217,1.63621,4.5457,5.74287,-4.26123,-4.60691,4.97601,2.19496,4.55384,8.80673,-9.84015,0.989694,-6.24263,-1.30498,0.406917,-9.14762,6.44653,6.81973,8.25193,4.07761,5.42338,-8.59711,-0.661488,5.47769,-7.01621,-0.208416,-1.31398,6.32201,5.81119,8.50466,-6.58691,5.2697,8.88282,5.3833,6.16462,-7.91537,-7.7459,-3.2695,-1.9203,3.99859,4.06491,6.9747,2.60762,6.93396,3.18245,-2.55816,-1.53805,-6.73451,0.814439,-6.30201,0.595474,7.26613,9.53646,1.48111,5.85538,9.60759,7.59035,-0.377392,-1.7373,-9.13121,-8.33953,-6.09963,8.12346,-6.63253,-2.75488,-1.23166,7.864,4.65666,8.82245,2.02153,2.43441,-0.138161,-6.94788,5.16899,3.34215,-5.50226,3.09307,-7.19206
-5.59395,-5.36931,-4.01921,6.30201,8.14815,-1.01917,9.53844,-2.32416,5.74287,0.626276,-1.7226,-4.05756,8.08214,8.29048,-7.01705,-4.36524,-7.4898,-1.09568,-9.91214,-0.940259,-9.39234,-5.30407,-1.59793,0.400932,5.29924,-0.678916,1.2104,-7.42459,4.17082,-2.8969,-0.798015,-5.62804,8.44598,-9.96142,9.7358,8.23887,1.80807,6.33376,-5.86224,8.22733,9.85092,-4.48158,0.255714,-7.49129,4.17757,4.76508,-5.56047,7.17837,8.75679,3.88808,-4.12652,-3.16123,-6.49677,-2.04907,-2.77876,-0.967722,-8.01008,-9.05863,2.79361,1.65441,-5.49874,-0.458599,-8.0646,5.88305,-1.39516,-1.96015,0.0911073,9.75917,9.37543,-6.368,-6.34955,8.26618,-6.4716,8.8246,1.0025,-7.32836,8.15834,0.18186,4.56165,5.69286,-2.86621,-6.34144,-4.06393,-0.611679
