3.62006,6.92452,4.4546,-5.45018,0.616135,-9.56422,-6.47906,4.4165,-3.846,3.59222,8.53768,1.33707,9.17357,2.8967,9.61511,8.41196,-5.30096,-9.64357,0.0831404,-3.03668,-6.71949,-9.85666,-9.51566,1.08335,5.47787,1.5026,-1.56285,3.80738,-6.40376,0.0922834,8.36777,-7.88252,7.27081,9.78684,6.0735,-2.35434,-0.603412,-7.08674,3.66824,-2.43921,2.19747,-5.31128,-8.34883,8.23751,1.7116,-7.02549
6.92452,-2.36507,5.00352,9.45227,-6.77424,7.26316,-4.41341,5.1684,-4.12171,-2.46554,4.66307,8.43805,9.07701,-5.40048,-6.56948,0.20442,0.270252,-9.2166,9.83235,-1.76244,-0.490318,-5.24087,-8.58841,0.571724,-8.28296,-3.06202,-9.83823,-2.20104,-7.57548,4.24484,-9.60963,0.60924,2.31374,-7.9929,3.85199,0.960835,-0.918588,5.75917,-7.91943,6.28486,-6.21074,9.60812,-6.12052,-2.95841,-2.69023,-9.14836
4.4546,5.00352,8.85389,-4.98038,-2.88824,-6.0394,9.98389,-7.02793,4.3537,5.62022,5.38591,5.07395,3.5715,2.99314,0.437378,-2.43986,-7.44371,3.94222,4.4886,-8.44067,3.67219,9.08223,-3.60564,2.97495,3.53066,-6.01858,3.9629,-2.67041,-8.07766,8.84304,0.850332,9.31723,2.90972,-7.66325,-3.98896,-2.29679,2.42772,-3.28097,-7.93706,-5.09002,-0.378141,-9.39965,-8.5822,-2.55646,-1.37594,-3.99121
-5.45018,9.45227,-4.98038,-2.07442,-5.74141,6.55178,-8.98837,3.28276,0.751852,-1.42621,-3.36895,-1.13205,3.66916,9.02857,9.26074,-0.0307951,1.3983,1.35183,3.65413,9.88245,-3.99684,4.92264,-6.96537,8.7098,-3.45298,-9.31938,-7.2734,-8.54476,4.68262,6.42529,-6.56951,-1.97054,-3.83725,0.697436,1.03356,-8.23589,8.71493,7.03143,-3.06293,-0.37055,1.15024,-8.29921,-9.539,5.21938,-9.74653,-9.6475
0.616135,-6.77424,-2.88824,-5.74141,6.53017,8.95045,2.37031,-2.09872,-0.807089,7.4208,8.03207,-5.46741,4.14267,5.75649,7.3963,-1.29086,-0.754156,9.8205,3.06521,-2.71215,-8.59215,1.31801,0.489852,2.29428,-3.49483,8.81998,8.41852,-4.07674,6.92921,1.8001,-3.46887,6.76589,0.977588,0.823111,0.0345315,-4.85698,6.6,3.92712,7.02316,9.73047,-6.19922,7.39244,-0.830489,-3.78723,6.84809,0.284143
-9.56422,7.26316,-6.0394,6.55178,8.95045,3.20963,-2.91131,-9.7496,8.99414,8.45051,1.47789,0.893883,6.11527,-5.995,0.854131,4.78592,3.94931,3.19077,4.29612,6.23888,6.27169,9.60035,7.09119,8.73178,3.51435,2.1297,-7.84111,-6.24451,-4.52828,2.41726,1.33526,-3.60294,-6.24387,4.54223,-4.29021,-9.25421,-3.38727,7.02412,-1.28258,1.43881,-0.98502,-1.50511,-9.85598,1.99305,0.898718,9.88479
-6.47906,-4.41341,9.98389,-8.98837,2.37031,-2.91131,-6.79117,-4.29114,-9.04517,0.630608,0.659699,3.88174,8.42496,-7.17305,-4.94567,9.69549,9.55202,-0.137863,-2.2787,4.44118,8.48684,3.88843,7.30671,-7.3002,-8.10757,-8.79475,4.27201,-6.01264,0.661642,4.64623,2.3107,3.98065,-8.80249,0.953368,-1.75346,4.28659,-4.87018,5.84662,4.60339,3.83787,-6.79664,-5.33899,-3.28607,-7.41759,1.08071,7.49344
4.4165,5.1684,-7.02793,3.28276,-2.09872,-9.7496,-4.29114,-8.32761,-1.81238,1.79076,-1.46851,-1.17835,6.833,1.51978,-8.7662,3.93806,-9.52169,7.22259,9.53473,4.21902,6.78974,-9.57182,5.97219,4.67709,4.43343,0.449713,9.8474,3.17533,-4.00893,-3.59411,5.41401,7.82106,3.22146,7.66106,-8.09206,2.03318,-8.30493,-4.17095,5.3487,-2.42436,-1.96985,2.5246,-8.75708,0.139379,1.56789,-7.40117
-3.846,-4.12171,4.3537,0.751852,-0.807089,8.99414,-9.04517,-1.81238,1.40027,2.12734,-8.67141,6.54027,6.50661,-2.29904,4.54117,-1.90376,1.89378,4.38388,1.2139,8.45861,8.9157,0.596233,5.21769,-7.27733,6.89352,-2.26013,8.25562,2.06551,6.43797,-9.40983,5.21754,2.86242,-7.77815,-4.25246,-1.5103,1.8841,2.45518,-1.60277,0.727172,-9.37425,3.36953,-4.34691,3.66274,-5.03442,-0.0162843,5.11293
3.59222,-2.46554,5.62022,-1.42621,7.4208,8.45051,0.630608,1.79076,2.12734,-5.13499,9.54861,8.10944,-3.98253,-1.56278,-6.64629,-0.955793,5.25443,-7.49707,8.30387,-1.74961,9.52294,4.31772,-8.72588,7.25334,5.88305,-2.90404,-1.18922,-3.16081,-7.01476,-0.700449,-5.9631,-8.2842,-5.83855,1.94927,-0.185984,4.98211,7.39956,7.10099,-5.7922,-4.76538,-4.05625,5.01005,7.26296,6.34138,6.76513,-4.16912
8.53768,4.66307,5.38591,-3.36895,8.03207,1.47789,0.659699,-1.46851,-8.67141,9.54861,5.55198,-1.63441,0.115968,3.14787,-0.924914,1.46648,1.45926,6.08312,-4.21767,6.23695,-4.60939,4.37371,8.00592,9.12127,-4.51189,-0.492628,2.39149,-4.56375,-3.32042,-2.10402,-6.52901,8.24378,6.05636,0.0304467,-4.28134,5.60803,-1.26342,-3.59375,-7.82574,-0.692354,-9.88541,7.97418,5.0026,-3.12368,-9.23882,4.01626
1.33707,8.43805,5.07395,-1.13205,-5.46741,0.893883,3.88174,-1.17835,6.54027,8.10944,-1.63441,3.95077,-7.76843,7.99187,-7.97087,-1.18789,-3.50585,7.23771,-9.02763,-6.12536,3.7152,3.95617,-4.42476,4.71202,5.25334,-4.36348,-4.54472,7.71963,0.708614,-9.00939,2.49836,-9.7535,2.44882,1.70271,1.61307,9.09577,-2.97052,-2.34984,-4.54721,-5.38241,3.67609,-3.73584,2.73136,7.39368,-0.342634,-3.81581
9.17357,9.07701,3.5715,3.66916,4.14267,6.11527,8.42496,6.833,6.50661,-3.98253,0.115968,-7.76843,1.11875,-0.254443,2.49852,4.55104,7.03679,-4.70596,-0.390904,-8.95475,5.60653,-9.22779,-7.95942,2.70459,-9.29491,1.65446,-9.62167,3.88887,5.8838,-8.64616,-8.10933,-4.09213,-5.47202,-5.16259,-2.48156,-1.63662,-8.02722,-1.18742,-1.90049,2.6731,1.61081,9.81617,4.72237,-6.34817,3.0832,0.136401
2.8967,-5.40048,2.99314,9.02857,5.75649,-5.995,-7.17305,1.51978,-2.29904,-1.56278,3.14787,7.99187,-0.254443,-7.30174,8.31834,6.49428,5.98363,0.081911,-3.80819,7.67147,-9.21974,9.05816,4.61786,-9.86205,-1.66159,2.41989,3.3229,3.67335,-4.5517,1.03909,7.98038,-7.43802,-4.82005,5.36483,1.78897,-3.27629,-2.8933,-6.51283,-2.01653,8.82523,-6.73399,0.463135,9.38562,6.43542,8.76422,6.51738
9.61511,-6.56948,0.437378,9.26074,7.3963,0.854131,-4.94567,-8.7662,4.54117,-6.64629,-0.924914,-7.97087,2.49852,8.31834,-1.69824,-3.48545,0.0209564,-0.960119,-9.4373,2.7693,-8.76757,-2.62373,9.55766,4.62268,-8.06819,2.98634,-1.72748,-5.61397,-2.09472,7.44008,7.96091,-5.2666,-4.51742,-3.02355,-9.73743,8.929,-3.79494,6.06212,8.50872,7.13008,-5.14009,2.5239,-4.88133,3.83334,3.89242,6.05061
