4.23741,6.87158,-4.70755,-7.83957,-7.73049,-5.32763,-7.12342,1.17859,2.45188,-6.7402,-6.73539,7.66851,-5.79362,6.18319,3.12817,-9.43105,5.82088,7.74104,4.67282,-9.0382,-8.49556,0.343969,0.316243,2.79184,0.9104,0.813107,9.99455,-7.55366,-4.16964,2.21247,-8.85753,-0.985725,2.28801,4.46373,6.72654,1.79725,-5.19931,-6.80153,-8.52101,6.03122,-1.92273,-9.67243,9.38852,-2.62592,-6.98145,-6.65902,3.9456,8.30413,6.49829,-7.96827,-2.73211,8.51239,-2.36452,-7.41885,4.57797,-8.46494,-2.45773,4.08724,4.65121,0.77462,4.25701,0.959379,-1.46092,8.26321
6.87158,1.69949,5.12661,-3.94405,-3.30154,7.43846,-7.81228,3.90495,-1.87827,5.69208,-5.19021,7.26246,-8.5153,-5.39726,9.38835,2.56852,-5.02195,-4.61283,6.18855,9.52402,0.140954,1.93789,-6.12477,5.46086,0.82952,-1.39461,-6.33123,-9.70644,1.77474,9.63098,-8.48882,6.34603,2.38609,7.05704,-3.60884,0.114369,8.11165,4.87248,-2.58051,8.68684,-0.574974,8.13908,-5.88978,4.44421,-4.84664,-7.83419,0.55117,-8.22903,1.1593,-2.16732,-8.37573,4.15553,3.17606,-7.98534,-9.11803,-4.13479,-8.2441,5.27617,1.94805,-9.84455,9.79099,-8.98924,-9.28873,-8.55776
-4.70755,5.12661,-2.52942,-0.76003,-4.31039,5.63081,3.64434,-2.05545,-5.68445,4.28601,-1.23914,1.484,-4.99635,-9.3957,6.23323,7.08144,1.25961,0.0903921,-8.32465,4.27511,7.81204,-9.48142,1.00026,8.53,-0.498107,-6.7024,1.40289,7.59392,-4.40975,3.36943,2.02337,6.87579,-9.83064,5.79659,2.49649,0.970414,6.12367,-5.24392,0.666604,9.81155,3.97474,-2.78902,4.65959,-0.0872891,-5.77994,-9.04784,-8.97916,-3.62659,7.94883,1.44943,-4.77989,-4.82092,-6.52363,1.73229,9.55263,8.40676,-8.28875,-5.89191,3.24548,-4.50135,7.19493,9.26572,-1.21282,-6.66529
-7.83957,-3.94405,-0.76003,0.947182,-7.31372,9.16447,-9.65066,6.68521,6.5191,4.34171,-1.4204,7.34057,-5.94461,-6.2875,-7.83737,4.98009,-0.75716,-3.3189,3.91508,-0.519436,3.74475,3.82452,-6.04302,-5.31299,-8.74125,0.98068,5.30965,6.34729,-1.02256,-7.7035,0.348051,-5.71914,0.216801,0.495446,-4.43199,-1.53877,-7.32526,8.29592,4.39305,-2.7263,8.02382,7.31074,-6.59735,1.85607,4.40451,-8.96942,-1.28106,-4.57904,6.75475,-9.81332,-5.16458,8.00775,-3.28024,0.482804,3.01825,-7.63365,-8.3385,-5.93145,-8.85782,-7.28033,-0.256493,8.61315,8.18855,0.106693
-7.73049,-3.30154,-4.31039,-7.31372,-7.13327,-4.28342,7.1184,8.0894,-6.58318,-7.23772,-6.55593,-6.5639,4.56077,6.35458,8.4884,-3.52743,1.47155,7.96021,-4.01867,-0.648564,-3.29933,-5.70638,9.25931,3.19932,-7.58802,5.49036,-3.17534,-7.33688,4.97957,7.84952,-8.99358,-8.5358,9.9695,1.74907,-6.20619,2.5764,7.61435,-8.95763,-7.44834,6.42045,-0.14172,-3.03968,-8.90891,8.1055,0.706416,-3.6898,5.66706,8.4593,-0.110601,3.74429,-6.97981,5.49413,-3.47183,-4.68674,-2.453,-7.74611,0.903806,-3.01453,5.21595,-3.73556,0.728176,4.53677,3.43489,5.31448
-5.32763,7.43846,5.63081,9.16447,-4.28342,4.06816,-6.30373,7.81747,-0.375676,-8.53174,7.31191,5.43055,-7.02969,3.23932,-1.56868,8.50541,-4.72465,-6.69634,1.62565,-0.580789,-4.35392,-9.97783,-7.7916,-7.00805,9.0923,-7.43539,3.6024,-0.941021,6.05788,-5.41411,-9.32259,-0.729048,7.88401,8.41859,-5.7734,-9.22691,5.32728,-3.01846,9.5857,-6.33203,6.54412,-0.86182,4.04453,4.05044,-1.792,5.09991,-0.776354,-3.64074,2.78748,6.62532,6.1872,5.48329,8.26697,5.32135,-2.60509,-5.70745,-4.98781,4.88425,3.61694,-4.73817,6.50251,-2.96131,-7.41883,4.64419
-7.12342,-7.81228,3.64434,-9.65066,7.1184,-6.30373,-0.713783,3.5228,7.71012,-3.84723,-8.50605,2.82943,-2.57392,-4.1532,-8.55024,1.80139,-0.0597683,0.629772,-6.16198,7.87336,-5.33285,-3.94381,6.11272,5.7198,0.0267082,1.20329,-2.56971,7.39934,-5.31583,3.08368,6.52695,-8.92125,-2.49964,8.1512,-4.41546,6.12498,5.62402,-4.16362,7.55374,9.52389,0.664311,-2.60056,9.02997,7.60543,-0.12461,5.96174,3.99936,-4.52747,6.08776,4.50089,5.54556,5.27099,3.02184,2.80131,-0.115965,-7.53213,-1.47453,8.67859,-6.40669,-5.34643,3.23834,-6.9429,9.81485,6.9033
1.17859,3.90495,-2.05545,6.68521,8.0894,7.81747,3.5228,-5.56517,2.52422,7.3221,6.8763,-8.92636,-5.7887,9.81251,-4.71335,-8.01933,2.4439,0.151274,-9.33227,0.151036,-9.77009,-4.06471,6.69119,3.43069,-5.87574,4.73509,-2.39333,-5.98515,2.94881,2.2962,4.81535,3.65976,-5.87083,4.24355,7.30894,9.58475,6.64517,6.17634,8.04427,-4.39044,-7.34703,-1.71286,-9.27528,-4.65039,5.49505,-5.06248,8.80389,-5.4217,1.51798,8.03994,-6.73628,-0.521303,7.20063,-7.10814,5.95896,-3.77241,-4.08465,-4.87129,-8.5665,-0.253865,-6.64475,-0.388825,8.29264,-5.7986
2.45188,-1.87827,-5.68445,6.5191,-6.58318,-0.375676,7.71012,2.52422,-3.14626,-5.11403,9.09974,-5.45047,-1.98819,-4.25428,-1.09128,-6.11412,-9.00152,-6.51367,6.68837,2.47316,-4.3584,-0.805912,0.854481,-8.41748,-3.10059,-7.13155,-0.491453,-0.042535,8.3597,1.88492,-3.11313,-3.35442,-9.53158,4.76874,0.559887,1.29092,8.0688,-3.64611,2.65745,-4.62766,-5.27133,-9.30929,-6.75399,3.07398,0.0357575,-0.98233,4.81684,-9.29207,-3.80656,9.12752,-5.4788,4.29623,9.18784,2.99042,2.09328,9.78884,-0.414177,4.74431,3.95937,3.96066,-9.91655,8.54749,2.47121,4.87033
-6.7402,5.69208,4.28601,4.34171,-7.23772,-8.53174,-3.84723,7.3221,-5.11403,-4.72072,-8.65713,-2.98546,5.39542,-6.51176,8.69807,3.48022,-0.76507,-4.85035,6.81456,1.8936,-5.05558,7.92862,-1.48011,9.99971,9.347,-1.82773,3.91067,4.59165,2.17209,1.03626,-8.35867,6.03242,-3.86041,2.82035,5.49134,-9.93046,-9.62373,-9.03795,9.01413,-9.41309,1.02328,-2.50846,-6.51151,-8.27986,-0.633723,-5.02881,8.92708,9.10677,3.54885,-0.753741,-2.89499,-8.93534,8.0005,6.13202,9.37153,-8.094,-5.02669,2.20075,1.48543,2.0408,3.01973,-2.628,7.31859,6.70589
