9.24064,-5.28641,3.65254,2.96369,-4.38009,-8.99449,-2.04285,-9.24491,9.9458,2.95202,-1.99674,2.83174,-8.99174,-1.78741
-5.28641,1.75063,-5.27556,-2.29091,-7.44381,7.36798,-0.127065,8.71081,-0.484843,-5.13273,-0.98734,-6.66192,6.56839,9.57485
3.65254,-5.27556,-4.40639,8.52399,-4.02347,-3.62746,-5.94889,-0.799892,6.65157,-0.419067,-7.72352,0.00355721,5.9306,5.59994
2.96369,-2.29091,8.52399,9.41579,-4.25471,9.30743,2.79585,9.73253,-1.26336,-8.63236,0.766406,-4.14491,-9.76299,-0.295254
-4.38009,-7.44381,-4.02347,-4.25471,-0.144869,0.981777,-1.7214,1.33358,1.77686,-1.97265,-7.2942,-2.28333,2.6436,0.792308
-8.99449,7.36798,-3.62746,9.30743,0.981777,-0.506753,-8.28734,-4.89468,-7.58993,7.59277,6.74423,-6.90501,-9.6624,-2.7455
-2.04285,-0.127065,-5.94889,2.79585,-1.7214,-8.28734,3.34972,-0.466828,9.09689,9.66039,-0.648407,-7.49511,9.32204,-7.24575
-9.24491,8.71081,-0.799892,9.73253,1.33358,-4.89468,-0.466828,-2.00254,1.75535,4.47537,-4.53351,-8.96317,2.8502,-4.61672
9.9458,-0.484843,6.65157,-1.26336,1.77686,-7.58993,9.09689,1.75535,-1.23143,4.31279,6.63716,-9.96353,-6.38551,4.15288
2.95202,-5.13273,-0.419067,-8.63236,-1.97265,7.59277,9.66039,4.47537,4.31279,0.931787,-9.70981,5.16013,-9.77717,-5.22726
-1.99674,-0.98734,-7.72352,0.766406,-7.2942,6.74423,-0.648407,-4.53351,6.63716,-9.70981,1.15144,1.67151,7.99178,7.85775
2.83174,-6.66192,0.00355721,-4.14491,-2.28333,-6.90501,-7.49511,-8.96317,-9.96353,5.16013,1.67151,-0.203645,-6.53746,2.15411
-8.99174,6.56839,5.9306,-9.76299,2.6436,-9.6624,9.32204,2.8502,-6.38551,-9.77717,7.99178,-6.53746,-7.46473,-4.06237
-1.78741,9.57485,5.59994,-0.295254,0.792308,-2.7455,-7.24575,-4.61672,4.15288,-5.22726,7.85775,2.15411,-4.06237,-6.82965
