-4.22289,-1.49492,-1.27149,2.50592,-2.37186,9.45491,2.51914,-2.92272,0.252475,-6.77918,4.22246,5.06144,-9.83362,-1.87931,0.088301,7.52921,3.54635,6.89647,1.28401,-3.39178,-8.08585,0.99997,6.97821,-3.41998
-1.49492,2.02845,5.7264,6.41125,-7.82672,9.59752,-0.00814601,-5.55352,0.775714,-7.79264,-1.57367,9.33982,-9.53264,-2.92924,-2.69792,8.79811,-5.32904,-0.866884,1.01176,-6.95359,1.05418,-4.82703,-3.78333,5.55213
-1.27149,5.7264,7.38264,-1.96484,-0.0343938,-5.42972,-0.187439,-2.41299,5.14643,-2.32792,-7.43277,5.9975,2.40065,3.19463,3.64415,-2.50622,-8.13995,-8.74292,-4.43874,-0.722789,-2.6834,-5.40801,0.122358,-6.31441
2.50592,6.41125,-1.96484,1.36237,7.06165,1.68349,1.16404,-1.12201,8.04328,-5.59351,7.37487,9.08344,6.45995,-8.77278,5.36977,-0.0398782,-0.0764808,3.26994,8.31531,-4.4226,-2.60681,-6.75646,7.72629,5.30759
-2.37186,-7.82672,-0.0343938,7.06165,2.31163,2.25241,-0.284671,-0.154114,-1.16672,7.37051,-2.15373,9.30727,6.23147,1.13714,-2.18962,8.09177,2.7295,-8.13854,-2.8332,-5.97126,7.10628,-7.06643,4.34396,9.13022
9.45491,9.59752,-5.42972,1.68349,2.25241,4.27076,-8.76629,2.82117,-4.90547,-3.26155,-2.36123,9.62962,8.29404,-8.37141,-4.25102,-2.43272,-0.688413,-0.460483,3.53338,-5.18261,-0.0958862,4.44717,0.209333,-6.13533
2.51914,-0.00814601,-0.187439,1.16404,-0.284671,-8.76629,-1.26649,-1.81196,-9.16545,-3.98885,-0.831864,8.21204,-0.284666,-5.35551,1.77198,-1.63072,3.57493,4.11228,6.49101,-3.02339,-6.89805,-0.281684,2.25147,2.88007
-2.92272,-5.55352,-2.41299,-1.12201,-0.154114,2.82117,-1.81196,-8.7561,3.53261,-5.779,5.91878,3.21455,-9.09965,-0.20638,1.3341,8.3805,-6.31993,-5.18074,3.62663,3.55566,-9.25656,-3.41894,-0.264909,-0.947784
0.252475,0.775714,5.14643,8.04328,-1.16672,-4.90547,-9.16545,3.53261,-6.82193,2.74106,2.35018,1.52631,6.93247,4.54532,-5.468,-8.28162,2.21219,-2.74347,-7.92688,6.81409,5.10996,-5.82903,8.80903,-4.25081
-6.77918,-7.79264,-2.32792,-5.59351,7.37051,-3.26155,-3.98885,-5.779,2.74106,-7.12219,-0.653025,8.83798,1.34644,-0.786713,-9.77464,9.39428,8.80055,1.75281,5.88654,8.37179,-5.647,-5.80315,-3.77752,6.25293
4.22246,-1.57367,-7.43277,7.37487,-2.15373,-2.36123,-0.831864,5.91878,2.35018,-0.653025,-6.68237,-6.9254,8.87161,-3.0592,-2.85985,-6.47829,1.01689,7.35772,-7.50042,2.64228,8.88785,-1.04406,8.37308,-6.50696
5.06144,9.33982,5.9975,9.08344,9.30727,9.62962,8.21204,3.21455,1.52631,8.83798,-6.9254,0.0661466,2.34349,-1.74337,-0.106795,-1.91764,8.04831,-0.130219,-1.31905,2.51867,9.7997,-5.94106,-3.13877,-7.07807
-9.83362,-9.53264,2.40065,6.45995,6.23147,8.29404,-0.284666,-9.09965,6.93247,1.34644,8.87161,2.34349,-5.88263,9.54395,-0.362558,-8.97128,-6.30374,-1.18882,-0.474387,-6.70117,3.80947,-1.19328,-0.134451,-7.89938
-1.87931,-2.92924,3.19463,-8.77278,1.13714,-8.37141,-5.35551,-0.20638,4.54532,-0.786713,-3.0592,-1.74337,9.54395,5.19038,7.86595,0.264413,5.68849,-9.13881,5.3083,-5.26854,-3.00607,-3.92376,3.52092,-3.83553
0.088301,-2.69792,3.64415,5.36977,-2.18962,-4.25102,1.77198,1.3341,-5.468,-9.77464,-2.85985,-0.106795,-0.362558,7.86595,-7.30001,3.88769,-3.77683,-6.07059,2.26392,-1.1867,5.23381,3.33846,-4.40415,4.64508
7.52921,8.79811,-2.50622,-0.0398782,8.09177,-2.43272,-1.63072,8.3805,-8.28162,9.39428,-6.47829,-1.91764,-8.97128,0.264413,3.88769,-8.60806,0.903632,7.41221,-0.632219,-5.89133,-8.10873,-3.63462,-7.80412,9.19105
3.54635,-5.32904,-8.13995,-0.0764808,2.7295,-0.688413,3.57493,-6.31993,2.21219,8.80055,1.01689,8.04831,-6.30374,5.68849,-3.77683,0.903632,-4.28083,-8.50864,5.75485,9.4997,8.35613,-8.87337,-1.38495,0.171399
6.89647,-0.866884,-8.74292,3.26994,-8.13854,-0.460483,4.11228,-5.18074,-2.74347,1.75281,7.35772,-0.130219,-1.18882,-9.13881,-6.07059,7.41221,-8.50864,-4.59444,4.33393,4.71486,-5.61723,-6.39647,8.66854,-4.76845
1.28401,1.01176,-4.43874,8.31531,-2.8332,3.53338,6.49101,3.62663,-7.92688,5.88654,-7.50042,-1.31905,-0.474387,5.3083,2.26392,-0.632219,5.75485,4.33393,-9.13947,-0.324463,1.64624,4.50068,4.5689,0.723183
-3.39178,-6.95359,-0.722789,-4.4226,-5.97126,-5.18261,-3.02339,3.55566,6.81409,8.37179,2.64228,2.51867,-6.70117,-5.26854,-1.1867,-5.89133,9.4997,4.71486,-0.324463,9.45872,-4.32171,-7.22169,-6.33319,-3.72228
-8.08585,1.05418,-2.6834,-2.60681,7.10628,-0.0958862,-6.89805,-9.25656,5.10996,-5.647,8.88785,9.7997,3.80947,-3.00607,5.23381,-8.10873,8.35613,-5.61723,1.64624,-4.32171,-9.69063,2.23494,-7.99056,-3.0118
0.99997,-4.82703,-5.40801,-6.75646,-7.06643,4.44717,-0.281684,-3.41894,-5.82903,-5.80315,-1.04406,-5.94106,-1.19328,-3.92376,3.33846,-3.63462,-8.87337,-6.39647,4.50068,-7.22169,2.23494,-8.78249,6.685,9.72183
6.97821,-3.78333,0.122358,7.72629,4.34396,0.209333,2.25147,-0.264909,8.80903,-3.77752,8.37308,-3.13877,-0.134451,3.52092,-4.40415,-7.80412,-1.38495,8.66854,4.5689,-6.33319,-7.99056,6.685,7.25786,0.528787
-3.41998,5.55213,-6.31441,5.30759,9.13022,-6.13533,2.88007,-0.947784,-4.25081,6.25293,-6.50696,-7.07807,-7.89938,-3.83553,4.64508,9.19105,0.171399,-4.76845,0.723183,-3.72228,-3.0118,9.72183,0.528787,3.74829
