-1.34274,-7.63456,5.59262,4.31331,4.27359,0.354242,-7.53051,0.0412251,-0.522879,-7.5098,7.43329,-9.19619,-4.57401,-7.68636,7.76292,-0.74918,-1.49102,-3.81723,-8.46497,-4.43373,-2.01969,-8.14,9.24121,-7.79294,6.32457,0.641336,-0.152564,2.89039,2.92448,0.555977,-1.84183,6.24687,-2.97956,9.69497,5.63752,-4.31026,-4.04218,4.2401,7.99424
-7.63456,6.41333,3.09621,-9.56981,7.48905,5.62187,-9.0791,-1.79782,-1.17153,8.74713,-4.07567,-6.7498,-0.694814,-9.8778,-6.70427,-5.47397,-8.09355,-5.91288,-0.483986,5.50074,2.64963,7.93326,-7.26803,-1.06164,6.94628,-3.16831,3.66347,-3.56474,2.56836,-2.87588,-6.61226,-5.87819,7.27971,0.0981266,-0.938175,5.15188,-7.02832,-2.13144,9.7633
5.59262,3.09621,1.46826,5.78625,5.312,8.86642,6.036,7.63734,-3.36711,-7.01947,-4.29024,9.84658,-4.89876,9.34831,4.49752,6.77205,6.23978,4.49687,0.275988,-6.77088,-7.05842,-7.83135,8.37946,9.23889,-8.42548,-8.11519,4.86448,8.65943,5.76022,-8.6307,-3.61252,1.7613,8.15445,-4.59193,5.69775,6.82575,-6.69438,9.15056,7.62316
4.31331,-9.56981,5.78625,7.73589,7.74705,-4.79871,7.52976,-1.97486,3.98236,3.3678,6.97708,-3.06502,5.83613,-8.23638,-0.115154,-9.12029,-4.12552,-0.21208,-0.370146,-4.03702,-5.38138,-4.12241,1.46568,-9.47768,0.632868,-1.9923,-5.36948,-3.6119,7.93365,9.79988,-8.13028,2.40568,-2.54393,-9.89588,9.44771,-7.59727,1.113,-0.719028,4.76347
4.27359,7.48905,5.312,7.74705,-3.82553,-7.04703,-9.9671,-6.89186,-4.6622,6.71252,-0.485989,-9.10327,9.4924,7.51235,7.11651,-6.00358,-5.35128,4.22466,-5.74837,5.30531,3.26797,-8.79965,8.97559,3.85327,-4.40597,-8.12398,6.83295,-6.68155,8.79979,8.67831,-8.66892,4.45697,-9.45461,-8.20553,-4.08892,8.11606,-6.0605,-1.74612,-0.164946
0.354242,5.62187,8.86642,-4.79871,-7.04703,9.75875,-6.85109,6.35405,5.22373,-1.93737,-1.09425,3.96414,4.10779,-8.66695,-6.01644,7.00905,7.08542,-5.82073,1.31091,1.66046,-4.51016,6.77578,5.65144,-1.56532,0.00574185,7.19964,-1.37292,-3.25697,7.8841,-2.22157,4.62695,9.67641,-4.15217,-2.53406,-6.27208,0.808178,0.172703,9.5266,0.64202
-7.53051,-9.0791,6.036,7.52976,-9.9671,-6.85109,-5.12706,1.8364,-6.09551,8.99103,0.936803,4.2018,-5.31451,8.03373,5.74517,-2.22251,-5.95953,-6.99899,-2.82078,9.12822,0.520304,-7.65922,9.73118,-3.45883,-1.08016,-9.28298,-2.70411,-7.44238,-4.45923,3.92818,3.01301,-4.01797,-7.34698,-8.46083,4.79438,-7.31158,7.39509,0.325641,-1.90951
0.0412251,-1.79782,7.63734,-1.97486,-6.89186,6.35405,1.8364,2.28477,6.48943,8.7547,2.60879,-7.84274,-0.156283,5.19702,-8.06633,-3.59883,3.96812,-0.666533,-8.95413,0.680345,6.17275,-6.42801,-9.85838,-2.58238,-8.24725,9.58067,-2.3878,-0.920164,-8.50476,-3.577,9.04162,8.79972,1.27668,5.64996,7.1486,-8.34762,-9.37287,-1.16289,-2.44346
-0.522879,-1.17153,-3.36711,3.98236,-4.6622,5.22373,-6.09551,6.48943,-9.76769,5.14533,-3.85734,5.98363,3.28334,3.13279,1.60129,-4.67399,-6.36397,9.04101,-6.89336,-3.52587,-5.7821,-2.39315,-7.91024,-7.49932,-0.689138,-3.19568,5.51223,-4.18872,-2.56754,1.92045,-9.62767,-6.49485,-7.76565,-5.14755,-4.57332,-9.12305,-6.17522,4.03829,-6.1041
-7.5098,8.74713,-7.01947,3.3678,6.71252,-1.93737,8.99103,8.7547,5.14533,-2.00424,4.63419,-4.49081,-9.78748,6.91565,-0.454341,-6.94965,4.93462,-6.88059,-0.823862,-1.84703,-6.46844,2.77739,8.28079,-0.509591,-8.43242,-5.25823,-7.74545,8.56179,-4.8127,1.1066,3.99382,3.08969,1.25081,7.57174,3.16295,-8.10479,-1.50711,9.53218,2.63305
