4.77763,-7.54596,-2.60869,1.94974,0.0980178,3.72357,3.05333,-6.433,2.67978,-7.13872,0.57257,5.66436,-5.64782,6.83621,1.93904,4.7944,-6.38743,-2.62278,-7.1397,-8.85783
-7.54596,-4.78317,6.39762,9.29306,-0.299051,4.73256,-6.79934,6.8586,-1.00991,2.5673,-9.5526,-1.96087,-6.98573,-4.35771,2.85475,-8.28487,-5.44936,-5.30973,-9.34085,3.72852
-2.60869,6.39762,-9.30711,9.96207,-5.16386,-4.15728,-4.06505,-0.111041,-1.59644,-3.5034,-4.36691,-7.3736,5.63969,1.25664,-4.95286,3.37053,9.15782,8.51633,9.921,6.42895
1.94974,9.29306,9.96207,-6.15217,4.99313,9.1918,-8.8772,-2.91711,-5.37083,-3.35412,-9.67469,-3.04852,-8.66341,-1.70861,8.86275,3.29212,-0.0328638,8.84213,-2.96958,9.3428
0.0980178,-0.299051,-5.16386,4.99313,-8.36012,-0.413033,2.77579,7.14331,-8.0774,-9.84922,3.13514,-4.7162,-3.68565,0.362053,7.42716,-7.00084,7.37837,9.37965,8.58677,4.82769
3.72357,4.73256,-4.15728,9.1918,-0.413033,4.14604,-9.68966,5.43869,2.05694,4.16585,5.04666,-7.08107,-9.58783,-0.173863,-0.940651,4.60994,0.615147,4.81249,1.57664,3.61007
3.05333,-6.79934,-4.06505,-8.8772,2.77579,-9.68966,9.17354,-6.08004,1.45443,-8.88045,3.08359,1.51575,5.36132,1.4434,-5.44138,-8.60915,3.07667,-0.842337,-1.81545,5.67054
-6.433,6.8586,-0.111041,-2.91711,7.14331,5.43869,-6.08004,0.238723,-9.99175,-6.1524,-8.42459,-4.41594,-8.12539,1.43246,4.93887,3.90303,9.95166,3.18405,5.66,8.96347
2.67978,-1.00991,-1.59644,-5.37083,-8.0774,2.05694,1.45443,-9.99175,-5.55239,9.0635,1.39619,9.71613,-4.80117,-3.91682,5.81237,-1.38145,-4.45815,-3.59928,0.101696,-6.67719
-7.13872,2.5673,-3.5034,-3.35412,-9.84922,4.16585,-8.88045,-6.1524,9.0635,7.21089,-7.05929,5.4464,6.58031,-5.06365,-3.98437,-1.32729,-8.91971,9.90806,-2.51233,4.95926
0.57257,-9.5526,-4.36691,-9.67469,3.13514,5.04666,3.08359,-8.42459,1.39619,-7.05929,-2.43843,-3.94282,9.21045,1.4121,-8.38523,2.15307,-7.06706,-2.94583,0.863016,-6.44944
5.66436,-1.96087,-7.3736,-3.04852,-4.7162,-7.08107,1.51575,-4.41594,9.71613,5.4464,-3.94282,-0.751241,6.69227,-2.35519,2.32704,8.09553,-2.18342,-8.38541,-1.23238,-2.19555
-5.64782,-6.98573,5.63969,-8.66341,-3.68565,-9.58783,5.36132,-8.12539,-4.80117,6.58031,9.21045,6.69227,3.15721,2.70497,-7.16726,9.21853,9.97387,5.23831,1.66402,4.14602
6.83621,-4.35771,1.25664,-1.70861,0.362053,-0.173863,1.4434,1.43246,-3.91682,-5.06365,1.4121,-2.35519,2.70497,-6.91233,-9.40273,8.80354,4.61796,-7.86573,3.4888,3.77722
1.93904,2.85475,-4.95286,8.86275,7.42716,-0.940651,-5.44138,4.93887,5.81237,-3.98437,-8.38523,2.32704,-7.16726,-9.40273,-0.38368,0.108944,-8.57131,-2.45641,-6.34031,-5.05226
4.7944,-8.28487,3.37053,3.29212,-7.00084,4.60994,-8.60915,3.90303,-1.38145,-1.32729,2.15307,8.09553,9.21853,8.80354,0.108944,9.7159,0.531343,-6.88059,2.96313,-7.51391
-6.38743,-5.44936,9.15782,-0.0328638,7.37837,0.615147,3.07667,9.95166,-4.45815,-8.91971,-7.06706,-2.18342,9.97387,4.61796,-8.57131,0.531343,0.791089,-9.70539,1.22912,6.95579
-2.62278,-5.30973,8.51633,8.84213,9.37965,4.81249,-0.842337,3.18405,-3.59928,9.90806,-2.94583,-8.38541,5.23831,-7.86573,-2.45641,-6.88059,-9.70539,-7.38898,6.75288,-5.24319
-7.1397,-9.34085,9.921,-2.96958,8.58677,1.57664,-1.81545,5.66,0.101696,-2.51233,0.863016,-1.23238,1.66402,3.4888,-6.34031,2.96313,1.22912,6.75288,-5.25093,4.86365
-8.85783,3.72852,6.42895,9.3428,4.82769,3.61007,5.67054,8.96347,-6.67719,4.95926,-6.44944,-2.19555,4.14602,3.77722,-5.05226,-7.51391,6.95579,-5.24319,4.86365,-0.808083
