-7.57223,6.81745,8.56818,9.4501,2.29942,-1.46609,0.175107,-5.29843,7.31453,4.21396,-3.43611,-1.73162,4.80737,-1.4508,-0.710862,7.56684,5.5787,3.78698,-5.87072,-7.26958,4.2382,1.34245,2.56536,-9.96709,-3.35303,-8.96468,-9.49358,1.19472,0.33476,-1.41361,6.39069,6.32242,8.43845,-5.88392,2.64415,9.59863,6.31841,1.29423,-7.14989,3.58758,-4.61934,-4.83116,-0.38895,0.804434,-0.0353368,-5.04518,-7.53386,5.51069,1.12486,8.65442,4.33548,-2.18179,-4.53987,0.944542,-3.13315,4.5049,-4.51404,-6.49212,-0.134362,5.95443,7.11578,-0.993405,-5.02392,-5.54132,-5.05866,6.04464,1.51803,9.58531,-3.72085,-2.03796,3.21939,-3.2944,5.10086,6.8525,5.05756,-4.06502,6.35082,1.62942,-5.9046,4.362,-5.50754,-0.596849,-4.10585,7.00138,0.379267,7.80085,5.52147,-5.66635,9.50204
6.81745,-6.34111,-7.45927,4.16496,-6.05138,-9.50195,-8.79961,6.7393,8.93504,-0.511886,-0.0381895,5.99559,1.85691,-9.20764,6.27137,3.66728,3.31407,6.49472,7.44257,2.74596,6.53846,8.26394,-3.54957,0.151687,7.15895,-9.48616,-2.02804,-9.46363,3.74763,9.05894,2.93101,3.57451,2.62181,3.56298,4.87437,-8.37775,-1.81016,3.39506,8.18079,1.4873,-4.84404,-8.40544,-8.24163,-2.95267,-0.695067,7.21478,-0.432629,-5.19211,-2.61018,-3.98221,-1.76127,-3.14298,-2.9478,9.12382,-9.84013,9.93468,-6.60941,5.79557,-0.128066,4.64208,2.49236,-8.20539,-9.83132,9.83528,-4.88015,-5.85863,-3.27564,-1.89735,-1.70375,-3.47748,-8.21661,-5.295,-1.36943,-0.342584,4.31949,6.91458,0.00348101,9.51265,-7.72806,-3.50661,-6.81211,6.21985,-8.04095,2.43277,3.75923,-4.53383,2.50246,7.35736,9.04638
8.56818,-7.45927,-7.1919,-8.0046,-6.21978,-1.35479,-5.35117,-4.53307,8.76774,2.49441,-8.71033,9.95653,-6.23482,-8.03834,6.95399,-2.43955,8.81837,8.87143,-5.73996,-9.65814,8.52188,-6.77518,-8.34119,-5.99017,2.42904,9.47511,-0.29048,5.54178,-9.15383,-3.85214,4.84098,-6.27654,-0.346683,0.424229,4.09429,-7.66539,-1.52081,-0.810646,-4.47346,-3.59723,1.52536,-0.570317,8.11622,-9.06853,-3.27112,-0.222115,4.24528,6.14464,1.71524,-0.548328,-8.65406,-6.0991,-9.21124,-0.0632134,-4.18309,-4.00047,1.55038,-0.948463,-3.45762,3.63761,5.5817,0.63403,9.48488,-7.41675,4.47082,-6.60794,6.25279,-4.30511,1.68175,-9.04714,7.01986,1.14322,9.84347,9.72951,-8.03162,-1.38862,0.610817,-7.82482,1.05312,-3.83061,-9.60774,-5.2274,-5.2481,5.9625,-5.90422,5.00598,4.54633,-6.91934,8.54153
9.4501,4.16496,-8.0046,-7.03068,-1.26587,-6.91382,2.28278,8.14788,1.10493,-5.39869,-9.91851,-7.05122,1.03908,-6.19251,3.58434,-5.47547,-1.49267,7.59608,-1.07099,-4.11394,1.59363,-9.69981,5.24358,8.92741,-6.29584,-6.6689,-2.64791,6.03967,7.46519,3.37385,0.193768,0.679673,-2.32986,-9.08313,0.0787801,1.36465,5.53982,0.847601,-7.44862,-7.80286,-4.48041,4.42206,5.48166,-8.88622,9.79783,3.89329,-9.80246,8.93694,7.08471,7.45104,-4.41206,-2.74441,-8.72306,4.31935,-7.4259,-1.29764,-9.23415,-9.21862,0.477238,-4.83389,8.80368,-0.848762,-1.62156,4.18713,6.83691,6.746,-8.47638,8.17422,4.26865,6.03888,-4.59231,4.32968,-9.42189,8.69746,5.7282,-9.70293,-7.53623,0.858038,-7.77844,5.10617,-4.60362,-6.92412,-7.11077,-8.37356,3.58409,-4.8681,-5.50777,-6.95233,-7.68559
2.29942,-6.05138,-6.21978,-1.26587,-0.0314117,9.72596,7.21053,0.276134,2.02036,3.90059,7.62004,-8.19015,1.46259,7.0305,-5.00941,-5.75515,3.18286,-9.96296,4.47028,-4.78011,6.71989,-9.41288,-5.7608,2.61503,-5.36739,-0.874512,7.09257,9.04707,-5.63013,-1.91544,4.04459,8.79634,-2.46699,-7.40785,-6.41184,-4.0109,-4.60421,9.27394,7.42414,0.777681,-8.01553,6.00345,7.94997,-4.14063,7.90487,5.70123,-4.25315,0.691843,-9.43298,1.9112,-8.02068,0.206813,5.29796,4.47436,-6.42703,-7.36209,6.1772,1.00558,-0.742046,5.63811,5.53849,-4.48448,4.47715,9.98011,-7.48694,3.14714,-8.46486,0.586267,-6.4209,8.66074,-8.98815,1.53991,1.30964,-3.42673,-0.611812,-9.07815,-5.46662,7.93147,-5.26026,9.69621,-8.90098,-9.93136,4.02849,2.09368,8.51727,2.74532,0.522794,8.33315,-5.37842
-1.46609,-9.50195,-1.35479,-6.91382,9.72596,9.0139,-8.51997,1.95501,5.25222,-2.90177,-6.80049,7.19843,9.98536,-7.86841,0.0870968,-8.55414,-3.78789,4.50605,-0.100414,7.15247,-5.87594,-6.18264,5.35333,-8.24928,6.03722,6.38112,9.40059,-7.76684,-9.8763,3.15682,-3.63013,9.15283,1.8332,8.50352,-4.43032,-1.98144,0.835954,1.15142,1.84198,-3.67556,4.44917,-5.86223,-2.16406,-3.88335,-6.67819,6.6936,5.94953,-7.20456,-8.66086,6.95649,-2.16248,7.06881,-2.44838,-8.01759,7.53303,-7.34221,8.48667,3.1985,-5.18263,1.7481,0.960144,5.09834,-5.2915,-6.70328,-8.44948,7.31917,4.89878,-9.04195,3.34427,-2.75462,-6.23338,-4.36021,4.27021,-8.591,-5.38415,-8.8998,-4.25094,-2.16512,4.64189,0.590606,3.48451,9.07277,-0.062091,-9.59419,-7.96892,-3.6402,1.41306,-0.676674,5.82903
0.175107,-8.79961,-5.35117,2.28278,7.21053,-8.51997,6.17527,-5.86597,6.33262,3.02049,-1.31811,-0.689811,6.40702,7.17327,0.783403,-1.07149,7.56494,2.14063,-6.01767,2.98021,-8.25015,-7.26596,7.62508,0.634795,-5.86413,2.61661,-7.62172,-2.91477,-8.69639,0.116943,-3.22412,1.05071,-9.38165,4.05587,-4.79707,6.51237,-9.40881,8.52562,3.2068,4.46143,-0.578647,-9.98553,-8.88571,4.43451,4.73384,5.58221,1.56455,-6.40835,-3.44136,-0.16782,-1.23918,-6.23183,7.32945,4.59398,-2.2654,-3.65195,-5.13872,7.83941,4.01338,9.04048,-2.86932,-8.02232,-4.75148,-7.9886,5.34201,-8.46689,-4.05597,5.60055,7.14972,3.60406,-5.63349,-9.88959,1.50563,9.84506,7.56372,2.89565,9.24359,-1.6563,-0.726356,-3.18952,1.58397,8.45472,-0.788944,-0.605818,-1.79649,2.04953,4.13176,5.05893,-8.64084
-5.29843,6.7393,-4.53307,8.14788,0.276134,1.95501,-5.86597,1.23337,9.46434,1.35957,1.10925,8.86173,-2.0627,-4.89297,7.51127,5.84823,2.33186,3.30683,9.53468,-1.61659,-8.05909,6.06694,5.22747,2.45989,-9.67461,-9.32917,-4.40591,-1.75747,6.96072,9.22002,8.13456,-2.49529,0.559155,2.10354,-6.94072,7.59623,8.02033,-3.39827,-0.43225,-8.15003,7.90285,8.4103,-5.8999,9.44214,3.25932,0.249282,-9.05461,-5.69405,9.37652,-4.14804,7.70162,7.93245,-2.44383,-1.22161,-4.50449,2.08532,4.68176,-3.01382,-1.77037,3.44429,6.79103,-5.34352,-1.72887,-2.35458,4.38525,1.78235,9.75464,-8.36963,4.88515,-3.75874,2.04664,1.74277,-8.83484,1.35177,-6.90051,-3.9224,-1.73489,1.93705,4.30712,-0.374316,-2.08952,-7.96834,7.19501,6.70277,-4.79188,-3.44112,-2.59231,-0.245961,0.0530137
7.31453,8.93504,8.76774,1.10493,2.02036,5.25222,6.33262,9.46434,7.63369,3.56006,5.03222,-1.26635,-2.13846,-7.23086,3.7411,3.55221,-7.24024,9.85833,2.40854,8.15463,9.71949,7.14492,4.65858,8.61005,2.7715,-8.01802,5.4838,-9.04466,7.91778,0.0786816,-5.70534,2.55737,-4.26581,-2.23569,-3.51894,-5.48423,-6.52045,-8.92597,2.07287,-6.9694,6.10229,-7.41383,-4.04514,-1.77244,-7.89656,-9.18067,9.83816,-9.7055,-3.32067,5.91288,2.58689,-0.498404,-8.64224,-2.0295,2.42457,7.42899,5.21365,-7.22232,-7.94287,9.12728,-1.29293,2.17054,-6.30204,-5.77354,0.963811,2.39373,6.92841,-8.48497,-2.43111,6.34301,3.34311,0.938019,-2.31677,-5.79449,-2.12031,2.09596,7.72464,5.0507,8.30444,-6.51192,8.50609,-5.49033,2.07578,-9.44168,-6.83771,0.147677,-9.64077,-8.84474,9.36726
4.21396,-0.511886,2.49441,-5.39869,3.90059,-2.90177,3.02049,1.35957,3.56006,-3.21478,-6.07864,6.98565,9.48119,7.55928,-5.27368,7.313,4.55831,-7.87213,1.63468,-5.7052,0.566417,4.19654,-7.3982,-9.81841,0.287596,-6.46924,-6.43798,3.9582,6.06608,-5.68262,-2.86515,-3.96498,-6.11211,9.15294,-0.41083,3.63021,1.26234,-2.2671,-7.80353,1.68739,8.44421,5.92366,-3.12934,4.59926,-7.19516,-2.84322,-7.88723,-2.17221,4.27548,-6.68574,2.58652,6.55653,-4.68793,3.87989,-7.27003,-4.34746,-0.599017,-0.924406,5.293,-5.48152,-5.97576,-1.70426,-1.68378,-1.16635,0.53733,6.63809,-2.62069,-0.436155,1.56364,7.70812,-7.82311,5.76943,-1.5872,-6.17815,7.3615,-9.55682,4.82835,-4.92969,8.30672,3.72579,-6.25144,-4.26789,3.63915,6.45275,9.41371,7.16826,-6.94949,2.20558,-8.10386
