-8.4927,9.70522,6.20407,-3.72112,3.93657,-5.14222,-3.51906,-7.81261,-5.25129,6.32089,3.00897
9.70522,-9.47399,-7.59446,-0.842888,-8.04449,9.56767,6.0955,-9.25263,-2.15948,-5.7733,-3.13353
6.20407,-7.59446,0.558992,-8.32621,-8.12263,0.243917,-7.0195,-5.24172,-4.91672,-0.517045,-3.94053
-3.72112,-0.842888,-8.32621,6.89988,4.22057,-3.5309,7.9458,-1.04666,6.88761,2.67077,-6.53708
3.93657,-8.04449,-8.12263,4.22057,7.56185,-6.56962,0.83223,-1.85231,8.64855,-3.21953,3.29861
-5.14222,9.56767,0.243917,-3.5309,-6.56962,8.42538,-2.51541,-3.92267,3.87984,0.87882,-2.17984
-3.51906,6.0955,-7.0195,7.9458,0.83223,-2.51541,8.47742,0.047892,-1.99156,-6.52142,6.67299
-7.81261,-9.25263,-5.24172,-1.04666,-1.85231,-3.92267,0.047892,-1.68318,1.58916,-2.26394,-6.01843
-5.25129,-2.15948,-4.91672,6.88761,8.64855,3.87984,-1.99156,1.58916,-2.43433,-2.01787,-6.0098
6.32089,-5.7733,-0.517045,2.67077,-3.21953,0.87882,-6.52142,-2.26394,-2.01787,0.297738,2.58288
3.00897,-3.13353,-3.94053,-6.53708,3.29861,-2.17984,6.67299,-6.01843,-6.0098,2.58288,2.536
