-1.29682,8.45558,-5.54027,5.24207,6.1464,7.11055,-4.40796,-8.14984,3.06508,3.2052,8.14404,9.24775,2.35935,8.19258,-1.83573,7.62759,-9.32245,7.46104,-0.666894,1.01263,9.12063,3.15127,-8.60972,-7.87737,-7.99659,-7.03304,-8.04174,3.23152,6.89069,-2.90202,-1.25252,-5.44582,2.47698,2.41948,-5.631,2.02805,-4.35351,3.21313,-5.91066,0.718563,5.94794,8.34548,-0.49237,0.985071,-2.63873,6.82251,6.39712,4.50591,2.64517,-5.63448,-7.96575,7.75363,9.17235,1.52908,-2.42795,-0.889279,-3.63111,4.45611,-5.98738,-6.28764,-8.99902,5.40347,6.78229,4.16976,0.741348,-5.46256,0.446919,-9.15694,-3.81203,-9.72519,-3.09247,-1.45442,7.11765
8.45558,3.61504,6.92521,5.8656,-9.52194,1.20862,-2.24133,4.40637,-5.48592,-6.74851,-3.15936,8.39814,3.40204,1.59534,4.18918,5.53031,6.15857,9.98955,-6.21674,9.81774,1.99247,9.00439,1.38366,1.44043,-2.46998,-7.87093,5.83461,0.611842,9.64382,8.92511,-2.0442,-0.565017,-6.8695,-9.34854,-5.38638,3.56866,-7.85988,0.118837,9.65399,6.24629,8.90361,-8.65114,-5.64003,8.35685,4.43096,-9.50735,3.12502,4.1089,-7.65086,-7.99925,-8.47872,-6.63892,-8.91456,5.05837,0.560429,-7.46537,7.68183,0.636655,-4.98774,-1.2516,4.66211,-8.67865,2.667,9.52238,-3.35251,-8.7611,-1.0359,-9.98946,5.11165,9.90545,-5.07016,8.40781,1.3316
-5.54027,6.92521,-5.03476,-0.32368,7.00787,-8.93007,-1.05368,-9.89206,4.90082,1.51247,4.84858,-1.90473,9.82208,6.75986,-1.53234,-9.47599,6.65021,3.17118,5.66274,-2.38917,7.90266,1.7808,-1.9673,-8.55925,-3.22267,-4.38695,3.14981,4.761,-6.8683,-1.98481,-3.54053,0.118649,-4.06101,-7.97891,8.00112,-4.84623,9.368,-0.797957,-2.74093,-2.10118,-9.59723,4.46621,-6.41601,-1.54496,-1.73644,-9.30686,-7.34285,-7.82715,-0.568675,7.15833,1.58213,0.0779054,-0.408793,-5.72388,6.99336,3.5907,-9.26849,0.613822,3.98988,8.4542,8.83217,3.07018,6.87006,-4.20747,5.49105,5.79666,-5.6967,-9.1939,-0.573444,7.59384,8.60991,-7.22797,8.23536
5.24207,5.8656,-0.32368,-7.88461,9.10228,3.00225,7.38335,-2.5276,-3.47721,-5.86113,-6.08922,-5.31255,4.85477,-0.501784,-7.31153,-7.84529,-4.07163,-2.55462,6.90767,-7.0995,3.11057,5.67683,2.11223,-7.65911,-7.0039,1.01099,1.57745,-1.28138,-1.20372,-6.88359,2.862,5.05446,-6.60425,-9.86571,7.28472,3.80461,6.15691,-0.66801,1.06959,-8.7395,-8.88812,-4.02357,-2.42769,4.6864,5.71106,-0.225738,1.51642,-0.860812,-5.58351,9.43201,9.85182,1.93126,6.25751,8.75449,5.58902,3.68113,6.82109,6.16799,3.5086,2.63604,4.03587,8.90507,0.351899,5.99268,0.652951,-5.41147,-5.79844,-8.61464,-6.93389,6.26847,2.00403,-3.07755,-9.6961
6.1464,-9.52194,7.00787,9.10228,-3.279,5.26725,-1.08598,9.12332,-0.174388,7.67678,4.11412,-5.00834,6.26781,6.72492,0.939455,0.503421,7.40874,8.56383,-2.12845,-5.95367,-5.47368,3.76562,-8.39327,-6.11216,-9.60939,3.1763,-3.64323,-5.09015,2.39689,1.03498,-5.70945,0.8117,6.16261,-1.72489,-9.80137,9.01079,5.41292,1.35061,-5.08309,-3.92345,8.09956,-9.82067,-1.02188,-3.62756,-1.85833,9.44012,7.7773,-7.44416,-9.71101,-4.48364,-5.0888,8.6039,2.03261,-2.95256,3.94478,-3.86326,9.15822,-4.93618,7.12862,6.88539,1.67249,-6.26072,-0.485724,-3.26669,-4.93227,-2.01585,-9.04799,7.3526,4.71931,5.01657,-0.279678,4.66469,9.8525
7.11055,1.20862,-8.93007,3.00225,5.26725,-1.6323,-2.64609,7.20315,4.9294,3.73185,-4.06225,6.09616,-0.856754,-5.36735,6.49491,6.07034,0.484788,-7.80808,0.152829,-9.7554,1.26804,-6.68407,2.55616,-4.96953,1.28008,0.119575,-1.71341,2.68481,2.5082,0.0319934,2.36364,-9.81938,-6.29535,-1.22808,-2.64292,-1.64313,0.885319,2.95329,5.79174,-4.24433,-8.12178,3.80706,-4.24641,-0.208363,5.90232,2.40358,-4.35027,1.27523,2.24114,-4.75996,9.59809,9.96541,-2.70603,3.86036,3.2971,2.03524,-9.64957,-9.15618,-5.43501,6.80433,-7.60822,-8.82947,9.77439,3.05942,-3.25749,9.21956,3.47806,2.29213,-1.7659,-5.71673,-1.55293,3.54997,-9.83727
-4.40796,-2.24133,-1.05368,7.38335,-1.08598,-2.64609,9.10505,9.76979,-7.65322,-7.7524,-2.56583,-9.51186,-8.75561,-7.36614,-1.69873,3.65853,9.5323,8.66472,2.93665,-2.84996,-4.07982,2.93643,-8.89055,2.68493,-7.91936,7.11987,-9.18545,4.93467,-2.24053,7.55544,-2.38987,7.86523,-7.75887,7.98856,-4.2339,-7.82796,0.979619,6.01618,-3.47396,-5.48273,-0.0722335,4.7384,0.87731,5.42565,4.78032,7.77159,-3.86863,-3.77451,2.36779,0.353564,-7.52071,-8.20438,1.87239,-6.28527,1.91275,5.35011,-4.10164,-8.40702,2.99952,9.58308,-2.17948,-0.567462,0.977055,2.6283,-6.5138,-6.94349,-9.07583,-4.64616,2.20768,-6.6206,7.92535,-5.98589,9.78273
-8.14984,4.40637,-9.89206,-2.5276,9.12332,7.20315,9.76979,4.18297,0.686251,6.24977,-9.7615,-6.62935,1.00521,-4.42191,3.31731,-5.41632,0.594164,4.30209,8.74087,-2.79017,-4.25574,-1.26952,-1.05602,5.54427,8.64669,-0.514448,-8.16312,-1.89316,-6.51512,1.02497,-4.35264,4.38842,-8.78331,-4.96352,-5.43043,3.47369,9.1513,-1.27239,-9.26837,2.90873,4.12381,2.52258,5.72904,1.99366,-1.18102,-4.11174,-1.94153,0.741706,-2.42445,1.12998,9.47316,6.27769,-6.00847,-4.8148,-3.65438,-1.1544,-9.56234,2.60236,0.983165,-2.65507,-9.69547,6.55054,4.00607,2.59539,-8.76308,4.97323,-2.00545,-6.72701,8.68998,-1.60835,9.86737,0.383752,-5.09832
3.06508,-5.48592,4.90082,-3.47721,-0.174388,4.9294,-7.65322,0.686251,-1.90485,9.9521,-6.98407,-1.27284,4.19686,-6.33379,6.16424,4.50306,3.36661,7.26278,-1.38805,2.71788,2.12019,-5.34934,-4.34475,-6.70624,8.04709,1.52239,5.52234,-7.10511,6.26333,-1.57002,8.46942,6.2386,-9.89038,3.165,7.92969,-7.67007,-3.95914,-7.21517,9.44517,8.65252,0.73805,-7.17984,-2.09669,3.94185,-2.53763,0.566231,-0.522064,7.43987,-9.47324,-3.37817,-6.97282,5.87756,-9.36215,4.18673,6.09309,-9.02521,-0.614157,8.86507,4.27714,1.61824,-5.53252,-9.7384,4.362,-2.36868,8.36049,5.00781,8.37995,-4.53303,-4.19146,-9.72911,1.05732,1.27779,8.13056
3.2052,-6.74851,1.51247,-5.86113,7.67678,3.73185,-7.7524,6.24977,9.9521,-2.81919,7.70233,-1.88793,-5.05964,6.72903,-7.78846,7.73452,3.72149,-0.235028,5.7106,-6.64844,-9.6157,4.28028,-5.54809,-2.23759,9.63584,-5.29175,-5.91193,4.34997,9.0078,2.45592,4.66368,8.01016,8.36261,-0.00916149,-5.47609,0.904483,-5.24141,-7.66156,-2.20007,-5.92971,-9.74118,-6.53715,-3.54352,7.85915,1.48159,-0.471198,0.693855,9.45909,6.44969,-3.70116,1.10778,0.842124,-2.59767,-2.87436,9.38222,-3.28519,0.93998,-8.12368,2.13512,5.9257,6.537,-3.72377,3.49878,-8.0859,-2.08062,-4.58463,5.12945,-6.61927,6.95126,-9.75486,6.38285,-5.17741,-9.61622
