-7.26888,4.4427,3.11373,-3.50031,-0.83683,4.64179,9.43,3.95921,-8.52794,-9.82671,-4.23929,4.58311,3.79693,-2.68834,3.33842,-8.88939,9.8635,9.42787,6.16291
4.4427,2.50583,4.1654,8.15284,5.52686,3.70855,4.51031,0.643265,-5.05897,4.28032,4.38231,6.2273,-9.18593,-4.5192,1.98161,-9.21132,7.55293,-3.28806,-7.55361
3.11373,4.1654,-8.85266,-6.77629,-5.95791,-5.55732,1.34469,2.22488,-2.34509,8.33395,7.30844,-8.43095,-0.027549,-8.57169,3.29892,-7.58624,9.23783,-8.79494,-5.21757
-3.50031,8.15284,-6.77629,1.40479,3.64591,9.59621,5.18957,3.91055,-2.28087,5.31841,6.01956,-3.00473,4.5883,6.06345,-8.52809,-2.74859,9.81299,-7.18074,-2.49508
-0.83683,5.52686,-5.95791,3.64591,5.57922,-0.915337,6.3989,3.21942,-7.27587,3.46684,-6.35531,1.19858,7.85257,-1.29433,8.98315,-7.70745,1.5541,2.36414,-6.34717
4.64179,3.70855,-5.55732,9.59621,-0.915337,-0.224179,-6.7362,-0.761705,-2.54254,9.65774,-7.36872,9.75757,5.7272,-3.07509,-6.48461,0.406789,8.12867,8.60494,-2.88185
9.43,4.51031,1.34469,5.18957,6.3989,-6.7362,1.07972,-1.48345,-5.7543,-7.68856,6.72042,-2.2947,4.86142,2.38629,-9.6493,6.02223,0.268069,1.48668,-6.39826
3.95921,0.643265,2.22488,3.91055,3.21942,-0.761705,-1.48345,0.577136,-4.48324,6.96182,1.14668,-1.76329,-0.0503257,-3.53909,-3.66931,3.92876,-9.56472,-2.63771,2.51258
-8.52794,-5.05897,-2.34509,-2.28087,-7.27587,-2.54254,-5.7543,-4.48324,-2.52485,-3.0683,-1.41776,-0.385802,-3.9735,-4.82857,4.75145,-2.41214,1.77986,-9.73406,-2.92445
-9.82671,4.28032,8.33395,5.31841,3.46684,9.65774,-7.68856,6.96182,-3.0683,-8.53529,-7.07457,-9.05531,0.158653,1.16924,-5.7671,6.25699,-9.23459,0.432408,8.09015
-4.23929,4.38231,7.30844,6.01956,-6.35531,-7.36872,6.72042,1.14668,-1.41776,-7.07457,-7.01291,2.63193,6.26842,2.00416,-0.137334,0.575804,2.07868,-9.39227,9.33679
4.58311,6.2273,-8.43095,-3.00473,1.19858,9.75757,-2.2947,-1.76329,-0.385802,-9.05531,2.63193,9.25618,1.86163,0.0637521,-2.32763,-0.210594,-3.80231,-4.0025,-1.25046
3.79693,-9.18593,-0.027549,4.5883,7.85257,5.7272,4.86142,-0.0503257,-3.9735,0.158653,6.26842,1.86163,-9.73778,-5.46532,4.69438,-3.85137,5.86012,-7.8213,-7.4651
-2.68834,-4.5192,-8.57169,6.06345,-1.29433,-3.07509,2.38629,-3.53909,-4.82857,1.16924,2.00416,0.0637521,-5.46532,9.26515,0.706823,-4.44972,-9.16429,-2.86172,-4.39426
3.33842,1.98161,3.29892,-8.52809,8.98315,-6.48461,-9.6493,-3.66931,4.75145,-5.7671,-0.137334,-2.32763,4.69438,0.706823,-6.50478,3.46812,9.82301,1.43093,3.99175
-8.88939,-9.21132,-7.58624,-2.74859,-7.70745,0.406789,6.02223,3.92876,-2.41214,6.25699,0.575804,-0.210594,-3.85137,-4.44972,3.46812,4.12122,6.81,-8.04118,-8.2541
9.8635,7.55293,9.23783,9.81299,1.5541,8.12867,0.268069,-9.56472,1.77986,-9.23459,2.07868,-3.80231,5.86012,-9.16429,9.82301,6.81,0.698572,7.86759,6.2741
9.42787,-3.28806,-8.79494,-7.18074,2.36414,8.60494,1.48668,-2.63771,-9.73406,0.432408,-9.39227,-4.0025,-7.8213,-2.86172,1.43093,-8.04118,7.86759,-8.99116,-3.56918
6.16291,-7.55361,-5.21757,-2.49508,-6.34717,-2.88185,-6.39826,2.51258,-2.92445,8.09015,9.33679,-1.25046,-7.4651,-4.39426,3.99175,-8.2541,6.2741,-3.56918,-3.11955
