-8.52584,-0.941523,-8.31849,7.44793,1.00647,8.14445,-0.859115,-3.53255,-6.65862,1.98999,1.21743,-7.63717,9.27245,-3.68455,-2.41846,-6.94733,-0.218538,-3.65794,-8.75167,0.765777,9.42455,5.37392,-1.50418,-1.29489,-4.38414,-1.2912,4.92267,-5.3442
-0.941523,6.43635,5.30397,-1.96391,-9.1373,2.42007,-1.61072,-5.02808,-7.78985,3.26206,9.28115,-2.86554,-8.11932,-5.00831,-3.07763,-6.14175,9.39723,7.79985,5.84153,4.99389,-2.41772,-7.62031,7.50766,-7.63767,-7.63413,4.57478,-3.56921,-8.22414
-8.31849,5.30397,6.1588,-4.86193,4.54457,-5.55918,-0.359928,8.12843,3.34299,-7.97168,9.30053,9.0414,-1.78464,-6.7884,-3.97571,-7.74215,8.92386,3.623,9.33839,-8.44668,-5.74489,-8.34055,-0.294191,-8.39213,1.24223,4.33158,-8.03492,6.71658
7.44793,-1.96391,-4.86193,-9.39842,-5.24323,-2.41626,-5.08561,7.1514,-4.44933,4.71574,-7.39301,4.98097,6.43032,-6.10842,-7.40176,7.80083,5.92285,-5.8094,-5.2178,2.85404,0.204446,-6.27119,4.98861,4.43444,-2.70625,-1.7223,-1.55319,2.11168
1.00647,-9.1373,4.54457,-5.24323,5.97399,-6.64439,-5.49607,2.9584,9.72781,-5.72857,6.1295,-3.06456,0.486705,8.30455,3.81268,5.72833,-0.84084,-0.361105,-4.78921,3.60759,9.62269,-1.11398,-1.55203,1.4333,6.80181,4.95939,9.37958,3.27883
8.14445,2.42007,-5.55918,-2.41626,-6.64439,4.63303,-9.24961,-4.70093,-9.42461,-8.72374,0.499553,-1.77925,9.35972,-7.11404,-1.52255,-7.75258,-3.75503,6.84375,9.90016,6.71907,5.53901,-5.46137,4.35566,3.70501,7.04901,8.97769,-0.894339,7.5523
-0.859115,-1.61072,-0.359928,-5.08561,-5.49607,-9.24961,-5.53097,-2.13589,-3.20856,1.24583,1.973,9.13923,7.7899,1.48448,1.29231,8.07605,-3.34104,7.85905,-2.12435,-0.543829,9.00658,-6.20199,-7.953,-8.54131,-2.46742,0.677377,5.3099,9.27613
-3.53255,-5.02808,8.12843,7.1514,2.9584,-4.70093,-2.13589,2.70078,-0.268526,-8.69289,2.59771,7.98163,-2.91343,1.02354,1.92652,3.12613,4.28241,6.05565,-4.18035,-4.32499,4.59379,-3.5654,3.89056,-3.19873,3.29007,1.12847,0.0940682,-4.95622
-6.65862,-7.78985,3.34299,-4.44933,9.72781,-9.42461,-3.20856,-0.268526,5.9546,2.54804,-7.99242,-9.16071,-9.36646,-4.36381,-3.88884,8.62595,-7.41502,-3.24924,0.3173,1.15282,-8.20557,-0.310892,-2.42496,-4.61181,-9.93212,6.74357,-3.8243,9.45013
1.98999,3.26206,-7.97168,4.71574,-5.72857,-8.72374,1.24583,-8.69289,2.54804,-1.34129,-0.767756,-1.79007,9.09071,-8.5908,8.99377,7.30515,2.96322,8.01865,9.59796,-8.6941,6.23618,-3.23853,-4.03392,5.89508,-3.73996,4.09714,-5.42626,-6.06658
1.21743,9.28115,9.30053,-7.39301,6.1295,0.499553,1.973,2.59771,-7.99242,-0.767756,6.62885,-2.98128,-9.3923,3.97551,-5.28806,0.395823,-0.021947,-1.97207,0.179438,9.99608,-0.670581,-1.3067,3.95883,-1.87422,-2.21004,2.72066,-4.64142,-9.5144
-7.63717,-2.86554,9.0414,4.98097,-3.06456,-1.77925,9.13923,7.98163,-9.16071,-1.79007,-2.98128,4.19685,-5.81811,0.852633,-1.27311,-8.07135,6.04212,-3.29004,-0.342602,2.28793,9.37212,-2.08997,2.02206,9.71019,-3.72006,9.95657,-6.59913,-3.82275
9.27245,-8.11932,-1.78464,6.43032,0.486705,9.35972,7.7899,-2.91343,-9.36646,9.09071,-9.3923,-5.81811,3.93197,-1.26305,-3.61535,-1.43751,-4.10474,9.73241,2.7106,2.2513,2.84143,-7.68352,2.34642,5.87513,-7.17657,9.59815,-3.4222,-4.08342
-3.68455,-5.00831,-6.7884,-6.10842,8.30455,-7.11404,1.48448,1.02354,-4.36381,-8.5908,3.97551,0.852633,-1.26305,7.72654,-4.98221,-8.63832,-3.59975,8.09816,-5.92734,9.64942,-4.24536,-6.16016,1.01604,6.17977,8.78005,-0.948233,0.632674,-6.84167
-2.41846,-3.07763,-3.97571,-7.40176,3.81268,-1.52255,1.29231,1.92652,-3.88884,8.99377,-5.28806,-1.27311,-3.61535,-4.98221,2.88575,-8.19705,-6.00469,-3.51684,8.55804,-1.93391,-9.61175,-1.26371,-5.02145,9.43814,-4.48282,-4.14808,-1.89987,-1.38985
-6.94733,-6.14175,-7.74215,7.80083,5.72833,-7.75258,8.07605,3.12613,8.62595,7.30515,0.395823,-8.07135,-1.43751,-8.63832,-8.19705,9.42914,6.50512,3.70936,-2.58244,2.94023,2.90683,3.49264,-8.75012,-9.64117,-9.05937,-1.18338,9.31355,2.62437
-0.218538,9.39723,8.92386,5.92285,-0.84084,-3.75503,-3.34104,4.28241,-7.41502,2.96322,-0.021947,6.04212,-4.10474,-3.59975,-6.00469,6.50512,-9.13529,-6.13276,-5.64347,1.06795,-2.0246,-5.98095,-0.741503,-4.29102,5.25618,1.99115,4.26812,-8.00333
-3.65794,7.79985,3.623,-5.8094,-0.361105,6.84375,7.85905,6.05565,-3.24924,8.01865,-1.97207,-3.29004,9.73241,8.09816,-3.51684,3.70936,-6.13276,-3.38407,-9.10342,-1.36031,-5.80247,-0.853142,-7.67273,-9.08214,2.2715,-3.26321,8.3323,-4.4976
-8.75167,5.84153,9.33839,-5.2178,-4.78921,9.90016,-2.12435,-4.18035,0.3173,9.59796,0.179438,-0.342602,2.7106,-5.92734,8.55804,-2.58244,-5.64347,-9.10342,-8.93212,-5.7976,-7.96794,-2.38434,-5.49709,-2.80328,8.57976,1.78408,-6.56785,-3.20636
0.765777,4.99389,-8.44668,2.85404,3.60759,6.71907,-0.543829,-4.32499,1.15282,-8.6941,9.99608,2.28793,2.2513,9.64942,-1.93391,2.94023,1.06795,-1.36031,-5.7976,-7.84941,1.06547,-1.92308,8.55515,0.505248,-4.31269,2.84227,8.70117,-3.88463
9.42455,-2.41772,-5.74489,0.204446,9.62269,5.53901,9.00658,4.59379,-8.20557,6.23618,-0.670581,9.37212,2.84143,-4.24536,-9.61175,2.90683,-2.0246,-5.80247,-7.96794,1.06547,3.95395,-3.8988,8.46584,-8.96462,-7.12704,3.32855,3.55718,-1.23133
5.37392,-7.62031,-8.34055,-6.27119,-1.11398,-5.46137,-6.20199,-3.5654,-0.310892,-3.23853,-1.3067,-2.08997,-7.68352,-6.16016,-1.26371,3.49264,-5.98095,-0.853142,-2.38434,-1.92308,-3.8988,3.21705,-8.79744,8.04587,-6.28184,-9.75678,-5.10602,-7.68931
-1.50418,7.50766,-0.294191,4.98861,-1.55203,4.35566,-7.953,3.89056,-2.42496,-4.03392,3.95883,2.02206,2.34642,1.01604,-5.02145,-8.75012,-0.741503,-7.67273,-5.49709,8.55515,8.46584,-8.79744,3.26074,9.5301,6.67538,-2.33108,-5.42201,8.39351
-1.29489,-7.63767,-8.39213,4.43444,1.4333,3.70501,-8.54131,-3.19873,-4.61181,5.89508,-1.87422,9.71019,5.87513,6.17977,9.43814,-9.64117,-4.29102,-9.08214,-2.80328,0.505248,-8.96462,8.04587,9.5301,-2.5694,-8.99695,-4.48206,6.27466,-9.90675
-4.38414,-7.63413,1.24223,-2.70625,6.80181,7.04901,-2.46742,3.29007,-9.93212,-3.73996,-2.21004,-3.72006,-7.17657,8.78005,-4.48282,-9.05937,5.25618,2.2715,8.57976,-4.31269,-7.12704,-6.28184,6.67538,-8.99695,1.09729,-6.31551,-5.38288,0.513815
-1.2912,4.57478,4.33158,-1.7223,4.95939,8.97769,0.677377,1.12847,6.74357,4.09714,2.72066,9.95657,9.59815,-0.948233,-4.14808,-1.18338,1.99115,-3.26321,1.78408,2.84227,3.32855,-9.75678,-2.33108,-4.48206,-6.31551,2.6225,9.49491,-0.546248
4.92267,-3.56921,-8.03492,-1.55319,9.37958,-0.894339,5.3099,0.0940682,-3.8243,-5.42626,-4.64142,-6.59913,-3.4222,0.632674,-1.89987,9.31355,4.26812,8.3323,-6.56785,8.70117,3.55718,-5.10602,-5.42201,6.27466,-5.38288,9.49491,1.49886,8.01553
-5.3442,-8.22414,6.71658,2.11168,3.27883,7.5523,9.27613,-4.95622,9.45013,-6.06658,-9.5144,-3.82275,-4.08342,-6.84167,-1.38985,2.62437,-8.00333,-4.4976,-3.20636,-3.88463,-1.23133,-7.68931,8.39351,-9.90675,0.513815,-0.546248,8.01553,-0.124295
