8.29562,-9.43162,1.11445,8.51457,3.90263,2.44079,-5.23569,-4.57973,2.71119,0.512,1.8276,-5.05063,1.36221,-1.46309,-0.863254,-7.83622,3.08601,7.12256,1.58293,5.61875,8.53171,5.66859,6.015,1.11488,-7.22485,8.80969,-6.44761,-7.81588,1.34313,4.75463,6.48297,-1.90083,-2.70673,8.9117,-4.41753,3.94984,-6.66886,-7.84238,5.40051,2.74019,3.04193
-9.43162,5.727,-3.38886,-0.11861,-5.23284,-6.73841,9.7247,4.85471,-4.63199,-3.84378,7.66539,2.96268,0.584482,1.59311,-2.964,9.89053,5.45984,-3.61327,5.49636,-3.58562,-1.27709,-2.0377,-8.96682,6.22415,3.68866,-6.38872,-0.478707,-5.94156,8.57601,-9.59604,5.47446,-3.43252,8.79425,4.28814,-1.70069,-1.14625,-6.53634,1.64946,-7.62141,4.24804,8.80163
1.11445,-3.38886,-3.93464,-5.39241,2.16517,4.7632,-4.82219,-6.21957,9.34172,-4.63912,-0.717015,-8.00501,6.3239,-2.26991,2.10153,-4.88784,5.85742,0.620106,6.00266,-4.34395,-8.50664,4.2925,3.45185,5.8939,2.35385,-9.44292,7.43947,5.88278,-7.08515,2.52103,5.95887,4.72435,-0.444803,-7.43357,-3.751,7.61485,-3.21727,0.406899,4.1386,-2.04088,4.17691
8.51457,-0.11861,-5.39241,-1.59063,-7.70181,4.0299,-7.89102,-4.57733,-8.23079,-5.93973,-3.56644,5.86832,-5.38261,5.459,7.52205,0.307542,-9.47906,-7.68815,4.85308,-3.6345,1.36148,-7.8739,8.43882,3.70028,-0.617562,8.31758,-5.54814,1.65805,8.49876,-2.59356,-1.55127,-7.28169,-6.82846,-6.49438,-1.0099,7.48669,-9.33683,8.60125,6.47674,-7.99892,7.61465
3.90263,-5.23284,2.16517,-7.70181,8.08393,6.94547,0.71405,7.60234,-8.89969,7.55117,1.27307,7.07768,-2.36454,-5.81954,-9.52897,-4.29355,1.47674,-8.10695,-9.38679,-8.52533,-3.69057,9.41622,-0.831408,-6.03682,-9.8995,-7.46901,-4.29427,8.56909,6.21222,-7.70848,4.00527,9.55759,8.3642,-9.79999,8.01711,-7.88682,-8.23261,-2.30666,-9.7409,4.4974,-2.80048
2.44079,-6.73841,4.7632,4.0299,6.94547,-2.78584,-0.981792,-9.58832,-2.34863,4.39381,1.85726,8.17294,-1.83638,-7.92501,-4.99429,1.18812,6.18848,-8.85155,5.25316,2.18084,7.36094,9.04586,4.05907,5.51568,1.93399,7.00544,-1.83298,8.09633,3.20628,-4.54916,9.68633,-7.30981,4.29552,-2.29337,-0.792857,-4.3646,7.93879,-1.75148,-7.3746,5.02654,6.78463
-5.23569,9.7247,-4.82219,-7.89102,0.71405,-0.981792,-3.60627,2.15076,1.29274,-9.80408,-8.96328,-8.80817,3.42231,-1.89208,9.61783,-2.5182,-2.67433,-0.221626,8.60668,-7.20013,-5.93305,4.38274,-7.58211,0.846068,-1.19964,-4.7497,3.89273,-0.938136,4.02146,-1.33183,-8.63574,-1.69446,6.07118,-5.44057,9.73314,-0.301138,-1.19459,7.81181,-5.64382,1.78655,7.50003
-4.57973,4.85471,-6.21957,-4.57733,7.60234,-9.58832,2.15076,-8.8161,-2.83202,-7.50788,-7.1733,1.56582,-3.08916,6.44978,4.75561,3.98231,-0.738504,9.07176,-6.38482,3.28327,-1.62227,-3.3755,-7.44192,-3.91637,-5.33917,1.4076,-6.23954,-3.58421,-0.740219,6.26803,-9.46693,7.10979,-2.93838,-7.16481,-2.02548,-8.64183,-9.39138,-6.08768,4.27178,9.69853,-6.93913
2.71119,-4.63199,9.34172,-8.23079,-8.89969,-2.34863,1.29274,-2.83202,1.7499,8.26428,-0.377907,-4.53403,-4.19096,-6.53347,-3.54293,0.459168,-2.59241,7.61747,2.81623,-5.91287,3.80399,-2.92281,6.17325,-5.68686,7.55362,-1.2993,-6.15073,9.37789,-8.42562,-5.91282,2.97364,-2.60168,4.70621,4.07632,2.72923,-3.21945,3.90253,-2.31235,-4.13936,-6.68206,7.63263
0.512,-3.84378,-4.63912,-5.93973,7.55117,4.39381,-9.80408,-7.50788,8.26428,9.7414,4.71828,3.1559,-1.53045,-3.07754,-3.71384,6.57942,-0.255818,4.00039,-5.11975,-8.76181,0.727475,-1.19308,3.74732,-5.32325,9.02811,-7.35649,5.92261,1.67574,9.98664,4.73338,-7.66037,6.05975,3.28928,-1.90137,-2.96408,5.74548,-5.53507,3.50405,1.44766,8.61019,0.292127
1.8276,7.66539,-0.717015,-3.56644,1.27307,1.85726,-8.96328,-7.1733,-0.377907,4.71828,-3.25441,5.52254,3.28745,7.47848,1.07892,4.22209,-1.9459,8.29927,9.66523,-1.21492,-5.56194,3.31502,-4.5685,9.18221,-3.66548,0.453469,-4.13003,-9.125,-1.36718,-4.05268,4.60996,-1.85445,7.48141,-7.40601,-8.88161,3.49645,4.74157,0.776464,2.65619,-6.08896,0.844164
-5.05063,2.96268,-8.00501,5.86832,7.07768,8.17294,-8.80817,1.56582,-4.53403,3.1559,5.52254,-2.53711,-0.924592,4.74359,2.45495,1.50524,4.06811,-9.04254,8.72588,9.59817,-4.19463,4.12208,-6.17373,7.0822,5.57637,3.17549,3.65152,-0.179847,-8.77961,-0.751944,-0.863151,-1.1287,6.13049,-3.09332,-8.25022,3.93499,-3.51078,-4.28499,-4.48085,9.37469,-5.3111
1.36221,0.584482,6.3239,-5.38261,-2.36454,-1.83638,3.42231,-3.08916,-4.19096,-1.53045,3.28745,-0.924592,5.11093,-8.79785,9.51706,-0.530667,0.960431,-9.94087,2.20974,-3.60542,2.92743,8.09821,9.96056,-2.49764,-5.91537,5.10915,3.7826,-8.09132,0.286555,8.4058,4.70263,-3.46413,-6.09172,4.09609,-7.10272,-2.44353,4.42732,-6.9408,7.10179,0.928014,7.19688
-1.46309,1.59311,-2.26991,5.459,-5.81954,-7.92501,-1.89208,6.44978,-6.53347,-3.07754,7.47848,4.74359,-8.79785,6.92555,7.48923,9.89355,-4.91946,-6.75614,7.31361,4.05047,4.46091,-8.97748,4.25723,-5.38043,0.404652,9.2786,8.71086,7.63414,2.44353,8.83969,-3.58228,-2.46175,-7.90611,6.8122,-5.62696,8.66443,-8.9474,1.24632,0.729238,-9.5766,9.29475
-0.863254,-2.964,2.10153,7.52205,-9.52897,-4.99429,9.61783,4.75561,-3.54293,-3.71384,1.07892,2.45495,9.51706,7.48923,2.93601,3.77761,1.43252,-4.7027,1.37087,-9.45715,7.60066,-5.70424,1.87037,6.51347,0.390488,-7.97298,-4.49153,5.60755,-0.471916,-3.4716,-5.43424,-1.90229,3.79943,-3.86844,-6.57034,4.49379,-5.63421,5.20737,-5.35443,7.30259,3.96494
