7.46736,9.76667,5.13376,-9.50356,-7.87207,2.59697,-5.8617,7.13225,1.88301,-0.200595,-0.446393,0.089984,-8.58359,1.53829,-6.9913,-8.11944,-4.03517,-3.62538,4.55377,9.30186,-5.22318,9.77071,-9.9807,-3.534,-0.671275,9.73624,-1.20529,4.55181,-3.20719,1.6027,-0.72442,9.7102,3.96745,8.44863,3.94664,1.52022,4.87708,-6.52095,0.169234,-9.81651,8.59269,4.86568,1.83692,3.2391,-2.3403,-8.92846,1.17357,-2.18936,-6.3252,7.63257,-1.46413,5.07294,-3.04816,-5.99935,-8.7246,-5.35387,-2.32593,5.80685,6.69648,-4.16861,6.72441,5.82668,9.95152,-8.17748,9.6877,9.8385,5.41527,5.10424,7.88932,1.6597,-1.74749,-1.75854,-6.79265,-8.90738,1.57881,9.52353,2.28723,-2.32265,0.431631,-1.64038,3.82409,3.91155,9.89929,-3.93476,7.92763,9.59733,9.87069,-0.364998,-2.79626,5.6259,1.08916,4.80834,-3.35751,3.71758,7.79922,-8.93544,0.0563523,-8.21674
9.76667,-4.97644,-3.71539,-6.55877,-1.16819,0.54049,-2.65531,4.10859,-6.7833,-3.46339,9.40746,8.15891,-7.14461,-3.6824,1.48706,-2.55476,3.43383,-6.35889,7.36001,0.592743,8.16261,0.772567,0.170219,-1.13083,7.51861,7.54778,6.20451,4.14742,4.53527,3.83914,-7.36725,8.00141,2.24845,8.50387,-2.90044,-5.91536,1.72575,-7.41026,4.65988,-5.59999,3.81125,-2.74655,2.55679,8.03021,-6.83385,4.5819,4.93608,6.84417,-9.18927,6.1241,-3.37602,4.44019,-7.62535,-0.304948,6.1419,7.71223,4.30924,7.48849,0.138118,-6.19081,-1.28467,-0.165471,1.25712,-1.11202,-6.64703,-4.63822,-9.35233,4.69314,-7.96976,0.163503,5.30677,8.10864,-2.8621,3.04734,5.28979,9.44322,7.76515,-6.2072,-8.11971,6.6895,0.270709,0.386747,-4.16721,-8.76569,-3.66743,-6.49502,6.76749,8.07246,0.270614,8.91972,-8.12289,3.42022,5.33771,9.72767,-8.10517,-9.29015,-5.71889,2.08033
5.13376,-3.71539,3.60453,-2.47423,5.43975,8.02518,0.946675,2.39332,-1.07961,4.0398,-0.136149,-8.18207,-5.01981,3.07326,-0.570303,-0.190028,-5.26009,5.95183,-7.98187,-5.74794,-3.12921,6.74297,5.90537,-9.46005,1.58089,-2.18499,9.40025,2.02026,0.504353,1.75365,0.166493,-1.00175,-4.77256,-8.40015,-6.52374,-9.67586,-5.76947,6.51744,-5.88558,2.96204,9.16513,-6.32182,3.50027,4.70676,-9.88971,6.65278,9.77718,-8.92038,9.39988,-0.829689,6.5141,-2.43746,-8.01425,-9.50001,8.54951,-3.66925,-4.2835,-7.64132,3.62381,6.28897,0.0300563,-5.33038,-4.48963,0.69607,-4.00572,-0.702383,-8.71372,-6.77248,0.241644,8.65599,5.20813,4.93195,3.84948,-1.51469,7.61401,-5.27389,-4.37523,-9.39142,-1.42988,-3.87329,2.93218,2.46244,9.79419,1.24776,-7.18934,6.65969,-9.14784,-6.83897,-2.48025,-7.26052,-8.63203,-3.94124,-8.45923,-4.91476,-4.51348,-6.71755,2.8757,-6.845
-9.50356,-6.55877,-2.47423,-3.98107,-3.38931,5.96354,-2.54118,-6.76688,-9.34191,4.65202,7.50927,9.28242,-1.46238,-2.35007,9.45497,5.72368,-8.24244,-8.01798,5.36878,-1.23846,4.01169,-2.52369,6.45178,-2.20291,5.86547,-7.59134,-3.1678,2.6932,2.56938,-3.6686,-0.813421,-7.70046,-7.42459,4.62376,-7.35388,-2.19534,-3.61785,-6.24557,0.764779,-6.94758,1.3404,9.3265,-1.10012,5.99181,-6.18191,-0.598168,1.54714,-1.00669,-3.85251,3.95984,1.61032,-9.78157,5.20453,2.37527,9.28845,4.51281,-3.32966,-5.17864,9.26479,5.08965,3.09541,9.91166,-8.88335,-4.68357,6.03686,9.6599,7.76622,0.00844621,-3.97701,9.75894,-5.62636,-2.25344,-7.93097,-4.12801,3.99553,-3.36969,7.40533,-3.43855,5.05437,-1.36447,-3.59473,-9.84335,-3.41854,1.43952,-3.29531,8.15905,6.9326,2.98907,6.23501,-4.71414,0.131203,-1.41537,3.13031,3.92613,-3.75521,-6.62196,2.08911,-2.17691
-7.87207,-1.16819,5.43975,-3.38931,4.18895,-4.53301,-5.05591,6.07425,-2.04674,9.19892,-1.51758,8.50933,9.3962,6.99947,-2.84826,-7.12527,-7.74726,-3.96609,-6.57864,-4.8958,8.33215,-7.19655,5.76656,-6.22154,-4.77205,9.33392,-1.08295,-5.94932,5.3471,6.69813,-6.7444,-9.67962,-5.14802,4.33557,-2.34109,-1.76896,-9.36787,4.98725,-8.20924,1.12016,2.62328,-5.51355,8.60737,-8.91575,-4.17768,-8.91495,5.34915,9.1957,5.29632,2.9823,3.766,-1.57489,7.55577,-9.19162,-8.96667,7.21331,-8.58293,3.11998,9.727,5.72277,-7.62115,6.80199,0.258056,8.7648,-2.01553,7.1011,-2.92788,-5.63748,-2.64097,8.49622,4.93389,-8.19065,-9.74463,9.32476,2.45332,0.698288,-6.51907,4.06472,9.77501,-3.65111,3.78349,7.7555,5.71857,-4.5212,6.84223,-9.76033,1.81625,2.0552,-8.36551,2.647,-4.75107,-0.513667,6.9632,-5.77486,5.34703,2.64354,-7.70425,-0.369112
2.59697,0.54049,8.02518,5.96354,-4.53301,-2.0561,4.22355,7.73366,4.90565,-2.3265,-8.50783,3.52593,8.62979,-4.67389,3.94413,-5.30008,2.89346,1.73868,-2.66983,3.46783,3.87406,7.75187,-7.96226,-2.94189,1.99299,4.43268,-4.28503,1.95198,1.37486,-1.55673,-9.31781,-9.76331,-7.80287,2.28825,-4.81384,1.24641,-8.81881,9.11528,0.98233,2.20921,0.751375,-1.64447,-7.83645,6.76138,7.1011,9.59101,8.97867,6.63515,1.7918,-0.705306,7.94852,-4.97537,-3.31427,-5.76371,2.08229,7.09859,1.98444,-4.87989,0.310351,6.54727,-3.62757,0.41463,4.65634,2.87137,-8.64814,4.10757,-0.421389,0.693886,8.55832,8.91117,-1.32461,5.12704,-2.89763,-2.2326,0.911732,-2.15878,8.01356,2.37283,-9.52016,8.21186,0.10449,2.32619,9.37078,-2.61924,-2.823,9.35189,9.80565,-1.60378,8.90613,1.36379,-1.62391,-9.96807,-5.60859,3.19842,-9.2837,2.38844,2.97129,-5.85666
-5.8617,-2.65531,0.946675,-2.54118,-5.05591,4.22355,1.91272,7.29053,-6.71806,-6.49141,9.22683,1.11739,-6.11893,2.07381,-7.91685,-4.20173,-3.80489,5.67213,7.84944,-0.559048,4.61214,8.133,-0.796922,9.98391,8.88935,8.45807,-9.54853,8.4818,-7.62558,-8.64939,-9.90437,8.64369,-5.12532,-7.76304,2.14177,-0.580546,7.44862,-4.6253,-0.417455,-1.49875,7.29867,2.88462,-8.42234,8.41972,-7.75972,-5.39084,-6.02439,1.6402,4.81279,9.12604,-6.01661,-4.10725,-4.80968,-9.24696,7.54361,-2.72344,-8.50706,-7.40718,-7.44964,2.34922,5.86282,-1.01257,4.14147,-1.48682,-6.99275,-1.50801,-3.79786,5.25118,8.20262,5.37685,-4.15223,-7.66241,8.19686,7.67532,7.96698,7.36863,8.82405,1.87024,5.67346,2.98275,-0.592676,-2.00232,7.20341,4.60733,-0.438615,-3.6278,-0.568374,-5.98462,-8.38546,5.60002,-6.50013,-2.11507,0.217251,8.00624,-7.58762,-3.36885,7.59364,1.17253
7.13225,4.10859,2.39332,-6.76688,6.07425,7.73366,7.29053,-8.26158,-0.0972648,-2.38964,-5.00968,-4.703,-0.936802,2.03222,-0.846451,-3.83848,-9.31295,-7.12317,7.61105,5.1122,-4.93962,9.15206,-6.97797,9.74174,-2.67478,7.80782,6.54465,-0.0398677,-6.27178,0.272835,-4.20496,-4.26057,4.88108,9.33211,2.38789,-2.03655,-7.32043,5.39485,-9.20715,-8.08795,-9.96133,-0.897139,-9.70335,-4.3759,-3.93971,-2.83577,0.57709,0.709544,-0.241767,9.19677,0.947901,5.5876,-5.89803,1.36525,6.35713,2.45222,-5.52625,6.42652,-9.11567,-3.84781,9.73491,9.04754,-3.18252,-7.31671,0.0556545,-4.70425,-5.00907,7.62762,-9.77749,8.02487,2.64114,-4.56725,9.63463,-3.16799,9.34536,-7.77365,-8.80337,5.64636,6.37226,-8.52831,-1.97174,-1.55311,-0.951668,-0.890583,1.14095,5.4479,6.31778,-8.97257,-4.42513,0.898011,-7.97694,6.64715,2.08997,-7.58947,2.64216,1.15825,-0.465042,-7.55139
1.88301,-6.7833,-1.07961,-9.34191,-2.04674,4.90565,-6.71806,-0.0972648,7.74101,-2.55606,-6.71946,1.02708,-4.05619,2.14479,0.541256,-0.775577,8.55675,-1.49989,1.08516,1.9867,-6.27393,9.45373,1.0874,5.4603,6.07739,-5.9866,3.06627,-1.09766,9.20149,-4.23803,-2.93928,5.73698,-9.18501,-2.6365,3.71541,2.09608,-2.74528,5.76964,1.83079,-2.16783,-0.822323,3.60067,9.46467,6.54772,5.43018,-3.73322,9.48093,5.05439,-1.55736,-7.11426,3.74687,-9.6361,3.63939,-9.98935,-5.55451,6.45102,9.05162,-5.56004,-9.81397,5.29712,8.70196,5.92811,-9.26688,3.85678,8.39308,3.90618,5.182,1.7526,1.08515,1.27731,-0.38712,-5.9754,-3.88048,-9.573,0.259809,9.59865,-8.84777,-3.98502,-7.67579,-9.80473,-4.79245,-9.91342,-7.61464,-6.61939,-6.76217,0.702968,7.45395,-5.17449,8.38952,-7.82843,4.16829,-6.39694,-2.5108,5.28405,-5.45684,-0.966899,-3.99974,-0.298517
-0.200595,-3.46339,4.0398,4.65202,9.19892,-2.3265,-6.49141,-2.38964,-2.55606,7.58025,-0.424011,2.60879,-2.49443,-2.64892,4.55483,-1.70505,1.81997,4.10203,0.645108,-6.20494,5.46826,2.69973,9.73137,5.54376,1.70705,-3.75676,-9.84791,7.35364,-0.215493,-7.63234,2.54174,1.86265,-0.868094,9.69406,3.65709,-4.56892,6.73931,2.10774,-0.947837,7.47772,-5.71399,0.485647,2.31831,-4.32106,-8.13559,2.49879,-0.563599,8.39349,7.51711,4.66384,9.23281,-3.00879,-5.12602,4.11244,4.57925,9.18152,0.736756,6.20135,-1.50914,-8.47789,9.41279,5.63449,4.40316,8.61429,-6.94692,-4.08119,1.95319,-1.26817,-3.4865,2.00915,2.12668,5.55733,9.88448,-4.61065,3.43856,3.24232,3.89476,-8.24462,2.94469,3.65138,-5.83888,-2.05738,-3.01848,-2.83877,7.67159,8.27505,-3.75343,9.51374,-3.81113,6.40126,5.15873,-8.95432,-1.90124,7.27646,-6.94532,-1.92059,-8.87405,7.94296
