2.80189,-3.68192,0.764799,-9.40638,8.03677,9.79985,7.21306,-6.06061,9.09775,2.69721,-1.65395,0.164069,4.83814,-9.34323,-1.28053,-8.22695,7.34855,3.15144,9.06242,-7.24373,-4.56727,-2.98187,7.44868,4.11906,3.995,-8.44717,1.69627,2.31444,-8.9011,-8.09764,1.66947,-0.830515,-4.90164,-9.28751,2.0149,-2.89368,-4.92055,9.66732,8.35699,8.02756,-9.73453,3.8356,3.71259,2.98052,-1.88177,-6.93343,-4.26372,4.99285,-1.95972,-1.54566,6.34844,9.2442,5.08331,-8.66708,-9.187,8.70323,-9.32237,6.62449,8.44127,7.29143,-0.108,9.89072,1.7241,4.84476,-2.19523,1.2395,-6.20465,7.03523,1.3079,5.70099,-7.85563,2.71652,2.98744,1.02397,0.390595,7.17934,-0.40273,-6.90424,8.87971,6.68258,8.38946,0.4084,-1.47177,6.25365,3.01342,3.88975,-2.31358,9.14956,-4.50424,-9.1104
-3.68192,5.36139,4.4733,5.68233,-8.94555,-5.84358,3.23946,-8.02069,3.02497,-3.2533,-8.48464,8.89475,5.30209,-6.13623,-7.72834,6.74307,2.01069,9.68227,-7.55397,-8.172,-6.07163,7.30483,-9.97426,-2.79663,-0.140687,4.77216,0.892703,-4.87335,7.68324,-8.87599,8.98777,2.28887,-0.603485,6.44821,0.352896,-6.82651,8.07867,2.04986,-9.73647,-3.70228,9.18212,6.97702,-3.20766,1.16489,-7.46654,3.32057,5.75491,7.39917,-7.02836,-3.23948,4.03133,-9.53343,-1.32035,6.58172,1.55068,9.33009,-4.37088,3.93958,-5.25391,-2.0906,1.3143,6.98592,6.50805,2.43187,7.68965,5.7281,5.86995,-9.11689,7.02755,1.09401,-1.75576,-4.0947,6.52059,3.75862,4.85861,5.46514,-8.8958,-9.01812,-1.85803,8.67354,2.01633,5.59562,-9.92549,-2.7949,8.60224,1.9349,-6.92833,-0.177531,9.37066,1.4686
0.764799,4.4733,1.76661,-6.52823,-9.71552,-0.944909,4.63773,9.77182,-5.33842,4.62327,3.66272,-7.22842,9.01552,2.97778,6.40702,-9.9279,8.20861,-1.73709,9.5317,9.89416,-6.59622,7.7118,8.85138,2.12226,5.38315,-4.77432,-7.57325,-0.10401,-9.64327,-8.44899,-1.52339,-9.4876,6.55925,-1.82974,3.47319,2.43665,-8.76402,-8.6151,5.47671,-8.92176,3.05748,-5.75188,1.59655,1.49129,-2.34817,-2.61948,6.44944,7.70149,7.51961,5.0891,-9.88093,4.40427,-6.88214,-7.25436,-5.2511,-1.22497,2.81089,-4.33539,1.50511,7.57241,1.21637,3.96442,-7.4772,3.53495,0.992355,0.635578,0.921848,-7.78476,-0.934355,1.21593,-6.55762,2.02776,6.81786,-3.52705,2.06974,3.36769,1.64787,0.1019,-0.216544,1.44105,-6.17815,-0.208672,-8.41119,3.46612,-4.91714,-0.489848,-1.17649,-5.46462,6.96748,8.50315
-9.40638,5.68233,-6.52823,6.35965,1.03414,-7.51374,-2.6882,-5.28378,0.0993298,-5.66379,4.84914,-8.37514,6.95539,-0.863089,2.78382,1.8903,-1.87592,6.41335,-8.41599,-5.40364,2.84803,-1.41355,-9.55955,3.95236,1.9422,-1.96596,-4.63777,4.75594,-4.449,-6.22458,9.7277,-6.00041,-1.84156,-4.41101,-9.61728,3.26245,8.68379,-5.12035,-2.31993,-0.767971,-5.53078,2.53463,-5.79792,-2.99734,-7.00175,-0.245152,-5.36498,3.42248,-2.6982,-3.67325,-8.07891,3.74701,-0.234262,4.41008,9.53941,-0.675025,-9.18323,-3.95875,5.24486,-2.22927,0.372131,-1.68045,7.58173,4.27816,-7.84087,2.87096,2.37231,-1.3,5.59462,-0.978811,-0.704094,-7.42548,-4.6078,0.039007,-9.8079,-9.31303,7.19487,-4.54669,1.80649,-9.2898,-8.51113,5.30449,5.45862,0.729083,2.62556,7.8672,0.93094,6.07456,3.96441,-2.5517
8.03677,-8.94555,-9.71552,1.03414,-2.71716,8.75066,9.19518,1.48223,6.17824,6.28593,-8.08651,3.07445,-1.21486,5.31768,5.37468,-1.98428,-3.61776,-1.58834,3.09345,3.31512,6.74759,-7.40612,-5.52516,-0.161188,2.60716,-8.58034,2.21638,6.68988,-1.79497,8.9076,7.74401,-0.205314,4.67706,3.09318,4.30071,-4.06346,2.64881,-2.94307,8.17716,-9.68735,5.84109,-4.28567,-7.48416,4.92274,7.91167,-3.23098,1.28145,-8.2346,9.04726,-0.629322,1.7834,-6.62948,-5.30953,0.702385,4.15807,4.96691,-2.18979,5.72202,-7.71835,-0.11702,-0.729245,8.32357,1.93649,-0.674017,-1.19109,4.47185,3.8528,4.22332,0.266806,4.14707,-9.04132,-5.84667,1.55074,4.04144,-4.67187,-1.8895,-3.74618,0.48421,-5.68868,-7.45946,-3.60488,-5.36305,8.98947,-9.20813,4.42212,5.91538,8.15738,-8.13195,-0.404265,0.921974
9.79985,-5.84358,-0.944909,-7.51374,8.75066,8.88553,-2.50183,-3.8734,-8.68922,-5.52126,8.21868,7.47212,-3.79032,1.92996,-2.84565,-3.54275,1.85013,-7.65121,9.75164,-2.89095,8.04209,-6.49531,1.90151,-9.78265,-9.87654,9.81961,1.1305,3.64518,-5.21631,2.23817,-8.35747,0.774981,9.87288,5.77712,-9.42831,1.1498,-9.93917,7.54765,-9.58916,-1.96771,3.67472,2.39618,3.91603,-9.19911,9.92844,5.1449,9.56061,-2.70087,8.09645,5.14517,7.48855,-1.36352,7.83782,6.8603,-9.07511,1.05941,4.64834,-0.75234,5.06083,-1.16271,-5.83129,9.96114,3.96647,-3.07844,8.87065,3.40941,-2.02198,-2.34192,1.06198,-0.126781,5.98176,8.89312,8.92098,0.353021,5.25637,-9.43478,4.21752,-8.30228,9.59572,-2.7861,2.11324,-3.98499,8.07367,5.53083,0.243596,4.38916,2.19908,7.47879,4.71226,-5.36782
7.21306,3.23946,4.63773,-2.6882,9.19518,-2.50183,-5.29207,7.20831,-6.28992,-6.36085,-3.62412,-9.41076,0.664023,6.68223,-8.39526,8.18978,3.03526,-2.68569,-4.26372,4.2608,-3.14193,0.0473922,-0.445753,8.503,5.65179,6.96514,-0.542942,-5.65975,-5.37758,-4.37727,8.63611,4.8716,-4.86903,-9.98045,-7.28813,3.74819,3.28006,-9.43601,6.45701,2.9901,8.78717,0.378851,-7.39608,-9.72471,-4.7644,6.27516,7.53524,3.70417,4.25919,5.50322,-6.4207,9.19979,7.87364,8.16179,9.42257,-4.91991,5.463,2.92124,9.89532,-2.62994,-2.27705,-7.74207,1.10039,-1.64743,3.72728,-9.82104,0.561863,-1.164,9.57076,-0.44105,-4.38028,8.08725,-2.73596,-6.18234,-5.01638,1.43628,7.84932,-4.09647,7.76506,9.34892,-7.47655,-3.95538,9.81367,-2.51423,-7.55934,4.41256,-1.81445,1.47966,8.66685,-5.33357
-6.06061,-8.02069,9.77182,-5.28378,1.48223,-3.8734,7.20831,-9.42988,2.97847,9.90634,2.13265,-4.63245,3.83535,8.73549,0.279619,9.71211,5.72883,1.95766,-9.32267,9.76541,3.31519,-3.93442,-2.61443,6.60411,1.73536,-8.74657,2.99245,-0.426022,2.6724,-0.371571,7.95825,-8.76441,-4.85932,-4.31258,-0.1067,4.99038,6.23103,-7.15098,5.08213,7.77057,9.23505,7.04237,9.11187,-3.02029,-2.69896,3.53491,1.72908,-0.107255,2.28574,-5.66496,-6.3649,-6.25277,8.55433,0.825482,3.80281,8.7792,-0.749143,-8.25352,-9.49174,-8.75753,7.78982,-2.23015,-0.989875,5.63543,-7.21195,-9.5864,-1.56097,2.68452,-4.0775,-7.07224,-0.39771,-2.87684,-1.02957,-9.44005,3.03999,-5.26821,5.84183,4.71198,-0.932757,-5.2221,-3.86595,8.21765,-1.35414,3.93608,-2.2064,0.86937,4.62718,-2.28437,7.51392,-9.9546
9.09775,3.02497,-5.33842,0.0993298,6.17824,-8.68922,-6.28992,2.97847,-0.0996375,-3.39067,-6.28523,-9.36307,1.08475,2.86403,8.00941,-2.98261,8.3017,5.06267,8.4697,-7.75573,-8.53425,-0.936188,9.31921,-6.55732,7.76728,4.6454,-0.744396,8.02315,1.13136,-7.75083,-2.56139,-7.2718,0.177696,-1.55445,2.64303,-8.63724,3.73141,7.77087,-4.97355,-7.94301,-6.16141,-9.84642,-6.02148,-0.424882,-2.18168,-9.19506,1.24624,9.58994,3.95168,-6.79624,-0.74601,2.90434,4.79553,2.89411,5.62231,7.39643,0.583459,3.06784,-5.63122,4.82218,2.11911,8.93996,-0.242582,-8.65212,-7.91244,0.599254,-7.80492,1.9648,-3.34637,-9.71802,-6.67315,5.04078,-5.41264,4.57125,6.85026,5.32391,-0.113532,4.08576,3.85835,-5.1768,6.61553,-4.63576,9.34646,-0.531751,-3.96146,-2.24047,-2.83171,4.49842,-1.7729,-1.7917
2.69721,-3.2533,4.62327,-5.66379,6.28593,-5.52126,-6.36085,9.90634,-3.39067,3.55771,5.72694,6.21752,-5.58082,2.03666,7.353,6.01791,8.25104,-7.90785,6.88697,-2.95132,5.63666,2.05604,-6.21457,0.152717,9.41945,-7.47332,-6.38752,-1.91597,-0.628799,-5.63087,0.220577,8.9627,7.16616,-7.94474,-5.78539,-1.6977,-7.82282,3.86124,7.93809,3.12377,-6.74504,-4.2286,-3.74549,3.94199,5.74728,-4.36477,2.97789,-6.19859,4.25172,2.90544,-1.227,-5.12359,4.50347,-4.80511,-7.95914,-4.23984,-9.70724,-2.83477,-1.71084,1.59487,-8.26108,6.51744,7.49171,-3.00265,-2.45929,-8.96443,-9.25828,-2.91642,4.85148,0.65098,5.51881,1.50446,0.438877,2.78873,-7.68214,3.01001,9.22256,-6.09989,-4.96122,1.2439,8.79961,-6.41502,4.30088,1.49936,-0.893354,-4.77739,-8.97683,8.79757,-0.721985,9.06035
