-9.00165,-8.37664,4.31594,-3.37359,1.12936,-1.61193,5.08059,5.02976,9.54768,2.62992,9.4698,-7.92234,3.44153,1.87436,-8.92717,-4.14135,9.9334,1.79748,5.66054,5.29102,8.24749,1.79611,-0.0150711,5.51928,3.61834,7.28533,-4.36907,-7.59219,-8.58044,-9.37264,-5.42481,1.83091,-2.21629,1.71453,-5.94489,-2.86233,3.07224,-2.92314,-1.17132,6.27451,-0.123331,-3.59302,6.1753,1.58725,-8.45908,6.75302,-0.0599658,8.34599,1.97167,-8.58775,1.40971,0.341268,-9.25197,-4.65417,3.15245,9.58139,3.2117,-4.42878,2.55201,8.74755,6.42871,2.13213,-1.06735,-2.80861,2.57053,-1.73559,0.363419,-8.438,-3.54904,-7.333,-4.35539,-8.69708,-4.60521,0.999456,-2.74916,-7.688,4.69898,3.52614
-8.37664,-8.74451,6.12138,-9.58538,2.76555,-8.70182,-8.72528,9.83176,-8.09833,4.51771,5.52833,-3.20493,6.18094,0.976949,-0.266461,2.93895,7.79051,7.53644,1.02992,-4.0999,-7.7793,-1.01567,6.56817,-6.82998,-8.15866,-5.71291,8.99243,-1.81343,-6.75229,8.5854,9.62123,7.06645,-8.56518,5.27515,6.74311,-0.116189,-7.28324,-7.55853,9.39881,-2.05783,9.86241,4.86195,9.22514,-2.6078,9.52923,-3.81671,-6.83031,-1.94502,2.35006,-9.58879,-7.29261,9.52446,9.41144,0.0952537,-2.54364,-0.679256,-5.26374,-1.9071,-6.64418,2.17226,9.37921,-3.67246,7.02468,4.7297,-0.921476,3.24364,-8.97261,5.5602,-7.31506,-9.45828,9.17529,-8.36328,8.70989,6.29125,-8.65924,2.05409,-7.00911,-1.14531
4.31594,6.12138,-7.39826,-6.37643,9.61103,8.7358,0.32549,7.68141,2.631,-1.27909,-8.47434,4.57871,0.136804,5.46242,-1.69984,7.47676,-7.63204,-5.35134,-6.04354,-4.65279,-8.6695,9.36356,1.2679,-4.21169,0.772188,-4.32649,-9.51985,-8.41522,-0.617325,8.04325,6.82376,5.96628,-3.6879,5.97204,2.16802,-2.73734,-9.24365,8.64164,-1.40316,-3.6872,-8.16925,-5.66905,-5.96875,4.55309,9.9772,-3.53304,-9.76139,-1.15345,9.67455,-8.12268,0.574325,8.78805,2.80442,4.0349,-5.40606,1.56423,5.02914,-1.98913,-3.14826,6.25039,-4.51748,-0.472476,2.26745,-5.93896,7.94003,-0.940096,7.14623,8.64511,-1.08621,-3.69673,7.4354,9.86313,0.707799,-6.14323,-6.99627,2.57569,6.80597,-1.75038
-3.37359,-9.58538,-6.37643,6.98754,9.84841,-4.57537,-7.12451,-4.41059,6.40601,9.93426,-7.47285,5.70617,-8.78224,5.54997,8.69459,9.60247,-3.18665,6.05559,8.57735,3.32967,9.02839,4.04548,-5.87238,7.53386,-6.38182,4.34808,6.94437,-9.14443,-5.22963,-7.84451,3.09287,-4.21515,8.2743,-9.91305,-8.49243,2.50923,3.06098,-9.37964,-3.59104,8.50879,0.360277,4.63774,8.43935,-4.91924,-1.91872,3.79464,0.632272,-9.43419,4.36081,6.64909,6.09786,8.65776,-4.79096,7.60553,8.58455,-5.72149,8.42392,3.25207,1.65798,-3.75022,-5.95926,4.59236,-1.6404,-8.96763,0.239759,-0.30014,9.68103,6.8663,-2.1318,-3.68783,-1.22035,-8.84155,-7.48139,8.51625,-0.946429,2.14714,6.58846,6.19298
1.12936,2.76555,9.61103,9.84841,4.34221,-0.645062,-3.22727,3.6861,-5.08387,-7.65554,-5.64868,9.66932,0.90906,0.624881,-6.6769,7.99566,-7.57965,2.74267,1.26967,7.28699,-5.10551,-6.56903,8.70651,4.6597,5.60828,3.46824,-3.90736,3.9448,-0.300858,-4.501,-4.20517,2.12372,-6.61111,-5.62068,-4.81411,-4.88789,9.17661,6.25268,-4.70425,3.66205,-3.34437,-8.96695,-9.45026,1.47832,-9.56825,2.89981,-4.21638,3.05188,0.369668,6.04994,-2.37089,0.262667,-0.0638834,-4.04977,-9.64489,2.78464,1.22343,3.12997,-2.86845,-7.50117,-1.61207,1.67002,-7.45767,6.95081,9.43348,-5.5649,-7.75181,-8.88977,-4.20472,-7.07742,-3.8006,1.6718,0.161646,-8.19783,-5.02317,-8.18616,3.57045,-4.76819
-1.61193,-8.70182,8.7358,-4.57537,-0.645062,-2.45886,-8.02492,8.31105,-4.20268,-0.743258,5.08194,9.61756,-7.49885,-5.75888,3.01629,5.95452,-8.02756,2.26501,-4.61057,-5.42746,-4.91734,-4.58626,-5.66032,-7.02605,1.71583,9.72553,-1.14175,7.11202,6.90448,0.127518,-1.61989,-4.72747,3.38388,-0.739058,-9.66939,9.24249,4.25942,-7.66027,2.9242,2.21264,2.02181,-9.99381,2.5493,-0.709378,-9.61871,3.83461,6.72567,9.71113,7.33895,-8.49111,-9.55202,-4.29277,2.4669,7.55256,-6.43011,-0.765274,4.84682,6.21551,-6.37976,4.29497,-9.22956,-7.98034,-2.91854,-1.77453,-2.07501,-4.44023,6.50923,-9.06407,5.97385,1.32134,-9.42345,1.2734,-6.79209,6.45739,4.65598,3.69385,-0.0496492,-5.74835
5.08059,-8.72528,0.32549,-7.12451,-3.22727,-8.02492,6.79043,-9.27456,5.86793,5.97874,4.35615,-7.71599,3.59103,-2.66259,-2.88099,7.23606,8.74639,-5.83641,5.63107,4.78399,7.08682,-3.76783,5.2633,-0.24148,8.61802,2.317,-4.85716,-3.89643,-4.7955,9.33581,-9.88128,5.84395,-4.01791,2.20851,7.01033,0.297203,-9.83773,-6.90662,2.10314,9.28739,8.62867,6.35483,-4.57834,8.98488,9.88047,-3.08928,-6.2643,5.804,-8.43938,-8.39387,-2.55333,1.78907,0.616307,0.705718,-3.31917,4.85515,3.30991,-1.25098,5.44165,-2.36385,-8.19582,2.32616,-3.88611,-4.41582,3.74349,5.21669,6.51912,-2.40068,-1.0433,-4.16734,8.12335,3.07679,-6.15615,8.84284,3.08479,4.4397,8.37295,2.84418
5.02976,9.83176,7.68141,-4.41059,3.6861,8.31105,-9.27456,-0.0417901,-3.77819,4.63835,-5.4055,-4.7956,7.34377,4.01234,8.73911,1.03029,8.44758,-2.45194,4.74414,-4.86943,9.54955,-2.78705,-7.41239,-8.72887,-9.51385,3.3552,-6.3204,5.6011,6.13921,9.82072,1.10609,-2.32403,-0.401823,8.59419,-2.53067,-1.00385,-4.94558,-2.82831,-3.91188,6.15915,9.58864,-5.84457,-0.54571,-5.95381,5.39684,-8.99175,2.91126,2.8499,-6.98397,2.41336,5.14105,7.89212,2.54177,0.471885,-7.4706,2.53381,7.3284,-1.62232,-0.430839,1.5165,-0.626709,-4.32674,0.0707126,2.88779,-1.07323,0.34668,7.67419,1.36931,7.94525,0.308439,0.220631,-5.64667,-6.77717,-9.87717,3.03992,7.7612,-3.95929,-4.40738
9.54768,-8.09833,2.631,6.40601,-5.08387,-4.20268,5.86793,-3.77819,-5.36361,-6.69068,1.01132,0.55192,4.76044,-2.27987,1.75628,-5.52103,3.32305,5.58329,-8.92831,-1.61029,2.78839,-2.82041,-4.75676,6.3115,8.00372,0.240409,0.316787,1.44894,5.2096,9.07924,-2.96259,4.65949,-6.64764,2.69504,-1.94491,2.91261,-1.88024,2.02957,-4.8058,-8.08728,0.194321,-6.47437,8.95438,4.37344,-2.74634,-4.81996,-4.78143,6.77387,-8.9355,-3.76122,8.46229,3.865,-0.558242,6.91074,-9.08803,-7.02048,-5.19628,3.2252,7.62137,-6.18749,-5.36974,2.21686,3.30595,4.83575,-5.6381,1.50723,-4.85863,7.7903,4.14548,-8.54983,7.31481,1.04095,7.97859,9.05624,9.02662,-0.485847,4.43838,0.194046
2.62992,4.51771,-1.27909,9.93426,-7.65554,-0.743258,5.97874,4.63835,-6.69068,-8.94142,3.75022,-3.39338,3.77488,-4.52408,4.24916,-3.04737,-8.34867,-4.33243,-5.17648,-2.16444,-2.06962,-9.11045,2.71392,-4.64748,-0.38238,-1.62047,2.37581,4.27021,-3.99185,-1.246,5.29557,1.26924,1.71902,-0.51215,9.13383,6.52122,-3.17059,7.77782,-1.88654,-6.02564,5.47558,8.48798,-2.87162,-0.761549,-2.574,0.861523,-0.10291,8.50598,-8.40104,6.45519,6.76887,8.66094,3.02576,5.21981,9.69126,-6.74642,1.63352,9.40783,8.96787,3.79766,8.07546,4.44023,-3.9656,-3.33853,8.63052,-0.379438,-9.40726,-5.60667,-8.74156,2.12162,7.06902,-9.0505,-8.99465,4.58286,-8.3067,5.84774,-4.78544,2.65288
