4.53695,-6.41181,-3.18046,8.78526,8.25292,-4.24909,-8.12932,3.87293,-8.12139,-9.26645,-4.37388,2.05177,8.61521,9.422,-0.542272,-6.8751,-8.7737,3.11094,-0.188365,1.80892,-5.67937,7.58753,-3.61926,6.63125,3.28469,9.98513,-0.316626,-3.60616,-7.81747,-6.57422,-1.38084,0.20525,-2.2738,-7.10302
-6.41181,-4.15071,0.458886,9.93104,-9.44236,0.995165,-1.62574,-5.30284,6.72644,5.26048,8.62043,9.84161,-5.63988,-2.16742,0.782655,-6.98703,-2.89442,7.09435,-9.30065,-4.07661,-3.40909,-4.62984,-4.58828,-0.700318,-3.80414,-8.1068,-8.65805,-4.39049,9.58075,-3.47258,-2.9923,5.46464,7.53094,0.69185
-3.18046,0.458886,-8.82976,-1.32628,-1.60321,-4.92763,-2.77775,-3.75822,1.66099,-1.88328,9.05503,-0.678925,0.0635969,-6.39108,9.16948,-4.46916,-8.28427,-3.17962,-4.24995,-2.78743,-3.37672,9.68633,-2.36791,-3.69211,1.80924,-3.41138,-9.96279,6.06963,9.50851,2.34552,7.58148,-8.62125,8.76269,0.812888
8.78526,9.93104,-1.32628,-3.28755,0.464056,-3.0098,8.8581,7.40836,0.897627,-9.52707,-9.89481,-1.75351,-7.6314,7.41013,-8.47033,6.04507,8.55712,-4.91424,-8.40909,-1.7317,-9.02331,6.50706,5.56281,-7.41366,-7.92198,-3.43064,-0.0664726,-5.11828,-9.59651,-4.24938,8.92562,-7.41779,-4.05104,-8.3703
8.25292,-9.44236,-1.60321,0.464056,4.76585,-1.64712,-1.99211,-0.69342,-8.41379,4.12673,-2.76445,-0.241189,6.33868,-4.52885,6.64101,7.71422,-0.7758,-7.7416,-3.26497,8.31714,2.01657,4.35723,7.21807,8.4764,-7.41091,5.05008,7.00069,-0.158622,0.892897,0.517439,-4.82558,5.36387,7.99089,9.74934
-4.24909,0.995165,-4.92763,-3.0098,-1.64712,-0.627804,-4.19652,9.70775,0.837678,-0.847405,-0.33214,-4.01337,9.45059,9.77595,-1.74512,-5.43726,4.55349,9.92849,0.0922541,7.01857,5.0567,-7.12886,1.27791,8.59781,-5.56617,-2.06022,4.18927,-0.227857,-5.32131,-2.90863,7.87194,0.381619,-7.63697,4.13138
-8.12932,-1.62574,-2.77775,8.8581,-1.99211,-4.19652,-4.67658,-5.31676,-5.59442,5.62049,9.9124,8.18262,-0.297387,-9.67958,8.01464,3.06626,-2.58132,-1.39596,-3.35279,4.65438,-7.53402,2.16913,9.40465,-1.8189,4.43334,5.07522,-5.67101,7.53405,6.4528,-0.131345,8.67572,2.69469,2.26627,-5.37296
3.87293,-5.30284,-3.75822,7.40836,-0.69342,9.70775,-5.31676,-8.91412,-6.00371,-7.92712,-5.98453,-2.35022,-7.29653,-4.86059,2.71537,5.43829,7.93636,-8.49817,-6.95521,6.33608,-0.414578,0.780332,-4.8206,5.85911,7.48911,-4.26392,8.64959,-9.46895,-3.60915,6.00813,4.18333,4.11519,1.12121,9.8958
-8.12139,6.72644,1.66099,0.897627,-8.41379,0.837678,-5.59442,-6.00371,3.50995,8.62456,-7.05289,3.18689,4.33815,5.19606,-8.99239,5.04131,-8.34286,-2.65156,3.81523,0.899428,2.24617,-9.74135,-1.87295,-7.19492,2.30258,0.504244,-0.113638,3.4215,-0.435568,-7.89421,-6.4777,8.62526,-8.04497,-0.808793
-9.26645,5.26048,-1.88328,-9.52707,4.12673,-0.847405,5.62049,-7.92712,8.62456,1.35597,-0.558202,-3.80833,3.49125,2.01268,-7.26845,0.486585,7.37159,-8.61143,6.81801,-7.51657,-4.16218,7.37157,2.6132,8.07079,-4.35177,-6.91969,-6.57019,-7.99161,-7.91219,-1.01076,-0.87654,7.14053,-1.92448,-3.08355
