6.15618,2.13825,-8.14649,-7.25438,-6.39303,5.18864,-3.78277,-0.0523531,9.59352,5.86825,1.51809,8.63729,-1.2261,8.24589,-0.15337,-8.44321,6.02916,6.9992,0.72218,-7.85991,9.39798,-1.78165,1.51205,-0.0486358,0.596867,-0.597038,-8.36783,-7.56724,7.27119,-7.05317,1.57135,5.36941,7.96198,6.25955,2.98532,4.90164,-3.26753,1.69416,-6.39113,-1.89828,-2.99865,3.37449,-3.49231,3.42126,0.67451,-6.42191,-6.32732,-7.6481,-0.159153,-6.59834,7.17451,-9.31361
2.13825,-6.36366,-9.81405,-5.27595,1.09852,5.89935,8.20777,6.77787,8.65534,-2.88974,-7.21008,5.48654,-9.91472,3.68919,-6.0503,-0.424986,4.93057,-8.48865,-7.30896,-2.80454,3.60108,-0.267927,-9.9246,1.78656,1.88405,0.406772,-3.15854,-6.01313,-2.73667,-5.69619,-8.629,-0.480342,-8.79492,-6.00865,1.87677,4.89818,-8.47888,6.29003,-7.11582,6.13195,7.91221,5.1345,3.13074,-7.85446,-8.22897,0.136403,7.27506,-8.59271,-9.75005,-6.61424,2.03393,6.57633
-8.14649,-9.81405,7.49711,-4.90734,-6.28423,8.86134,-2.76513,3.99488,6.98492,-4.68323,2.76623,-6.16944,-3.2933,1.93567,-6.00177,-4.03392,1.26531,1.25492,-8.3126,6.73605,-1.48742,4.33905,-8.27796,2.29592,5.63427,-7.4242,3.31105,1.51108,-5.29845,6.05598,-2.73112,8.9417,-5.68357,-3.6713,5.271,-2.4656,5.9035,-3.40085,1.19954,6.96651,5.86727,-7.7843,3.97759,8.6194,-8.45086,-6.04491,-9.39291,0.503129,-8.94124,-3.5517,-9.6644,4.99983
-7.25438,-5.27595,-4.90734,-6.89596,-1.49817,5.70983,-9.26819,5.8444,8.91321,-1.54213,2.34759,0.232981,-3.00034,-4.59931,7.87827,0.993971,3.42881,3.92947,-2.7415,-1.62581,-9.11401,-1.004,8.04052,0.915737,6.90328,3.79634,8.67061,-6.52953,-3.16218,-7.11678,-9.47312,8.28553,-5.20347,5.5021,-8.853,3.21663,4.1145,-1.61549,6.45582,0.395905,0.600068,-0.810192,-6.72456,-9.20311,3.11119,-1.77878,-8.59277,4.1224,2.09847,8.68504,-6.49997,1.63255
-6.39303,1.09852,-6.28423,-1.49817,-0.620411,-4.55937,7.40915,-4.80357,0.192156,1.64056,-6.5669,-8.46395,-3.35194,-6.97536,2.92986,8.74026,-6.15769,-2.43555,5.07292,5.87207,-7.68969,-6.31293,8.96884,-2.57487,-7.83321,9.8325,4.91032,4.1139,-4.85798,5.7497,-0.548928,-4.6806,-2.01165,-9.57746,-4.05316,4.98462,7.15293,-4.56714,8.9594,0.467348,2.39463,5.92651,-3.54778,-7.1402,-2.91736,7.26157,1.53672,6.81496,6.03454,-6.80447,-1.48389,2.79439
5.18864,5.89935,8.86134,5.70983,-4.55937,7.6021,-3.42287,6.43503,4.36806,7.13093,4.6804,8.66561,7.83373,-4.54625,3.57165,5.57803,7.44761,3.96899,-4.21878,2.46709,1.65743,-3.42964,-7.58922,9.0701,-8.22567,3.90886,-7.09899,2.94707,9.36453,9.73431,9.36443,-5.36022,6.08124,-6.74443,7.21385,-7.47492,-4.03491,3.1126,-8.60199,-5.06717,-1.93109,-3.53102,4.80829,3.24289,4.60606,-4.14645,0.554404,8.1869,-9.45046,-1.56419,-4.01873,8.42067
-3.78277,8.20777,-2.76513,-9.26819,7.40915,-3.42287,3.38021,-5.60178,8.11567,0.27438,-9.7949,-0.025703,2.85474,-9.26611,2.74518,-6.50054,1.81117,4.30408,-6.45293,4.37763,-0.80297,6.8244,-8.3508,3.76436,7.48991,-3.34838,6.36305,-7.52806,4.65007,-9.31925,8.59979,4.2223,9.99676,-0.134707,1.7365,-6.90732,3.09685,-6.03453,-2.53698,-2.74656,-5.52532,-7.34931,-5.83939,3.91844,8.39127,9.05955,-0.646544,-5.0552,-5.56103,1.24072,8.34958,-0.120583
-0.0523531,6.77787,3.99488,5.8444,-4.80357,6.43503,-5.60178,-3.00309,-0.475135,-0.503608,1.64807,-7.01256,9.86291,-2.83798,7.92495,5.67967,-7.19015,-6.32553,8.69969,3.28192,-9.76404,8.02231,8.25823,3.7338,7.20904,-9.51922,0.782064,-5.2347,7.89348,-4.28973,6.31268,4.00927,6.50068,-8.79099,-7.76096,-1.21001,-8.04696,-4.13854,5.35437,3.02772,-7.89526,-6.49528,5.61829,-8.73494,-6.29505,-2.4692,9.37324,5.52884,-6.32776,-8.86706,3.29008,-5.00357
9.59352,8.65534,6.98492,8.91321,0.192156,4.36806,8.11567,-0.475135,6.88175,4.08708,3.09724,-5.334,-5.23191,9.00588,1.86685,5.39385,0.751663,-0.610517,4.1743,-2.31348,1.88033,4.68978,6.48389,-7.54112,-4.85586,-2.0514,9.56103,5.25256,-7.23283,4.81403,-5.83702,-7.23206,-9.44753,1.61415,5.80357,6.6162,7.10673,-9.05584,6.94044,-3.50343,3.99128,-6.38287,4.83952,3.81902,0.231641,5.29597,-3.76323,-5.47404,8.42942,-3.98882,8.39674,-8.49484
5.86825,-2.88974,-4.68323,-1.54213,1.64056,7.13093,0.27438,-0.503608,4.08708,9.01019,0.805591,0.303457,9.76194,2.28566,-8.24547,-3.86501,9.75921,0.267966,2.73756,-8.59065,-4.05572,-7.47441,-9.16411,6.32137,9.76367,2.4916,1.66934,-6.12176,4.6706,2.89135,4.18008,4.52987,5.28956,-3.30393,0.904776,0.179455,8.69752,5.00515,-4.46462,2.20665,-6.20088,0.102752,7.55384,7.36603,8.22629,1.90378,3.63388,-9.76809,9.87978,-3.59378,7.00193,2.06439
1.51809,-7.21008,2.76623,2.34759,-6.5669,4.6804,-9.7949,1.64807,3.09724,0.805591,-9.27626,-1.20716,-9.67452,6.45586,-0.0547018,-4.09484,3.68341,9.18338,-6.19706,4.79388,-3.76914,-3.38144,2.60624,-5.24977,-7.12657,-4.24393,-8.12422,-8.25385,-4.21018,-3.83409,5.13816,-5.14759,-2.61088,-2.75209,3.47797,-3.9869,0.904392,-8.3367,2.9683,-0.587859,-5.76016,-3.91276,6.47767,5.36275,2.13203,1.20423,7.72799,0.612349,-1.52802,-0.979407,-7.57175,2.22125
8.63729,5.48654,-6.16944,0.232981,-8.46395,8.66561,-0.025703,-7.01256,-5.334,0.303457,-1.20716,-8.54065,-7.13023,4.95022,3.03292,-8.81844,-5.63533,8.77762,2.20037,3.93964,7.76279,-8.54648,-7.7158,1.33239,3.18018,3.32658,-4.46787,-0.503108,-7.12749,-0.683386,9.53015,-5.64884,-1.4874,4.77955,-4.5217,7.68118,-9.28491,9.95987,2.65489,-9.88912,-9.48779,-4.76922,-3.70036,2.64357,-8.47487,4.51769,3.62346,0.961451,2.6222,-3.48249,-8.24403,-1.42265
-1.2261,-9.91472,-3.2933,-3.00034,-3.35194,7.83373,2.85474,9.86291,-5.23191,9.76194,-9.67452,-7.13023,-3.71894,4.11385,-0.880129,4.3005,-8.27826,2.67649,-2.02327,-4.5762,5.94775,-3.24163,5.58062,3.8848,0.682352,-4.68463,-8.61966,5.88378,2.6715,-9.74568,-1.11671,7.48591,4.65015,-3.63896,-4.31979,8.48829,-0.552794,4.07117,7.88089,2.82191,6.4755,-9.64425,4.06128,-8.43196,-4.63507,8.78013,-5.05281,-0.50793,7.66979,5.75612,2.78231,3.13231
8.24589,3.68919,1.93567,-4.59931,-6.97536,-4.54625,-9.26611,-2.83798,9.00588,2.28566,6.45586,4.95022,4.11385,6.79769,9.10219,0.129456,-9.10806,0.147845,-8.84129,3.71061,2.51179,2.34655,1.95003,-0.953408,-4.7758,1.89203,-9.92955,-7.55106,-6.49563,-5.77195,-8.65219,4.31897,-8.70006,8.20076,-5.08782,8.50711,-4.55034,9.09435,-0.567067,3.46815,3.46351,0.102976,-7.16002,1.59842,-7.26748,-5.56301,2.59008,9.19649,-4.56499,-8.27841,1.20578,8.31225
